-0.023235-0.019612i,-0.031737-0.034356i,-0.022717-0.019907i,-0.032184-0.021065i,-0.02425+0.0038093i,-0.029129-0.018408i,-0.05556-0.048089i,-0.041624-0.044352i,-0.030407-0.024538i,0.0051631+0.0055414i,-0.0031781+0.0066401i,-0.01055+0.011449i,0.0038937+0.006841i,-0.0036671-0.0027135i,0.0028586+0.0018378i,0.0014109+0.028979i,0.025059+0.03219i,-0.00010423+0.00051951i,-0.0028542-0.0028747i,0.0076291+0.0038188i,0.0017617+0.00057042i,-0.00014495+0.0025544i,-0.00065189+0.00024421i,-0.031825-0.0019672i,-0.0032876-0.0049911i,7.4121e-05+0.0025037i,0.0037483-0.0011947i,0.00097089-0.00030736i,-0.00079836-0.00043614i,-0.00096559-0.0020168i,-0.0022933-0.00060419i,-0.0039848-0.0038228i,-0.0027772-0.0051964i,0.00043277-0.0014302i,0.00061694-0.0033514i,-0.001519+0.025812i,0.0021335-0.0030734i,0.0023417-0.0040083i,0.0045361-0.0021619i,-0.0059039-0.0018092i,0.00074715+0.0013971i,0.010102-0.00026572i,-0.0015236-0.00032337i,-0.003217+0.0013659i,-0.0080277-0.0028655i,-0.018165+0.022089i,-0.0084197-0.087297i,-0.0028024-0.061696i,-0.02089-0.054541i,-0.011568-0.045743i,0.052915-0.027342i,0.02382-0.067205i,0.040472-0.054736i,0.018346-0.039705i,0.025923-0.020146i,0.01231+0.012119i,0.024991-0.028904i,-0.011238-0.00089907i,-0.0013261-0.00023095i,-0.0084065-0.0014706i,-0.0053177-0.029831i,-0.021342+0.026691i,0.0071292-0.0097702i,-0.010738-0.003302i,-0.0026251-0.0018963i,-0.0006203-0.014744i,-0.0083211+0.0056526i,0.0060969+0.010302i,-0.010894+0.029955i,0.0065305+0.0072596i,-0.0036588-0.0017436i,-0.0022867-0.0016039i,-0.012613-0.0060431i,0.00036149-0.0044884i,-0.033312+0.003384i,0.002765-0.0091328i,-0.0075268-0.0020901i,-0.0050874-0.0033405i,0.007141+0.0018938i,-0.010131+0.00062888i,0.0023826-0.00054089i,0.0059812+0.0079395i,0.0057017+0.0011289i,-0.0076604-0.0095518i,0.003157+0.0079184i,-0.019697+0.0074848i,0.0028833+0.0054266i,-0.021298-0.0090929i,-0.027052-0.0053614i,0.0094809-0.061084i,0.018735-0.01561i,-0.050331-0.028459i,-0.021951+0.00084903i,0.019333+0.010363i,-0.026715+0.011456i,-0.012359-0.0083237i
0.0021672-0.006924i,0.0080898-0.032349i,-0.015377-0.016975i,-0.010719-0.015455i,-0.011211-0.016646i,-0.010765-0.012559i,0.01526-0.014218i,0.013678-0.016355i,-0.0059769-0.0070506i,0.0035886+0.00035116i,0.00020309+0.00043285i,-0.00088872+0.00067533i,0.0011509-0.00068443i,0.00083712-0.00068304i,-0.0012984-0.0016238i,0.0030119-0.0052836i,-0.0025007+0.0010252i,-0.00050467+0.00034678i,0.00018861-0.00046955i,0.0001132+0.0012896i,-0.00017995+0.0010897i,-0.00045064-8.0151e-05i,0.0012167+0.00066814i,-0.0028289+0.0028251i,3.5523e-05+0.0005271i,4.4308e-05+0.00011511i,-0.00070998+0.00033491i,-2.044e-05+0.00017429i,0.00016642+3.9565e-05i,0.00037976-0.000304i,0.00042212-0.00012803i,0.001057+0.0003948i,0.00018814-0.00015257i,-4.7568e-05-0.00060698i,0.00041958+0.00059938i,0.006424-0.00037984i,0.00034667-0.00015172i,0.00095724+0.00022123i,0.00023746-0.00062637i,0.00072646-0.0011326i,0.0006195+0.0011891i,5.0928e-05-3.4458e-05i,-0.00040712-0.0011993i,-0.00080772+0.001117i,-0.0074642-0.0078172i,0.001344+0.021297i,0.030244-0.00023442i,0.030859-0.0038483i,0.0086935-0.017063i,0.030443+0.0070655i,0.023087+0.029227i,0.027466+0.01965i,0.019189+0.032672i,-0.024092+0.014859i,4.2934e-05-0.009122i,0.0023407-0.0050166i,0.0059748-0.0063137i,0.0096049+0.0016922i,0.0032167+0.005549i,-0.005762+0.0068008i,-0.0019736-0.005096i,0.0039829+0.0094181i,-0.003112-0.0017657i,0.00086525+0.0032315i,1.8115e-05+0.00057663i,0.0016684-0.0035536i,0.0063723-0.0016916i,-0.002846-0.00062442i,0.0047549-0.0009258i,-0.0065543-0.00059908i,-0.0016465-0.00076087i,9.6907e-05+8.0088e-05i,-0.0048258-0.0020496i,-0.0029572-0.0020334i,-0.011369-0.010326i,0.0024786-0.0018839i,-0.004359+3.4516e-05i,-0.0015925+0.0016438i,-0.0050177+0.0024733i,0.0050919+0.0012754i,-0.0081002-0.0018026i,-0.0021522-0.006453i,-0.0024947-0.0015108i,-0.0059487-0.00030581i,0.006005-0.0033956i,0.0045033+0.0016863i,0.0028263-0.0021496i,0.00092133+0.0055215i,0.0030235+0.0014063i,0.011686+0.0060723i,-0.025491+0.0020253i,-0.031909+0.01594i,-0.013903+0.023007i,0.0029882+0.0020919i,0.006715-0.0065634i,-0.014616+0.0086315i
0.00078274-0.0071886i,0.0024511-0.033301i,-0.018179-0.013934i,-0.013245-0.012559i,-0.014397-0.014583i,-0.012099-0.010706i,0.011247-0.017558i,0.010714-0.017805i,-0.0073944-0.0062326i,0.0035694-0.00091367i,0.00046755+0.00010869i,-0.00024226+0.0010952i,0.00071002-0.0008725i,0.00080241-0.00071796i,-0.0013694-0.0012515i,0.0019235-0.0054956i,-0.001722+0.001676i,-0.00052206+0.0002722i,-0.00012157-0.00053788i,0.00045125+0.001135i,0.00024127+0.0013359i,-0.00041481+0.00010275i,0.001344+0.00018942i,-0.00091667+0.0031958i,0.00034437+0.00060577i,0.00017039+8.9984e-05i,-0.00036834+0.00088334i,7.4315e-05+0.00030324i,0.00020413+6.6292e-05i,0.00041861-0.00022987i,0.00020655-0.00027785i,0.0013641-2.3994e-05i,0.00028208-0.00016264i,-0.0002948-0.00042992i,0.00091918+0.00043753i,0.0060981-0.0020471i,0.0001823-2.5407e-05i,0.00095924-0.00018032i,0.00022836-0.00042924i,0.00027221-0.0018487i,0.00091802+0.00081648i,4.8629e-05-0.00024531i,-0.00084172-0.00051054i,0.00028201+0.0011087i,-0.0083984-0.0061071i,0.0043739+0.021978i,0.030245-0.0044986i,0.029593-0.0099778i,0.0038443-0.014468i,0.03316+0.0013501i,0.028528+0.023811i,0.03034+0.011883i,0.021728+0.023757i,-0.018403+0.014588i,-0.0022596-0.0081157i,-0.0011475-0.0051007i,0.0030284-0.0084292i,0.0079649-0.001185i,0.0040257+0.0040239i,-0.0020123+0.0089542i,-0.0026622-0.0024758i,0.005236+0.0076282i,-0.0038498-0.00047663i,0.0021948+0.0037201i,0.00089595+0.00052086i,-0.00049352-0.0033986i,0.0065327-0.0052348i,-0.0034257-0.00012174i,0.0045932-0.0031992i,-0.0060069+0.0024342i,-0.0016598-0.0014358i,-5.8549e-05-0.00055146i,-0.0043426+0.00073504i,-0.0030385-0.0011548i,-0.012845-0.0050382i,0.00089093-0.0023977i,-0.0038181+0.0011815i,-0.001584+0.001304i,-0.0035489+0.0040201i,0.0062675-0.0005917i,-0.007896+0.0014134i,-0.0042222-0.0054307i,-0.0022719-0.0011915i,-0.0052714+0.0016963i,0.0032528-0.0044559i,0.0050719-0.00018564i,0.0025317-0.0026111i,0.0024442+0.0045227i,0.0017259+0.0014258i,0.010654+0.0012136i,-0.024374+0.0075348i,-0.030061+0.023605i,-0.0097135+0.022153i,0.0043276+0.0042909i,0.004474-0.00609i,-0.014416+0.010824i
-0.00013783-0.0073531i,-0.0036566-0.033292i,-0.020081-0.010459i,-0.014615-0.0093945i,-0.017325-0.011979i,-0.01321-0.0089339i,0.0069742-0.01972i,0.0080695-0.018987i,-0.008857-0.0049467i,0.0030235-0.0019431i,0.00036807-0.00027424i,0.00047229+0.0012498i,0.00022443-0.00082549i,0.0008965-0.00080087i,-0.0015111-0.0009862i,0.00089166-0.005551i,-0.00073438+0.0019155i,-0.0007492+0.00026583i,-0.00036496-0.00034383i,0.00072237+0.00077387i,0.00090207+0.0011423i,-0.00045517+0.00014555i,0.0012459-0.00027848i,0.00074151+0.00273i,0.00074517+0.00047025i,0.00029797-4.7664e-05i,0.00025429+0.00096833i,0.00017245+0.00034158i,0.00021932+3.9608e-05i,0.00039681-0.00036686i,2.0959e-05-0.00029083i,0.0013688-0.00066469i,0.00020283-0.00029466i,-0.00037916-0.00017522i,0.0013122-0.00031839i,0.0052445-0.0036418i,0.00032796+5.0837e-05i,0.0007649-0.00044677i,0.00026001-0.00053348i,-0.00055964-0.0021543i,0.0011412+0.00036321i,-0.00019845-0.00040387i,-0.00083074+0.00010067i,0.00088229+0.00049095i,-0.0088264-0.0046078i,0.0094755+0.021972i,0.030042-0.0092735i,0.026974-0.015329i,0.0011366-0.011072i,0.035038-0.0052246i,0.031988+0.017375i,0.032015+0.0046762i,0.021259+0.016908i,-0.014637+0.014688i,-0.0043862-0.0063562i,-0.0040717-0.003228i,-0.001295-0.009228i,0.0055231-0.0026762i,0.0039613+0.0025829i,0.0014426+0.008938i,-0.0017662-0.00082097i,0.0054817+0.0054685i,-0.0040127+0.0020106i,0.0036745+0.0034201i,0.0012093-0.00010139i,-0.0018445-0.0022649i,0.0047884-0.0075574i,-0.003229+0.00090326i,0.0036016-0.00465i,-0.0032256+0.0041223i,-0.0025127-0.0016725i,-0.00059585-0.00064443i,-0.002889+0.0022732i,-0.0026214-0.00050567i,-0.012487-0.00036321i,0.00010021-0.0025196i,-0.0029328+0.0019882i,-0.0015919+0.0017147i,-0.0013481+0.004264i,0.0064-0.0031721i,-0.0064374+0.0040815i,-0.0057707-0.0036545i,-0.0024725-0.0010293i,-0.0040727+0.0028275i,0.0018726-0.0040765i,0.0045171-0.0016398i,0.0022656-0.0031462i,0.0021435+0.0022558i,0.0011547+0.0015924i,0.0096335-0.0016595i,-0.020953+0.012191i,-0.024636+0.030348i,-0.0067707+0.021122i,0.0071407+0.0045566i,0.0024318-0.0047495i,-0.012855+0.013358i
-0.0011516-0.0077643i,-0.0095242-0.03174i,-0.021361-0.0071634i,-0.015124-0.0066039i,-0.019723-0.0082834i,-0.014168-0.007053i,0.0021425-0.020759i,0.0051908-0.020058i,-0.0095015-0.0032441i,0.0021349-0.0025993i,-5.0543e-06-0.0002012i,0.0012924+0.00074607i,-1.3534e-05-0.00052764i,0.00086246-0.0012411i,-0.0016197-0.00051714i,-0.00020479-0.005362i,-0.00015012+0.0016121i,-0.00089133+0.0007434i,-0.00034276-2.9666e-05i,0.00077352+0.00029472i,0.0012143+0.00059308i,-0.00064755+0.00029828i,0.0009465-0.00065261i,0.001982+0.0012527i,0.0011112+4.8473e-05i,0.00017594-0.00024313i,0.00053687+0.00075526i,0.00037235+0.00033599i,0.00027082-5.9682e-06i,0.00021038-0.00042172i,-0.00010181-0.0002662i,0.0010634-0.0010653i,0.00012098-0.00034204i,-0.00034129-8.4469e-05i,0.0010086-0.0012662i,0.0040925-0.0049235i,0.00052136-0.0001191i,0.00060228-0.00062284i,8.2369e-05-0.00058484i,-0.0014739-0.00203i,0.0011216-0.00017463i,-0.00045556-0.00018624i,-0.00065553+0.00075852i,0.00095197+0.00011932i,-0.0087553-0.0035148i,0.015352+0.018871i,0.029095-0.014299i,0.024323-0.019435i,0.0013734-0.0068501i,0.035116-0.013456i,0.034058+0.01073i,0.032322-0.0031481i,0.020401+0.012306i,-0.0097756+0.014439i,-0.0054392-0.0038523i,-0.0057554-0.00032127i,-0.0060143-0.0084725i,0.0036724-0.002959i,0.0035858+0.0020618i,0.0040905+0.0079078i,-0.00078324-0.00025007i,0.0048165+0.0032959i,-0.0019178+0.0042184i,0.0052758+0.0023928i,0.0015815-0.00054626i,-0.0023773-0.00092024i,0.0023351-0.0093366i,-0.002648+0.0016027i,0.0021393-0.0059754i,-0.0012639+0.0033139i,-0.0035755-0.001202i,-0.00083467-0.00053768i,-0.0013979+0.0033527i,-0.0022657-0.00033698i,-0.010347+0.0037876i,-0.0010515-0.0029278i,-0.001725+0.0022367i,-0.0012558+0.0017693i,0.00026971+0.0035901i,0.0052282-0.005782i,-0.003672+0.0057656i,-0.0059094-0.001385i,-0.0030183-0.0007273i,-0.0031651+0.0038105i,0.00066783-0.0038578i,0.0037252-0.0023451i,0.0018657-0.0040226i,0.00080426+0.0019944i,0.0009074+0.0020903i,0.0083617-0.0042959i,-0.017385+0.013223i,-0.016671+0.034022i,-0.0036347+0.021105i,0.0087921+0.0037591i,0.0018934-0.0029524i,-0.010235+0.014964i
-0.0025376-0.0081351i,-0.014723-0.028959i,-0.022271-0.0035761i,-0.015397-0.0042542i,-0.020621-0.0043349i,-0.014924-0.0050944i,-0.0023528-0.020197i,0.0022463-0.020592i,-0.0092956-0.0018036i,0.0010767-0.0026881i,-4.5869e-05+8.0921e-05i,0.0014899-9.1712e-05i,1.2728e-05-0.00028125i,0.00021191-0.0013523i,-0.0013874+3.0832e-05i,-0.0014019-0.0048042i,0.00020212+0.001499i,-0.00054053+0.0012741i,-0.0003432+4.1361e-05i,0.00049398-7.1926e-05i,0.0012327+1.8428e-05i,-0.00061914+0.00055867i,0.00066549-0.00085813i,0.0017719-0.00034176i,0.0010338-0.00067365i,-3.2031e-05-0.00031037i,0.00077448+0.00062478i,0.00053418+0.00018287i,0.00026555-9.3737e-05i,4.5857e-05-0.00039543i,-0.00014419-0.00011304i,0.00075019-0.0014047i,-0.00010919-0.00034981i,-0.00034905+0.00011348i,-2.3968e-05-0.0015162i,0.0026541-0.006006i,0.0004521-0.00040095i,0.00037638-0.0008697i,5.1083e-05-0.00053939i,-0.0023814-0.0015383i,0.00080119-0.0006291i,-0.00046727+0.00012873i,-0.00033584+0.0011754i,0.0010463-0.00026682i,-0.0082785-0.0029857i,0.01944+0.013381i,0.027293-0.019404i,0.022025-0.024463i,0.0046352-0.0039466i,0.032321-0.021881i,0.034746+0.004304i,0.030104-0.010597i,0.018976+0.009377i,-0.005138+0.012231i,-0.0050664-0.0022475i,-0.0055782+0.0032508i,-0.010697-0.0050682i,0.0023033-0.0030223i,0.0033357+0.001646i,0.0061325+0.0062236i,0.00011577-0.00054616i,0.0033419+0.0022328i,0.0010148+0.0036563i,0.0064283+0.00019261i,0.0017659-0.0013836i,-0.0020395+0.00083876i,-0.0011011-0.010771i,-0.0024548+0.0025341i,0.00014672-0.0068753i,-0.0012371+0.0033245i,-0.0044179-5.3839e-05i,-0.0010423-0.00038922i,0.0014096+0.0036482i,-0.0023525-0.00062226i,-0.0068381+0.0062974i,-0.0028734-0.0025248i,-0.00078823+0.0018752i,-0.0008963+0.0018598i,0.0011053+0.002432i,0.0030172-0.0082336i,-0.00085023+0.0055207i,-0.0049485+0.00018042i,-0.0031337-6.0196e-06i,-0.0014864+0.0050244i,-0.0005536-0.0029543i,0.0027777-0.0029741i,0.00057542-0.0044077i,-7.4874e-05+0.0024355i,0.0011927+0.0023503i,0.006867-0.0065478i,-0.017626+0.01283i,-0.009346+0.033621i,0.00030827+0.019485i,0.010122+0.0021404i,0.0024349-0.0018691i,-0.0071712+0.015538i
-0.0037918-0.0081463i,-0.018944-0.02539i,-0.022342+0.0001696i,-0.015355-0.0018498i,-0.020958-0.00073966i,-0.015359-0.0030632i,-0.0057804-0.019002i,-0.00069566-0.021074i,-0.0089137-0.0010353i,0.00056661-0.0023693i,0.00016732+0.00030045i,0.0013058-0.00065583i,2.6324e-05-0.00015817i,-3.6341e-05-0.0010275i,-0.0010055+0.00016413i,-0.0021634-0.0037915i,0.00074639+0.0013544i,1.546e-05+0.0014337i,-0.00032131+0.00023897i,0.00029257-9.766e-05i,0.0010704-0.00048589i,-0.00039601+0.00073238i,0.00029578-0.0010722i,0.0010841-0.001455i,0.00045055-0.0011094i,-0.00025563-0.00012234i,0.0011221+0.00033833i,0.00057232-4.3143e-05i,0.00024274-0.00014225i,-0.00017871-0.00032806i,-8.9237e-05-6.1212e-05i,0.00011492-0.0015947i,-0.00019424-6.5588e-05i,-0.0001352+0.00026666i,-0.00040626-0.0011246i,0.00080054-0.0065974i,0.00030267-0.0003821i,-4.9741e-07-0.0009048i,-2.1276e-05-0.00057922i,-0.0030953-0.00061034i,0.00041346-0.00078913i,-0.00032215+0.00032029i,0.0001869+0.0015997i,0.00094666-0.00077954i,-0.0084386-0.0033187i,0.0213+0.0070107i,0.024264-0.024413i,0.017062-0.030148i,0.0096101-0.0052307i,0.026623-0.02883i,0.034649-0.0016325i,0.027208-0.016066i,0.01884+0.0085163i,-0.0024546+0.0087024i,-0.005015-0.0014078i,-0.0031347+0.0060949i,-0.013234+0.00054592i,0.00088253-0.0029717i,0.0031348+0.0014847i,0.0067377+0.0041155i,0.00020256-0.0013848i,0.0022279+0.0018032i,0.0016412+0.0023514i,0.0060977-0.00254i,0.0013119-0.0026801i,-3.2352e-05+0.0019383i,-0.0058603-0.0090303i,-0.0013467+0.0040615i,-0.0028427-0.0067459i,0.00040618+0.0038979i,-0.0047674+0.0016926i,-0.0012134-3.1597e-05i,0.00403+0.00095792i,-0.0026655-0.00028497i,-0.0026487+0.0065399i,-0.0042958-0.001005i,-0.00033266+0.0012318i,-0.00085449+0.0018381i,0.0014164+0.0012347i,-0.00046875-0.0098481i,0.0012572+0.0042894i,-0.0043867+0.00091284i,-0.0032258+0.00082813i,0.00099021+0.0050499i,-0.00071362-0.001798i,0.0017215-0.0029519i,-0.00063212-0.0042915i,-0.0004577+0.0031858i,0.0014221+0.0025745i,0.0050905-0.0076243i,-0.01849+0.015406i,-0.003721+0.03252i,0.0030058+0.015935i,0.011057-0.00011523i,0.002836-0.001896i,-0.0041918+0.014957i
-0.0052124-0.0081913i,-0.022118-0.021341i,-0.021748+0.0036555i,-0.014799+0.00023304i,-0.020613+0.0030513i,-0.015543-0.0010282i,-0.0089207-0.017799i,-0.0039896-0.021225i,-0.0087991-0.00083275i,0.00046156-0.0021737i,0.00048485+0.00043686i,0.00093729-0.00093762i,0.00013332+1.7108e-05i,-3.2323e-05-0.00083913i,-0.00086592+0.00017385i,-0.0024302-0.0028149i,0.0011563+0.001044i,0.00058489+0.0013313i,-7.2796e-05+0.00039522i,0.00025392-5.7319e-05i,0.00073496-0.00089183i,-0.000217+0.00090727i,-9.7812e-05-0.00095257i,0.00015856-0.0018944i,-3.5408e-05-0.0011578i,-0.00025096+0.0001318i,0.0011267-0.00016421i,0.00053906-0.00023855i,0.00018545-0.00021409i,-0.00032568-9.7885e-05i,-5.9993e-05-5.1021e-05i,-0.0004271-0.0013081i,-5.4481e-05+6.7399e-05i,6.3929e-05+0.00022057i,-0.00054163-0.00099352i,-0.00094239-0.0062553i,0.00037969-0.00051893i,-0.00034527-0.00068782i,-0.00025274-0.00059302i,-0.0033799+0.00062481i,0.00013055-0.0009129i,-0.00016348+0.0004815i,0.00096516+0.001677i,0.00054027-0.00099713i,-0.0095547-0.00333i,0.02103+0.00099065i,0.019892-0.028588i,0.0099057-0.033525i,0.012351-0.0098182i,0.019895-0.033362i,0.033983-0.0077052i,0.024302-0.021466i,0.02087+0.007274i,-0.00060024+0.0055939i,-0.0056127-0.00077819i,0.00015548+0.0069322i,-0.012487+0.0070946i,-0.00030053-0.0024598i,0.0033886+0.0014665i,0.0069022+0.0027384i,-0.00037241-0.0018281i,0.00085961+0.0021968i,0.0023327+0.0018389i,0.0040537-0.0046254i,-0.00023811-0.0033829i,0.0016372+0.0011614i,-0.0082023-0.0049373i,0.0012521+0.0044475i,-0.005063-0.004674i,0.0020018+0.0029232i,-0.0040795+0.0037769i,-0.0011652+0.00014709i,0.003648-0.0023621i,-0.0027529+0.00043949i,2.0965e-05+0.0043654i,-0.0043621+0.00078496i,-0.00046301+0.00051268i,-0.00062299+0.0021136i,0.0010751+6.8642e-05i,-0.0050548-0.0091583i,0.0021185+0.0023589i,-0.0039502+0.0014984i,-0.0028639+0.002029i,0.0030592+0.0039992i,-0.00017326-0.0015302i,0.0014456-0.0023303i,-0.0015607-0.0037669i,-0.00081564+0.0043918i,0.0017565+0.0024332i,0.0044924-0.0086286i,-0.017783+0.019317i,0.0012447+0.030239i,0.00338+0.01189i,0.010398-0.0032592i,0.0024158-0.0014805i,-0.0022332+0.013161i
-0.0070722-0.0078529i,-0.024203-0.017238i,-0.020632+0.0070323i,-0.014087+0.0019241i,-0.019346+0.0065226i,-0.0155+0.00099112i,-0.012033-0.016165i,-0.0075049-0.020702i,-0.0091857-0.00069952i,0.0002365-0.0023018i,0.00092853+0.00040988i,0.00069686-0.0011348i,0.00035577+7.5942e-05i,-9.9619e-05-0.00080696i,-0.00075502+0.00025554i,-0.0023937-0.0021157i,0.0014996+0.00068552i,0.001156+0.0010907i,0.00015273+0.00027829i,0.00030239-0.00014109i,0.00010399-0.001041i,0.0001112+0.00099546i,-0.00028023-0.00077751i,-0.00056574-0.0019424i,-0.00041853-0.0010184i,-0.00015607+0.00027272i,0.00075899-0.00050106i,0.0004629-0.00040214i,0.0001116-0.0001465i,-0.00035193+0.00011752i,-7.9445e-05-4.0041e-05i,-0.00058255-0.00086976i,0.0001854+3.2371e-05i,0.00014245+8.1798e-05i,-0.00096411-0.00072502i,-0.0021102-0.0053813i,0.00014505-0.00070907i,-0.00046194-0.00040086i,-0.00040338-0.00032447i,-0.0031112+0.0018121i,-0.00036576-0.00083058i,-4.6213e-05+0.00046344i,0.0017002+0.0013815i,0.00019458-0.000798i,-0.010832-0.0025916i,0.018945-0.0040406i,0.014937-0.031321i,0.0025536-0.034227i,0.012203-0.014325i,0.012307-0.03626i,0.0324-0.014023i,0.019934-0.02672i,0.023601+0.0039975i,0.00050639+0.0010421i,-0.0065183+0.00053422i,0.0029522+0.0058533i,-0.008466+0.01201i,-0.0010223-0.0018621i,0.0035448+0.0012508i,0.0072232+0.0013512i,-0.0011634-0.0015961i,0.00040806+0.0036687i,0.0031721+0.00064309i,0.001795-0.0048267i,-0.0015905-0.0030452i,0.002241-9.1523e-05i,-0.0084018-0.0011874i,0.0034344+0.003167i,-0.0061688-0.0022769i,0.0022745+0.001579i,-0.0021023+0.0052906i,-0.001344+0.00038705i,0.0013585-0.0044138i,-0.0025391+0.0011117i,0.00052492+0.0018788i,-0.0038109+0.0023588i,-0.0010868+0.00037249i,-0.00010837+0.0019i,0.00022623-0.0002744i,-0.0079986-0.0062719i,0.0020268+0.00093556i,-0.0033955+0.0019049i,-0.0017856+0.0026285i,0.0043018+0.0020517i,-0.00050819-0.0013204i,0.0020834-0.0023346i,-0.0019685-0.0028351i,0.00062632+0.0065338i,0.0018014+0.0026472i,0.0030934-0.010441i,-0.016015+0.023335i,0.0049895+0.027509i,0.0016667+0.0089896i,0.0069947-0.0051751i,0.003085-0.0015345i,-0.0020244+0.011471i
-0.0087458-0.0066789i,-0.025661-0.013567i,-0.018794+0.010057i,-0.013254+0.0033605i,-0.017623+0.0092871i,-0.015199+0.0031459i,-0.014557-0.013925i,-0.010671-0.019556i,-0.0099855-0.00012049i,-8.5739e-07-0.0023109i,0.0013756+4.1359e-05i,0.00040337-0.0010895i,0.0005696+0.00010567i,-0.00021799-0.00064276i,-0.00065661+0.00029739i,-0.0022598-0.0018025i,0.0021044+0.00016751i,0.0014852+0.00051466i,0.00016647-2.9201e-06i,0.00029652-0.00019494i,-0.00032605-0.00080985i,0.00057667+0.00088185i,-0.00033343-0.00069378i,-0.001048-0.0018763i,-0.0008217-0.00083451i,1.6305e-05+0.00036018i,0.00051885-0.00046008i,0.00029416-0.00045321i,5.5363e-05-8.1602e-05i,-0.00026869+0.00035272i,-8.5564e-05+5.6156e-05i,-0.00063192-0.00075189i,0.0002541-0.00013808i,8.6868e-05+6.9493e-05i,-0.0010007-0.00013533i,-0.0028539-0.0044845i,-0.00015456-0.00062243i,-0.00058771-0.00010648i,-0.00026493-0.00015362i,-0.0023623+0.0027704i,-0.00057265-0.00044702i,0.00016522+0.00046486i,0.0021187+0.0007267i,0.00014609-0.00067051i,-0.011735-0.0012465i,0.016512-0.0068653i,0.010136-0.033014i,-0.0041487-0.033169i,0.010241-0.018278i,0.0043393-0.036393i,0.029341-0.020073i,0.014878-0.030516i,0.025441-0.00051659i,-0.0014093-0.0030964i,-0.0069444+0.0027216i,0.0045923+0.0039362i,-0.0032499+0.014487i,-0.0018452-0.0012024i,0.0038013+0.0010923i,0.0071726-0.00020632i,-0.001525-0.0012067i,0.0013266+0.0052927i,0.003001-0.00074144i,0.00038992-0.0041592i,-0.0028109-0.0022245i,0.0020244-0.0010566i,-0.0069476+0.0017609i,0.0045429+0.0011269i,-0.006144+0.00035912i,0.0018928+0.001067i,0.00036555+0.0053869i,-0.0011597+0.00091073i,-0.0010737-0.0049497i,-0.0021052+0.0012366i,-0.0007122+0.00065697i,-0.0027404+0.0036259i,-0.0015345+0.0009597i,-0.00016132+0.0016649i,-0.00024188-0.00026784i,-0.0091007-0.003204i,0.0012964-0.00012296i,-0.0032444+0.0020927i,-0.00074878+0.0027166i,0.0045312-0.00021211i,-0.00021293-0.0011678i,0.0024052-0.0033105i,-0.002251-0.0025418i,0.0029705+0.0066033i,0.0024472+0.0028684i,0.0013879-0.011523i,-0.012497+0.028561i,0.0078825+0.02477i,-0.0007481+0.0083173i,0.0036533-0.0041485i,0.0029861-0.0023191i,-0.0021475+0.010645i
-0.0098194-0.005225i,-0.027256-0.010226i,-0.016554+0.012453i,-0.012409+0.0047268i,-0.015641+0.011987i,-0.014261+0.0052424i,-0.016594-0.011486i,-0.013802-0.01818i,-0.010925+0.00099953i,-0.00014145-0.0025367i,0.0015652-0.00057292i,0.00032009-0.0010892i,0.0008646+5.6272e-05i,-1.9624e-05-0.00073585i,-0.00060625+0.00031927i,-0.0022023-0.0015841i,0.0023406-0.0008448i,0.0014225-9.7561e-05i,8.0492e-05-0.00010328i,0.00037793-0.00030084i,-0.00055025-0.00051864i,0.00084803+0.000527i,-0.00051646-0.00066622i,-0.0014227-0.00192i,-0.001112-0.00043947i,0.0002335+0.000347i,0.00034596-0.00057833i,0.00013773-0.00042115i,9.5608e-05-4.5459e-05i,6.9609e-05+0.0005562i,-1.5475e-05+0.00015732i,-0.0008394-0.00058104i,0.00034116-0.00037554i,0.00015963+6.2303e-05i,-0.0006588+9.4054e-05i,-0.0033879-0.0035765i,-0.00024388-0.00044007i,-0.00045795+0.00022166i,-0.00018273-0.00020669i,-0.0012059+0.0032713i,-0.00052243-0.00016056i,0.00032097+0.00020991i,0.0023329-0.00011964i,0.00016161-0.00062426i,-0.012522+0.00021112i,0.015153-0.0092212i,0.0052807-0.034001i,-0.010131-0.030264i,0.0081385-0.020956i,-0.0027203-0.033761i,0.025129-0.025412i,0.0099584-0.033451i,0.026356-0.0062009i,-0.0046916-0.0049973i,-0.0060894+0.0055306i,0.0051715+0.0017379i,0.0018613+0.01425i,-0.0023025-0.00023848i,0.0047094+0.0006302i,0.0068595-0.0019614i,-0.0019051-0.000933i,0.0037031+0.0060169i,0.0021724-0.0010201i,-0.00024968-0.0034528i,-0.0034765-0.00099725i,0.0017521-0.0017426i,-0.0054377+0.0034302i,0.0046336-0.001208i,-0.0050702+0.0024466i,0.0023149+0.0011765i,0.0022332+0.0043907i,-0.00076084+0.0010531i,-0.0034962-0.0044463i,-0.0019725+0.0014027i,-0.0014581+0.0012417i,-0.0011726+0.0043328i,-0.0012155+0.0017108i,-0.00018193+0.0021165i,-0.00051548-0.00028125i,-0.0094527-0.00046026i,0.00030875-0.00034191i,-0.0032839+0.002966i,-0.00011206+0.0026681i,0.0040107-0.0024414i,-0.00012485-0.0018249i,0.0020728-0.0044511i,-0.0026132-0.0020459i,0.0051662+0.0055555i,0.0032186+0.0028258i,-0.0008302-0.012036i,-0.0051716+0.031644i,0.010745+0.021353i,-0.0023654+0.0091992i,0.0021408-0.0019171i,0.0021104-0.0023987i,-0.0022888+0.010291i
