-0.0080276-0.039273i,-0.012694-0.042982i,0.0019153-0.045943i,-0.027563-0.02647i,-0.020534+0.014341i,-0.033207-0.031022i,-0.061007-0.059694i,-0.022743-0.071499i,-0.034747-0.076963i,0.00085181+0.015892i,-0.0068457+0.010137i,-0.0147+0.013552i,0.0015329+0.015871i,-0.0040244-0.0034164i,0.00072718+0.006385i,0.00068869+0.0371i,0.022903+0.05605i,0.00070517-0.00020193i,-0.005095-0.008291i,0.0086267+0.0043446i,0.0017773+0.00075841i,-0.0012823+0.0033739i,-0.00012305-0.0014142i,-0.034796-0.0094264i,-0.0023275-0.0070118i,-6.5727e-05+0.0041617i,0.0044727-3.1624e-05i,8.9178e-05+0.001202i,-0.00022567-0.00098323i,-0.00022258-0.0026361i,-0.0013628-0.0054172i,-0.0023544-0.004174i,-0.0015561-0.0082614i,0.0032415-0.0010585i,0.0032364-0.0027049i,-0.0023082+0.033774i,0.0064638-0.0048206i,0.0038555-0.0021672i,0.0046318+0.00010048i,-0.031913-0.004627i,-0.0001591+0.0001523i,0.01371-0.0060154i,0.0061254-5.6633e-05i,-0.0030961+0.0040417i,0.0025501+0.0015488i,-0.0035584+0.0073548i,0.012981-0.086969i,-0.007254-0.048634i,-0.024786-0.039066i,-0.020234-0.041816i,0.061935-0.018446i,0.026502-0.06244i,0.038192-0.045657i,0.028621-0.056487i,0.018788-0.01551i,0.0088238+0.0099997i,0.024962-0.034103i,-0.0079018-0.0048607i,0.001989-0.0031256i,-0.0051695-0.0063367i,0.0013676-0.031837i,-0.023838+0.030693i,0.0078783-0.010046i,-0.010728-0.0020448i,-0.0053448-0.00099756i,-0.0015808-0.014365i,-0.010306+0.0039539i,0.004215+0.0079699i,-0.011551+0.030245i,0.0059559+0.0075737i,-0.0053517-0.0013063i,-0.0016523-0.00181i,-0.0099452-0.0082598i,0.00069194-0.0037194i,-0.019538+0.012344i,0.0023782-0.012604i,-0.0091083-0.0025063i,-0.0059549-0.0027826i,0.0062992+0.0016977i,-0.0097307+0.0019524i,0.00112+0.00067615i,0.0055077+0.0092794i,0.0041712+0.00065788i,-0.0092338-0.010147i,0.0028245+0.0085066i,-0.020129+0.0067413i,0.0067652+0.002921i,-0.028816-0.0078401i,-0.033972+0.003473i,0.029239-0.086212i,0.01156-0.0098598i,-0.042978-0.026606i,-0.022182-0.0025406i,0.017988+0.011974i,-0.027127+0.012275i,-0.01184-0.0084582i
-0.0085481-0.0091575i,-0.029999+0.0073696i,-0.012537+0.023225i,-0.00042899+0.012656i,0.003528+0.0095611i,0.00046906+0.01085i,-0.0090475+0.018903i,-0.025296+0.014007i,-0.015395+0.016594i,-0.00099934+0.0025571i,-0.0011578-0.0015978i,-0.00045142+0.0022511i,-0.0025826+0.0014151i,0.0018877+0.0010974i,-0.00066438+0.00064837i,-0.00055205+0.0016554i,0.0014537+0.0010677i,-0.003202-0.0008639i,7.0792e-05-0.0011068i,-0.0012218+0.0013864i,-6.7585e-05+0.00049793i,0.00039749+0.0013312i,-0.00083217+0.000575i,0.00088825+0.0027093i,0.0014012+0.0010497i,0.00045715+0.0010008i,-0.00063805+0.00078797i,-0.0011406-2.0109e-05i,-0.0012216+0.00028958i,-0.0011197+0.0012783i,0.0013415-0.00084171i,-0.00045139-0.00048743i,0.00016276-0.00097566i,0.00064702-0.00092554i,-0.00092278-0.00045306i,0.0024748+0.0032269i,0.0018736+0.0015947i,-0.00045575+0.00019722i,0.0015762-7.1916e-05i,0.0010572-0.0055624i,7.9562e-05+0.0020341i,0.00084807+0.00078599i,-0.0010218+0.0016254i,-0.00096609+0.00039344i,-0.008922-0.0055793i,-0.015289-0.022282i,-0.014557-0.026883i,-0.016042-0.0094834i,-0.025779-0.021613i,-0.018157-0.0097252i,-0.022593-2.2341e-05i,-0.039003+0.010806i,-0.00066628-0.019588i,-0.0085996-0.014989i,0.010919+0.0033526i,0.00113+0.00083665i,0.0032396-0.001041i,0.0034846+0.00015418i,0.00045181-0.0018726i,0.00043338+0.0099715i,0.0047176-8.9725e-06i,0.0011971+0.0035014i,-0.0024047-0.00071651i,-0.001358-0.0004257i,0.0011029+0.00035964i,-0.0020831-0.0008209i,-0.0010191-0.0026559i,0.0028627+0.0032342i,-0.0033767-0.0023835i,-0.0051193+0.00058393i,-0.0026704+0.0015281i,0.0011231+0.0014841i,-0.00037182+0.00091581i,0.0018723+0.00089474i,-0.0058173+0.0023986i,0.00098365-0.0038574i,0.0004053+0.0019448i,-0.0029211+0.0010374i,0.0014052+0.00071908i,0.0049436+0.0011348i,0.0014192+0.0015394i,-0.0013451+0.0014264i,-0.00087894+7.8013e-05i,0.0028741+0.0033787i,-0.00050616-2.507e-05i,-0.0032379+0.0036775i,0.00084225+0.0017974i,0.0039965+0.00052744i,0.0015516-0.0012759i,-0.019415-0.023526i,0.0073225-0.014377i,-3.5623e-05+0.00037443i,0.0071157+0.014089i,-0.00014445-0.0075256i,0.0026321-0.00072148i,-0.0023155+0.010532i
-0.010173-0.0079494i,-0.027763+0.012017i,-0.008034+0.023073i,0.0017978+0.011172i,0.0042739+0.0083112i,0.0013856+0.010003i,-0.0061424+0.019652i,-0.022799+0.016464i,-0.012914+0.018124i,-0.00040992+0.0028045i,-0.0019089-0.00079173i,0.00072592+0.0024025i,-0.0016809+0.0019246i,0.0025364+0.00026558i,-0.00015653+0.00092935i,-0.00034427+0.0017956i,0.0018131+0.00061138i,-0.0035973+0.00024187i,-0.00050077-0.00086924i,-0.00057633+0.0018039i,-2.0707e-05+0.0004688i,0.00089799+0.00093595i,-0.00068939+0.0009714i,0.0014972+0.0026278i,0.0019477+0.00078696i,0.0008185+0.00072574i,-0.00024268+0.0010351i,-0.0010557+0.00041394i,-0.00084079+0.0005597i,-0.00052791+0.0014199i,0.0011713-0.0013833i,-0.00073567-0.00011163i,-0.00014974-0.00093656i,0.00012702-0.0010806i,-0.00085975-6.9691e-05i,0.0032971+0.0024091i,0.0023417+0.00069014i,-0.00037954+0.00040062i,0.0012007-0.00068815i,-0.00090562-0.0054858i,0.00079257+0.0020833i,0.001016+0.00024741i,-0.00020728+0.0017565i,-0.00095332+0.00067493i,-0.010924-0.0052098i,-0.018476-0.021157i,-0.016738-0.027175i,-0.016854-0.0081774i,-0.029041-0.019779i,-0.018202-0.0088925i,-0.019775+0.00074758i,-0.03549+0.01443i,-0.0027992-0.022356i,-0.0091223-0.015286i,0.011058+0.00075499i,0.0012862+0.0010337i,0.003539-0.00047045i,0.0031099-0.000523i,-0.00040752-0.0022137i,0.0044119+0.010483i,0.0039599-0.00072553i,0.0026965+0.0031676i,-0.0027356-0.00066523i,-0.0017581+0.00044822i,0.0014049+7.7207e-05i,-0.0022956-0.00079834i,-0.0010995-0.0027853i,0.0037052+0.00078326i,-0.0046129-0.0015462i,-0.0055092+0.0023941i,-0.0017793+0.002856i,0.0011514+0.00089735i,-0.00028084+0.0011887i,0.0015643+0.00028588i,-0.0045388+0.0049171i,-0.00031163-0.0037655i,0.00077191+0.0017004i,-0.0018205+0.0024269i,0.0014637+0.00052553i,0.0052026-8.5538e-05i,0.0011474+0.00068464i,-0.00078847+0.0020055i,-0.0010791+0.00048807i,0.0029491+0.0016276i,-0.00049701+5.4118e-05i,-0.0018877+0.0039396i,0.0016866+0.0014296i,0.0041592-0.00084523i,0.0012193-0.0017672i,-0.022001-0.020551i,-0.0014161-0.011636i,-0.0021358+0.00059707i,0.0088445+0.010874i,-0.0012155-0.006626i,0.0023935-0.0012626i,-0.0014139+0.010551i
-0.011448-0.0062557i,-0.024416+0.01584i,-0.004218+0.022025i,0.003093+0.008948i,0.0046803+0.007119i,0.0020821+0.009249i,-0.0031379+0.019845i,-0.020334+0.018722i,-0.01034+0.019338i,0.0003348+0.002902i,-0.0019434+0.00027353i,0.0018319+0.0017446i,-0.00076255+0.0021063i,0.0023708-0.00076776i,0.00050215+0.00084031i,7.3011e-05+0.0019427i,0.0023841+6.6707e-06i,-0.0034644+0.0015097i,-0.00063038-0.00057816i,5.9596e-05+0.0018087i,1.2237e-05+0.00061386i,0.0010287+0.00052802i,-0.00035016+0.0013181i,0.0020748+0.0020979i,0.0024021-6.9988e-05i,0.0010627+0.00030328i,0.00023191+0.0010378i,-0.00081831+0.00081772i,-0.0005918+0.00055668i,-5.0211e-06+0.0013641i,0.00061597-0.001752i,-0.00073942+0.00030389i,-0.00057532-0.00079424i,-0.00037613-0.0009905i,-0.00086519+0.00024519i,0.0039276+0.0015659i,0.0025696-0.00014356i,-0.00015193+0.00045173i,0.00073581-0.0010286i,-0.0027209-0.0045923i,0.0012708+0.0017747i,0.00080824-0.00022067i,0.00041569+0.0016713i,-0.00064855+0.00090283i,-0.012833-0.0041647i,-0.021513-0.018822i,-0.020466-0.026534i,-0.017557-0.006392i,-0.032542-0.017021i,-0.018868-0.0086854i,-0.017506+0.00040898i,-0.031782+0.016858i,-0.0060341-0.023504i,-0.010289-0.016144i,0.010523-0.0016631i,0.0017387+0.0010377i,0.0044186-0.00077863i,0.0024213-0.0011663i,-0.0014584-0.001664i,0.0086334+0.0093959i,0.0032613-0.00088589i,0.0036452+0.0020287i,-0.0034207-0.00012051i,-0.0012355+0.0014244i,0.0012239-0.00047999i,-0.0027919-0.00052272i,-0.0017945-0.0032176i,0.0026464-0.0010786i,-0.0046235+0.00036689i,-0.0044418+0.0045544i,-0.00013082+0.0032008i,0.00083472+0.00078162i,-0.0001607+0.0012585i,0.0012352+0.00023556i,-0.0023459+0.006291i,-0.0017139-0.0032193i,0.00098688+0.001712i,-0.00032692+0.0029142i,0.0013466+0.00033651i,0.004737-0.001497i,0.00075412+0.00081108i,6.6209e-05+0.0023712i,-0.00073186+0.00070767i,0.0022234+0.00059734i,-0.00062733+0.00019733i,-8.31e-05+0.0035568i,0.0023041+0.00069623i,0.0036572-0.0016761i,0.00043826-0.0020551i,-0.023968-0.017223i,-0.0066752-0.0091419i,-0.0042895+0.0017772i,0.0088738+0.0075048i,-0.002187-0.0051828i,0.0018894-0.0013992i,-0.00090015+0.010762i
-0.012352-0.0043803i,-0.020563+0.01828i,-0.00097155+0.02051i,0.0032548+0.0068377i,0.0048095+0.0059261i,0.0028224+0.0086505i,-0.00026442+0.019213i,-0.017525+0.021028i,-0.0075618+0.019589i,0.0011984+0.0026612i,-0.0014876+0.0010757i,0.0021487+0.00077963i,3.7896e-05+0.0019483i,0.0019309-0.0013947i,0.00091228+0.00047679i,0.0005988+0.0018604i,0.0024512-0.00092828i,-0.0026252+0.0030913i,-0.00077491-0.00065027i,0.00059964+0.0015647i,0.00024376+0.00090354i,0.00094384+0.00024569i,0.00015752+0.0014885i,0.0023896+0.0013542i,0.002308-0.0010054i,0.00109-0.00019098i,0.00064033+0.00086263i,-0.00035185+0.001126i,-0.00042879+0.00052608i,0.00043655+0.0010956i,-0.00015614-0.0019251i,-0.00054973+0.00059051i,-0.00085347-0.00043278i,-0.00076505-0.00061829i,-0.00064949+0.00055991i,0.0043955+0.00062526i,0.0022734-0.00091575i,5.5141e-05+0.00043548i,0.00031283-0.0011559i,-0.0038304-0.0031523i,0.0016829+0.0014224i,0.00047834-0.00038668i,0.00077852+0.001439i,-0.000297+0.00091472i,-0.014613-0.0024715i,-0.023765-0.015717i,-0.024374-0.024374i,-0.017615-0.0045465i,-0.035177-0.013003i,-0.020182-0.0079729i,-0.016162-0.00097925i,-0.02825+0.018467i,-0.0091943-0.023467i,-0.012583-0.016624i,0.0094412-0.0034456i,0.0021889+0.00069441i,0.0049011-0.0017566i,0.0013775-0.0011799i,-0.0018875-0.00049415i,0.012172+0.006301i,0.0030811-0.00082574i,0.0039408+0.00071557i,-0.0034631+0.0010134i,-0.00039092+0.0020044i,0.0008145-0.00055258i,-0.0031883+0.00011612i,-0.0028756-0.003378i,0.0012938-0.0018144i,-0.0038577+0.0011404i,-0.0023935+0.0056413i,0.0010683+0.0025402i,0.00091301+0.0011234i,-7.3499e-06+0.0014722i,0.0012138-3.148e-05i,0.00046296+0.0060531i,-0.0026767-0.0017678i,0.0014866+0.0016903i,0.00099246+0.0025466i,0.00115+0.00018499i,0.0038924-0.0027994i,0.0011198+0.0011264i,0.00071992+0.0024508i,-0.00059118+0.00073154i,0.0013188+0.00018187i,-0.00052519+0.00050087i,0.00076771+0.0022747i,0.0026191-0.00019265i,0.0030033-0.0020767i,-0.00048229-0.001832i,-0.025232-0.013884i,-0.0098606-0.0046592i,-0.0057921+0.0037844i,0.0073289+0.0049001i,-0.0025845-0.0038465i,0.0016473-0.0012591i,3.8273e-05+0.011247i
-0.012804-0.002257i,-0.017117+0.019586i,0.0013358+0.01864i,0.0027729+0.0053382i,0.004666+0.0047937i,0.0037929+0.0078342i,0.001934+0.018243i,-0.014004+0.022816i,-0.0051606+0.019624i,0.0018949+0.0020757i,-0.00077496+0.0016345i,0.0020558+9.1684e-05i,0.00071558+0.0015179i,0.001288-0.0018728i,0.0011386+2.0716e-05i,0.0011143+0.0014938i,0.0020312-0.0017828i,-0.0011446+0.003677i,-0.0012263-0.00051393i,0.00095527+0.0011586i,0.0007715+0.00090215i,0.00098133+1.6949e-06i,0.00070107+0.0013817i,0.0024054+0.00064274i,0.0018494-0.0017617i,0.00080916-0.00077382i,0.0008678+0.00052581i,0.00015408+0.0010261i,-0.00022031+0.00048038i,0.00062052+0.00067431i,-0.0010468-0.001728i,-0.00028146+0.00069373i,-0.00092617-7.0563e-05i,-0.00090126-0.00011714i,-0.00035062+0.00067936i,0.0046957-0.00030074i,0.001723-0.0015837i,0.00025119+0.00030917i,-5.2135e-06-0.0011672i,-0.0038955-0.001566i,0.0022294+0.0010986i,0.00018202-0.00032869i,0.0011777+0.00095502i,-0.00014619+0.00083042i,-0.015882-0.00031792i,-0.024991-0.012563i,-0.027329-0.021028i,-0.017309-0.0032629i,-0.036919-0.008635i,-0.021419-0.0065164i,-0.016421-0.0024122i,-0.025216+0.019215i,-0.011766-0.023146i,-0.015166-0.016387i,0.0079693-0.0046165i,0.0025195+0.00018559i,0.0048953-0.003392i,0.00054686-0.00067292i,-0.0017953+0.00081913i,0.013788+0.0017118i,0.0029157-0.0010851i,0.0034154-0.00053054i,-0.0030273+0.0019234i,0.00094287+0.0019602i,0.00095845-0.00041175i,-0.0033214+0.00092075i,-0.0040611-0.0030465i,0.00023045-0.0019398i,-0.0034997+0.001804i,-0.00046634+0.0056955i,0.0018416+0.0017348i,0.0016681+0.0011566i,0.00045217+0.0014942i,0.00069075-0.00026591i,0.0025586+0.0046715i,-0.002473-0.00022303i,0.0019913+0.001409i,0.0017774+0.0018252i,0.00102+0.00012966i,0.0024799-0.0036849i,0.0017122+0.00069758i,0.0014827+0.0023255i,-0.0006164+0.00065841i,0.0006138+0.00033849i,-0.00030687+0.00059948i,0.00072817+0.0011738i,0.0028156-0.0013675i,0.0019316-0.002776i,-0.0010273-0.0012813i,-0.025663-0.01088i,-0.011207-0.00039351i,-0.0064739+0.0062037i,0.0051375+0.0036501i,-0.0023374-0.0026174i,0.0016636-0.0011232i,0.0010301+0.011448i
-0.012573-0.00026404i,-0.014054+0.020561i,0.003094+0.016795i,0.001948+0.0045043i,0.0042094+0.0038426i,0.0045287+0.006725i,0.003977+0.017115i,-0.010519+0.023695i,-0.0029234+0.019532i,0.0024748+0.0012387i,7.5042e-05+0.0016277i,0.0019-0.00040537i,0.0011121+0.00088658i,0.0004822-0.0021671i,0.0011164-0.00042282i,0.0014395+0.00093684i,0.0013244-0.0020903i,6.3102e-05+0.0035923i,-0.0014649+9.3699e-05i,0.0011678+0.00083545i,0.0011721+0.00059358i,0.00077782-0.00014376i,0.0011563+0.0010445i,0.0021989+3.7707e-05i,0.0010871-0.0023925i,0.00023569-0.00090526i,0.00097345+0.00011943i,0.00050696+0.0009803i,-0.00011845+0.00030515i,0.00055062+0.00027349i,-0.0016227-0.001293i,-4.7155e-05+0.00069781i,-0.00087693+0.00020668i,-0.00082556+0.0001904i,-0.00017587+0.00054951i,0.0048042-0.0014032i,0.0012104-0.0022554i,0.00033545+0.00013641i,-0.00038625-0.0011709i,-0.0036057-0.00037171i,0.0026964-0.00024142i,0.00018559-0.00015308i,0.0011509+0.00057136i,3.6965e-05+0.00091973i,-0.016657+0.0021246i,-0.025321-0.0096787i,-0.029216-0.016797i,-0.017366-0.0022608i,-0.03757-0.0038933i,-0.021996-0.0047004i,-0.017734-0.0030859i,-0.023163+0.019645i,-0.014092-0.022157i,-0.017876-0.015375i,0.006833-0.0054062i,0.0024818-0.00057551i,0.00075738-0.0058671i,-2.344e-05+0.0001188i,-0.0012066+0.001962i,0.014053-0.0028998i,0.0027371-0.0011034i,0.0020657-0.0012666i,-0.0022314+0.0024117i,0.0020648+0.0010775i,0.0014114-0.00083909i,-0.0031539+0.0019309i,-0.0053803-0.0022726i,-0.0007065-0.0017571i,-0.0028182+0.003145i,0.0011904+0.0051268i,0.0022296+0.00052262i,0.0021663+0.00061348i,0.00040655+0.0013153i,0.00014609+5.2563e-05i,0.003752+0.0027819i,-0.0018395+0.00073998i,0.0023743+0.00095187i,0.0020921+0.0010947i,0.00085185+8.5415e-05i,0.00056071-0.0037012i,0.0020832-2.1604e-05i,0.0020455+0.0019907i,-0.00066168+0.0013407i,0.00030334+0.00082963i,-0.00034675+0.00072836i,0.00029277+0.00051047i,0.0022491-0.0027429i,0.00060276-0.0026925i,-0.0013441-0.00080746i,-0.025578-0.0080985i,-0.011253+0.003487i,-0.0060193+0.0091795i,0.0030225+0.0037941i,-0.0014331-0.0018003i,0.0016942-0.001324i,0.0021904+0.011511i
-0.012029+0.0011108i,-0.011297+0.021271i,0.0040098+0.015064i,0.0013206+0.0043391i,0.0036038+0.0033046i,0.0049933+0.0056027i,0.0056215+0.015918i,-0.0068049+0.024076i,-0.00052544+0.019294i,0.0026261+0.0002776i,0.00059873+0.0013086i,0.0016817-0.00075651i,0.0013291+0.00035684i,-0.00025912-0.0018153i,0.00096806-0.00076557i,0.0015688+0.00038309i,0.0015268-0.0020027i,0.001098+0.0032081i,-0.0013405+0.00063491i,0.0013862+0.00052891i,0.0014829+0.00010228i,0.00068267-0.00011441i,0.0013964+0.00054587i,0.001983-0.00032738i,0.00026894-0.002622i,-0.00010562-0.00064628i,0.00090581-0.00028766i,0.00073628+0.00086296i,-0.0001687+0.0002286i,0.0003457+0.00012184i,-0.0021334-0.00060534i,8.9237e-05+0.000645i,-0.00083191+0.00050071i,-0.0006521+0.00043569i,-5.0858e-05+0.0004228i,0.0045912-0.0025732i,0.00028171-0.0026342i,0.00037362-9.7942e-05i,-0.00081754-0.0010386i,-0.0032777+0.00027297i,0.0015926-0.0011479i,0.00036527-0.00013121i,0.0011329+0.00046755i,0.00028814+0.00095658i,-0.016938+0.0047457i,-0.025596-0.0076228i,-0.029124-0.012549i,-0.017574-0.00082796i,-0.037249+0.00077445i,-0.022142-0.0030146i,-0.019874-0.0027543i,-0.021667+0.020457i,-0.015751-0.021073i,-0.019738-0.013719i,0.0059202-0.0057081i,0.0018512-0.0012791i,0.00097387-0.0057868i,0.00010755+0.0010721i,0.0002457+0.0030576i,0.012039-0.0075635i,0.0029354-0.00086285i,0.00065959-0.00086728i,-0.0015521+0.0024424i,0.0025672-0.00043468i,0.0012105-0.001575i,-0.0024777+0.0030103i,-0.0062337-0.00065262i,-0.0014664-0.00098299i,-0.0012657+0.00366i,0.0023981+0.0041979i,0.0016609-0.00056953i,0.0025287-0.00012804i,0.0013793+0.0013553i,7.3354e-05+0.00065233i,0.0036534+0.0011827i,-0.00091678+0.0012545i,0.0027658+0.00043525i,0.0021804+0.00059372i,0.00084211+5.6499e-05i,-0.00085029-0.0027919i,0.0022566-0.00077033i,0.0025671+0.0015042i,0.00034947+0.0012659i,0.00058707+0.0014153i,-0.00029696+0.0012i,-0.00017375+0.00041097i,0.00070975-0.0034312i,-0.00032714-0.0020839i,-0.0016195-0.00022489i,-0.025247-0.0058873i,-0.010489+0.0071368i,-0.0040574+0.011407i,0.0017079+0.0052059i,-0.00064228-0.0019689i,0.0013327-0.0012012i,0.003411+0.011371i
-0.011725+0.0022466i,-0.008441+0.022004i,0.0047943+0.013789i,0.0012778+0.0043853i,0.0031813+0.0032022i,0.0053579+0.0044026i,0.0070753+0.014781i,-0.0033642+0.023492i,0.0021154+0.018453i,0.0023784-0.00065319i,0.00080153+0.0010132i,0.0014914-0.0010685i,0.0014963-0.00032053i,-0.00043504-0.0012252i,0.00073449-0.0010944i,0.0014958-9.4888e-05i,0.0011084-0.0032375i,0.0018163+0.002644i,-0.001046+0.0010069i,0.0016127+0.00013841i,0.0013605-0.00054665i,0.00076583-0.00019596i,0.0013346+7.8994e-05i,0.001879-0.00061284i,-0.00037886-0.0022721i,-4.6893e-05-0.0003889i,0.00065808-0.0006475i,0.0009082+0.00045089i,-0.00036484+0.00036019i,0.00018245+0.00017089i,-0.0022418+6.369e-05i,0.00029257+0.00059444i,-0.00067864+0.00084284i,-0.00036216+0.00067689i,0.00012926+0.00036029i,0.003878-0.0038607i,-0.00061268-0.002768i,0.00025501-0.00025705i,-0.0012635-0.00056018i,-0.0030582+0.00087824i,0.0012656-0.0012159i,0.00031523-0.00033903i,0.0014041+0.00042916i,0.00056102+0.00087824i,-0.016497+0.0073893i,-0.02616-0.0057789i,-0.02804-0.0095762i,-0.017113+0.00076739i,-0.035685+0.0047755i,-0.021909-0.0012766i,-0.021789-0.00088588i,-0.019776+0.022134i,-0.017213-0.020808i,-0.021308-0.012352i,0.0055703-0.0065754i,0.00092393-0.0012925i,-0.0013162-0.0052633i,0.00064938+0.0017075i,0.002316+0.0029992i,0.0079673-0.010527i,0.0015785-0.0031258i,0.00021277+0.00060323i,-0.0010147+0.0021463i,0.002075-0.0019619i,0.00079025-0.0019916i,-0.0013039+0.0035423i,-0.0066443+0.0017358i,-0.0013599-0.0001735i,0.00010742+0.0036327i,0.0028459+0.0029393i,0.00075381-0.00097416i,0.0026987-0.0011408i,0.0017979+0.00089539i,0.00026741+0.00097595i,0.0033671+0.00027428i,6.9633e-05+0.0013351i,0.0030453-0.00056195i,0.0022436+0.00010111i,0.00075386-3.9949e-05i,-0.0013902-0.0016911i,0.0019283-0.0018441i,0.0027056+0.00064399i,0.00058358+0.00058231i,0.0012128+0.0015865i,0.00038424+0.0014538i,-0.00021198+0.00064061i,-0.00047667-0.0031924i,-0.001162-0.0018215i,-0.0017327+0.00055581i,-0.024952-0.0041944i,-0.008528+0.0094835i,-0.0016529+0.011987i,0.0016928+0.0069073i,-0.00098966-0.0027647i,0.0015064-0.001223i,0.0049774+0.011043i
-0.011559+0.0035168i,-0.0053238+0.02252i,0.0056605+0.012625i,0.0014412+0.004193i,0.0031528+0.0030071i,0.0055364+0.0028938i,0.0086826+0.013726i,-0.00050613+0.022097i,0.0044622+0.017079i,0.0017031-0.0012756i,0.00096917+0.00079519i,0.0012473-0.0013219i,0.0013552-0.0011841i,-0.00042281-0.00093838i,0.0004121-0.0012798i,0.0013645-0.00049359i,-0.00058499-0.0037885i,0.0022926+0.0019431i,-0.0007272+0.0014606i,0.0017159-0.00041949i,0.00090045-0.0010782i,0.00081329-0.00033899i,0.0012033-0.00023145i,0.0016077-0.00094514i,-0.00089716-0.0025341i,0.00014269-0.00043178i,0.00029398-0.00085365i,0.00071937+3.0534e-05i,5.2365e-05+0.00066019i,0.0002175+0.00036873i,-0.0020358+0.00085993i,0.00054741+0.00046496i,-0.0002929+0.0011023i,-9.6895e-06+0.00076056i,0.00028653+0.00022809i,0.002609-0.004899i,-0.0016685-0.0024769i,8.1019e-05-0.00028905i,-0.0012842+7.7431e-05i,-0.0028754+0.0017841i,0.00076661-0.0012789i,0.00016339-0.0004431i,0.0021163+6.4987e-05i,0.00078489+0.00061695i,-0.015532+0.0097699i,-0.027032-0.0038069i,-0.026945-0.0077096i,-0.01642+0.0019366i,-0.033651+0.0078907i,-0.021161-0.00018664i,-0.02262+0.002063i,-0.017227+0.023787i,-0.019072-0.020519i,-0.023334-0.010766i,0.0054889-0.0081237i,0.00016418-0.00086168i,-0.0028752-0.0035205i,0.0012959+0.0017611i,0.0038666+0.0019988i,0.0036691-0.011293i,0.00081141-0.0023619i,0.00068383+0.0018544i,-0.00085067+0.0018251i,0.0009389-0.0027769i,0.00027454-0.0024457i,-0.00014708+0.0034627i,-0.0058831+0.0035977i,-0.00093093+0.00032657i,0.0012963+0.0031119i,0.0029723+0.0019511i,8.1298e-05-0.00095033i,0.002158-0.0022603i,0.0016612+5.5967e-05i,0.00071476+0.0015585i,0.002941-0.0002761i,0.00098645+0.00058128i,0.0027129-0.0014367i,0.0024029-0.00064045i,0.000744-6.0276e-05i,-0.0010927-0.0007391i,0.00056125-0.0027046i,0.0028409+0.00036872i,0.00013369+0.00026216i,0.0019791+0.0012172i,0.00099378+0.001358i,-0.00011716+0.00062962i,-0.0013026-0.0027422i,-0.0016888-0.00085975i,-0.0015388+0.0014201i,-0.024902-0.0026544i,-0.0072558+0.010747i,-0.00022378+0.011628i,0.0026775+0.0078179i,-0.002015-0.0028556i,0.0012776-0.0013874i,0.0065022+0.009982i
-0.011046+0.0049494i,-0.0019975+0.022559i,0.0063741+0.01139i,0.0016349+0.0038481i,0.003149+0.0026179i,0.0051515+0.0013125i,0.010446+0.012175i,0.0016874+0.020821i,0.0062667+0.015214i,0.00092805-0.0012595i,0.00094079+0.00059014i,0.001032-0.0015012i,0.00070056-0.0018774i,-0.00034366-0.00071722i,4.4465e-05-0.0012828i,0.0012093-0.00070246i,-0.0017869-0.0034718i,0.0024977+0.0012238i,-0.00016403+0.0017966i,0.0015738-0.00093534i,0.00028816-0.0011933i,0.0007907-0.00049628i,0.0010986-0.0004944i,0.0013988-0.0012101i,-0.001694-0.0023593i,0.00017455-0.00052811i,-5.2293e-05-0.00081447i,0.00046249-0.00011298i,0.00031348+0.00047025i,0.00046111+0.00041664i,-0.0015558+0.0012155i,0.00074423+0.0002997i,0.00012183+0.0011792i,0.00023635+0.00057779i,0.0002869+9.7935e-05i,0.00095604-0.005632i,-0.002456-0.0017696i,-7.1456e-05-0.0002605i,-0.0010445+0.00051006i,-0.002394+0.0025958i,0.00026484-0.0012921i,2.2611e-05-0.00042632i,0.0023394-0.00074318i,0.00086688+0.00045893i,-0.014083+0.011903i,-0.027872-0.00088091i,-0.026221-0.0062677i,-0.015748+0.0030896i,-0.031575+0.01017i,-0.020627+0.00019743i,-0.022157+0.0051629i,-0.013733+0.024728i,-0.02118-0.019799i,-0.025162-0.0084218i,0.0050581-0.0047092i,-0.00049345-0.000117i,-0.0034798-0.0012347i,0.0018017+0.0015981i,0.0049574+0.00066797i,0.0010741-0.010322i,0.00033807-0.001539i,0.0020525+0.0026949i,-0.00079909+0.0017122i,0.00021085-0.0028299i,-0.00052371-0.0028024i,0.00089235+0.0030242i,-0.005043+0.004927i,-0.0007539+0.00029101i,0.002029+0.0022613i,0.0036215+0.0011518i,-0.00054764-0.00078394i,0.00082386-0.0027736i,0.00098385-0.00039545i,0.0016737+0.0015632i,0.002355-0.00061084i,0.00059238-0.00050666i,0.0019151-0.0021888i,0.001764-0.0013922i,0.00049164+0.00015142i,-0.00022104-0.00054886i,-0.00097971-0.0021778i,0.0024964-0.00082656i,-0.00024776+0.00044307i,0.002286+0.00057506i,0.0013217+0.001284i,0.00010264+0.00033441i,-0.0020091-0.0023178i,-0.0012126+0.00015517i,-0.0011285+0.0021064i,-0.024852-0.00075333i,-0.0059967+0.012668i,0.00046343+0.011402i,0.0038118+0.0080136i,-0.0031088-0.0018368i,0.00098755-0.0013592i,0.0074902+0.0084811i
