-0.0014305-0.042039i,0.0002574-0.047042i,-0.0074584-0.047992i,-0.029763-0.023329i,-0.02286+0.010622i,-0.03647-0.033608i,-0.062954-0.058977i,-0.019024-0.070679i,-0.027417-0.054987i,-0.0007527+0.017223i,-0.010095+0.011988i,-0.014405+0.013538i,0.0023201+0.014522i,-0.0027889-0.0018038i,0.0017965+0.0061605i,0.00013393+0.034041i,0.021842+0.047874i,0.0011177-0.00061696i,-0.0037642-0.0095645i,0.0085269+0.004388i,0.001484+0.0011673i,-0.0010179+0.0036951i,-2.33e-05-0.00056361i,-0.036431-0.010399i,-0.0028298-0.0076525i,-0.0011087+0.0046071i,0.0023487-0.0008692i,-0.00015311+0.00036286i,0.0008288-0.00064313i,-1.2832e-05-0.0020857i,-0.0017874-0.0054018i,-0.002889-0.006653i,-0.0015622-0.0068576i,0.0034402-9.0826e-05i,0.0032792-0.0016641i,-0.0050908+0.039135i,0.0070635-0.0045882i,0.0032397-0.00078916i,0.0049331-0.00015989i,-0.016411-0.001731i,-0.00095511-0.00016753i,0.010813-0.001454i,0.0041688+0.0024404i,-0.0041125+0.0018197i,0.00014111+0.008352i,-0.005713+0.018204i,0.026766-0.081614i,0.00014112-0.054691i,-0.022789-0.04379i,-0.019318-0.037587i,0.06297-0.016079i,0.03073-0.057633i,0.039197-0.043839i,0.033829-0.051656i,0.01983-0.016577i,0.0073044+0.012362i,0.023913-0.033994i,-0.0086733-0.0053149i,0.003197-0.001316i,-0.0028859-0.0056032i,0.0056024-0.031811i,-0.025335+0.030094i,0.0089018-0.01018i,-0.012734-0.0023503i,-0.0047061-0.0018007i,0.00065466-0.014547i,-0.010952+0.0051765i,0.0031669+0.0068133i,-0.0148+0.031779i,0.0054205+0.0069984i,-0.0062185-0.0018971i,-0.0010782-0.002658i,-0.011762-0.0072475i,0.00037191-0.0035825i,-0.035331+0.0044588i,0.0014799-0.012934i,-0.0094793-0.0028457i,-0.0066693-0.0035772i,0.0064261+0.0021581i,-0.0090868+0.0022163i,1.6487e-07+0.0017737i,0.0061033+0.010611i,0.0046709+0.00078675i,-0.0093472-0.009928i,0.0016491+0.0080664i,-0.019708+0.0046399i,0.0067152+0.0032052i,-0.027771-0.0089944i,-0.035958-0.0020745i,0.026687-0.078894i,0.014482-0.0087853i,-0.042013-0.028464i,-0.023867-0.0064548i,0.017193+0.012365i,-0.026726+0.010867i,-0.012461-0.0096881i
-0.01227+0.010703i,-0.0075109+0.031259i,0.0088911+0.009464i,0.0018199-0.0002832i,0.0027232+7.869e-05i,0.0022834+0.00095506i,0.010104+0.0093388i,0.00071432+0.02494i,0.005408+0.010342i,0.0012989-0.0020745i,0.00012917+0.00091091i,0.00021304-0.0016088i,-0.00030984-0.0022601i,-5.0181e-05-0.00055671i,-0.00075013-0.0010569i,0.00087025-0.001376i,-0.0027485-0.0018097i,0.0029089+0.0006886i,0.00097211+0.0014696i,0.00027728-0.0013129i,-0.00027453-0.0011643i,0.00089032-0.00048662i,0.00082395-0.00057805i,0.0010777-0.003626i,-0.0029386-0.0029832i,0.00062456-0.00095482i,-0.00041476-0.00053886i,0.00012472-0.00031404i,0.00017493-0.00012862i,0.00036666-0.00012949i,0.00047229+0.0011444i,0.00066508-0.0003075i,0.00063621+0.00082713i,-5.1491e-05+0.00093946i,-0.00024205+0.00049266i,-0.000754-0.0052565i,-0.0032808+0.0013732i,-6.987e-05-0.00011781i,-0.0011156+0.00019423i,-0.001546+0.0005932i,-0.00032463-0.00067969i,0.00020645-0.00061537i,0.0020287+0.00079148i,0.00089553+0.001002i,-0.01001+0.016203i,-0.022133-0.00094708i,-0.026493-0.0092941i,-0.017718+0.0080483i,-0.029346+0.01081i,-0.023259-0.001485i,-0.020773+0.010383i,-0.011412+0.019921i,-0.024848-0.015879i,-0.026232-0.0078849i,6.1467e-05-0.0068924i,-0.00023932+0.00036109i,-0.0018005-0.00015731i,0.0033204+0.0018118i,0.0063798-0.0014333i,-0.0011144-0.0090627i,0.00053676-0.0027403i,0.0037278+0.002031i,-0.0010461+0.0019292i,0.00055759-0.002644i,-0.001731-0.0022851i,0.0021041+0.0020525i,-0.0041931+0.006403i,-0.001323+0.00037893i,0.0024043+0.0014498i,0.0044461+0.00068386i,-0.0011641+0.00028966i,-0.00019097-0.0028298i,0.00026215+0.00026671i,0.002129+0.00074572i,0.0029223-0.00073111i,-0.00028725-0.00042911i,0.00036089-0.0020214i,0.0014613-0.001895i,0.0011703-0.00011023i,0.00016156-0.00054991i,-0.0020961-0.00095236i,0.00091448-0.0018243i,-0.00062735+0.00085304i,0.0023302+3.8009e-06i,0.0026952-0.00045266i,0.00023754-0.00016037i,-0.0023481-0.0012743i,-0.00040212+0.0005991i,-0.00026466+0.0020174i,-0.021288-0.00056674i,-0.0041377+0.014928i,0.00068875+0.0098363i,0.0044476+0.0068906i,-0.0033788+0.00081362i,0.00032817-0.0015087i,0.0084797+0.0066577i
-0.010532+0.012012i,-0.0030593+0.030466i,0.0094268+0.0080045i,0.001285-0.0010009i,0.0021771-0.00029911i,0.0015249+0.0003172i,0.011368+0.0074064i,0.003582+0.02326i,0.0063512+0.0086597i,0.0010637-0.0020215i,0.00071741+0.0011444i,0.0001009-0.0015227i,-0.001131-0.0020719i,0.00017604-0.00053569i,-0.00087445-0.00081333i,0.00062749-0.0013678i,-0.0026188-0.0012972i,0.0027765+0.00016482i,0.0013166+0.00098002i,-0.00037332-0.0014026i,-0.00058033-0.00078234i,0.00065896-0.00094625i,0.00058714-0.00057687i,0.00062407-0.0033504i,-0.003938-0.0020021i,-4.4294e-05-0.0014217i,-0.00058029-0.00022143i,-0.00013184-0.00039164i,0.00017443-0.0003075i,0.00053711-0.00034569i,0.00075448+0.00097704i,0.00063125-0.00069986i,0.00093834+0.00065295i,0.00027211+0.0007919i,-9.6155e-05+0.0005946i,-0.0027934-0.0051817i,-0.0026794+0.0019502i,-0.00011397-4.9713e-05i,-0.00092919+0.0005736i,-0.0015005+0.0014344i,-0.00045812-0.00042496i,3.8664e-06-0.00048965i,0.0021616+7.1508e-06i,0.0011591+0.00065033i,-0.0076732+0.016868i,-0.021668+0.001697i,-0.027527-0.0075929i,-0.01533+0.0086995i,-0.028203+0.011391i,-0.024279-0.00073784i,-0.018587+0.011704i,-0.0092303+0.018236i,-0.026632-0.014308i,-0.027809-0.0047539i,-0.0023899-0.0061254i,0.00026501+0.0011823i,-0.00078564+0.0005328i,0.0032456+0.0017243i,0.0058551-0.003775i,-0.0027123-0.0076135i,0.0001345-0.0018407i,0.0050859+0.00037406i,-0.00096284+0.0025475i,9.8989e-05-0.0031671i,-0.0026068-0.0013883i,0.0022902+0.00083577i,-0.0027465+0.0080473i,-0.00083718+0.0011332i,0.0022145+6.5925e-05i,0.0042518-0.0007106i,-0.00084726+0.0010325i,-0.0011093-0.0020547i,7.1454e-05+0.000547i,0.002317-3.3007e-05i,0.0026798-0.0014788i,-0.00075773+0.00030244i,-0.00023781-0.001653i,0.00076406-0.0018033i,0.0012564-0.00081072i,0.00041309-0.00045128i,-0.0019889+0.00019079i,0.00040745-0.001839i,-0.00058927+0.0016811i,0.002296-0.00072552i,0.001622-0.0015909i,-5.1078e-05-0.00014444i,-0.002202-0.00082413i,4.3825e-05+0.00048149i,0.0003986+0.0023979i,-0.020664+0.00027538i,-0.0015525+0.015986i,0.00055431+0.010353i,0.0054684+0.0063978i,-0.0024612+0.0028919i,-0.00018918-0.00073956i,0.0078761+0.0052309i
-0.0087475+0.012742i,0.00051609+0.029116i,0.010131+0.0063833i,0.0002803-0.0014561i,0.0013018-0.00065438i,0.00049251-4.2425e-05i,0.012379+0.004948i,0.005929+0.021644i,0.0068144+0.0069009i,0.00095745-0.0022499i,0.0014012+0.00075477i,3.4422e-05-0.0015697i,-0.0020616-0.0015762i,0.00032994-0.00068365i,-0.00090051-0.00052545i,0.00052826-0.0012641i,-0.0025068-0.0011167i,0.0028127-0.00034034i,0.0013087+0.00048144i,-0.0012076-0.00095647i,-0.00064825-0.00033333i,0.00014032-0.0011791i,0.00046766-0.00054831i,0.00043178-0.0033866i,-0.0044562-0.00050746i,-0.00094776-0.0012619i,-0.00041108+0.00015919i,-0.00030565-0.00016664i,-0.0001092-0.00055307i,0.00051343-0.00073412i,0.00098428+0.00081796i,0.00027826-0.0010361i,0.0010761+0.00033096i,0.00044311+0.00054004i,2.2179e-05+0.00061443i,-0.004977-0.0041358i,-0.0016628+0.0018489i,-8.7693e-05+4.3202e-05i,-0.00057846+0.00082772i,-0.00078854+0.0019351i,-0.00045175-0.00019879i,-1.638e-05-0.00035987i,0.0019704-0.00051692i,0.0013578+0.00016506i,-0.0056323+0.01709i,-0.020564+0.003729i,-0.028404-0.00561i,-0.013574+0.0084573i,-0.027785+0.012854i,-0.026187+0.00066756i,-0.016994+0.012453i,-0.0088588+0.016496i,-0.028432-0.012106i,-0.028415-0.00081724i,-0.0032431-0.0047056i,0.0011164+0.0019768i,7.184e-05+0.0005489i,0.0035788+0.0020223i,0.0044816-0.0054935i,-0.0041906-0.0055467i,0.00064817-0.00041102i,0.0062998-0.0009519i,-0.00029572+0.0032938i,-0.00066057-0.0036863i,-0.0028939-0.00013134i,0.001962-0.00026419i,3.6817e-05+0.0086064i,-0.00015977+0.0015025i,0.0015261-0.00086252i,0.0036469-0.0017633i,-0.00024503+0.0014531i,-0.0017436-0.0012835i,-0.00014092+0.00096864i,0.0021598-0.00078262i,0.0017727-0.0022098i,-0.00033807+0.0011704i,-0.00060255-0.0010922i,0.00044158-0.001693i,0.00094503-0.00099085i,0.00060841-0.0006674i,-0.0013924+0.00084784i,-0.0002304-0.0017074i,0.0001628+0.0023608i,0.0018001-0.0014358i,0.0014524-0.0015689i,4.4609e-05-0.00028595i,-0.0023012-0.00078334i,0.00028514+0.0002207i,0.0014904+0.0024184i,-0.020545+0.00071446i,0.0013042+0.016524i,0.00078752+0.011557i,0.0061048+0.0055021i,9.5548e-05+0.0044132i,-0.00039872+0.00011464i,0.006807+0.0044964i
-0.0071557+0.013139i,0.0035528+0.027655i,0.010361+0.0043915i,-0.00070566-0.0013972i,0.00061492-0.00055128i,-0.00073466+0.0001022i,0.012549+0.001659i,0.0080828+0.019884i,0.0068844+0.0050513i,0.0006843-0.0025945i,0.0017283+8.2221e-05i,-0.00019057-0.0016844i,-0.002551-0.0007039i,0.0004286-0.00086171i,-0.00076111-0.00027349i,0.00051197-0.0012645i,-0.0026107-0.00094145i,0.002766-0.0010362i,0.0011785+0.00018589i,-0.0014381+2.0175e-05i,-0.00049844-6.1302e-05i,-0.00027381-0.0010455i,0.00035058-0.00060517i,0.00018562-0.0038229i,-0.0042982+0.0011105i,-0.0015358-0.000356i,0.00011637+0.00043646i,-0.00023331+0.0001001i,-0.00056289-0.00045315i,0.00010385-0.0011742i,0.0013055+0.00053206i,-0.00028002-0.0011045i,0.0011171-0.00012667i,0.0004941+0.0003417i,0.00016192+0.00061829i,-0.0060901-0.0021555i,-0.00087333+0.0010732i,1.0319e-05+6.261e-05i,-0.00027001+0.00086785i,1.3205e-05+0.0017799i,-0.00040667-6.0488e-05i,1.039e-05-0.00025274i,0.0018061-0.00082866i,0.0013615-0.0002957i,-0.0035724+0.017281i,-0.019613+0.004425i,-0.029188-0.003318i,-0.012512+0.007766i,-0.026824+0.014463i,-0.027601+0.0038064i,-0.015998+0.013378i,-0.009088+0.016118i,-0.029283-0.0096258i,-0.027291+0.003302i,-0.0036464-0.0035518i,0.0027416+0.0015946i,0.00054629+0.00049522i,0.0045829+0.0022081i,0.0027059-0.0067642i,-0.0044783-0.0044052i,0.002509-0.00027174i,0.0034625-0.0024758i,0.00099484+0.0035694i,-0.001785-0.0039229i,-0.0023086+0.00098783i,0.0012692-0.00095446i,0.0021965+0.0075707i,0.00057909+0.0013576i,0.00088961-0.0012877i,0.0027975-0.0025513i,0.00049997+0.0016516i,-0.0019302-0.00021057i,-5.8329e-05+0.0017415i,0.0016777-0.0015743i,0.00047729-0.0021077i,0.00055495+0.0013042i,-0.00061034-0.00054136i,0.00028901-0.0017436i,0.00053152-0.0008726i,0.00022186-0.0010812i,-0.00072616+0.0014577i,-0.00085052-0.001455i,0.0010683+0.0023078i,0.001072-0.001692i,0.00054777-0.0027214i,2.6852e-05-0.0006423i,-0.0026094-0.00044928i,0.00029947+0.00040533i,0.0021769+0.0020947i,-0.021016+0.0018417i,0.004087+0.016125i,0.0019028+0.012694i,0.0063361+0.0047564i,0.0021132+0.0036828i,0.00030989+0.0012805i,0.0058981+0.004283i
-0.0059237+0.013296i,0.0062744+0.026465i,0.0099661+0.0025318i,-0.0016291-0.0010971i,-0.00019888-0.00029697i,-0.0017403+0.00072183i,0.011479-0.0014048i,0.0099423+0.017792i,0.0064715+0.0035686i,0.00024167-0.0028792i,0.0017963-0.00062763i,-0.00064912-0.0017281i,-0.0025937+0.00026292i,0.00037936-0.0011346i,-0.0005225-0.00028833i,0.00050596-0.0014729i,-0.0028703-0.00069938i,0.0024885-0.0016874i,0.0011479+6.7669e-05i,-0.00095596+0.00066693i,-0.00040826+9.1496e-07i,-0.00050281-0.00074271i,0.00021008-0.0006397i,-0.00060225-0.0042468i,-0.003557+0.0025674i,-0.0013879+0.00066015i,0.00083443+0.00074848i,1.8857e-05+0.00019672i,-0.0008432-4.8454e-05i,-0.00061296-0.0013601i,0.0014918+8.4083e-05i,-0.00080012-0.00090751i,0.00094399-0.00057119i,0.00049524+0.00025203i,0.00032968+0.0005967i,-0.0064122-0.00042178i,-8.5139e-06+0.0010395i,5.7099e-05+7.5284e-05i,-6.3655e-05+0.00084132i,0.00047952+0.0013833i,-0.00035569+0.0001111i,4.7494e-05-0.00019934i,0.001735-0.0012158i,0.001273-0.00082891i,-0.0016328+0.017443i,-0.019591+0.0052363i,-0.029493-0.00089533i,-0.012072+0.0073055i,-0.025652+0.015789i,-0.02782+0.0072262i,-0.014609+0.014702i,-0.0089032+0.01686i,-0.029842-0.0071297i,-0.02496+0.0061451i,-0.003837-0.0027645i,0.0037102+0.00022081i,0.0010889+0.00026219i,0.005815+0.0015472i,0.00049358-0.0073337i,-0.0054347-0.0028359i,0.0039221-0.0018264i,0.0021423-0.0011754i,0.0023441+0.0031194i,-0.0031512-0.0036253i,-0.0015207+0.0014847i,0.00045101-0.0011811i,0.0038332+0.0064151i,0.0014742+0.00077477i,0.00024332-0.0015507i,0.0018926-0.0028669i,0.0012229+0.0014895i,-0.0015646+0.0006439i,0.00066906+0.0024059i,0.001002-0.001707i,-0.00023276-0.0014642i,0.0016471+0.00025019i,-0.00017359-8.9293e-05i,0.00017158-0.0018149i,0.00043463-0.00067084i,-0.0004012-0.0010136i,0.00023901+0.0016065i,-0.0012666-0.00085994i,0.0017651+0.0020115i,0.00053945-0.00158i,-0.000964-0.0026493i,-0.00066216-0.00081387i,-0.0027834+0.00012527i,0.00070173+0.00056933i,0.0025433+0.0016246i,-0.021058+0.0029727i,0.0065077+0.014846i,0.0033258+0.013261i,0.0064427+0.003914i,0.0037495+0.0025661i,0.0016007+0.0019856i,0.0053685+0.0045132i
-0.0048565+0.013748i,0.009304+0.024996i,0.0094111+0.00086901i,-0.0023816-0.00063553i,-0.00085635+0.00026439i,-0.0025245+0.0016319i,0.0095687-0.003995i,0.011416+0.015493i,0.0057978+0.0022345i,-0.00032071-0.0030327i,0.0015701-0.001296i,-0.0011227-0.0015286i,-0.0023674+0.001171i,0.00029509-0.0013571i,-0.000405-0.00052045i,0.00034502-0.0017475i,-0.0031084-0.00022143i,0.0020256-0.002289i,0.0013576-8.1427e-05i,-0.00055229+0.00092857i,-0.0004132+5.4433e-05i,-0.00059633-0.00045631i,4.0972e-05-0.00059915i,-0.0019747-0.004427i,-0.002538+0.0036363i,-0.00065087+0.0012611i,0.0012517+0.00096346i,0.00022144+3.5057e-05i,-0.0008268+0.00038336i,-0.0012651-0.00098845i,0.001533-0.00051321i,-0.0011285-0.00038536i,0.00050561-0.00083121i,0.00054902+0.00018287i,0.00048615+0.00051289i,-0.006525+0.0013132i,0.00016648+0.0011848i,0.00010321-1.8403e-06i,6.0627e-05+0.0008121i,0.00061007+0.0010318i,-0.00028951+0.00032544i,0.00015262-0.00019005i,0.0016098-0.0016657i,0.00096133-0.0013078i,0.00027958+0.017287i,-0.019698+0.0068245i,-0.029605+0.0013189i,-0.011954+0.0069474i,-0.024811+0.016878i,-0.027083+0.010652i,-0.01287+0.015824i,-0.0074919+0.017943i,-0.029796-0.0044767i,-0.022528+0.0076744i,-0.0039782-0.0019852i,0.0037763-0.001216i,0.0012574-0.00014975i,0.0067687+0.00043911i,-0.0018216-0.0068513i,-0.0058963-0.00042828i,0.0040649-0.003441i,0.0018466+0.00010461i,0.0033656+0.0020956i,-0.0043056-0.002882i,-0.00061168+0.0014931i,-0.0002477-0.0011906i,0.0051814+0.0049978i,0.001521-0.00018968i,-0.00055082-0.0016086i,0.00090272-0.0029253i,0.0018524+0.0011044i,-0.0010424+0.0012354i,0.0019503+0.0026934i,0.00039526-0.0014032i,-0.00075796-0.00077836i,0.0015516+0.00088403i,0.00040071-0.00018878i,0.00013882-0.0019889i,0.00023255-0.00083989i,-0.00057921-0.00051746i,0.00094655+0.0011139i,-0.0015639-5.7705e-05i,0.0025804+0.0016829i,0.00025369-0.0012832i,-0.0018937-0.0022031i,-0.0011784-0.00071615i,-0.0027509+0.00075578i,0.0012636+0.00034249i,0.0030455+0.0012134i,-0.021003+0.0043533i,0.0082268+0.013067i,0.0048015+0.013609i,0.0062388+0.0028944i,0.0048332+0.0010057i,0.0031401+0.0020043i,0.0052551+0.0044941i
-0.003543+0.014411i,0.01206+0.022805i,0.0085942-0.00074418i,-0.0028254+3.2324e-05i,-0.0011285+0.00088656i,-0.002876+0.0027576i,0.0069702-0.0059585i,0.012352+0.013036i,0.004837+0.0012678i,-0.0010005-0.003109i,0.001122-0.0018348i,-0.0014832-0.0010847i,-0.0017271+0.0018822i,5.4467e-05-0.0015875i,-0.00056056-0.00069176i,-0.0001899-0.0020443i,-0.0032834+0.00048443i,0.0015923-0.0028219i,0.0015349-0.00050907i,-0.00015616+0.001032i,-0.0005008+0.00015338i,-0.00059386-0.00015461i,-7.359e-05-0.00054238i,-0.0037837-0.0035575i,-0.001272+0.004322i,0.00019642+0.001248i,0.001326+0.00049795i,0.00027034-0.00024116i,-0.000652+0.00076824i,-0.0017373-0.00026567i,0.001196-0.0011862i,-0.0010866+0.00018859i,0.00015767-0.00087154i,0.00063572+1.5677e-05i,0.00072891+0.00032152i,-0.0058213+0.0032755i,0.00064755+0.00099185i,0.00010391-9.1622e-05i,0.0002113+0.000848i,0.00070056+0.00088972i,3.8318e-05+0.00047714i,0.00026301-0.0002611i,0.0014177-0.0022303i,0.00045596-0.0016726i,0.0023103+0.016789i,-0.019643+0.0087337i,-0.029776+0.0035433i,-0.012336+0.0069635i,-0.024073+0.018295i,-0.025767+0.013753i,-0.010728+0.016804i,-0.005405+0.018482i,-0.029196-0.0022464i,-0.020402+0.0086658i,-0.004138-0.0011874i,0.0032569-0.0025479i,0.0014287-0.0004259i,0.0074313-0.0012989i,-0.003498-0.0055418i,-0.0053139+0.0022045i,0.0040837-0.0056811i,0.0024607+0.0010383i,0.0039132+0.00053027i,-0.0051998-0.0017981i,0.00016526+0.0010724i,-0.0008461-0.0011427i,0.0059138+0.0030598i,0.0011972-0.00091845i,-0.0012871-0.0014853i,8.345e-05-0.0026224i,0.0024972+0.00044736i,-0.00030991+0.0015367i,0.0033161+0.0024945i,0.00027278-0.0010765i,-0.00090197+7.3111e-05i,0.0019468-0.00030681i,0.00070532-0.00066085i,-0.00026744-0.0021278i,8.8234e-05-0.00078787i,-0.00049532-0.00013274i,0.0011214+0.00058879i,-0.0014895+0.00074323i,0.0032241+0.00049977i,0.00015207-0.0011023i,-0.0026117-0.0014298i,-0.0015457-0.00055364i,-0.0026168+0.0013462i,0.0016318-0.00015353i,0.0036074+0.0008252i,-0.021123+0.0058859i,0.0090819+0.01144i,0.0064907+0.013727i,0.005658+0.0020308i,0.0050153-0.00067381i,0.0047135+0.0012406i,0.0051321+0.0045693i
-0.0018166+0.014962i,0.014424+0.020126i,0.0074776-0.0022509i,-0.0030296+0.00061964i,-0.0011022+0.0013463i,-0.0028948+0.0038541i,0.0035999-0.0069242i,0.012569+0.010605i,0.0035932+0.00084726i,-0.0017754-0.0028761i,0.00054452-0.0021258i,-0.001445-0.00054334i,-0.00082847+0.002174i,-0.00029628-0.0016505i,-0.00086058-0.00070827i,-0.0009202-0.002082i,-0.003107+0.0013586i,0.00074177-0.0033669i,0.0014477-0.0010462i,0.00032458+0.00096329i,-0.00056365+0.00045089i,-0.00040092+0.00012502i,-0.00015906-0.00044659i,-0.0046326-0.0012142i,0.00027744+0.004583i,0.0008369+0.00087537i,0.0013262-0.00019019i,2.819e-05-0.00046841i,-0.00021987+0.0010748i,-0.0017557+0.00051986i,0.0005346-0.0015563i,-0.0008289+0.00069876i,-0.00015743-0.00091234i,0.00066133-0.00014869i,0.00087304+5.0402e-05i,-0.0040299+0.005064i,0.00097254+0.00064793i,6.5655e-06-0.00017972i,0.00045399+0.00081824i,0.00079473+0.0010831i,0.00036491+0.00039267i,0.00017977-0.00043122i,0.00087558-0.0028595i,-0.00013085-0.0018088i,0.0042653+0.016128i,-0.019243+0.010998i,-0.030123+0.006341i,-0.012707+0.007698i,-0.023503+0.019738i,-0.023552+0.01635i,-0.0080781+0.017433i,-0.0027729+0.01795i,-0.02812-0.00088616i,-0.018465+0.0090851i,-0.0043262-0.00028407i,0.0022255-0.0036614i,0.0013817-0.00070757i,0.0070317-0.0034628i,-0.004565-0.0040638i,-0.0035289+0.0046553i,0.0020533-0.0082913i,0.0036743+0.00074423i,0.0034502-0.0011919i,-0.0056873-7.7195e-05i,0.00066253+0.00031436i,-0.001625-0.00078824i,0.0057457+0.0013999i,0.00088653-0.0015355i,-0.0020295-0.00089284i,-0.00057037-0.002099i,0.0026811-0.00074801i,0.0004906+0.0014448i,0.0047734+0.0011666i,0.00082539-0.000851i,-1.7715e-06+0.00075494i,0.0013291-0.0014277i,0.00055393-0.00109i,-0.0008489-0.0020876i,-0.00011679-0.00092394i,-0.0002792+0.00028764i,0.0010609+0.00052605i,-0.00093777+0.0013933i,0.0030965-0.00093494i,-1.8091e-05-0.00097688i,-0.0026941-0.00068654i,-0.002058+1.4363e-05i,-0.0022721+0.0018938i,0.0015978-0.00050774i,0.0038904+0.00019948i,-0.020648+0.0075603i,0.0095144+0.010449i,0.0082253+0.013553i,0.0046074+0.0018033i,0.0044993-0.0019855i,0.0059584-0.00032659i,0.0051811+0.004646i
0.00015237+0.015156i,0.016031+0.017196i,0.0058729-0.0033388i,-0.0033066+0.0010416i,-0.0011078+0.0017103i,-0.00254+0.0048434i,0.00026053-0.0061274i,0.012837+0.0090303i,0.0026879+0.0012728i,-0.0024001-0.0022214i,-3.8448e-05-0.0022475i,-0.001143-0.00029848i,0.00010918+0.0021398i,-0.00058356-0.0016728i,-0.0011001-0.00053694i,-0.0016262-0.0017493i,-0.0023797+0.0021965i,-0.00037159-0.0034484i,0.0010247-0.0015062i,0.00068468+0.0007568i,-0.00030117+0.00081171i,-0.00019211+0.00018965i,-0.0001853-0.00029169i,-0.0038064+0.00069936i,0.0018874+0.0042273i,0.0011217+0.00021284i,0.00093839-0.00085733i,-0.0002565-0.00042549i,0.00035627+0.0010229i,-0.001391+0.0013506i,-0.0002219-0.0013623i,-0.00034115+0.00092542i,-0.00045239-0.00073467i,0.00063363-0.00038745i,0.0008074-0.00031747i,-0.0018507+0.0058329i,0.0012481+0.00020074i,-0.00015121-9.2324e-05i,0.0007615+0.00063411i,0.0011028+0.0012917i,0.00060672+0.00010964i,-8.0565e-05-0.00050134i,-0.0001004-0.0033738i,-0.0008106-0.0017014i,0.0060212+0.014949i,-0.017786+0.013751i,-0.029672+0.0096762i,-0.012477+0.0087981i,-0.023186+0.022038i,-0.021481+0.01787i,-0.0050718+0.016993i,-0.00082005+0.016274i,-0.027821+3.931e-05i,-0.017167+0.0085098i,-0.0041728+0.0010706i,0.00058318-0.0037792i,0.0012959-0.00099146i,0.0056473-0.0050606i,-0.0051449-0.0022753i,-0.00062972+0.0057665i,-0.0013226-0.0093659i,0.0042661-0.00039401i,0.0022137-0.0022828i,-0.006517+0.0022921i,0.00032203-0.0005986i,-0.0020975+6.0068e-05i,0.0054147+0.000107i,0.00010332-0.0020876i,-0.0026163+4.1316e-05i,-0.00093268-0.0012818i,0.0021575-0.0019536i,0.0011475+0.00098387i,0.0052486-0.00097038i,0.0012081-0.00087344i,0.0014667+0.00027407i,0.00022976-0.0015491i,0.00017209-0.0012925i,-0.0013707-0.0016172i,4.2472e-05-0.00081671i,0.00038717+0.00041976i,0.0014436+0.00029045i,-0.00014023+0.0016632i,0.0024909-0.0018518i,-0.0002809-0.00069265i,-0.0023961-3.9727e-05i,-0.002301+0.00096035i,-0.0017614+0.0022687i,0.0013817-0.0011456i,0.004118-0.00072287i,-0.019818+0.0086315i,0.010354+0.0094922i,0.0099616+0.013157i,0.0035845+0.0023604i,0.0040572-0.0025413i,0.0060482-0.0023123i,0.005347+0.004833i
0.0022055+0.014716i,0.017037+0.014164i,0.004294-0.0038594i,-0.0035593+0.0016124i,-0.00095877+0.0020318i,-0.0019628+0.005635i,-0.0019126-0.0041789i,0.013537+0.0069183i,0.0024981+0.0017578i,-0.0026142-0.0015605i,-0.0006187-0.002284i,-0.00093769-0.00039771i,0.00091177+0.0016503i,-0.00088831-0.0016032i,-0.0012345-0.00024733i,-0.0020987-0.0011038i,-0.0014464+0.0024285i,-0.0012761-0.0031347i,0.00038098-0.0018966i,0.00094352+0.00039043i,0.00025108+0.0009097i,-3.1995e-05+0.00015576i,-0.00011944-0.00018515i,-0.0026964+0.0013891i,0.003164+0.0032214i,0.00088569-0.00048426i,0.00021933-0.0011247i,-0.00047644-0.00019719i,0.00070801+0.00065451i,-0.00068561+0.0019649i,-0.00055191-0.00095712i,1.378e-05+0.0008767i,-0.00069683-0.00042459i,0.00047848-0.00059256i,0.00054367-0.0006417i,0.00058723+0.0056695i,0.001212-0.00043182i,-8.0933e-05-1.7307e-05i,0.00095787+0.00030534i,0.0018051+0.0014153i,0.00063274-0.00018072i,-0.00025316-0.00037584i,-0.0012308-0.0031581i,-0.0012738-0.0013744i,0.0074074+0.01332i,-0.015148+0.015605i,-0.028383+0.013017i,-0.011753+0.0096069i,-0.021941+0.025207i,-0.019582+0.019249i,-0.0026496+0.015804i,4.0059e-05+0.014057i,-0.027725+0.00090493i,-0.016731+0.008127i,-0.0033177+0.0024028i,-0.00049157-0.0031228i,0.0012604-0.0011472i,0.0040203-0.0056783i,-0.0050223-0.00056221i,0.0020408+0.0053742i,-0.0047361-0.008646i,0.0040632-0.0013094i,0.0008987-0.002536i,-0.0064463+0.0039649i,-0.00053164-0.00098112i,-0.0020099+0.00084307i,0.0048983-0.0012127i,-0.00098015-0.0019892i,-0.0027327+0.0012009i,-0.00083-0.00070555i,0.0012181-0.0026353i,0.0015309+0.0004168i,0.0045343-0.0029213i,0.0012591-0.0016544i,0.0021196-0.001039i,-0.00010768-0.00085816i,-0.00023429-0.0014442i,-0.0016821-0.00093973i,7.2426e-05-0.00075536i,0.0010023+3.0882e-05i,0.0016691-0.00035492i,0.00050968+0.0016227i,0.0019197-0.0026303i,-0.00021539-0.00034113i,-0.0021951+0.00026283i,-0.0018889+0.0017328i,-0.0013176+0.0025202i,0.001072-0.0013956i,0.0041372-0.0017212i,-0.01916+0.010089i,0.011014+0.0081701i,0.011907+0.012045i,0.0034265+0.0033956i,0.0038568-0.0030233i,0.0054336-0.0038216i,0.0055442+0.0048785i
