-0.02318-0.018588i,-0.032092-0.032634i,-0.022091-0.019636i,-0.032469-0.020457i,-0.023785+0.0042613i,-0.02862-0.017599i,-0.057606-0.043867i,-0.040587-0.041686i,-0.030837-0.023517i,0.0049841+0.0056616i,-0.0037505+0.0066728i,-0.011271+0.010921i,0.0040096+0.0069777i,-0.0038246-0.0027418i,0.0028856+0.0016831i,0.0038549+0.027971i,0.026411+0.032389i,2.2783e-06+0.00014441i,-0.0030742-0.0027829i,0.0075682+0.0040027i,0.0020561+0.00070068i,-8.7779e-05+0.0025252i,-0.00049751+0.00032262i,-0.032711-0.00075299i,-0.0032477-0.0048974i,5.5719e-05+0.002504i,0.0039985-0.0011138i,0.00059255-0.00018877i,-0.00052583-0.00058837i,-0.0010021-0.0019489i,-0.0020493-0.00062562i,-0.0039325-0.0038641i,-0.0028605-0.0054591i,0.00033445-0.0012455i,0.00053061-0.0030101i,-0.0016256+0.025269i,0.0020985-0.002901i,0.002246-0.0039125i,0.0043615-0.002445i,-0.0067591-0.0017116i,0.0006269+0.0012292i,0.010191-0.0004196i,-0.0016953-9.6684e-05i,-0.0031953+0.0015154i,-0.0088214-0.0023458i,-0.019331+0.021712i,-0.0077556-0.086106i,-0.0023708-0.060834i,-0.021227-0.053089i,-0.010839-0.045931i,0.054583-0.025933i,0.024483-0.067283i,0.04131-0.053516i,0.018436-0.038512i,0.025641-0.019747i,0.012191+0.011778i,0.025732-0.029601i,-0.011494-0.0013581i,-0.00081898-0.0011699i,-0.0072084-0.0019942i,-0.0049073-0.029221i,-0.020706+0.02682i,0.0074067-0.0095618i,-0.010441-0.0034385i,-0.0023869-0.0018606i,-0.00049004-0.014454i,-0.008284+0.0049816i,0.0052613+0.010532i,-0.010372+0.031071i,0.0070798+0.0077257i,-0.0036876-0.0017672i,-0.0024386-0.0015531i,-0.012597-0.0055051i,0.00056071-0.0040184i,-0.032855+0.0030857i,0.003315-0.0090429i,-0.0070628-0.0019342i,-0.0052315-0.0029488i,0.006978+0.0019961i,-0.01007+0.00058028i,0.0024343-0.00020422i,0.0059332+0.0078181i,0.0058055+0.00084086i,-0.0077547-0.0097223i,0.0024581+0.0083244i,-0.019573+0.0074925i,0.0030687+0.0059462i,-0.021051-0.0090719i,-0.027293-0.0051721i,0.010372-0.061366i,0.018448-0.014592i,-0.05108-0.028838i,-0.023545+0.0033658i,0.019059+0.010166i,-0.027059+0.01195i,-0.012341-0.0079177i
0.0019701-0.0070891i,0.0071527-0.030904i,-0.015048-0.016433i,-0.010583-0.014844i,-0.011038-0.016246i,-0.010662-0.01215i,0.014217-0.013899i,0.012567-0.016572i,-0.0059689-0.0066958i,0.0037449+0.00063588i,0.00016542+0.00056226i,-0.00065722+0.00066618i,0.0012357-0.00066236i,0.00079727-0.00067197i,-0.0011831-0.0015699i,0.0031953-0.0047556i,-0.0028227+0.00095586i,-0.00060691+0.00025072i,0.00016423-0.00055729i,8.5773e-05+0.0012397i,-0.00019297+0.0012225i,-0.0004767-9.8505e-05i,0.0012283+0.00065061i,-0.002637+0.0028679i,7.7985e-05+0.00040912i,2.522e-05+0.00016129i,-0.0007414+0.00037171i,7.2022e-06+0.00013923i,0.00022388+8.8882e-05i,0.00037773-0.0003043i,0.00041279-9.7385e-05i,0.0011351+0.00038675i,0.00023627-0.0001408i,-4.695e-07-0.00067855i,0.00038173+0.00056333i,0.0065329-0.00043493i,0.00031756-0.00012874i,0.00096501+0.00018542i,0.00022637-0.00063273i,0.00064639-0.001162i,0.00059269+0.0010774i,4.1005e-05-0.00011149i,3.0364e-05-0.00083026i,-0.000513+0.00093311i,-0.0079163-0.0075793i,0.00052965+0.020876i,0.029383-0.00064126i,0.030144-0.0037368i,0.0073492-0.016915i,0.030129+0.0075417i,0.022395+0.029514i,0.026833+0.020507i,0.018577+0.032518i,-0.024119+0.013765i,9.6528e-05-0.0084313i,0.0026176-0.0050882i,0.0056703-0.0062854i,0.0097242+0.0015664i,0.0031542+0.0055049i,-0.0058309+0.0071094i,-0.0021877-0.0053741i,0.0040994+0.0094713i,-0.003372-0.0016803i,0.00053984+0.0033105i,8.2176e-05+0.00044154i,0.0017487-0.0035517i,0.0065934-0.0018518i,-0.0029659-0.00045102i,0.004805-0.00078922i,-0.0066245-0.00051748i,-0.0019055-0.0009302i,1.8046e-05+5.6685e-05i,-0.0048096-0.0022894i,-0.0029162-0.0021503i,-0.011435-0.010586i,0.0024928-0.0018811i,-0.0047509-7.2731e-05i,-0.0016419+0.001587i,-0.0052061+0.0027121i,0.0049047+0.0012785i,-0.0081519-0.0017297i,-0.0020682-0.0062594i,-0.002603-0.0015895i,-0.0057756-0.00026874i,0.0061979-0.0036537i,0.0043058+0.001812i,0.0025271-0.002358i,0.00085386+0.0059602i,0.0032137+0.001546i,0.010605+0.006138i,-0.025357+0.0019713i,-0.031468+0.01534i,-0.013981+0.022412i,0.0024102+0.0022498i,0.0067376-0.006394i,-0.01437+0.008352i
0.00055426-0.0073792i,0.0017883-0.031771i,-0.017757-0.013437i,-0.012933-0.012136i,-0.014161-0.014248i,-0.011915-0.010337i,0.010285-0.017062i,0.0096612-0.017661i,-0.00739-0.0056916i,0.0038566-0.00074073i,0.00050815+0.00024765i,-6.7605e-05+0.00097619i,0.00076931-0.00092158i,0.00082058-0.00066097i,-0.0012454-0.00124i,0.0022633-0.0050759i,-0.0019329+0.0018702i,-0.00066398+0.0002222i,-0.00016495-0.0006113i,0.00043877+0.0011167i,0.0002976+0.0014095i,-0.00042968+8.1109e-05i,0.0013499+0.00019394i,-0.00064497+0.0031829i,0.0003344+0.00042925i,0.0001573+0.00014025i,-0.00032524+0.00092304i,6.8371e-05+0.00026344i,0.0002288+0.00010917i,0.00038935-0.00020821i,0.00023332-0.00026849i,0.0014079-8.8373e-05i,0.00030454-0.00020668i,-0.00031104-0.00048244i,0.00086336+0.00041071i,0.0061363-0.0021333i,0.00014112-6.4801e-05i,0.00090915-0.00022132i,0.00014423-0.0004374i,0.00021098-0.0018278i,0.00083964+0.00075511i,-2.0715e-05-0.00026034i,-0.00027019-0.00038703i,0.00051229+0.00096251i,-0.0086981-0.0057681i,0.0037188+0.021668i,0.02918-0.0047558i,0.028986-0.0098272i,0.0026502-0.013969i,0.033113+0.0018493i,0.027995+0.0241i,0.030066+0.012623i,0.021077+0.023681i,-0.018994+0.013962i,-0.0017994-0.007431i,-0.0010036-0.0053545i,0.0027266-0.0082964i,0.0080195-0.0013183i,0.0039414+0.0040984i,-0.0018665+0.0092448i,-0.0028906-0.0025711i,0.0053663+0.0074779i,-0.0039593-0.00038431i,0.0020053+0.0040264i,0.00087205+0.00043813i,-0.0004089-0.0034926i,0.0066-0.0054802i,-0.0034678+0.00013859i,0.0046441-0.003092i,-0.0062519+0.0026336i,-0.0019262-0.0014036i,-0.00013498-0.00058957i,-0.0045422+0.00065112i,-0.0030224-0.0014311i,-0.012972-0.0050769i,0.00091509-0.0023731i,-0.004082+0.0012905i,-0.0017826+0.0012827i,-0.0034923+0.0042227i,0.0060216-0.00045988i,-0.0078415+0.0015232i,-0.0039121-0.0053892i,-0.0025353-0.0012098i,-0.005241+0.00165i,0.0030566-0.0046427i,0.0050083+2.9419e-05i,0.0022561-0.0026549i,0.0024936+0.0048068i,0.0019934+0.001258i,0.0098086+0.0015623i,-0.024143+0.0073604i,-0.029998+0.022822i,-0.010017+0.021722i,0.0042316+0.0048474i,0.0044664-0.0060664i,-0.014352+0.010637i
-0.00045727-0.0075743i,-0.0039584-0.031759i,-0.019621-0.01i,-0.014294-0.0091348i,-0.017082-0.011733i,-0.012983-0.0086043i,0.0059689-0.01905i,0.0071526-0.01866i,-0.0085983-0.0043754i,0.0033569-0.0019109i,0.0004577-0.00016852i,0.00057182+0.0010721i,0.00025593-0.0008602i,0.00092164-0.00078963i,-0.0014224-0.00099825i,0.0013569-0.0053006i,-0.00072512+0.0021112i,-0.00088327+0.00030357i,-0.00041018-0.00037483i,0.00070232+0.00076718i,0.00096424+0.0011235i,-0.00049527+9.1628e-05i,0.0012856-0.0003209i,0.0010509+0.0025554i,0.0007362+0.00036074i,0.00027219+1.4265e-05i,0.00029716+0.00097367i,0.00013804+0.00032112i,0.00026041+7.7404e-05i,0.00042611-0.00033536i,4.9491e-05-0.00029469i,0.0013626-0.00072935i,0.00016844-0.00034055i,-0.00040632-0.00018618i,0.0011917-0.00029772i,0.0052725-0.0037684i,0.00029178-1.5831e-05i,0.0007187-0.00045505i,0.00016062-0.00046718i,-0.000553-0.0021036i,0.0010616+0.00029342i,-0.00019021-0.00034775i,-0.00031488-6.618e-05i,0.0010795+0.00031896i,-0.0090697-0.0043952i,0.0088305+0.021537i,0.028977-0.0091888i,0.026317-0.015116i,0.00024121-0.010086i,0.035173-0.0048402i,0.031532+0.017616i,0.032009+0.00522i,0.020798+0.017035i,-0.015319+0.014568i,-0.0036979-0.0060562i,-0.0040844-0.0034979i,-0.0014654-0.0089791i,0.0054819-0.0027423i,0.0039483+0.0027127i,0.0016603+0.0091261i,-0.0021102-0.000762i,0.0055107+0.0053005i,-0.0041703+0.0021145i,0.0036422+0.0037865i,0.0011746-0.00019838i,-0.0018743-0.0023388i,0.0046507-0.0078195i,-0.0031127+0.0011017i,0.0036727-0.0046444i,-0.0032597+0.0044363i,-0.002617-0.0015738i,-0.00064445-0.00064725i,-0.0031292+0.0023868i,-0.0026774-0.00061421i,-0.012579-0.00032346i,0.0001392-0.002547i,-0.0030499+0.0021459i,-0.0017166+0.0018261i,-0.0013118+0.0042927i,0.0061941-0.0029263i,-0.0063413+0.0039897i,-0.0054254-0.0038012i,-0.0027208-0.00098065i,-0.0042224+0.0027561i,0.0016193-0.00418i,0.0046414-0.0014957i,0.0021888-0.0030781i,0.0022745+0.0023574i,0.0012084+0.0013728i,0.0091415-0.00116i,-0.020917+0.011507i,-0.024989+0.030113i,-0.007219+0.021109i,0.0072195+0.0049519i,0.0025698-0.004578i,-0.012803+0.013193i
-0.0016018-0.0079068i,-0.0095781-0.030292i,-0.020772-0.0068026i,-0.014787-0.0064612i,-0.019447-0.0081417i,-0.01391-0.0067855i,0.001288-0.019809i,0.0044802-0.019578i,-0.0090861-0.0027639i,0.0024434-0.0026891i,0.00010953-0.00017425i,0.0012774+0.00055434i,-2.0252e-06-0.00054512i,0.00084094-0.0012277i,-0.0015542-0.00052941i,0.00025677-0.0052961i,-6.057e-05+0.0017077i,-0.0010414+0.00079957i,-0.00034197-5.5599e-05i,0.00077211+0.00032556i,0.0012423+0.0005442i,-0.00071726+0.00026641i,0.00095687-0.00068685i,0.0021174+0.00091518i,0.001122-3.1875e-05i,0.00021478-0.00016541i,0.00054839+0.00076761i,0.00033342+0.0003498i,0.00029321+3.6364e-05i,0.00025703-0.00043728i,-7.5345e-05-0.00024999i,0.0010377-0.0010888i,5.363e-05-0.00035671i,-0.00035398-2.8469e-05i,0.00089466-0.0011852i,0.0040628-0.0050218i,0.00049979-0.00022093i,0.00054667-0.00057746i,4.804e-06-0.00050713i,-0.0014053-0.0020534i,0.0010292-0.00017056i,-0.00043865-0.00017539i,-0.00033697+0.00040165i,0.0010823-0.00012959i,-0.0090997-0.0033176i,0.014647+0.018319i,0.028142-0.013886i,0.023632-0.019135i,0.0010536-0.0057729i,0.035276-0.013213i,0.033673+0.010953i,0.032333-0.0029403i,0.020254+0.012341i,-0.010299+0.014607i,-0.0045795-0.0039198i,-0.0058762-0.00057082i,-0.0061392-0.0081776i,0.0035065-0.0029528i,0.0036217+0.0021384i,0.0044273+0.0080114i,-0.0010501+2.3735e-05i,0.0048503+0.0031063i,-0.0018826+0.0045636i,0.0053491+0.0027223i,0.0015004-0.00061487i,-0.0024888-0.00088688i,0.0022439-0.0095712i,-0.0025052+0.0016708i,0.0022947-0.0059922i,-0.0010599+0.0036682i,-0.0036447-0.0011163i,-0.0009061-0.00052924i,-0.001556+0.0036145i,-0.0023884-0.00039835i,-0.010423+0.0038471i,-0.00095589-0.0030782i,-0.0017369+0.002398i,-0.001337+0.001866i,0.00031698+0.0035793i,0.0053256-0.0057042i,-0.0037105+0.0056312i,-0.0057457-0.0016501i,-0.003183-0.00048671i,-0.0033947+0.0039201i,0.0005131-0.0038293i,0.0038889-0.002288i,0.0016818-0.0038606i,0.0010033+0.0020652i,0.00094362+0.0018855i,0.0081338-0.004164i,-0.017589+0.012634i,-0.01685+0.034035i,-0.003882+0.021274i,0.008995+0.0042446i,0.0022588-0.0029513i,-0.01031+0.014848i
-0.0030333-0.0081308i,-0.01456-0.027574i,-0.02157-0.0033889i,-0.015084-0.0042419i,-0.020367-0.0042993i,-0.014608-0.0048878i,-0.002865-0.019028i,0.001784-0.020059i,-0.0088436-0.0013975i,0.0013565-0.0028475i,2.5002e-05+5.8997e-05i,0.0014048-0.00018712i,-8.0621e-06-0.00031898i,0.00023688-0.0012988i,-0.0013187+2.6657e-05i,-0.0010509-0.0049116i,0.00035764+0.0015182i,-0.00061317+0.001371i,-0.00031525+3.8788e-05i,0.00052684-5.6068e-05i,0.0012555-3.4658e-05i,-0.00065159+0.00055552i,0.00063813-0.00088043i,0.0017533-0.00070912i,0.0010278-0.00076313i,2.0797e-05-0.0002728i,0.00079218+0.00059493i,0.00049543+0.0001837i,0.00028681-0.0001141i,4.1018e-05-0.00042362i,-0.00011849-0.00010325i,0.00072809-0.0013955i,-0.00015983-0.00034308i,-0.00034566+0.00014289i,-4.0308e-05-0.0014584i,0.0025905-0.006022i,0.00041673-0.00051029i,0.00035822-0.00078877i,-1.4171e-06-0.00046618i,-0.0023561-0.0016811i,0.0007514-0.00055369i,-0.00052138+0.00014697i,-0.00021937+0.00074064i,0.001054-0.00047278i,-0.0086672-0.0026204i,0.018405+0.012843i,0.02644-0.01879i,0.021389-0.024012i,0.0047478-0.0030279i,0.032614-0.021758i,0.034396+0.0045225i,0.030081-0.01046i,0.019017+0.0091667i,-0.0054916+0.012575i,-0.0042371-0.0026567i,-0.0057797+0.0032311i,-0.010749-0.0046523i,0.0020336-0.002869i,0.0034011+0.0017211i,0.0064982+0.0062198i,6.5665e-05-0.00018442i,0.0032741+0.0019818i,0.001473+0.0037887i,0.0068335+0.00055277i,0.0016642-0.0013873i,-0.0020692+0.00089218i,-0.0012131-0.010847i,-0.0023236+0.0025458i,0.00036407-0.0070199i,-0.00097549+0.0032654i,-0.004404+4.981e-05i,-0.0011137-0.00034293i,0.0013232+0.0037831i,-0.0024198-0.00061682i,-0.0068697+0.0064522i,-0.0028816-0.0027683i,-0.000776+0.0020005i,-0.00091968+0.0019134i,0.0011195+0.0024894i,0.0032272-0.0081568i,-0.00098558+0.0055335i,-0.005046-0.00013414i,-0.0031514+0.00020103i,-0.001728+0.0051282i,-0.00060752-0.0029908i,0.0029445-0.0029902i,0.00050819-0.0042416i,0.00021844+0.0024721i,0.0011506+0.0022374i,0.0064081-0.006453i,-0.017875+0.01211i,-0.0093933+0.033781i,0.00030486+0.019608i,0.010503+0.0022454i,0.0025536-0.0020603i,-0.007301+0.015639i
-0.0042805-0.0079566i,-0.018587-0.024142i,-0.021611+0.00017456i,-0.015087-0.0018893i,-0.020739-0.0007431i,-0.014978-0.0029281i,-0.0059839-0.017875i,-0.00099163-0.020582i,-0.0083097-0.00070846i,0.00076588-0.0025692i,0.00020053+0.00027483i,0.0011904-0.00066235i,-2.7602e-05-0.00017623i,3.8052e-05-0.001023i,-0.00095013+0.00014283i,-0.001934-0.0039305i,0.00086671+0.0012491i,-3.1542e-06+0.0014799i,-0.00023498+0.00019681i,0.00031584-0.00010465i,0.0010935-0.00057752i,-0.00046706+0.00071044i,0.00027514-0.0010596i,0.00089364-0.001702i,0.00041312-0.0011564i,-0.00023613-0.00013627i,0.0010424+0.00030506i,0.00054969-4.7938e-06i,0.0002301-0.0002063i,-0.00017786-0.00035038i,-7.0053e-05-4.4512e-05i,0.00010364-0.0015858i,-0.00023737-7.5569e-05i,-0.000118+0.00027686i,-0.00037363-0.0010959i,0.00083389-0.006493i,0.00025788-0.00046201i,1.8483e-06-0.00081827i,-2.1559e-05-0.00051292i,-0.0031487-0.00077329i,0.00042742-0.00071574i,-0.00039442+0.00039796i,0.00010585+0.0012322i,0.00083922-0.00093515i,-0.0086259-0.0028747i,0.01999+0.0068003i,0.023691-0.023699i,0.016405-0.029448i,0.0099165-0.0048592i,0.026842-0.028922i,0.03431-0.0014031i,0.027058-0.016003i,0.01874+0.0078337i,-0.0025569+0.0090948i,-0.0043547-0.0020574i,-0.0032315+0.0062549i,-0.013057+0.00094455i,0.00072779-0.0026618i,0.0032679+0.0016026i,0.0071387+0.0038377i,0.00033307-0.0011175i,0.0020116+0.0017486i,0.0020797+0.0020474i,0.0065163-0.0024757i,0.0012768-0.002547i,4.5062e-06+0.0019032i,-0.0059755-0.0092266i,-0.0011788+0.0040165i,-0.0028073-0.0069652i,0.00055886+0.0038596i,-0.0046263+0.00171i,-0.0012736+4.2896e-05i,0.0039288+0.0011438i,-0.0026921-0.00024789i,-0.0025701+0.0065972i,-0.0044029-0.001192i,-0.00023351+0.0013748i,-0.00093327+0.0018817i,0.0015334+0.0012642i,-0.00027406-0.0099274i,0.0012679+0.0043172i,-0.0044992+0.0007097i,-0.0030887+0.00095065i,0.00091791+0.0051721i,-0.00070027-0.0019005i,0.0019084-0.0030838i,-0.00061824-0.0041931i,-0.00024905+0.0030663i,0.0012987+0.0025825i,0.0045104-0.0075414i,-0.019213+0.014697i,-0.0038997+0.032579i,0.0030544+0.015938i,0.011021-0.00044494i,0.0027459-0.0020625i,-0.0041177+0.01509i
-0.0056458-0.007897i,-0.021526-0.020197i,-0.021038+0.00355i,-0.014579+0.00021186i,-0.020406+0.0030159i,-0.015153-0.00098821i,-0.0088468-0.016708i,-0.0042441-0.020866i,-0.0081104-0.00074018i,0.00057526-0.0023745i,0.00046973+0.00039869i,0.00088851-0.00089191i,9.5263e-05+4.2003e-05i,2.137e-05-0.00086896i,-0.0008223+0.0001601i,-0.0022779-0.0029934i,0.0011604+0.0008933i,0.000533+0.0013743i,-2.8579e-05+0.00029675i,0.00025398-8.8431e-05i,0.00067932-0.00097977i,-0.00035347+0.0009153i,-9.3424e-05-0.0009377i,-0.00012483-0.0019757i,-6.8352e-05-0.0011349i,-0.00025603+0.00012887i,0.00098119-0.0001387i,0.00054948-0.00020285i,0.00016145-0.00026299i,-0.00030857-0.0001257i,-1.6652e-05-4.2186e-05i,-0.00039102-0.001292i,-0.00010063+0.00011086i,7.3116e-05+0.00019397i,-0.00050202-0.00095763i,-0.00075664-0.0061877i,0.00032721-0.00050644i,-0.00025934-0.00061841i,-0.00020213-0.00052411i,-0.0035328+0.00049114i,0.00018147-0.00085991i,-0.00018954+0.00056904i,0.00068587+0.0014516i,0.00033178-0.0011141i,-0.0096813-0.0028895i,0.019548+0.00104i,0.019585-0.027901i,0.0093672-0.032637i,0.012611-0.0097068i,0.019912-0.033536i,0.033689-0.0074003i,0.024089-0.021323i,0.02036+0.0062976i,-0.00054896+0.0057141i,-0.0053473-0.0016016i,0.00019045+0.0070233i,-0.012157+0.0073581i,-0.00028384-0.0021737i,0.0034905+0.0015288i,0.0070738+0.002259i,-0.00021393-0.0017594i,0.00077552+0.0023168i,0.0024008+0.0014922i,0.0043733-0.0047089i,-0.00013148-0.0032574i,0.0015928+0.0010626i,-0.0083733-0.0049349i,0.0014054+0.0042602i,-0.0051054-0.00483i,0.0021714+0.0027319i,-0.003957+0.0036009i,-0.0011635+0.00028874i,0.0036403-0.002113i,-0.0028616+0.00053754i,7.419e-05+0.0043217i,-0.0044816+0.00065704i,-0.00027365+0.00059063i,-0.0006654+0.002185i,0.0011482+2.161e-05i,-0.0048874-0.0093131i,0.0020694+0.0022966i,-0.0040548+0.0014652i,-0.002707+0.0020298i,0.0030223+0.0040436i,-8.0317e-05-0.0016831i,0.0014734-0.0025192i,-0.0014719-0.0036559i,-0.00067263+0.0042869i,0.0016825+0.0025045i,0.0039043-0.0083712i,-0.018847+0.019002i,0.00093288+0.030617i,0.0034922+0.011778i,0.0099463-0.0035572i,0.0024012-0.0016332i,-0.0020315+0.013146i
-0.007414-0.0074252i,-0.023487-0.016232i,-0.019927+0.0067313i,-0.013818+0.0019174i,-0.019147+0.0064603i,-0.015108+0.0009459i,-0.0116-0.015175i,-0.0077377-0.020343i,-0.0085909-0.00076225i,0.00028583-0.0025021i,0.000891+0.00040714i,0.00064238-0.0010732i,0.00033829+0.00014517i,-6.462e-05-0.00083772i,-0.00069511+0.00022769i,-0.0023687-0.0022668i,0.0013834+0.0006474i,0.0010976+0.0011389i,9.1068e-05+0.00018577i,0.00028169-0.0001554i,2.9618e-05-0.0010093i,1.8281e-05+0.0011107i,-0.00028011-0.00074671i,-0.00091163-0.0018258i,-0.00047423-0.00096911i,-0.00017508+0.00026308i,0.00064314-0.00037779i,0.00050404-0.00039384i,8.9805e-05-0.0001603i,-0.0003632+0.00010763i,-3.3697e-05-2.4516e-05i,-0.00053771-0.00088768i,0.00023736+0.0001026i,0.00013457+3.9787e-05i,-0.00090041-0.00071015i,-0.0019097-0.0053739i,0.00014258-0.00064177i,-0.00038164-0.00041686i,-0.00034209-0.00031189i,-0.0033214+0.0017787i,-0.00027589-0.00078402i,-2.3588e-05+0.00052936i,0.0013909+0.001389i,-8.3704e-05-0.0008252i,-0.010876-0.0020264i,0.017433-0.0035609i,0.014717-0.030715i,0.0021668-0.033238i,0.012289-0.014565i,0.012283-0.036331i,0.032224-0.013687i,0.019792-0.026453i,0.022538+0.0033204i,0.00043366+0.001008i,-0.0066618-0.00019629i,0.0030595+0.005905i,-0.0082148+0.012138i,-0.00087168-0.0016348i,0.0036002+0.0012929i,0.0071358+0.0008262i,-0.0010848-0.0016597i,0.00055712+0.0035598i,0.003168+0.00041518i,0.0019688-0.0049918i,-0.0014461-0.0029715i,0.0021423-0.00021082i,-0.0082985-0.0011168i,0.0034368+0.002988i,-0.0061676-0.0024279i,0.0021224+0.0013272i,-0.002152+0.004961i,-0.0013024+0.00049613i,0.0015523-0.0043825i,-0.0026942+0.0012935i,0.00040928+0.0018361i,-0.0039+0.0022729i,-0.00090881+0.00027459i,-0.0001073+0.0019909i,0.00017406-0.00034241i,-0.0078077-0.0065752i,0.0018119+0.0010232i,-0.0035299+0.0019231i,-0.0017502+0.0025887i,0.0043053+0.0022162i,-0.00026438-0.0014827i,0.0018466-0.0023864i,-0.0018143-0.0027527i,0.00062658+0.0064746i,0.0016468+0.0026647i,0.0023641-0.010162i,-0.016921+0.023491i,0.0049162+0.027883i,0.0017393+0.0086578i,0.0065194-0.0052329i,0.0028987-0.0017531i,-0.0017928+0.011399i
-0.0089643-0.0061976i,-0.024771-0.012683i,-0.018165+0.0096476i,-0.012992+0.0032729i,-0.017446+0.0092058i,-0.014789+0.0030677i,-0.013955-0.013194i,-0.01097-0.019113i,-0.0095032-0.000254i,-3.9273e-05-0.0024799i,0.001352+4.5577e-05i,0.00038855-0.00098853i,0.00059843+0.00016447i,-0.00018059-0.00067079i,-0.00061886+0.00023927i,-0.0022951-0.0018796i,0.0019381+0.00029881i,0.0014715+0.00055904i,4.9008e-05+3.3429e-05i,0.0002815-0.00019187i,-0.00033463-0.0007834i,0.00059615+0.00096821i,-0.00031102-0.00067427i,-0.0012914-0.0015347i,-0.00088914-0.00076953i,-3.0577e-05+0.00034912i,0.00050933-0.00032005i,0.00032122-0.00049852i,8.3528e-05-0.00013068i,-0.00024003+0.00039812i,-3.0934e-05+5.7057e-05i,-0.00059574-0.00079853i,0.00034437-0.00012777i,5.5396e-05+3.5856e-05i,-0.00095804-0.00014101i,-0.0026576-0.0045305i,-0.00012597-0.00056186i,-0.00050413-0.00021499i,-0.00022996-0.000171i,-0.0025489+0.002906i,-0.00048095-0.00049032i,0.00021321+0.00053208i,0.001936+0.00088289i,-9.6699e-05-0.00061726i,-0.011548-0.00061611i,0.015035-0.0059449i,0.010037-0.032453i,-0.0043203-0.032037i,0.0099674-0.018531i,0.0043771-0.036344i,0.029157-0.01978i,0.014913-0.030168i,0.024089-0.00059462i,-0.0014599-0.0030838i,-0.0074173+0.002258i,0.0047596+0.0038558i,-0.0030686+0.014508i,-0.0015137-0.0010844i,0.0038868+0.0011631i,0.0067306-0.00069987i,-0.0015068-0.0012898i,0.0011908+0.0049965i,0.0029772-0.0010198i,0.0005354-0.0043183i,-0.0025873-0.0022449i,0.001938-0.0011319i,-0.006843+0.0015853i,0.0045606+0.0010569i,-0.0062733+0.00020697i,0.0016651+0.00091772i,5.233e-05+0.0051636i,-0.0010763+0.00096125i,-0.00090885-0.0051253i,-0.0021194+0.0015281i,-0.00075048+0.00072122i,-0.0028456+0.0035988i,-0.0014717+0.00082802i,-0.00016188+0.0017373i,-0.0003343-0.00023584i,-0.0091319-0.00344i,0.0012582+0.00014954i,-0.0033177+0.0021992i,-0.00083452+0.0026687i,0.0046436-7.279e-05i,-5.0678e-05-0.0013971i,0.0021818-0.0030954i,-0.0019756-0.002747i,0.0029656+0.0065974i,0.0021887+0.0029997i,0.00055508-0.010993i,-0.013243+0.02883i,0.0078718+0.025066i,-0.00091734+0.0080451i,0.0032207-0.0040947i,0.0026886-0.0023845i,-0.0018493+0.010408i
-0.0099199-0.0047117i,-0.02622-0.0095413i,-0.016011+0.01191i,-0.012175+0.004565i,-0.015475+0.011908i,-0.013855+0.005104i,-0.016022-0.011002i,-0.014094-0.017637i,-0.010519+0.00088373i,-0.00020263-0.0026793i,0.001542-0.00058365i,0.00036257-0.0010375i,0.00090532+6.4053e-05i,-4.7542e-06-0.00073205i,-0.00062538+0.00024865i,-0.0023159-0.0016286i,0.0022236-0.00062925i,0.0013925-7.2554e-05i,4.437e-05-1.8767e-05i,0.00037174-0.00028538i,-0.00058656-0.00051062i,0.00086962+0.00052207i,-0.00048917-0.00067851i,-0.0014475-0.0014813i,-0.0011391-0.00034965i,0.00020758+0.00035818i,0.00044314-0.00044454i,0.00013985-0.00046649i,7.2983e-05-7.0454e-05i,0.00014276+0.00054422i,2.8429e-05+0.00013823i,-0.00083755-0.00062899i,0.0004244-0.00041614i,0.00014558+4.3185e-05i,-0.00063184+8.2005e-05i,-0.0032422-0.0037465i,-0.00021661-0.00039545i,-0.0004133+7.9562e-05i,-0.00018878-0.00021283i,-0.0012764+0.0035096i,-0.0005178-0.00022496i,0.00040786+0.00023159i,0.002306+4.2944e-05i,-4.564e-05-0.00054615i,-0.0121+0.00079849i,0.013966-0.0077986i,0.0053901-0.033507i,-0.0099522-0.029159i,0.0076454-0.020952i,-0.0027586-0.033857i,0.025031-0.025058i,0.010115-0.033317i,0.025149-0.0056876i,-0.0046966-0.0051577i,-0.006611+0.0053711i,0.0051934+0.0015517i,0.0019309+0.014357i,-0.0018773-0.00029759i,0.0047542+0.00072143i,0.0060532-0.0021544i,-0.0018925-0.0010095i,0.0033596+0.0058169i,0.00201-0.0012367i,-0.00024823-0.0036455i,-0.0032901-0.0011388i,0.0016582-0.0017471i,-0.0054701+0.0031992i,0.0046752-0.0012679i,-0.0053762+0.0024113i,0.0020563+0.0011537i,0.0018113+0.0044293i,-0.00064863+0.00098055i,-0.003518-0.0047027i,-0.0018063+0.001545i,-0.0014756+0.0012166i,-0.0012416+0.0042636i,-0.0012247+0.0016102i,-0.00019354+0.0021379i,-0.00049868-0.00020199i,-0.0095915-0.00061104i,0.00047596-0.00016311i,-0.0031771+0.0031212i,-0.00031799+0.0026836i,0.0040635-0.0024389i,-5.2491e-05-0.0019838i,0.0020802-0.0041086i,-0.0026489-0.0024107i,0.005152+0.005554i,0.0031573+0.0030616i,-0.0013936-0.011287i,-0.0058365+0.032054i,0.010867+0.02156i,-0.0027384+0.009247i,0.0017059-0.0016634i,0.001896-0.0023484i,-0.0020271+0.0099356i
