-0.023391-0.018912i,-0.032307-0.032825i,-0.022295-0.019551i,-0.032531-0.020117i,-0.023995+0.0042893i,-0.02871-0.017567i,-0.058106-0.043723i,-0.04131-0.041172i,-0.030864-0.023754i,0.0050096+0.0056912i,-0.0034868+0.0062432i,-0.011119+0.010991i,0.0039762+0.0069202i,-0.0038243-0.0026928i,0.0027981+0.0016627i,0.00413+0.028382i,0.026263+0.032025i,-2.838e-05+0.00031992i,-0.0028995-0.0029673i,0.0075261+0.0039777i,0.0020435+0.000702i,-5.3411e-05+0.0025923i,-0.00057013+0.00036283i,-0.032622-0.0006753i,-0.003151-0.004767i,3.8153e-05+0.0026125i,0.0040678-0.0011219i,0.00062321-0.00039893i,-0.00047406-0.00058897i,-0.0010153-0.0019048i,-0.0021361-0.00064015i,-0.0037637-0.0037617i,-0.0029683-0.0052353i,0.00030008-0.0012336i,0.00059838-0.0029617i,-0.0014077+0.025281i,0.0021274-0.0030564i,0.0021714-0.0039818i,0.0043161-0.0024203i,-0.0064527-0.0017862i,0.00087776+0.0012512i,0.0099976-0.00043756i,-0.0019762-0.00026364i,-0.0032277+0.0014823i,-0.0088454-0.0024834i,-0.018889+0.021555i,-0.0077601-0.086137i,-0.0025647-0.06094i,-0.021409-0.053591i,-0.010947-0.045743i,0.054128-0.025962i,0.024729-0.067134i,0.04119-0.053464i,0.018584-0.039031i,0.026137-0.019724i,0.012341+0.011805i,0.025549-0.029221i,-0.011389-0.0013097i,-0.00071231-0.00097057i,-0.0072858-0.0016738i,-0.0052398-0.029292i,-0.02086+0.0275i,0.0074831-0.009381i,-0.01043-0.0033868i,-0.0024481-0.0018323i,-0.00066221-0.014491i,-0.0081085+0.0049697i,0.0050917+0.010422i,-0.010536+0.030867i,0.0064773+0.0076186i,-0.0036428-0.0016505i,-0.002437-0.0017698i,-0.012779-0.0057416i,0.00022213-0.0039661i,-0.033252+0.0032611i,0.0030186-0.0087943i,-0.0071712-0.0017545i,-0.0051703-0.0030775i,0.0069368+0.0019114i,-0.01041+0.0008037i,0.0024508-0.000173i,0.0060552+0.0080112i,0.0058398+0.0010257i,-0.0080868-0.0096616i,0.0023827+0.0081315i,-0.019856+0.0075311i,0.0030384+0.005885i,-0.021231-0.0092868i,-0.027582-0.0050411i,0.009961-0.061342i,0.018669-0.014897i,-0.051138-0.028955i,-0.023874+0.0016267i,0.018935+0.010012i,-0.027284+0.012118i,-0.012592-0.008388i
0.0020269-0.0071068i,0.0070756-0.031356i,-0.01509-0.016416i,-0.010601-0.015055i,-0.011077-0.016164i,-0.01086-0.012115i,0.014128-0.014459i,0.012495-0.016972i,-0.006117-0.0068369i,0.0036322+0.00054526i,0.00022638+0.00051224i,-0.00079037+0.00067721i,0.0011731-0.00064315i,0.00074941-0.00068505i,-0.0012062-0.0015888i,0.0027015-0.0047792i,-0.0028354+0.00087357i,-0.00053743+0.00023611i,0.00017793-0.00054363i,8.7263e-05+0.0012954i,-0.00012966+0.0011912i,-0.00043859-0.00010638i,0.0012016+0.00060615i,-0.0027395+0.0027448i,5.6223e-05+0.00047114i,3.7227e-05+0.0001778i,-0.0007347+0.00039068i,-1.1234e-06+0.00021547i,0.00022952+9.0608e-05i,0.00038722-0.00033749i,0.0003948-0.00010829i,0.0010198+0.00044927i,0.00017132-0.00010809i,-3.1104e-05-0.00065959i,0.0003859+0.00056853i,0.006448-0.0003482i,0.00035341-0.00014546i,0.00099951+0.00025696i,0.00020923-0.00063973i,0.00056061-0.0011879i,0.0006203+0.001105i,4.7046e-05-0.00013262i,-0.00019236-0.00082154i,-0.00051852+0.00092781i,-0.0077485-0.0076303i,0.00069915+0.021524i,0.02983-0.00053712i,0.030315-0.0036482i,0.0079444-0.017054i,0.029994+0.007429i,0.022601+0.029152i,0.026956+0.019543i,0.017965+0.032963i,-0.024288+0.014231i,-0.0001117-0.0088411i,0.0024661-0.0051294i,0.0059176-0.0064445i,0.009757+0.0016293i,0.0030866+0.0054335i,-0.0065967+0.0068044i,-0.0022077-0.0051276i,0.0039537+0.0094363i,-0.0033055-0.0016742i,0.00050438+0.0031413i,0.0001556+0.00059342i,0.001821-0.0035106i,0.006712-0.0017912i,-0.0027987-0.00039399i,0.0045393-0.00080419i,-0.006703-0.00044102i,-0.0017198-0.00096i,0.00010188+0.00011649i,-0.0046763-0.0022059i,-0.0029538-0.0020864i,-0.011496-0.010342i,0.0025781-0.0017255i,-0.0043975-6.3321e-05i,-0.0016081+0.0014492i,-0.0052826+0.0025489i,0.0050046+0.0012312i,-0.0081755-0.0015676i,-0.0021471-0.0062538i,-0.0026005-0.0015828i,-0.0058864-0.00041621i,0.0061015-0.0034634i,0.0041365+0.0015393i,0.0026265-0.0024065i,0.0010044+0.0057362i,0.0030751+0.0013397i,0.010828+0.0062943i,-0.025552+0.0016652i,-0.031713+0.015627i,-0.014139+0.022632i,0.0024337+0.0022554i,0.006933-0.0067276i,-0.01415+0.0085848i
0.00061225-0.0073969i,0.0016896-0.032164i,-0.017808-0.013426i,-0.013044-0.012259i,-0.014216-0.014164i,-0.01211-0.010271i,0.010043-0.017517i,0.0094354-0.017983i,-0.0075556-0.0057647i,0.0036964-0.0007862i,0.00055027+0.00015285i,-0.00016968+0.0010527i,0.00071821-0.00088108i,0.00075552-0.00067402i,-0.0012718-0.0012606i,0.0018672-0.004851i,-0.0019956+0.0017706i,-0.00060519+0.00017792i,-0.00013992-0.00055774i,0.00044745+0.0011524i,0.00032596+0.0013778i,-0.00039897+8.4429e-05i,0.0013268+0.00015904i,-0.00079771+0.0031705i,0.00034391+0.00053848i,0.00016639+0.00013399i,-0.00031188+0.00093706i,8.7401e-05+0.00033391i,0.00025086+7.7549e-05i,0.00037938-0.0002456i,0.00022455-0.00027996i,0.0013543+3.6429e-05i,0.00026592-0.00014992i,-0.00032813-0.00043423i,0.00086172+0.00042379i,0.0061333-0.0020253i,0.00016242-5.1964e-05i,0.00099496-0.00016333i,0.00014001-0.00041553i,0.00013667-0.0017938i,0.00086142+0.00079258i,-3.693e-05-0.00028008i,-0.00042967-0.00033893i,0.00048016+0.00094886i,-0.0086035-0.0057707i,0.0039509+0.022274i,0.02963-0.0048274i,0.029194-0.0098551i,0.0030052-0.01428i,0.033055+0.001854i,0.028042+0.023749i,0.029746+0.011875i,0.020787+0.024343i,-0.018906+0.014318i,-0.0022376-0.0075806i,-0.001046-0.0052538i,0.0027439-0.0084675i,0.0080245-0.0011997i,0.0038695+0.0041057i,-0.0027434+0.0093282i,-0.002843-0.0023347i,0.0050662+0.0074083i,-0.0038437-0.00039187i,0.0018998+0.003855i,0.00098044+0.0004497i,-0.00038016-0.0034849i,0.0068021-0.0055108i,-0.003331+0.00012215i,0.004424-0.0030556i,-0.0064041+0.0027098i,-0.001824-0.001546i,-1.3664e-05-0.00056782i,-0.0043724+0.00064193i,-0.0029699-0.0013588i,-0.012914-0.0048718i,0.0010269-0.0023913i,-0.0037824+0.0011091i,-0.0018256+0.0011671i,-0.0036113+0.0042343i,0.0060504-0.00056234i,-0.0077479+0.0016365i,-0.0039562-0.0053043i,-0.0024717-0.0012615i,-0.0053222+0.001603i,0.0031754-0.0045077i,0.0047566-6.1772e-05i,0.0022755-0.0027314i,0.0025757+0.0046699i,0.0018814+0.0011097i,0.010041+0.0016604i,-0.024337+0.0071221i,-0.03011+0.023083i,-0.010018+0.021961i,0.0041084+0.0047738i,0.0045458-0.0064148i,-0.014031+0.010672i
-0.00031506-0.007579i,-0.0041661-0.032103i,-0.019639-0.010017i,-0.014457-0.0091714i,-0.017108-0.011653i,-0.013181-0.0085125i,0.0057099-0.019378i,0.0068722-0.01884i,-0.0088043-0.0043575i,0.0031823-0.001895i,0.00044317-0.00025013i,0.00051976+0.0011746i,0.00023788-0.00080841i,0.00087807-0.00082501i,-0.0014439-0.0010208i,0.0011764-0.0048987i,-0.0008733+0.0020489i,-0.00085086+0.00026095i,-0.00039236-0.00036026i,0.00071917+0.00078751i,0.00096885+0.001101i,-0.00045722+8.7442e-05i,0.001266-0.00032625i,0.00089836+0.002636i,0.00075156+0.00044008i,0.00029371-1.9094e-07i,0.00031894+0.00096681i,0.0001513+0.00036724i,0.00025471+3.2497e-05i,0.0003981-0.00035101i,4.3996e-05-0.00031554i,0.0013332-0.00062093i,0.00017065-0.00027326i,-0.0003937-0.00015724i,0.0011923-0.00028515i,0.0053307-0.0036949i,0.00031545+2.0171e-05i,0.00081404-0.00044892i,0.00017734-0.00049464i,-0.00054716-0.0020341i,0.0011092+0.0003292i,-0.00023074-0.00032279i,-0.00044274+2.9404e-05i,0.0010016+0.00031525i,-0.0089508-0.0043343i,0.0092463+0.022105i,0.029288-0.0094586i,0.026584-0.015197i,0.0003329-0.010602i,0.035132-0.0048219i,0.031433+0.017316i,0.031432+0.004858i,0.020914+0.0178i,-0.015043+0.014842i,-0.0041048-0.0059625i,-0.0041879-0.0034653i,-0.001538-0.0090845i,0.0055222-0.0026157i,0.0039341+0.0027654i,0.0008321+0.0096373i,-0.0019397-0.00065367i,0.0051937+0.0053491i,-0.0041102+0.0019791i,0.0035157+0.0037273i,0.0012529-0.0002511i,-0.0018992-0.0023484i,0.0048644-0.0080418i,-0.0029276+0.0010043i,0.0034868-0.0044477i,-0.0033431+0.0046263i,-0.0026534-0.0017427i,-0.00053739-0.00064769i,-0.0029812+0.0022552i,-0.0025811-0.00059965i,-0.012382-0.00018067i,0.00013451-0.0025621i,-0.0029179+0.0018478i,-0.0018442+0.0017468i,-0.0013444+0.0043065i,0.0061319-0.0030455i,-0.006182+0.0039946i,-0.0054044-0.0037826i,-0.002738-0.0010675i,-0.0042612+0.002792i,0.0016858-0.0041463i,0.0044214-0.0014076i,0.0021713-0.0030755i,0.0022592+0.0022665i,0.0011322+0.0012726i,0.0094198-0.00098663i,-0.021182+0.011376i,-0.024819+0.030389i,-0.0072142+0.021317i,0.0071394+0.0050673i,0.002381-0.004882i,-0.012526+0.013121i
-0.0014126-0.0079529i,-0.0097628-0.030548i,-0.020843-0.0068105i,-0.014957-0.0063749i,-0.019476-0.008063i,-0.014079-0.0066689i,0.00099102-0.019972i,0.0041877-0.019653i,-0.0092626-0.0025949i,0.0023136-0.0025964i,5.2683e-05-0.00018548i,0.0012897+0.0006415i,1.2924e-05-0.00052495i,0.00077735-0.0012702i,-0.0015699-0.00055084i,0.00033726-0.0048997i,-0.00019298+0.001769i,-0.0010263+0.00076617i,-0.00032932-3.4466e-05i,0.00079444+0.00030249i,0.0012101+0.00052525i,-0.00067786+0.00022738i,0.00095924-0.00067867i,0.0020131+0.0011395i,0.0011498+2.5126e-05i,0.00024187-0.00020201i,0.00055503+0.00074855i,0.00032449+0.00036098i,0.00024571-1.0676e-05i,0.0002378-0.00044341i,-8.8359e-05-0.00028064i,0.0010248-0.00099504i,8.1035e-05-0.00029422i,-0.00034304-7.6272e-05i,0.00091102-0.0011593i,0.0041311-0.0050495i,0.00054341-0.00016247i,0.00061101-0.00064063i,2.631e-05-0.00054613i,-0.0013601-0.0020025i,0.0010784-0.00016748i,-0.00044364-0.00011967i,-0.00041762+0.00047066i,0.0010213-0.00012545i,-0.0089027-0.0032719i,0.015256+0.018819i,0.02831-0.014287i,0.023783-0.019252i,0.00083607-0.0062058i,0.035294-0.013126i,0.033452+0.010786i,0.031737-0.0029317i,0.020779+0.013029i,-0.010086+0.014614i,-0.0049626-0.0037118i,-0.0059501-0.00047029i,-0.0062469-0.0082303i,0.0036447-0.0029145i,0.0036773+0.0022055i,0.0039034+0.0090248i,-0.00092245-6.3164e-06i,0.0044633+0.0033117i,-0.0019314+0.0044957i,0.0052331+0.0026538i,0.0015477-0.00073758i,-0.002482-0.00088445i,0.0022948-0.0098714i,-0.0023774+0.0014205i,0.002238-0.0057011i,-0.0010184+0.0037778i,-0.0038435-0.0011769i,-0.00083387-0.00062997i,-0.0015185+0.0033477i,-0.0023533-0.00043865i,-0.010185+0.0038943i,-0.00095921-0.0029398i,-0.0018324+0.0020707i,-0.0014993+0.0018705i,0.00025185+0.0036247i,0.0051857-0.0056983i,-0.0036802+0.0055741i,-0.0055771-0.0017302i,-0.003264-0.00053885i,-0.0034169+0.0039648i,0.00063224-0.0038167i,0.0037306-0.0021443i,0.0016351-0.003809i,0.00084773+0.0020557i,0.00076184+0.0018681i,0.0084255-0.0039703i,-0.017937+0.012666i,-0.016656+0.034149i,-0.0037408+0.021495i,0.009117+0.0042637i,0.0019102-0.0030554i,-0.010001+0.014482i
-0.0028695-0.0082376i,-0.014728-0.027809i,-0.021662-0.003323i,-0.015186-0.004067i,-0.020396-0.0042082i,-0.014762-0.0047395i,-0.003159-0.019055i,0.0015246-0.020075i,-0.0088474-0.0012016i,0.0012626-0.002731i,1.7426e-05+7.7471e-05i,0.0014454-0.00013063i,2.8297e-05-0.00034315i,0.00016817-0.0013045i,-0.0013464+1.0573e-05i,-0.00080983-0.0046401i,0.00029941+0.0016503i,-0.00062311+0.0013426i,-0.00030292+3.6458e-05i,0.00052649-8.7928e-05i,0.0012062-2.5173e-05i,-0.00064199+0.00050275i,0.00063745-0.00086382i,0.0018229-0.00048907i,0.0010342-0.0007703i,2.4799e-05-0.00030425i,0.00080088+0.00056353i,0.00048188+0.00019832i,0.00023569-0.00012786i,3.6206e-05-0.00041998i,-0.00013289-0.00011379i,0.00073155-0.001355i,-0.00010661-0.00032376i,-0.00038242+0.00011766i,-1.9653e-05-0.0014308i,0.0025744-0.0061118i,0.00048077-0.00045942i,0.00034285-0.00089175i,-2.0067e-05-0.00049046i,-0.0022725-0.001663i,0.00078392-0.00058477i,-0.00051345+0.00018124i,-0.0003356+0.00077173i,0.00097755-0.00045462i,-0.0083899-0.0026865i,0.01915+0.013169i,0.026483-0.019217i,0.021491-0.024171i,0.0044727-0.0032903i,0.032737-0.02167i,0.034143+0.004566i,0.029579-0.010213i,0.019826+0.0095686i,-0.0053808+0.012425i,-0.0045184-0.0023811i,-0.0058064+0.0033249i,-0.01086-0.004657i,0.0021867-0.0029787i,0.0034984+0.0017649i,0.0065877+0.0074626i,0.00019655-0.00020462i,0.0029876+0.002383i,0.0014897+0.0038128i,0.0067068+0.00052068i,0.0016149-0.0015542i,-0.0020593+0.00086413i,-0.0012271-0.011198i,-0.0023849+0.0022147i,0.00047406-0.006821i,-0.00081725+0.0032771i,-0.0046323+0.00016956i,-0.0011201-0.00048089i,0.0012057+0.0035458i,-0.0024228-0.00061843i,-0.0066232+0.0063663i,-0.002891-0.0026895i,-0.00097806+0.0017663i,-0.00096586+0.0019887i,0.0010714+0.0025398i,0.0031117-0.0081426i,-0.0010138+0.0054075i,-0.0048859-0.00025081i,-0.0032389+0.000237i,-0.0017313+0.0052443i,-0.00045711-0.003035i,0.0028984-0.0027794i,0.00044051-0.0042109i,0.00010776+0.0025692i,0.0009293+0.0022232i,0.0067977-0.006264i,-0.018029+0.012384i,-0.0091924+0.033821i,0.00041703+0.0198i,0.010511+0.0023916i,0.0022504-0.0019586i,-0.007293+0.015098i
-0.0041511-0.0081109i,-0.018749-0.024351i,-0.021707+0.00027975i,-0.015132-0.0016774i,-0.020742-0.00065282i,-0.015095-0.0027601i,-0.0061622-0.017789i,-0.0012076-0.020572i,-0.0081879-0.00053582i,0.0006989-0.0024693i,0.00022021+0.0002888i,0.0012505-0.00064928i,2.7215e-06-0.00020916i,-1.5565e-05-0.0010029i,-0.00096652+0.00016462i,-0.0016296-0.0038751i,0.00090906+0.001364i,-2.0003e-05+0.0014613i,-0.00024364+0.00020066i,0.00030379-0.00012622i,0.0010451-0.00052804i,-0.00047829+0.00065689i,0.00028835-0.0010462i,0.001072-0.0015677i,0.00042969-0.0011879i,-0.00022577-0.0001563i,0.0010448+0.00026812i,0.00053612+1.9871e-06i,0.00018629-0.00020465i,-0.00019824-0.00035479i,-6.428e-05-6.0459e-05i,0.00014013-0.0015622i,-0.00019666-0.00010599i,-0.00011911+0.00030341i,-0.00034721-0.0010643i,0.00075275-0.0065916i,0.00032492-0.00044989i,-7.7576e-05-0.00089019i,-4.3662e-05-0.00050165i,-0.0030459-0.00078884i,0.0004181-0.00074005i,-0.00039367+0.00039429i,-4.8049e-05+0.0013082i,0.00083023-0.00092981i,-0.0084501-0.0030381i,0.02075+0.0068059i,0.023554-0.024008i,0.016457-0.029659i,0.0095947-0.0047636i,0.026986-0.028902i,0.034156-0.0012233i,0.026619-0.015453i,0.019749+0.007818i,-0.0026196+0.0089698i,-0.0045666-0.0017045i,-0.0032366+0.0064175i,-0.01312+0.0010015i,0.00081661-0.0028724i,0.0033395+0.0015768i,0.0079064+0.0048534i,0.00051836-0.0012568i,0.0019135+0.0021463i,0.002085+0.0020869i,0.0065144-0.0024674i,0.0010867-0.0026224i,2.2285e-05+0.0018689i,-0.006118-0.0095269i,-0.0014143+0.0037902i,-0.0025627-0.0068895i,0.00057522+0.0036247i,-0.0047458+0.0019933i,-0.0013437-8.4125e-05i,0.0037281+0.0010135i,-0.002726-0.00022129i,-0.0024213+0.0063147i,-0.004453-0.0011444i,-0.00051837+0.0012538i,-0.00083155+0.0019498i,0.0014848+0.0013033i,-0.00034063-0.00988i,0.0011361+0.0042526i,-0.0045678+0.00050779i,-0.0031583+0.00098838i,0.00097488+0.005261i,-0.00055593-0.0019706i,0.0020828-0.0029115i,-0.00066779-0.0042026i,-0.00018889+0.0031883i,0.0012806+0.0026555i,0.0049681-0.0075155i,-0.019092+0.014914i,-0.0036908+0.032506i,0.0033102+0.016116i,0.011121-0.00026644i,0.0025921-0.0018674i,-0.0044921+0.014788i
-0.0055428-0.008035i,-0.02179-0.020419i,-0.0211+0.0036294i,-0.014563+0.00037403i,-0.020387+0.0030927i,-0.015221-0.00079876i,-0.0089882-0.016591i,-0.0043928-0.020794i,-0.0078859-0.00064588i,0.00054989-0.0022639i,0.00051058+0.00039883i,0.00094567-0.00093331i,0.00011133+1.7904e-05i,-8.0702e-06-0.00082963i,-0.00079556+0.00018644i,-0.0020374-0.0030732i,0.0012431+0.00092387i,0.00051099+0.0013685i,-4.6541e-05+0.00030889i,0.00024859-0.0001021i,0.00069515-0.0009382i,-0.00037108+0.00086457i,-8.9598e-05-0.00093365i,7.1588e-05-0.0019632i,-6.8101e-05-0.0011922i,-0.00026019+0.00011185i,0.0009769-0.00015812i,0.00053693-0.00017663i,0.00011411-0.00025984i,-0.00033796-0.00011269i,-2.8551e-05-5.9578e-05i,-0.00036109-0.0013009i,-0.00011561+4.1388e-05i,9.3721e-05+0.00019499i,-0.00048217-0.00095317i,-0.00091324-0.0062611i,0.00036934-0.00054037i,-0.00038857-0.00062485i,-0.00020092-0.0005427i,-0.0034492+0.00043166i,0.00014499-0.00088943i,-0.00020436+0.00056365i,0.0005736+0.0016274i,0.00033397-0.0011298i,-0.009567-0.0031094i,0.020309+0.00082687i,0.019414-0.028114i,0.00935-0.032775i,0.012454-0.009499i,0.020053-0.033591i,0.033739-0.007182i,0.024006-0.020539i,0.021238+0.0057475i,-0.0006575+0.0057316i,-0.0053418-0.0013031i,0.00017666+0.0072268i,-0.012113+0.0074671i,-0.00030564-0.0024072i,0.0035264+0.00145i,0.0082518+0.0027108i,-4.3311e-05-0.0020484i,0.00095748+0.0027329i,0.0023662+0.0014935i,0.0044516-0.0046819i,-0.00031089-0.0031768i,0.0016184+0.0010388i,-0.0087004-0.00503i,0.0011284+0.0042043i,-0.0048634-0.0048736i,0.0020251+0.0025977i,-0.0038704+0.0039098i,-0.0013069+0.00022755i,0.0034345-0.002148i,-0.0028746+0.00053402i,2.9536e-05+0.0039663i,-0.0044719+0.00075333i,-0.00056586+0.00072294i,-0.00058637+0.0021401i,0.0010788+6.2416e-05i,-0.0049382-0.0092501i,0.0019646+0.0023603i,-0.0043705+0.0013583i,-0.0027187+0.0020809i,0.003058+0.0040376i,-0.00013751-0.0017519i,0.0017576-0.0026218i,-0.0015685-0.0036501i,-0.00062354+0.0042227i,0.0017158+0.0026799i,0.0042882-0.0083841i,-0.018616+0.019143i,0.0011319+0.03043i,0.0038075+0.011794i,0.010237-0.0034167i,0.002378-0.0014131i,-0.0024127+0.013195i
-0.0073615-0.0075836i,-0.023801-0.016425i,-0.019985+0.0068603i,-0.013779+0.0020213i,-0.019114+0.0065295i,-0.015157+0.0011052i,-0.011743-0.015082i,-0.007846-0.020249i,-0.0083135-0.00084806i,0.00030416-0.0023889i,0.00092744+0.00035217i,0.00064205-0.0011436i,0.00033712+0.00010968i,-7.8572e-05-0.00078157i,-0.00067077+0.00022675i,-0.0021957-0.0024679i,0.0014475+0.00058945i,0.0010789+0.0011182i,0.0001111+0.00020681i,0.00026595-0.00016897i,5.752e-05-0.0010168i,-1.7882e-05+0.0010725i,-0.00030023-0.00074096i,-0.00075076-0.0019015i,-0.00046971-0.001023i,-0.00017766+0.00027754i,0.00062458-0.00039188i,0.00051711-0.00036988i,4.8754e-05-0.00013781i,-0.000397+0.00011474i,-3.9107e-05-2.3769e-05i,-0.00050482-0.00090058i,0.00016184+4.5532e-05i,0.0001483+2.8191e-05i,-0.00088236-0.00071247i,-0.0021022-0.0053819i,0.00012831-0.00071317i,-0.0004841-0.00033921i,-0.0003457-0.00034057i,-0.0033089+0.0017062i,-0.00034189-0.00078086i,-7.244e-05+0.00054186i,0.0013869+0.0015834i,-5.7866e-05-0.0008474i,-0.010863-0.0023072i,0.018065-0.0039546i,0.014559-0.030792i,0.0021358-0.033338i,0.012261-0.014239i,0.012347-0.036475i,0.032454-0.013577i,0.020209-0.025723i,0.022828+0.0024353i,0.00029022+0.0010928i,-0.0065058-5.7418e-05i,0.0032036+0.0061001i,-0.0080892+0.012182i,-0.0010099-0.0018608i,0.003574+0.0011937i,0.0083868+0.00060181i,-0.0011814-0.0020268i,0.0010228+0.0038508i,0.0030782+0.00049012i,0.0020167-0.0050068i,-0.0014793-0.0028539i,0.0021642-0.00021527i,-0.008609-0.00091544i,0.0032055+0.0031398i,-0.0059647-0.0025845i,0.002021+0.0013628i,-0.0019226+0.0051589i,-0.0013936+0.00054295i,0.0013899-0.0042768i,-0.0027113+0.0013148i,0.00022012+0.0015694i,-0.0037897+0.0023237i,-0.0010017+0.00059251i,-8.9403e-05+0.0019359i,0.00020979-0.00032657i,-0.0078098-0.0065183i,0.0017855+0.0011193i,-0.0037417+0.0021207i,-0.0016841+0.0026124i,0.0042254+0.0021537i,-0.00032839-0.0013903i,0.001982-0.0026921i,-0.0019082-0.0027019i,0.00062628+0.006302i,0.0018506+0.0027804i,0.0027796-0.01027i,-0.016632+0.023465i,0.0049356+0.027547i,0.002005+0.008481i,0.0067299-0.0052748i,0.0030957-0.0015496i,-0.0019679+0.011554i
-0.0089903-0.0063842i,-0.025198-0.012792i,-0.01818+0.0097684i,-0.012954+0.0033206i,-0.017381+0.0092605i,-0.014863+0.0032361i,-0.014044-0.013114i,-0.010958-0.01903i,-0.0093616-0.00053946i,2.5506e-05-0.0023999i,0.0013636-2.1068e-05i,0.00036597-0.0010366i,0.00058667+0.00014398i,-0.00015951-0.00062192i,-0.00061207+0.00022214i,-0.0022339-0.0021502i,0.0019173+0.00021372i,0.0014392+0.00056084i,7.0099e-05+2.8256e-05i,0.00024263-0.00017726i,-0.00030457-0.00082537i,0.00054854+0.00098877i,-0.00034212-0.00065993i,-0.0011731-0.0016922i,-0.00087379-0.0008008i,-1.3471e-05+0.0003733i,0.00048709-0.0003186i,0.0003409-0.00047042i,7.9613e-05-8.7147e-05i,-0.00026712+0.00041271i,-4.1078e-05+5.9558e-05i,-0.00055553-0.00082382i,0.00024408-0.00014504i,5.7488e-05+2.0024e-05i,-0.00094408-0.00014853i,-0.0028208-0.0044353i,-0.00020524-0.00060644i,-0.0005445-8.6666e-05i,-0.00025258-0.0001762i,-0.0025698+0.0028381i,-0.00053137-0.00043671i,0.0001714+0.00057197i,0.0020438+0.0010646i,-6.6403e-05-0.00059274i,-0.011655-0.00077373i,0.015538-0.0063792i,0.0099499-0.032388i,-0.0042905-0.032198i,0.010102-0.01826i,0.0043061-0.036504i,0.029432-0.019815i,0.015777-0.029783i,0.023741-0.0013826i,-0.0014771-0.0029055i,-0.0071936+0.0022672i,0.0049467+0.0039258i,-0.0029531+0.014478i,-0.0017793-0.0012074i,0.0038406+0.0010876i,0.0077195-0.001646i,-0.0018536-0.0015182i,0.0017959+0.0049434i,0.0029261-0.0009009i,0.00048333-0.0043363i,-0.0025767-0.002125i,0.0019511-0.0011112i,-0.0068288+0.0019049i,0.00449+0.0013354i,-0.0061618-8.0967e-05i,0.0015887+0.0011337i,0.00035507+0.0050965i,-0.0010783+0.0010793i,-0.00094164-0.0048887i,-0.0021433+0.0015752i,-0.0010508+0.00064243i,-0.0027873+0.00351i,-0.0013499+0.0010972i,-0.0001082+0.0016566i,-0.00025489-0.0002763i,-0.0091424-0.0035171i,0.0012537+0.00022468i,-0.0032916+0.0025101i,-0.00078633+0.00258i,0.0045763-8.4945e-05i,4.3513e-06-0.0012823i,0.0020807-0.003354i,-0.0019883-0.0026745i,0.0028927+0.0064185i,0.0024719+0.0029045i,0.00097764-0.011214i,-0.012952+0.0287i,0.0077677+0.024766i,-0.00084134+0.0076484i,0.0033064-0.0041314i,0.0029243-0.0023519i,-0.0020101+0.010594i
-0.010004-0.0048813i,-0.026685-0.0095195i,-0.016007+0.011986i,-0.012134+0.0045705i,-0.015397+0.011951i,-0.013905+0.0052671i,-0.016042-0.010908i,-0.014021-0.0176i,-0.010584+0.0005829i,-0.00014551-0.0026278i,0.0015168-0.00063522i,0.00034365-0.0010585i,0.00089199+7.4498e-05i,2.9964e-05-0.00073037i,-0.00061972+0.0002585i,-0.0024066-0.0019226i,0.0021663-0.00065168i,0.0013933-7.5428e-05i,4.5899e-05-4.6256e-05i,0.00035286-0.00025711i,-0.0005802-0.00056391i,0.00085543+0.00057268i,-0.00050495-0.0006661i,-0.0014261-0.0016519i,-0.0011305-0.00035011i,0.00020169+0.00037445i,0.00041318-0.00042048i,0.00015204-0.00044149i,9.5997e-05-7.0373e-05i,0.00012966+0.00057414i,1.1999e-05+0.00015289i,-0.00081283-0.00064468i,0.00033594-0.00035653i,0.00013212+1.8627e-05i,-0.00060545+8.4649e-05i,-0.0033285-0.0035804i,-0.00031111-0.00039121i,-0.00037487+0.00017118i,-0.00018323-0.00022654i,-0.0013128+0.0034449i,-0.00052324-0.00018888i,0.00040551+0.00026987i,0.002507+0.00017083i,1.2709e-05-0.00055592i,-0.012183+0.00079042i,0.014289-0.0084161i,0.0053872-0.033413i,-0.0099642-0.029355i,0.0077948-0.020774i,-0.0028279-0.033867i,0.025201-0.025233i,0.011075-0.033515i,0.024401-0.0059765i,-0.0045327-0.0048552i,-0.0064324+0.0052621i,0.0053981+0.0015381i,0.0019985+0.014239i,-0.0021839-0.00022358i,0.0046999+0.00061334i,0.0062679-0.0035424i,-0.0022965-0.00099783i,0.0037153+0.0053108i,0.0019936-0.0011129i,-0.00032236-0.003647i,-0.0031791-0.0010075i,0.0016676-0.0017323i,-0.0053425+0.0033667i,0.0048199-0.00097723i,-0.0054421+0.0020964i,0.0020994+0.0014463i,0.0019895+0.0041504i,-0.00056619+0.0011031i,-0.0033957-0.0044687i,-0.0018349+0.0016364i,-0.0018031+0.0013141i,-0.0012405+0.0042386i,-0.00098715+0.0017054i,-0.00018449+0.0020555i,-0.00043928-0.00028346i,-0.0096407-0.00070721i,0.0005394-8.9865e-05i,-0.0029896+0.0033445i,-0.00032559+0.0025918i,0.0040692-0.0024139i,-1.4183e-05-0.0019334i,0.0018511-0.0041937i,-0.0025705-0.0023815i,0.0050362+0.005387i,0.0033285+0.0028971i,-0.0010218-0.011641i,-0.0056972+0.031878i,0.010723+0.02136i,-0.0030049+0.0088077i,0.0017912-0.0017971i,0.0020761-0.0024581i,-0.0020453+0.010174i
