-0.022861-0.019914i,-0.031889-0.035135i,-0.023193-0.019766i,-0.031983-0.02066i,-0.024388+0.0036708i,-0.029211-0.018244i,-0.055193-0.048223i,-0.041621-0.044546i,-0.029061-0.020416i,0.0055736+0.0049631i,-0.0034983+0.0061103i,-0.010734+0.011753i,0.0037235+0.0071159i,-0.003675-0.0024419i,0.0028993+0.0018816i,0.0014023+0.029449i,0.016399+0.032045i,-0.00039912+0.00024042i,-0.0031511-0.002858i,0.0082991+0.0042209i,0.0015197+0.00044024i,-0.00030969+0.0025896i,-0.0006812+0.00026709i,-0.030772-0.0010048i,-0.0038432-0.0048949i,-8.8244e-05+0.0023727i,0.0043717-0.0014411i,0.00097355-0.00024685i,-0.00067551-0.00040675i,-0.0012164-0.0019229i,-0.0023002-0.00043605i,-0.0038826-0.0042406i,-0.0034315-0.0049597i,0.00065871-0.0013275i,0.00043595-0.0032348i,-0.0033438+0.02687i,0.0020127-0.003128i,0.002631-0.0039224i,0.004191-0.0022451i,-0.0068557-0.0014573i,0.00047471+0.001422i,0.0068707-0.0081287i,-0.0017296+0.00030371i,-0.0035192+0.00061511i,-0.0085282-0.0035742i,-0.018535+0.021558i,-0.0086267-0.087297i,-0.0024597-0.061864i,-0.021088-0.054458i,-0.011519-0.045665i,0.053113-0.027358i,0.023553-0.066725i,0.039742-0.054919i,0.019606-0.039151i,0.026111-0.020387i,0.012231+0.012083i,0.025192-0.028719i,-0.01101-0.0012386i,-0.0013611-0.00023334i,-0.0083556-0.0012304i,-0.0051365-0.030003i,-0.021451+0.026047i,0.0072852-0.0098508i,-0.010972-0.0034046i,-0.0025357-0.0018007i,-0.00079587-0.014777i,-0.0083721+0.005656i,0.0061051+0.010465i,-0.0097756+0.029511i,0.0065735+0.0072773i,-0.0039399-0.0019381i,-0.0021941-0.0015499i,-0.012636-0.0054479i,0.00047524-0.0044356i,-0.02936+0.0021281i,0.0028429-0.0094449i,-0.0075737-0.0023279i,-0.0049989-0.0031619i,0.0070194+0.0016126i,-0.01021+0.00038035i,0.0027421-0.0007186i,0.0059012+0.008133i,0.0056048+0.0011553i,-0.0076119-0.0090562i,0.0028193+0.0081004i,-0.018724+0.0061962i,0.0034235+0.0056415i,-0.021439-0.0091116i,-0.027226-0.0045733i,0.0069104-0.062232i,0.019242-0.015737i,-0.050054-0.028533i,-0.021993+0.0005091i,0.019081+0.010633i,-0.026635+0.011941i,-0.012376-0.007838i
0.0022712-0.0070127i,0.0078928-0.032526i,-0.015475-0.016678i,-0.010653-0.015551i,-0.01116-0.016635i,-0.010791-0.012566i,0.015137-0.014145i,0.013634-0.016598i,-0.006093-0.0070274i,0.0024974-0.00036498i,0.00012731+0.0006406i,-0.00091491+0.00073099i,0.0012494-0.00066656i,0.00075276-0.00067286i,-0.0013037-0.0016495i,0.0028679-0.0052153i,-0.0026427+0.0015079i,-0.00054474+0.00022029i,0.00018276-0.00055i,-4.2258e-05+0.0012625i,-9.0454e-05+0.0011026i,-0.00045179-7.7564e-05i,0.0012274+0.00057713i,-0.0029593+0.0027541i,0.00011624+0.00031538i,-2.5368e-06+0.00015192i,-0.00085374+0.00035236i,9.4851e-06+0.00016906i,0.00017159+3.3481e-05i,0.00040159-0.00027943i,0.00043096-0.00016925i,0.00098953+0.00025833i,0.00021985-0.00011039i,-6.1203e-05-0.00066105i,0.00040849+0.00056062i,0.0068017+0.00028971i,0.00032279-0.00017239i,0.00093457+0.00044483i,6.6496e-05-0.00067613i,0.00086064-0.0012029i,-0.00048575+0.00021282i,1.7783e-06-0.00020423i,-0.00024764-0.0012003i,-0.0007859+0.0010087i,-0.0071202-0.0078217i,0.0010197+0.022378i,0.029778-0.00034151i,0.031188-0.0040663i,0.0086809-0.016968i,0.030496+0.0071718i,0.023033+0.029291i,0.027436+0.01948i,0.019192+0.033084i,-0.022852+0.015416i,0.00053387-0.0087653i,0.0021731-0.0050317i,0.0061932-0.006551i,0.0095176+0.0017904i,0.0033084+0.0054363i,-0.0059201+0.006818i,-0.0020344-0.0050671i,0.003342+0.0096494i,-0.0030182-0.0017019i,0.0010321+0.0034585i,-1.5667e-05+0.0005362i,0.0016125-0.0034229i,0.0065423-0.0017068i,-0.0027985-0.00061578i,0.0046299-0.00072423i,-0.0061811-0.00053441i,-0.0021365+0.0015927i,-6.9647e-06+8.8575e-05i,-0.0048639-0.0022705i,-0.0029545-0.0020038i,-0.011093-0.010628i,0.002418-0.0017689i,-0.0046027-0.00020493i,-0.0014767+0.001589i,-0.0048852+0.002462i,0.0054502+0.0011279i,-0.0081183-0.001651i,-0.0018778-0.0062148i,-0.0026173-0.001399i,-0.0060159-0.00059025i,0.0061435-0.0036548i,0.0039556+0.0019996i,0.0028034-0.0029498i,0.0011837+0.004887i,0.003436+0.0015533i,0.011285+0.0062151i,-0.02575+0.0018421i,-0.031919+0.015879i,-0.013484+0.023179i,0.0026535+0.002497i,0.0057024-0.0074617i,-0.014584+0.0084724i
0.00087907-0.0073139i,0.0022425-0.03325i,-0.018161-0.013628i,-0.013239-0.012714i,-0.01436-0.014565i,-0.01215-0.010667i,0.011251-0.017422i,0.010619-0.018001i,-0.0076307-0.0061941i,0.0023324-0.0014802i,0.00053656+0.00029068i,-0.00026063+0.0011571i,0.00073116-0.00095489i,0.00076885-0.00063739i,-0.0013808-0.001276i,0.0017863-0.0053397i,-0.0016277+0.0025102i,-0.00060817+0.00016202i,-0.00017596-0.00056839i,0.00040773+0.0011989i,0.0002107+0.0013024i,-0.00040339+0.00012756i,0.0012846+0.00012071i,-0.001009+0.0033353i,0.00035633+0.00037802i,0.00013552+0.00015702i,-0.0003664+0.00095303i,0.00011953+0.0003436i,0.00018543+5.2009e-05i,0.00042631-0.00017788i,0.00017715-0.00029962i,0.0012477+5.8337e-05i,0.00029721-0.00014571i,-0.00037407-0.00044893i,0.00084672+0.00047887i,0.0089759-0.00049588i,0.00012954-5.1007e-05i,0.001272+0.00021353i,7.3456e-06-0.00040015i,0.00041748-0.0020136i,0.00038396+0.00067372i,-9.3401e-05-0.00033945i,-0.00057673-0.00066879i,0.00030952+0.00099588i,-0.008005-0.0061409i,0.004781+0.023206i,0.029775-0.0043713i,0.02976-0.010422i,0.0039814-0.014378i,0.0333+0.0014077i,0.028533+0.023752i,0.030185+0.011754i,0.021597+0.024142i,-0.017159+0.015655i,-0.0018366-0.0079447i,-0.0011979-0.0049807i,0.0029925-0.0088715i,0.0080193-0.0010281i,0.0039678+0.0039364i,-0.0019426+0.0091634i,-0.0026221-0.0024552i,0.0047972+0.0080546i,-0.0038421-0.00068327i,0.0021399+0.0036569i,0.00091573+0.00053012i,-0.00042459-0.0032548i,0.0066312-0.0053205i,-0.0033998-0.00021316i,0.0047624-0.0028558i,-0.0064489+0.0024325i,-0.0018762-0.0016897i,-9.2611e-05-0.00044522i,-0.0044852+0.00056849i,-0.0030941-0.0011134i,-0.012831-0.0054797i,0.00098575-0.0022153i,-0.0040576+0.0014071i,-0.0015933+0.0011712i,-0.0033836+0.003915i,0.0065522-0.001103i,-0.0077774+0.0016316i,-0.0039766-0.0056395i,-0.0022006-0.0010203i,-0.0053217+0.001588i,0.0028384-0.0047235i,0.0050572+0.00056486i,0.0019615-0.0032146i,0.0018165+0.0044304i,0.0021095+0.0011594i,0.010148+0.0018437i,-0.024523+0.0074531i,-0.03022+0.023686i,-0.009639+0.021858i,0.0045164+0.0048556i,0.0038839-0.0057621i,-0.014381+0.010971i
-8.7715e-05-0.0075493i,-0.0036685-0.033111i,-0.019939-0.010193i,-0.014729-0.009511i,-0.017243-0.011971i,-0.013241-0.0089102i,0.0070283-0.019602i,0.0079212-0.019258i,-0.0090854-0.0047062i,0.0016834-0.0022841i,0.00052093-0.00016175i,0.00056365+0.0013136i,0.0002363-0.00083097i,0.0009019-0.00077352i,-0.0015198-0.00099397i,0.00078546-0.0054329i,-0.00025076+0.0025981i,-0.00084125+0.0002582i,-0.00038263-0.00033941i,0.00073403+0.00080567i,0.00086798+0.0011641i,-0.00042998+0.00016547i,0.001193-0.00029258i,0.00081961+0.0028409i,0.00073752+0.00033184i,0.00029755+1.7658e-05i,0.00026747+0.00095934i,0.00026037+0.00033355i,0.00021918+4.9986e-05i,0.00043122-0.0002881i,-1.7934e-07-0.00028361i,0.0015649-0.00041711i,0.00018477-0.00023983i,-0.00047861-0.00010916i,0.0012848-0.00026096i,0.0063429-0.004757i,0.00027292+7.0226e-05i,0.0011264-0.00052397i,9.5568e-05-0.00040596i,-0.00042093-0.0024759i,0.00079444+0.00027942i,-0.00026371-0.00044301i,-0.00070933-0.00020773i,0.0008291+0.0003655i,-0.0083889-0.0047991i,0.010557+0.022707i,0.029801-0.0089014i,0.026628-0.01582i,0.0012926-0.011179i,0.035049-0.0051978i,0.031846+0.017385i,0.031628+0.0046402i,0.021377+0.017455i,-0.01222+0.015414i,-0.0039181-0.0063907i,-0.0041027-0.0032304i,-0.0016802-0.0093846i,0.0056127-0.0026043i,0.0039388+0.0026147i,0.0016495+0.0089705i,-0.0017095-0.00081678i,0.0052868+0.0064484i,-0.0042512+0.0019677i,0.0033835+0.0036856i,0.0012067-0.00018888i,-0.0017288-0.0022531i,0.0049003-0.0076151i,-0.0032495+0.00079781i,0.0039687-0.0046613i,-0.0031408+0.004744i,-0.0028291-0.0017441i,-0.00048858-0.00055502i,-0.0032931+0.0022908i,-0.0025761-0.00038674i,-0.012837-0.00063707i,0.00025506-0.0024669i,-0.0029335+0.0021304i,-0.0016555+0.0016461i,-0.0013383+0.0042268i,0.0061915-0.0036324i,-0.0061259+0.0040749i,-0.0058161-0.0037794i,-0.0023026-0.0009881i,-0.0041472+0.0025706i,0.0015112-0.0039257i,0.0049732-0.0013024i,0.0015468-0.0032625i,0.0021471+0.0024456i,0.0012649+0.0012435i,0.0098412-0.00047358i,-0.021275+0.011933i,-0.024466+0.030625i,-0.007033+0.021156i,0.0075762+0.0047515i,0.0023389-0.0044814i,-0.012425+0.013407i
-0.0011726-0.0079713i,-0.0094561-0.031631i,-0.021167-0.0069773i,-0.015274-0.0066006i,-0.019563-0.0083053i,-0.014268-0.0070684i,0.0022466-0.020649i,0.0049194-0.020195i,-0.0095735-0.002958i,-9.1312e-05-0.0023663i,0.00018107-0.00021717i,0.0013847+0.00056671i,2.6242e-05-0.00054908i,0.00086539-0.0011918i,-0.0016222-0.00051475i,-0.0003158-0.0052361i,0.00018386+0.00218i,-0.0010003+0.00074199i,-0.00035109-2.2005e-05i,0.00079267+0.00028702i,0.0012855+0.00066358i,-0.00059352+0.00029721i,0.00089469-0.00067548i,0.0019863+0.001319i,0.001062-0.00021593i,0.00024005-0.00018071i,0.00055259+0.00071896i,0.00042035+0.00026275i,0.00029635+1.6821e-05i,0.00025669-0.00039817i,-0.00012096-0.00023495i,0.0016703-0.0011876i,0.00014558-0.00027188i,-0.0003296+5.8073e-06i,0.0010687-0.0011997i,0.0043173-0.0054799i,0.00051743-6.6175e-05i,0.00083479-0.00087935i,1.9159e-05-0.00038052i,-0.0016342-0.0024712i,0.00073016-9.8852e-05i,-0.00054892-0.00020556i,-0.00081245+0.00046983i,0.00076938+1.618e-05i,-0.0084621-0.0038266i,0.01664+0.018979i,0.029232-0.014014i,0.023615-0.019338i,0.0014005-0.0070043i,0.035079-0.013354i,0.033958+0.010838i,0.032066-0.003059i,0.020439+0.012736i,-0.0076455+0.013861i,-0.0052954-0.0041916i,-0.0057917-0.00029206i,-0.0062143-0.0084143i,0.003647-0.002939i,0.0036368+0.0021218i,0.004013+0.0077474i,-0.00077098-0.00026441i,0.0058247+0.0038847i,-0.0021164+0.0043919i,0.005159+0.0026989i,0.0015403-0.00061554i,-0.0023415-0.00095373i,0.0024601-0.0095978i,-0.0026959+0.001557i,0.0023948-0.0062467i,-0.00074342+0.003508i,-0.0039402-0.00089654i,-0.00070156-0.00056928i,-0.0015401+0.0035822i,-0.0021969-0.00025031i,-0.010797+0.0038727i,-0.00094843-0.0029571i,-0.0016593+0.0023154i,-0.0013215+0.0017245i,0.00017686+0.003573i,0.0048583-0.0060903i,-0.0034741+0.0055989i,-0.0058886-0.0015882i,-0.0029008-0.00075866i,-0.003626+0.0034238i,0.00060093-0.0035989i,0.004222-0.0024073i,0.0011187-0.0036285i,0.00076392+0.0018966i,0.00087157+0.0017779i,0.0093067-0.0035685i,-0.017798+0.013396i,-0.016286+0.034103i,-0.0038207+0.021327i,0.009232+0.0036416i,0.001903-0.0027922i,-0.0099178+0.014555i
-0.00264-0.0083446i,-0.014522-0.028823i,-0.022038-0.0034446i,-0.015568-0.0042321i,-0.020484-0.0043995i,-0.014997-0.0050557i,-0.0022293-0.020127i,0.001998-0.020623i,-0.0092444-0.0015753i,0.00046063+0.0032451i,8.9988e-05-3.9222e-05i,0.0012515-6.4768e-05i,-1.7102e-05-0.00033735i,0.00029228-0.0013203i,-0.0013748+3.6418e-05i,-0.0015556-0.0046541i,0.00052965+0.0017669i,-0.00075768+0.0011794i,-0.00032923+8.6641e-05i,0.00053844-9.4129e-05i,0.0013319-2.9981e-05i,-0.00058471+0.00048958i,0.00056813-0.0009066i,0.0017768-0.00018807i,0.0008435-0.0010176i,7.4888e-05-0.00030272i,0.00074733+0.0005365i,0.00056363+9.2354e-05i,0.00030749-7.7404e-05i,6.0705e-05-0.00038573i,-0.0001429-6.603e-05i,0.0012831-0.0018213i,-9.2519e-05-0.00029674i,-0.00032623+0.00012106i,0.00021751-0.0015592i,0.002876-0.006613i,0.00046569-0.00035861i,0.00029758-0.0013006i,8.2758e-05-0.00031511i,-0.0028727-0.0018522i,0.00052793-0.00038588i,-0.00059182+0.00014694i,-0.00074603+0.0010902i,0.00078986-0.00028023i,-0.0081349-0.0032833i,0.020459+0.012998i,0.027496-0.019443i,0.021985-0.024508i,0.0045828-0.003936i,0.032262-0.02181i,0.034743+0.0044293i,0.02988-0.010534i,0.01885+0.0098216i,-0.004126+0.011673i,-0.0051951-0.002305i,-0.0056748+0.003312i,-0.011073-0.0050906i,0.002245-0.0028523i,0.0034419+0.0016304i,0.0070913+0.0060769i,0.00016555-0.00049163i,0.0038713+0.002041i,0.0010631+0.0039164i,0.0065014+0.00055589i,0.001657-0.0014483i,-0.0020777+0.00081108i,-0.00107-0.011112i,-0.0024393+0.0024845i,0.00034548-0.0072947i,-0.00091859+0.0029422i,-0.0043483+0.0005843i,-0.0009646-0.00050535i,0.0015713+0.0038854i,-0.0021981-0.00059633i,-0.0070687+0.0065458i,-0.0027311-0.0026022i,-0.00072106+0.0018478i,-0.00096423+0.0019126i,0.001112+0.0025355i,0.0025309-0.0080777i,-0.00078414+0.0053891i,-0.005117+2.7998e-05i,-0.0030202-5.0362e-05i,-0.0020266+0.0057903i,-0.00057491-0.0028114i,0.0030586-0.003192i,0.0002551-0.0036749i,-9.3971e-05+0.0024395i,0.00088358+0.0021386i,0.0076974-0.0063312i,-0.017734+0.013154i,-0.0090434+0.03343i,0.00025926+0.019601i,0.010491+0.0016934i,0.0024558-0.0017021i,-0.0072961+0.015271i
-0.003972-0.0082872i,-0.018628-0.025408i,-0.022146+0.00021895i,-0.015513-0.0017835i,-0.020868-0.00074817i,-0.015358-0.0030549i,-0.0056706-0.018994i,-0.00094355-0.021008i,-0.0088167-0.00090654i,0.0025266-0.0026793i,0.00020379+0.00011124i,0.0012881-0.00036998i,-2.3968e-05-0.00016868i,7.6321e-05-0.0010434i,-0.0010095+0.00016397i,-0.0022984-0.0035738i,0.0010181+0.0015394i,-0.00028599+0.0013957i,-0.00024173+0.00027618i,0.00032785-0.00011615i,0.0010933-0.00059226i,-0.0004364+0.00066035i,0.00014656-0.0010939i,0.001238-0.0012929i,9.1521e-05-0.0013805i,-0.00020486-0.00018625i,0.0010004+0.00026686i,0.00054581-6.5956e-05i,0.00028731-0.00019377i,-0.00013943-0.00031647i,-6.1209e-05-1.5942e-05i,0.0006131-0.001849i,-0.00019014-4.5863e-05i,-0.00010585+0.00028058i,-8.2724e-05-0.0017547i,0.00090903-0.0074039i,0.00033366-0.00034735i,-0.00029261-0.00095824i,0.0001021-0.00041684i,-0.0036158-0.00072435i,0.0002982-0.0005159i,-0.00044885+0.00043303i,-0.0002234+0.0017893i,0.00068068-0.00065738i,-0.0083635-0.0035881i,0.021974+0.006334i,0.024349-0.024642i,0.016965-0.029745i,0.009646-0.0052795i,0.026674-0.028765i,0.034616-0.0015706i,0.026889-0.01587i,0.018362+0.0093792i,-0.0017748+0.0084172i,-0.0049733-0.001245i,-0.0032573+0.0062631i,-0.013515+0.00084763i,0.00089193-0.0028871i,0.0031149+0.0014701i,0.0068611+0.0037592i,0.00030166-0.0014243i,0.0024306+0.0015011i,0.0017863+0.0023878i,0.0063018-0.0024684i,0.0011474-0.0028068i,-0.00011531+0.0018656i,-0.0058665-0.0092836i,-0.0014057+0.0039926i,-0.0036113-0.0077236i,0.00040484+0.0035558i,-0.0044462+0.0020747i,-0.0012225-0.00014123i,0.0041628+0.00077704i,-0.002552-0.00041644i,-0.0027268+0.0067732i,-0.0041824-0.0013071i,-0.00032509+0.0012302i,-0.00087651+0.0019504i,0.0014382+0.0011982i,-0.00074141-0.0094323i,0.0013029+0.0041037i,-0.0046283+0.00093627i,-0.003093+0.00063943i,0.0012277+0.0057006i,-0.00061264-0.0015973i,0.001862-0.0031739i,-0.00044026-0.0036855i,-0.00045048+0.0031321i,0.0010177+0.0027179i,0.0057628-0.0076801i,-0.018577+0.015551i,-0.0036912+0.03221i,0.0028802+0.016085i,0.011122-0.0007552i,0.0029168-0.0017159i,-0.0040617+0.014916i
-0.0054559-0.0082525i,-0.021831-0.021596i,-0.021585+0.0036223i,-0.014921+0.00037877i,-0.020473+0.0029809i,-0.015549-0.0010264i,-0.0088314-0.017787i,-0.004004-0.021045i,-0.0087368-0.00069636i,0.00088875-0.0028341i,0.00037576+0.00026638i,0.0011539-0.0014392i,9.0113e-05+1.6952e-05i,2.0084e-05-0.00092556i,-0.000868+0.00019928i,-0.0024881-0.0026788i,0.001409+0.001075i,0.00034922+0.0014376i,-4.4354e-05+0.00036723i,0.00026894-9.6689e-05i,0.00065419-0.0009447i,-0.0003056+0.00089804i,-0.00018036-0.0009084i,0.00034585-0.0018999i,-0.0003631-0.0012723i,-0.00026378+8.9095e-05i,0.00098032-0.00013936i,0.00050009-0.0002668i,0.00022293-0.00027814i,-0.00027247-0.00011511i,-2.0926e-05-1.5823e-05i,0.00019416-0.0010387i,-4.2945e-05+0.00010749i,0.00011395+0.00022956i,-0.0014208-0.0025702i,-0.0013116-0.006639i,0.00047672-0.00050381i,-0.00055095-0.00058627i,-5.5901e-05-0.0005171i,-0.0038972+0.00055124i,5.4544e-05-0.00063544i,-0.00021979+0.00061982i,0.00062712+0.0023363i,0.00030637-0.00075604i,-0.0095346-0.0035989i,0.021291+1.3672e-05i,0.019845-0.028802i,0.010034-0.033487i,0.012301-0.0098152i,0.019922-0.033316i,0.03389-0.0075509i,0.024048-0.021305i,0.020553+0.009207i,-2.5169e-05+0.0053246i,-0.0053799-0.00058686i,7.9955e-05+0.0071829i,-0.012288+0.0073242i,-0.00029317-0.0024056i,0.003481+0.0015398i,0.0066356+0.0024701i,-0.00040519-0.0019789i,0.00090812+0.001973i,0.0024531+0.00185i,0.0042491-0.0045735i,-0.00044767-0.0034978i,0.0015137+0.0011769i,-0.0082502-0.0051191i,0.0011718+0.0044897i,-0.0063283-0.0031672i,0.0019807+0.0026481i,-0.0037123+0.0037156i,-0.0012098+8.5129e-05i,0.0035752-0.0023856i,-0.0028362+0.0003919i,1.68e-05+0.0046908i,-0.0050763+0.00023954i,-0.00038989+0.00049007i,-0.00049523+0.0022322i,0.0010401+8.5921e-05i,-0.0049791-0.0086577i,0.0019595+0.0021145i,-0.0040848+0.0016089i,-0.0029998+0.0018089i,0.0033877+0.0041712i,0.00015844-0.0014347i,0.0015955-0.0026233i,-0.0012298-0.0033438i,-0.00077497+0.0044105i,0.0015336+0.0027751i,0.0052079-0.0086506i,-0.017914+0.019466i,0.0012792+0.030078i,0.003438+0.012104i,0.0094402-0.0035813i,0.0026971-0.0014413i,-0.0022047+0.01289i
-0.0072916-0.0077318i,-0.024115-0.017684i,-0.020608+0.00698i,-0.014085+0.0020891i,-0.019223+0.0064298i,-0.015541+0.00099466i,-0.011947-0.016131i,-0.0073067-0.020714i,-0.0090753-0.00058805i,0.00022018-0.0028115i,0.00068215+0.00039182i,0.00048867-0.0014416i,0.0002992+0.00011348i,-0.00010912-0.00085238i,-0.00073966+0.00027262i,-0.0024581-0.0020102i,0.0016916+0.00062772i,0.0010244+0.0010597i,0.00014599+0.00033473i,0.0002566-0.00017926i,0.00012588-0.00099582i,0.00011283+0.0010276i,-0.00028901-0.00075434i,-0.00050406-0.00201i,-0.0006694-0.0010532i,-0.0001499+0.00025978i,0.00068891-0.00035737i,0.00039919-0.00038196i,0.0001306-0.00020969i,-0.00032382+6.3656e-05i,-2.7357e-05-3.5117e-05i,-0.00038381-0.00065125i,0.00020269+0.00011914i,0.00020589+2.5755e-05i,-0.0020661-0.00052677i,-0.0023646-0.005602i,0.00026409-0.00074104i,-0.00058263-0.00028698i,-0.00026406-0.00033533i,-0.0037117+0.001937i,-0.00031728-0.00053367i,-8.6734e-05+0.00059152i,0.0024239+0.0025365i,0.00011547-0.00045918i,-0.010922-0.0028047i,0.018561-0.0048869i,0.014752-0.031399i,0.0025154-0.034188i,0.01221-0.01434i,0.012455-0.036133i,0.032399-0.013866i,0.019696-0.026592i,0.020236+0.0096786i,0.00078793+0.00090917i,-0.0060808+0.00062529i,0.0031165+0.0061227i,-0.0078679+0.011455i,-0.0010153-0.0019254i,0.0036483+0.001186i,0.0068898+0.0013443i,-0.0012656-0.0016605i,0.00043944+0.003468i,0.0034325+0.00050748i,0.001975-0.0049414i,-0.0017057-0.0030218i,0.0021894-4.8447e-05i,-0.0084712-0.0012724i,0.0034579+0.0032514i,-0.0059316-0.00024133i,0.0019619+0.0013068i,-0.002132+0.0049012i,-0.0013812+0.00041705i,0.0014804-0.0044004i,-0.0025144+0.0012267i,0.00072681+0.0021375i,-0.0038495+0.0027267i,-0.0011041+0.00027638i,-0.0001905+0.0018006i,0.00021457-0.0003086i,-0.0075742-0.0060721i,0.0016698+0.00093297i,-0.0035042+0.0019875i,-0.0019915+0.0025658i,0.0050499+0.0020175i,-7.3512e-05-0.0015039i,0.0020595-0.002734i,-0.0014186-0.0025647i,0.00071988+0.0065462i,0.0016813+0.0030045i,0.0036434-0.010888i,-0.016084+0.023461i,0.0048621+0.027283i,0.0018125+0.0090065i,0.0065704-0.0047933i,0.0032895-0.0016637i,-0.0021733+0.011432i
-0.0089213-0.0065354i,-0.025783-0.013988i,-0.018729+0.010111i,-0.013216+0.0034336i,-0.017565+0.0091809i,-0.015187+0.0031834i,-0.014467-0.013914i,-0.010484-0.019872i,-0.0098422-3.1466e-05i,-0.00014609-0.002627i,0.0012424+0.0002393i,0.00016628-0.0010884i,0.00053508+0.00013004i,-0.00022452-0.00069059i,-0.00065196+0.00029327i,-0.002317-0.0017262i,0.0022243-5.3351e-05i,0.00112+0.00015944i,0.00026811+6.6392e-05i,0.00021619-0.00018147i,-0.00028271-0.00091057i,0.0005717+0.00081534i,-0.00033223-0.00071025i,-0.0010316-0.00191i,-0.0010527-0.00075796i,1.7233e-05+0.00031701i,0.00055113-0.00031514i,0.00021409-0.00028713i,6.3089e-05-0.00016398i,-0.00022988+0.00030111i,-3.1876e-05+4.1304e-05i,-0.00047397-0.00066703i,0.00044701-9.0863e-05i,8.8484e-05+2.8033e-05i,-0.0016615-0.00082046i,-0.0030089-0.004763i,-9.0085e-05-0.00068933i,-0.00065049+4.0063e-05i,-0.00019131-0.00016997i,-0.0026544+0.0031176i,-0.00045186-0.00028921i,0.00016594+0.00057122i,0.0034416+7.003e-05i,0.00026932-0.00032529i,-0.011751-0.0013651i,0.015796-0.0072216i,0.0099289-0.032877i,-0.0040054-0.033016i,0.010156-0.018365i,0.0046443-0.036436i,0.029325-0.020063i,0.014776-0.030134i,0.025334-0.002623i,-0.0010363-0.0032804i,-0.0064947+0.0025658i,0.0048785+0.0039078i,-0.0031449+0.013982i,-0.0018627-0.0012656i,0.0037853+0.00098816i,0.0067772-6.6094e-06i,-0.0016517-0.0011784i,0.0011725+0.0052813i,0.0031262-0.0010889i,0.0004667-0.0043172i,-0.0027735-0.0021295i,0.0020363-0.0010445i,-0.006969+0.001744i,0.0046952+0.0011216i,-0.0044737+0.0012137i,0.0016142+0.0010802i,-3.5798e-05+0.0051835i,-0.0011629+0.00096593i,-0.0011884-0.0051715i,-0.0021408+0.0010002i,-0.00052291+0.00091845i,-0.0025649+0.0038081i,-0.0015476+0.00089542i,-0.00016618+0.0016392i,-0.00025667-0.00027172i,-0.008813-0.0034787i,0.0011546+0.00015049i,-0.0033776+0.0023437i,-0.00092657+0.0027186i,0.0047086-0.00092808i,4.2524e-05-0.0015196i,0.0020167-0.0036527i,-0.001501-0.0026774i,0.0031769+0.0064623i,0.0024415+0.0033031i,0.0013456-0.011935i,-0.012404+0.028428i,0.0077034+0.024949i,-0.00064272+0.008196i,0.0035217-0.0038635i,0.0031155-0.0025057i,-0.0022232+0.010813i
-0.0099649-0.0050277i,-0.027573-0.010543i,-0.016477+0.012432i,-0.012364+0.0047901i,-0.015625+0.011863i,-0.014237+0.0052478i,-0.016501-0.011496i,-0.013829-0.018702i,-0.010752+0.0010622i,-0.00038174-0.0027949i,0.0015617-0.00043086i,0.0002229-0.0010201i,0.00081164+0.00012572i,-6.4392e-05-0.00075826i,-0.00062313+0.00032931i,-0.0022398-0.0015337i,0.0022543-0.0011064i,0.0006891-0.00033831i,0.00022062-0.00013817i,0.0003341-0.00026014i,-0.0006263-0.00061562i,0.00076202+0.00049172i,-0.00053978-0.00068505i,-0.0013971-0.001939i,-0.0012156-0.00024977i,0.00023743+0.00032277i,0.00051881-0.00052293i,0.00020755-0.00029571i,8.5437e-05-8.5827e-05i,9.5794e-05+0.00049843i,-3.5427e-06+0.00015356i,-0.00077689-0.00058429i,0.00028232-0.00034815i,0.00019699+7.8512e-05i,-0.00064318+5.07e-05i,-0.0036756-0.0037566i,-0.00015205-0.00050504i,-0.00033657+0.00035038i,-0.00012279-0.0002402i,-0.0011385+0.0034742i,-0.00043249-6.3142e-05i,0.0003311+0.00029648i,0.0023177-0.00084855i,0.00040124-0.00045105i,-0.012439+8.218e-05i,0.014533-0.0090589i,0.0052715-0.033619i,-0.010001-0.030386i,0.0080381-0.02097i,-0.0025462-0.033857i,0.025045-0.025387i,0.010096-0.033238i,0.026104-0.0073761i,-0.0046312-0.005445i,-0.0057237+0.0051094i,0.0053009+0.0014947i,0.0015991+0.014278i,-0.0023401-0.00027016i,0.0045836+0.00056191i,0.0066525-0.0016229i,-0.0020044-0.00088606i,0.0036601+0.0060757i,0.0021312-0.0013636i,-0.00034152-0.0036744i,-0.0032682-0.00092955i,0.0017708-0.0017895i,-0.0054775+0.0034406i,0.0047089-0.0012963i,-0.0043562+0.0021348i,0.0022168+0.0013678i,0.0017899+0.0045255i,-0.00073524+0.0011079i,-0.0039001-0.0044607i,-0.0020461+0.0013809i,-0.00064173+0.0016713i,-0.00093512+0.0043225i,-0.0013072+0.0017216i,6.4888e-05+0.0021137i,-0.00048176-0.0003318i,-0.0093758-0.0007618i,0.00044149-0.00013654i,-0.0030535+0.0033189i,-0.00034505+0.0027751i,0.0033603-0.0027288i,-0.000102-0.0020459i,0.0016644-0.0043442i,-0.0020594-0.0025643i,0.0050293+0.005327i,0.0035337+0.0032284i,-0.00089871-0.012096i,-0.0050789+0.031414i,0.010817+0.021555i,-0.0023985+0.0090007i,0.0020714-0.001554i,0.0021017-0.0028576i,-0.0022461+0.010499i
