-0.024171-0.018411i,-0.032463-0.032407i,-0.021997-0.019569i,-0.03263-0.020473i,-0.023867+0.0041997i,-0.028829-0.017295i,-0.057887-0.043763i,-0.040907-0.041672i,-0.030498-0.023509i,0.0052657+0.0055934i,-0.0035649+0.0066699i,-0.010983+0.010718i,0.0040004+0.0067787i,-0.0036911-0.0027117i,0.0029213+0.001692i,0.0041213+0.027819i,0.026459+0.032124i,-3.2369e-05+0.00017166i,-0.0029341-0.0026691i,0.0074893+0.003998i,0.0022524+0.00069134i,-6.6526e-05+0.0025888i,-0.00051042+0.00036215i,-0.032498-0.00044236i,-0.0032211-0.0048984i,4.55e-05+0.0024914i,0.0039202-0.00090548i,0.00057073-0.00029499i,-0.00040982-0.00058886i,-0.00098883-0.0019245i,-0.0021346-0.00063997i,-0.0037463-0.0034669i,-0.0032865-0.0051046i,0.00029797-0.0012056i,0.00044049-0.0029984i,-0.0014257+0.025265i,0.0021212-0.0030335i,0.0022083-0.0040309i,0.0044392-0.0025038i,-0.0066264-0.0017613i,0.00082648+0.0012705i,0.010262-0.00038603i,-0.0019755-0.00017649i,-0.0033984+0.0016082i,-0.0090983-0.0023554i,-0.018962+0.022145i,-0.0083965-0.086444i,-0.0026838-0.061046i,-0.021568-0.0533i,-0.011111-0.045807i,0.054214-0.026604i,0.024205-0.067651i,0.041428-0.05382i,0.01872-0.038765i,0.025567-0.019704i,0.012167+0.011775i,0.025695-0.029386i,-0.011546-0.001192i,-0.00075488-0.00093026i,-0.0073289-0.0019512i,-0.0051474-0.029037i,-0.020574+0.026897i,0.007274-0.0097008i,-0.01061-0.0035915i,-0.0024379-0.0019486i,-0.00086071-0.01464i,-0.0081003+0.0046902i,0.0054181+0.010622i,-0.010221+0.031218i,0.0068209+0.0076599i,-0.0036579-0.0017755i,-0.0024478-0.0014219i,-0.01259-0.0054505i,0.0004082-0.0040229i,-0.032567+0.0032192i,0.0031065-0.0092399i,-0.0071643-0.0017697i,-0.0050929-0.0029158i,0.0070274+0.001853i,-0.010405+0.00086852i,0.0024569-0.00018812i,0.0057834+0.0075471i,0.0057675+0.00098588i,-0.0077596-0.0095668i,0.0024983+0.007899i,-0.019509+0.0076527i,0.0031585+0.0056887i,-0.020981-0.0087511i,-0.027444-0.0048599i,0.0097165-0.060857i,0.018938-0.014708i,-0.051503-0.028575i,-0.023543+0.0035072i,0.019294+0.010263i,-0.02713+0.012036i,-0.012659-0.0076346i
0.0020477-0.0073256i,0.0070754-0.031299i,-0.015271-0.016341i,-0.010582-0.014858i,-0.011145-0.016178i,-0.010906-0.012092i,0.014104-0.014236i,0.012571-0.016718i,-0.0058292-0.0068799i,0.0036988+0.00069532i,0.00014544+0.00055742i,-0.00068828+0.00063651i,0.0012177-0.00065371i,0.00074411-0.000635i,-0.0011967-0.0015728i,0.0032225-0.0047704i,-0.0028069+0.00095305i,-0.00056669+0.00024143i,0.00019713-0.0005155i,7.5761e-05+0.0012655i,-0.00016371+0.0011511i,-0.00047418-0.00010056i,0.001215+0.00064053i,-0.0025652+0.0028671i,0.00011538+0.0004361i,2.0885e-05+0.00017549i,-0.00074959+0.00040055i,1.3309e-05+0.00015803i,0.00021882+5.1317e-05i,0.00037189-0.0003222i,0.00038917-0.00011585i,0.0010305+0.00039301i,0.00025093-0.00012884i,2.319e-05-0.00062574i,0.00032765+0.00056991i,0.0064504-0.00054483i,0.00033494-6.6962e-05i,0.0010213+0.00019243i,0.00026754-0.00063772i,0.00063358-0.0011558i,0.00067456+0.00097207i,0.00010097-6.1915e-05i,-0.00020314-0.00096459i,-0.00040368+0.00090592i,-0.0074052-0.0078686i,0.00072652+0.021373i,0.029761-0.00072281i,0.030393-0.0039212i,0.0076224-0.017004i,0.030174+0.007283i,0.022726+0.029242i,0.02717+0.020088i,0.018703+0.032747i,-0.023992+0.013874i,-0.00015737-0.0082316i,0.0026299-0.0050488i,0.0056466-0.0062411i,0.0096293+0.0016005i,0.0031951+0.0053321i,-0.005742+0.0070105i,-0.0021028-0.0053059i,0.0038317+0.0093967i,-0.0033374-0.0016327i,0.00054805+0.0032489i,5.0211e-05+0.00044553i,0.0017428-0.0035379i,0.006515-0.0019099i,-0.0029583-0.00045618i,0.0047166-0.00078912i,-0.0067613-0.00042801i,-0.0018682-0.00093799i,5.1263e-05+9.1306e-05i,-0.0047654-0.0023195i,-0.0029559-0.0021112i,-0.011346-0.01049i,0.0024444-0.0018405i,-0.0045328-0.00011993i,-0.0016915+0.0015919i,-0.0051576+0.0026794i,0.0048228+0.0011937i,-0.0081834-0.0017344i,-0.0020655-0.0063677i,-0.0026189-0.0016371i,-0.0057109-0.00023134i,0.0061416-0.0036832i,0.0042825+0.001753i,0.0025312-0.0023642i,0.00098981+0.0057033i,0.0030719+0.0014613i,0.010961+0.0066243i,-0.025387+0.0017123i,-0.031494+0.01557i,-0.013811+0.02226i,0.0024085+0.0022412i,0.0066959-0.0063298i,-0.014248+0.0081542i
0.00060177-0.0075917i,0.0016531-0.032165i,-0.017984-0.013312i,-0.012966-0.01215i,-0.014234-0.014156i,-0.012122-0.010215i,0.010099-0.017331i,0.009683-0.017794i,-0.0073282-0.0059648i,0.0038274-0.00065819i,0.00049247+0.00026324i,-0.00011574+0.00096537i,0.00075098-0.00090072i,0.00074325-0.00064865i,-0.0012666-0.0012198i,0.0022973-0.0051262i,-0.0019535+0.0018552i,-0.00061406+0.0002125i,-0.00012813-0.0005747i,0.00043161+0.0011342i,0.00031551+0.0013424i,-0.00041513+7.0944e-05i,0.0013331+0.00016758i,-0.0006418+0.0031659i,0.00035251+0.00046735i,0.00015906+0.00013041i,-0.0003151+0.00092532i,6.8075e-05+0.00026858i,0.00021137+6.8049e-05i,0.00039265-0.00023108i,0.00022336-0.00026749i,0.001319-2.8246e-05i,0.00030777-0.00019252i,-0.00027569-0.00045421i,0.0008299+0.00042968i,0.0060414-0.002206i,0.00016312-4.4527e-06i,0.00094145-0.00022588i,0.00018197-0.0004618i,0.0001894-0.0018227i,0.00085252+0.00063296i,6.2778e-05-0.00023982i,-0.00059874-0.00037325i,0.00059349+0.00089893i,-0.008355-0.0061163i,0.0040572+0.022131i,0.029471-0.0048528i,0.029169-0.010029i,0.002926-0.014071i,0.033174+0.0016147i,0.02829+0.023783i,0.030396+0.012211i,0.021166+0.023906i,-0.019017+0.01402i,-0.0019482-0.0071642i,-0.00095406-0.0053135i,0.0026982-0.0081608i,0.0079416-0.00121i,0.0039607+0.0039328i,-0.0018281+0.0091504i,-0.0027377-0.0025109i,0.0051231+0.0073755i,-0.0039095-0.0003286i,0.0018344+0.0039303i,0.00082887+0.00043016i,-0.00046555-0.0034528i,0.0064874-0.0056262i,-0.0034149+0.00013628i,0.0046106-0.0030941i,-0.0062692+0.0027132i,-0.0019168-0.0013608i,-7.0544e-05-0.00057575i,-0.0045305+0.00060727i,-0.0030733-0.0014115i,-0.012787-0.0050818i,0.00090652-0.0023568i,-0.0039681+0.0011506i,-0.0017299+0.0012898i,-0.0034437+0.0042188i,0.005971-0.00047556i,-0.007841+0.0015467i,-0.0039534-0.0055059i,-0.0025556-0.0012261i,-0.0051387+0.0016068i,0.0030646-0.00466i,0.0049426-7.2514e-06i,0.0022093-0.0026822i,0.0026094+0.0045728i,0.0019038+0.0011977i,0.010252+0.0020358i,-0.024152+0.0071829i,-0.029844+0.02294i,-0.0099726+0.021538i,0.0040418+0.004905i,0.0044841-0.006045i,-0.014289+0.010406i
-0.00042739-0.0077493i,-0.0041385-0.032048i,-0.019799-0.0098442i,-0.01438-0.0091166i,-0.017109-0.011624i,-0.01314-0.0084806i,0.0058127-0.019274i,0.0071989-0.018856i,-0.0086464-0.0046137i,0.0033676-0.0018227i,0.00044817-0.00015324i,0.00054215+0.0010725i,0.00024953-0.00087132i,0.00086718-0.00076315i,-0.0014237-0.00097018i,0.0013743-0.0053601i,-0.00075566+0.0020961i,-0.00083585+0.00027767i,-0.00040374-0.00035892i,0.00071375+0.00077737i,0.00097761+0.0010622i,-0.00048232+7.4227e-05i,0.001279-0.00034005i,0.0010217+0.0025877i,0.00074148+0.00037127i,0.00028847+3.7868e-06i,0.0003082+0.0009482i,0.00012377+0.00032403i,0.00025149+5.6101e-05i,0.00042306-0.00035275i,3.8886e-05-0.0002944i,0.0013209-0.00062862i,0.00019456-0.00032242i,-0.00037805-0.00015621i,0.001165-0.00027432i,0.0051459-0.0037917i,0.00033784+2.2555e-05i,0.00074191-0.00047254i,0.0001952-0.00052687i,-0.00054759-0.002088i,0.00099456+0.00019695i,-0.00012542-0.00035477i,-0.00059863+6.9175e-05i,0.0010842+0.00023417i,-0.0088507-0.004754i,0.0093385+0.022024i,0.029275-0.0093043i,0.02654-0.015336i,0.0005171-0.01028i,0.035166-0.0051046i,0.031722+0.017317i,0.032173+0.0047855i,0.020819+0.017244i,-0.015271+0.014693i,-0.0037366-0.0057632i,-0.0040586-0.003516i,-0.0014599-0.0088181i,0.0054625-0.0026775i,0.003867+0.0025509i,0.0016295+0.0090473i,-0.001971-0.00080011i,0.005318+0.0052127i,-0.0041187+0.0021108i,0.0034403+0.0038766i,0.0011273-0.00019384i,-0.0018515-0.0022682i,0.0044983-0.0078514i,-0.0030714+0.0010873i,0.0036381-0.0046553i,-0.003241+0.0045078i,-0.0026173-0.0015206i,-0.00059163-0.00062856i,-0.003059+0.0023773i,-0.0027513-0.00063402i,-0.012375-0.00037903i,8.7748e-05-0.0025028i,-0.0030026+0.00203i,-0.0016928+0.0018044i,-0.0012808+0.0042784i,0.0061571-0.0029924i,-0.0063027+0.0040025i,-0.0054973-0.0038277i,-0.0027593-0.00094496i,-0.0041339+0.0026481i,0.0016092-0.0042489i,0.0045873-0.0015442i,0.0021121-0.0030723i,0.0022743+0.002197i,0.0011653+0.0013927i,0.009665-0.00073247i,-0.020866+0.011438i,-0.024721+0.03015i,-0.0072498+0.02093i,0.0071483+0.0052081i,0.0026028-0.0046237i,-0.012814+0.013088i
-0.0016023-0.0080585i,-0.0097556-0.030547i,-0.020894-0.0066084i,-0.014856-0.0063712i,-0.019446-0.008046i,-0.014064-0.0066426i,0.0010918-0.019965i,0.0044851-0.01981i,-0.0091787-0.0029376i,0.0024829-0.0025982i,0.00013035-0.00016882i,0.0012449+0.0005714i,-3.6728e-06-0.0005529i,0.00079483-0.0012019i,-0.0015599-0.0005115i,0.00024797-0.0053402i,-8.9272e-05+0.001725i,-0.0010052+0.00077537i,-0.00036619-3.6537e-05i,0.00078168+0.00032147i,0.0012289+0.00052243i,-0.00071673+0.00024902i,0.00095262-0.00071153i,0.0020949+0.00097953i,0.0011199-6.06e-05i,0.00024861-0.00019512i,0.00053726+0.00079087i,0.00030444+0.00037261i,0.00030062-7.6169e-07i,0.00025085-0.000454i,-9.527e-05-0.00024939i,0.0010458-0.00099278i,6.6717e-05-0.00032419i,-0.00032319-5.2039e-06i,0.00091466-0.0011185i,0.0038916-0.0050113i,0.0005618-0.00018914i,0.00054447-0.0006188i,2.9318e-05-0.00055211i,-0.0013735-0.0020349i,0.00092077-0.00021653i,-0.00037094-0.00022094i,-0.00051429+0.00057437i,0.0010426-0.00018927i,-0.0089157-0.0036885i,0.015327+0.018735i,0.028385-0.014069i,0.023776-0.019356i,0.0013556-0.0060563i,0.035173-0.01337i,0.033772+0.010644i,0.032399-0.0033252i,0.020373+0.012539i,-0.010356+0.014604i,-0.004596-0.0036359i,-0.0059014-0.00058144i,-0.0060903-0.0080508i,0.0035015-0.0029468i,0.0035554+0.002083i,0.0043777+0.0079987i,-0.00093905-3.634e-05i,0.0046058+0.0030752i,-0.0017671+0.0045787i,0.0052833+0.0029502i,0.0014643-0.00062658i,-0.0024274-0.00090737i,0.0021477-0.0094539i,-0.0024503+0.0016076i,0.0022727-0.0059717i,-0.00099463+0.0037824i,-0.0036403-0.0010607i,-0.00085254-0.0005322i,-0.001521+0.0035204i,-0.0024773-0.00039492i,-0.010281+0.0037211i,-0.00094296-0.0029671i,-0.0017924+0.0023042i,-0.0012749+0.0018157i,0.00027862+0.0035035i,0.0051393-0.0057326i,-0.0036994+0.0055947i,-0.00576-0.001533i,-0.0031584-0.00045949i,-0.0033783+0.0037838i,0.00056389-0.0039103i,0.0038349-0.0023451i,0.0016549-0.0038518i,0.00096538+0.0019919i,0.00088922+0.0019663i,0.0086805-0.0037805i,-0.017618+0.012706i,-0.016731+0.034059i,-0.0038988+0.021131i,0.0091174+0.0043066i,0.002302-0.0030413i,-0.010355+0.014721i
-0.0030461-0.0082042i,-0.014769-0.027841i,-0.021664-0.0032275i,-0.015121-0.0041673i,-0.02033-0.0041693i,-0.014724-0.0046811i,-0.0031332-0.019116i,0.0017534-0.020315i,-0.0089664-0.0015171i,0.0014176-0.0027536i,5.1687e-05+2.3199e-05i,0.0014021-0.00014403i,-3.8403e-07-0.00032166i,0.00020468-0.0012967i,-0.0013448+4.7068e-05i,-0.0010529-0.0049501i,0.00033107+0.0015383i,-0.00058746+0.0013537i,-0.00033819+4.0355e-05i,0.00054194-6.8267e-05i,0.0012429-1.3881e-05i,-0.00064838+0.00053289i,0.00063081-0.00089264i,0.0017481-0.00065551i,0.00097453-0.00080164i,3.2574e-05-0.00031547i,0.00082613+0.00059917i,0.00048801+0.00021335i,0.00026825-0.00012402i,3.5936e-05-0.00043864i,-0.00012329-8.0648e-05i,0.00076184-0.0013244i,-0.00013802-0.00028947i,-0.00032737+0.00015271i,2.8136e-06-0.0013987i,0.0024325-0.0059329i,0.00044448-0.000486i,0.00032276-0.00081019i,3.6385e-05-0.00049349i,-0.0023074-0.0016698i,0.00064075-0.00055615i,-0.00051805+4.9307e-05i,-0.00033865+0.00094085i,0.00098841-0.00050627i,-0.0085186-0.0030018i,0.019131+0.013004i,0.02664-0.019046i,0.02146-0.024254i,0.004991-0.0033708i,0.032507-0.021848i,0.034423+0.0042547i,0.030093-0.010844i,0.019232+0.0093476i,-0.0057059+0.012659i,-0.0042396-0.0024728i,-0.0058079+0.0032283i,-0.010684-0.0045617i,0.0020422-0.0028684i,0.003384+0.0016752i,0.0064463+0.0062208i,0.00011502-0.00023671i,0.0031005+0.0021261i,0.0015033+0.0037622i,0.0068088+0.00073396i,0.001626-0.0014004i,-0.0020722+0.00085454i,-0.0012051-0.010777i,-0.0023122+0.0024951i,0.00037222-0.0069987i,-0.00081315+0.0033862i,-0.0043523+9.6871e-05i,-0.001085-0.00037692i,0.0012882+0.0037156i,-0.0024795-0.0005589i,-0.0068191+0.0063242i,-0.0027553-0.0026895i,-0.00087333+0.0019904i,-0.00083714+0.0018561i,0.001098+0.0024379i,0.0031179-0.008141i,-0.000997+0.0054673i,-0.0050156-3.2044e-05i,-0.0030833+0.00022066i,-0.0017309+0.0050033i,-0.00048602-0.0031464i,0.0028816-0.0029609i,0.00043939-0.0041999i,0.0002207+0.0023779i,0.0010804+0.0022857i,0.0070734-0.0061361i,-0.017707+0.012319i,-0.009272+0.033835i,0.00025036+0.019461i,0.010473+0.0022585i,0.002581-0.0021686i,-0.0074093+0.015573i
-0.0042891-0.0080276i,-0.018813-0.024336i,-0.021732+0.00030332i,-0.01515-0.0018065i,-0.020682-0.00063476i,-0.015031-0.0027075i,-0.0062592-0.017885i,-0.0010858-0.020881i,-0.0084701-0.00079879i,0.00084148-0.0025472i,0.00019578+0.00022639i,0.0012284-0.00064616i,-2.4045e-05-0.00017426i,6.0498e-06-0.0010253i,-0.0009643+0.00019076i,-0.0019694-0.0039968i,0.00084272+0.0012646i,-1.0605e-06+0.0014726i,-0.00022663+0.00016356i,0.00035086-0.00012038i,0.0010837-0.00054329i,-0.00048538+0.00067806i,0.00027618-0.0010664i,0.00091799-0.0016349i,0.00037511-0.0011855i,-0.00023193-0.0001799i,0.0010794+0.00025135i,0.00053487+1.2398e-05i,0.0001997-0.00019125i,-0.00018611-0.00035977i,-6.801e-05-2.979e-05i,0.00019487-0.0015339i,-0.00022567-3.6643e-05i,-0.0001279+0.0002585i,-0.00029677-0.0010355i,0.00074252-0.0063972i,0.00027305-0.00043868i,-3.5872e-05-0.00083138i,-1.6028e-05-0.00054253i,-0.0030852-0.00075814i,0.00031165-0.00066494i,-0.00040234+0.00030779i,7.2764e-05+0.0014493i,0.0007923-0.00098137i,-0.0086072-0.0032385i,0.020792+0.0068293i,0.023825-0.023957i,0.016461-0.029691i,0.01015-0.0051201i,0.026742-0.028992i,0.034319-0.0016572i,0.026961-0.016341i,0.018997+0.0080014i,-0.0027361+0.0092123i,-0.004304-0.0019285i,-0.0032625+0.0062803i,-0.01298+0.00096039i,0.00076639-0.0026849i,0.0032096+0.0015207i,0.0071092+0.0038519i,0.00036241-0.0011515i,0.0019344+0.0018853i,0.0020949+0.002148i,0.0064828-0.0023729i,0.0012629-0.002562i,-4.5052e-06+0.0018856i,-0.0060044-0.0091351i,-0.0011779+0.0039817i,-0.0027371-0.0069373i,0.00067309+0.0038679i,-0.0045468+0.0016855i,-0.001271+3.8684e-06i,0.0038799+0.0010867i,-0.0027345-0.00026574i,-0.0026078+0.0064208i,-0.0042571-0.0012443i,-0.00026596+0.0014026i,-0.0008684+0.0018182i,0.0015068+0.0012172i,-0.00024991-0.0098281i,0.0013023+0.0042962i,-0.0044346+0.00077906i,-0.0030529+0.00093632i,0.00084332+0.0050794i,-0.00065221-0.001912i,0.0018714-0.0030703i,-0.00070924-0.0042173i,-0.00027855+0.00306i,0.0014039+0.0025886i,0.005158-0.0074932i,-0.018991+0.01483i,-0.0038172+0.032476i,0.0029628+0.015842i,0.010979-0.00014409i,0.0027912-0.002179i,-0.0042312+0.015065i
-0.0056598-0.0079488i,-0.021825-0.020351i,-0.021124+0.0036854i,-0.014602+0.00030545i,-0.020326+0.0030882i,-0.015166-0.00078921i,-0.0091258-0.016723i,-0.0043823-0.021101i,-0.008284-0.00070907i,0.00065774-0.0023735i,0.00046447+0.00035032i,0.00090265-0.00089767i,0.00010727+4.8864e-05i,1.6309e-05-0.00087308i,-0.00080645+0.00018749i,-0.0023569-0.0030144i,0.0011599+0.00091321i,0.00055786+0.0013682i,-3.9145e-05+0.00025445i,0.00027148-0.00011849i,0.00068139-0.00094738i,-0.00039766+0.00088624i,-9.372e-05-0.00094087i,-5.8633e-05-0.0019149i,-8.7037e-05-0.0011653i,-0.00026797+6.738e-05i,0.00097031-0.00016283i,0.00054876-0.00018192i,0.0001267-0.00022544i,-0.00033063-0.00012451i,-3.2531e-05-3.902e-05i,-0.00029052-0.0012605i,-8.2992e-05+0.00012412i,5.8217e-05+0.00017235i,-0.00044875-0.0009126i,-0.00083284-0.0060872i,0.0003647-0.00051939i,-0.00030559-0.00062212i,-0.00018334-0.00056416i,-0.0034643+0.00050317i,8.2961e-05-0.00078282i,-0.00023334+0.00048833i,0.0007724+0.001642i,0.00026894-0.0011697i,-0.0096994-0.0032374i,0.020237+0.00090694i,0.019695-0.028158i,0.0093877-0.032859i,0.012827-0.010027i,0.019865-0.033544i,0.033608-0.0076129i,0.023962-0.021623i,0.020658+0.0063785i,-0.00059714+0.0059353i,-0.005203-0.001553i,0.00013824+0.0070563i,-0.012114+0.0072887i,-0.00025908-0.0021722i,0.0033893+0.0014798i,0.0070416+0.0022659i,-0.00016929-0.0017871i,0.00079188+0.0025052i,0.0024277+0.0015021i,0.0044615-0.004634i,-0.00016627-0.0032692i,0.0016097+0.0010401i,-0.0083846-0.0047822i,0.0013875+0.0042466i,-0.0050365-0.0047995i,0.0021796+0.0027377i,-0.0039396+0.0035464i,-0.0011772+0.00025668i,0.0036267-0.0021373i,-0.0028794+0.00053928i,-9.2248e-05+0.0041653i,-0.0045029+0.00054799i,-0.00028996+0.00062109i,-0.00068252+0.0021528i,0.0010709+2.8441e-06i,-0.0048713-0.009275i,0.0020784+0.0022804i,-0.0040577+0.001536i,-0.002688+0.0019678i,0.0028903+0.0040245i,-0.00012025-0.0015583i,0.0014985-0.0025309i,-0.001547-0.0036892i,-0.00075518+0.0042546i,0.0018214+0.0025279i,0.0045032-0.0084732i,-0.018589+0.019044i,0.00090381+0.03053i,0.0033917+0.011774i,0.010185-0.0033367i,0.0024238-0.0017455i,-0.0021643+0.013182i
-0.0074316-0.007481i,-0.02384-0.016369i,-0.020001+0.0068957i,-0.01384+0.0020169i,-0.019042+0.0065032i,-0.01511+0.0011637i,-0.011944-0.015128i,-0.007922-0.020497i,-0.0086792-0.00063498i,0.00036896-0.0025259i,0.00087283+0.00036734i,0.0006185-0.0010708i,0.00035717+0.00016125i,-7.7559e-05-0.00085482i,-0.00068549+0.000227i,-0.0024435-0.0022631i,0.0013878+0.0006314i,0.0011207+0.0011016i,0.00010891+0.0001701i,0.00027236-0.0001714i,2.8783e-05-0.0010095i,-2.1339e-05+0.0010852i,-0.00028866-0.00074663i,-0.00081932-0.0017971i,-0.00048808-0.0010039i,-0.0002147+0.00022767i,0.00063941-0.00037507i,0.00051705-0.00037613i,6.8449e-05-0.00014069i,-0.00037581+0.00010402i,-5.7392e-05-1.9363e-05i,-0.00046048-0.00089862i,0.00024205+0.00010246i,0.00011355+2.5642e-05i,-0.00084718-0.00068998i,-0.0019562-0.0052754i,0.00015879-0.00066767i,-0.00042428-0.00039527i,-0.00034594-0.00034493i,-0.0032724+0.0017771i,-0.00032921-0.00067828i,-8.2303e-05+0.00047651i,0.001596+0.0014668i,-0.00011806-0.0008739i,-0.010944-0.0023349i,0.017925-0.0039203i,0.014735-0.030967i,0.0021426-0.033415i,0.012433-0.014882i,0.012242-0.036255i,0.032139-0.013872i,0.019638-0.026667i,0.022888+0.0033147i,0.0004586+0.0013134i,-0.006549-0.00020741i,0.0030812+0.0059772i,-0.0081698+0.012023i,-0.0008188-0.0015924i,0.0035381+0.0013142i,0.0071481+0.0008736i,-0.001067-0.0016851i,0.00062854+0.003766i,0.0031129+0.00044401i,0.0020275-0.0050588i,-0.0014088-0.0029771i,0.0021337-0.00024521i,-0.0082215-0.0010055i,0.0034261+0.0029784i,-0.0061241-0.0024169i,0.0021386+0.0013349i,-0.0021875+0.0048985i,-0.0012672+0.0004902i,0.0015404-0.0044111i,-0.0027224+0.0013028i,0.00022818+0.0017992i,-0.0039704+0.0021761i,-0.00090297+0.00032116i,-0.00011928+0.0019676i,0.0001232-0.00032845i,-0.0078659-0.0065753i,0.0018249+0.0009876i,-0.003497+0.002008i,-0.0017194+0.0025071i,0.0041704+0.002279i,-0.00026722-0.0013327i,0.0018278-0.0023829i,-0.0018376-0.0027703i,0.00066415+0.0063583i,0.0018131+0.0026542i,0.0029996-0.01035i,-0.016718+0.023373i,0.0048106+0.027769i,0.0016747+0.0087976i,0.0066921-0.0051616i,0.0028808-0.0018472i,-0.0019494+0.011378i
-0.0090135-0.0062397i,-0.025202-0.012694i,-0.018186+0.0098459i,-0.01301+0.0033526i,-0.017334+0.0092467i,-0.014777+0.0032835i,-0.014281-0.013088i,-0.011126-0.019187i,-0.0095507-0.00011019i,2.2111e-05-0.0025419i,0.0013133+5.4095e-05i,0.00037967-0.00098145i,0.0006151+0.00016533i,-0.00019053-0.00069431i,-0.00062387+0.00024328i,-0.0023621-0.0018548i,0.001934+0.00025433i,0.0014741+0.0005136i,9.1659e-05+1.0536e-05i,0.00028051-0.00017905i,-0.0003445-0.00079997i,0.00056346+0.00094606i,-0.00032229-0.00067441i,-0.0011783-0.0015631i,-0.00091229-0.00076188i,-7.3888e-05+0.00034729i,0.00054837-0.00033397i,0.00033124-0.00051031i,5.153e-05-0.00010372i,-0.00025608+0.00038879i,-4.5571e-05+8.0452e-05i,-0.00056594-0.00078919i,0.00034937-0.0001436i,2.8581e-05+2.1322e-05i,-0.00094528-0.00015888i,-0.0026594-0.0044381i,-0.00014349-0.00057348i,-0.00052925-0.00017957i,-0.00022823-0.00017786i,-0.0025216+0.0028957i,-0.00050396-0.00037047i,0.0001714+0.00051499i,0.0021271+0.00085912i,-0.00015521-0.00066821i,-0.011666-0.00085573i,0.015447-0.0063069i,0.010035-0.032621i,-0.0043379-0.032228i,0.0099818-0.018847i,0.0044028-0.036287i,0.029095-0.019884i,0.014762-0.030295i,0.024441-0.00067954i,-0.0011806-0.0028355i,-0.0072666+0.0021897i,0.0047818+0.0038951i,-0.0030365+0.014404i,-0.0014456-0.001067i,0.0038883+0.0011322i,0.0067526-0.00072083i,-0.0015301-0.0013433i,0.0013263+0.0051952i,0.00283-0.00091434i,0.00045147-0.0044302i,-0.0025412-0.0022728i,0.0019085-0.0011232i,-0.0067351+0.0015912i,0.0045053+0.0010379i,-0.0061847+0.00016273i,0.0016549+0.00085725i,3.3999e-05+0.0051429i,-0.0010348+0.00093322i,-0.00085665-0.0050896i,-0.002181+0.0015779i,-0.0008493+0.00078453i,-0.0029959+0.0034482i,-0.0014174+0.00085898i,-0.00021045+0.0017061i,-0.00038289-0.0002267i,-0.0091606-0.0034347i,0.0012229+0.00018322i,-0.0031719+0.0021068i,-0.00079162+0.0025963i,0.0045617-2.0153e-05i,2.3146e-05-0.0012357i,0.0021777-0.003055i,-0.0020045-0.0026998i,0.0029628+0.0064537i,0.0023494+0.0028819i,0.0011612-0.011302i,-0.013182+0.028661i,0.0079067+0.024941i,-0.00090823+0.0081982i,0.003315-0.0039916i,0.0026357-0.0024217i,-0.0020446+0.010421i
-0.0099678-0.0047601i,-0.026604-0.0093897i,-0.015974+0.012102i,-0.012177+0.0046392i,-0.01535+0.011939i,-0.013857+0.0052894i,-0.016294-0.010826i,-0.014246-0.017661i,-0.010478+0.0010538i,-0.00019466-0.0027818i,0.0015203-0.0005541i,0.00031363-0.0010264i,0.00090275+4.9065e-05i,-3.9131e-05-0.00072605i,-0.00061898+0.0002849i,-0.0023804-0.0015856i,0.0022196-0.00064655i,0.0013919-0.00011787i,9.093e-05-3.7366e-05i,0.0003868-0.00029283i,-0.00062338-0.00052973i,0.00083269+0.00050626i,-0.00049594-0.00068389i,-0.0013689-0.0015668i,-0.001141-0.00031797i,0.00015755+0.00037018i,0.00042608-0.00046516i,0.00011592-0.00048664i,6.1804e-05-4.8277e-05i,0.00011231+0.00053857i,7.7143e-06+0.00014191i,-0.00079251-0.0006297i,0.00041517-0.00042651i,0.00013451+4.369e-05i,-0.00063277+6.1239e-05i,-0.0032246-0.003684i,-0.00022264-0.00040473i,-0.00043633+0.0001134i,-0.00016223-0.00021593i,-0.0012449+0.0034596i,-0.00050804-0.0001252i,0.00034736+0.00024968i,0.0024748-5.9907e-05i,-0.00011196-0.0005757i,-0.012205+0.00064886i,0.014341-0.0081075i,0.0053524-0.033542i,-0.0099959-0.029313i,0.0075614-0.021188i,-0.0026796-0.033787i,0.024991-0.025141i,0.0099473-0.033409i,0.02541-0.0057976i,-0.0042913-0.0050106i,-0.0064295+0.0052488i,0.0052381+0.0015739i,0.0018622+0.014254i,-0.0018537-0.00029221i,0.0046653+0.00063254i,0.006085-0.0021709i,-0.0019549-0.0010652i,0.003545+0.0058641i,0.0019347-0.0011489i,-0.00039904-0.0036754i,-0.0032595-0.0011401i,0.0016367-0.0017313i,-0.0055314+0.0031236i,0.0046183-0.0012259i,-0.0053003+0.002285i,0.001971+0.0011109i,0.0018043+0.0044171i,-0.00062787+0.00097691i,-0.0034243-0.0046832i,-0.0018713+0.0015925i,-0.0014891+0.0013102i,-0.0014578+0.0041861i,-0.0011877+0.001611i,-0.00028954+0.0021762i,-0.00052783-0.00017848i,-0.0095713-0.00057149i,0.00047069-4.706e-05i,-0.0030634+0.0028983i,-0.00028182+0.0026236i,0.0040169-0.002338i,-1.0885e-05-0.0018272i,0.0021091-0.0041139i,-0.0025994-0.0023482i,0.0050954+0.005426i,0.0033233+0.0029339i,-0.00087991-0.011812i,-0.0058037+0.031934i,0.010775+0.021367i,-0.0026183+0.0093347i,0.0017962-0.0015427i,0.0018675-0.0023579i,-0.0022035+0.0099847i
