-0.023682-0.019416i,-0.032023-0.03393i,-0.022244-0.019908i,-0.032193-0.020698i,-0.023971+0.0040508i,-0.028838-0.01821i,-0.055489-0.047913i,-0.040887-0.04479i,-0.030064-0.023855i,0.005128+0.0057263i,-0.003757+0.0063956i,-0.011035+0.011442i,0.0040251+0.0069974i,-0.0037192-0.0028483i,0.002921+0.0018116i,0.0017772+0.028245i,0.025071+0.031573i,-0.00010071+0.00016769i,-0.0029623-0.002854i,0.0076836+0.0038495i,0.0020459+0.00063073i,-0.00016479+0.0025167i,-0.00054258+0.00016315i,-0.031942-0.0014625i,-0.0032402-0.0049343i,4.5364e-05+0.0025154i,0.0037641-0.0010698i,0.00090465-0.00036166i,-0.00068849-0.0004753i,-0.00087408-0.0020675i,-0.0022103-0.00062782i,-0.0041544-0.0039452i,-0.002854-0.0052395i,0.00053222-0.0012846i,0.00074372-0.003241i,-0.0015828+0.025685i,0.0019418-0.002886i,0.0021728-0.0040076i,0.0044911-0.0022201i,-0.0056938-0.002085i,0.00056648+0.0014182i,0.010398-0.00019968i,-0.001174-0.00012327i,-0.0034361+0.0014345i,-0.0076964-0.0020053i,-0.018273+0.021252i,-0.0085372-0.086713i,-0.0022903-0.061203i,-0.021004-0.053833i,-0.011538-0.045947i,0.053836-0.026993i,0.023885-0.067057i,0.040504-0.054518i,0.018796-0.039521i,0.026243-0.019798i,0.012069+0.011918i,0.025523-0.028912i,-0.011339-0.001067i,-0.0014762-0.0010443i,-0.0084917-0.0015812i,-0.004675-0.029897i,-0.02103+0.026608i,0.0074787-0.0094656i,-0.010697-0.0031778i,-0.0026797-0.0018038i,-0.00021325-0.014697i,-0.0082378+0.0052222i,0.0060635+0.01072i,-0.010239+0.030139i,0.0062772+0.0077715i,-0.0034146-0.0015347i,-0.0022606-0.0013907i,-0.012925-0.0057929i,0.00073485-0.0044353i,-0.032997+0.0028012i,0.0034047-0.0085975i,-0.007268-0.0021428i,-0.0052726-0.0032241i,0.0070405+0.0016952i,-0.010158+0.00028956i,0.0022276-0.00045282i,0.0059458+0.0078199i,0.0055296+0.0010331i,-0.0078059-0.0099518i,0.0028174+0.0077982i,-0.019582+0.0075073i,0.003358+0.0057552i,-0.020988-0.0092612i,-0.027304-0.0049521i,0.009404-0.061752i,0.018643-0.014937i,-0.050414-0.028482i,-0.021475+0.0020108i,0.0186+0.010449i,-0.026962+0.011864i,-0.012454-0.0083182i
0.0019097-0.0070606i,0.007639-0.031897i,-0.015218-0.016746i,-0.010523-0.015259i,-0.011121-0.016534i,-0.01065-0.012319i,0.014845-0.014222i,0.013706-0.016585i,-0.0060167-0.0072308i,0.003761+0.00048154i,0.00019317+0.00046612i,-0.00087434+0.00064193i,0.0011433-0.00066376i,0.00078524-0.00075901i,-0.0012219-0.0016031i,0.0025961-0.0054924i,-0.0024464+0.00098651i,-0.00059215+0.00027653i,0.00017802-0.00054071i,7.2309e-05+0.0012998i,-0.00015549+0.0011822i,-0.00046682-0.00010428i,0.0011887+0.00061515i,-0.0027441+0.0026898i,7.8642e-05+0.00044424i,1.6604e-06+0.00014542i,-0.00072704+0.00033712i,-3.7325e-06+0.0001917i,0.00020042+4.4557e-05i,0.00037525-0.00036827i,0.00038061-0.00012166i,0.0010238+0.00040907i,0.00016885-9.0275e-05i,-4.1638e-05-0.00065942i,0.00041332+0.00060167i,0.0063486-0.00027864i,0.00033333-0.00013982i,0.00099627+0.00030193i,0.00028944-0.00065836i,0.00065776-0.0012424i,0.00057183+0.0011077i,0.00012953-3.608e-05i,-0.00038984-0.001137i,-0.00060543+0.00085768i,-0.0081004-0.0079572i,0.00099103+0.021525i,0.030032-0.0006555i,0.030442-0.0036885i,0.008143-0.01719i,0.030165+0.0073436i,0.022595+0.029387i,0.027008+0.0192i,0.018109+0.032458i,-0.023968+0.015131i,-0.00019249-0.0088398i,0.0024202-0.005129i,0.0063342-0.0064149i,0.0097494+0.001688i,0.0030378+0.0055178i,-0.0064226+0.0064421i,-0.0020373-0.004959i,0.0036897+0.0094391i,-0.0031803-0.0015414i,0.00054223+0.0030694i,8.3794e-05+0.00057463i,0.0017576-0.0034442i,0.0064133-0.0015273i,-0.0026782-0.00044806i,0.0044931-0.0010571i,-0.006893-0.00038198i,-0.0016409-0.00094743i,0.0001432+2.3769e-05i,-0.0047154-0.0020091i,-0.0030176-0.002085i,-0.011482-0.010335i,0.0024827-0.0018932i,-0.0043604-1.4922e-06i,-0.001488+0.0015682i,-0.0050652+0.0024747i,0.0051903+0.0013054i,-0.0081693-0.001573i,-0.0021668-0.0064117i,-0.0026862-0.0015195i,-0.0059381-0.00037662i,0.006063-0.0033451i,0.0045575+0.0015154i,0.0027328-0.0025434i,0.0012669+0.0054521i,0.0029998+0.0014475i,0.011264+0.0064992i,-0.025712+0.0016371i,-0.031635+0.015862i,-0.014314+0.023355i,0.0024604+0.0022471i,0.007051-0.0068176i,-0.014503+0.0088013i
0.00054025-0.0072223i,0.0021042-0.032743i,-0.017963-0.013719i,-0.013057-0.012485i,-0.014338-0.014474i,-0.01195-0.010538i,0.010784-0.017432i,0.010518-0.018083i,-0.0075454-0.006319i,0.0038212-0.00082685i,0.00048137+0.00010217i,-0.00024863+0.0010709i,0.00068591-0.00088719i,0.00077683-0.00072354i,-0.0012621-0.0012642i,0.0014514-0.0054228i,-0.0016499+0.0016297i,-0.00063932+0.00025293i,-0.0001527-0.00058295i,0.00044349+0.0011523i,0.00029095+0.0013617i,-0.0004056+0.00012593i,0.0013203+0.00015986i,-0.00096533+0.0030384i,0.0003035+0.00049719i,0.00015011+0.00010668i,-0.00032498+0.00087899i,7.7513e-05+0.00031311i,0.0002093+6.3167e-05i,0.00039011-0.00026233i,0.00020025-0.00025547i,0.001366+4.1378e-05i,0.00027587-0.00013191i,-0.00033983-0.00049216i,0.00093576+0.00043795i,0.0060494-0.0018638i,0.00015641-5.0681e-05i,0.0010313-8.9653e-05i,0.00021513-0.00049148i,0.00015228-0.0018992i,0.00081238+0.00081401i,6.8453e-05-0.00025163i,-0.00069153-0.00039432i,0.00040801+0.00086504i,-0.0090027-0.0059598i,0.0044255+0.022268i,0.029911-0.004897i,0.029329-0.0098016i,0.003174-0.014414i,0.033085+0.0016736i,0.028072+0.023972i,0.029456+0.011699i,0.020575+0.024281i,-0.018169+0.014776i,-0.0024486-0.0077505i,-0.001115-0.0053061i,0.0032267-0.0086696i,0.0080178-0.0011908i,0.0039769+0.0041576i,-0.0027133+0.0090225i,-0.0025261-0.0022758i,0.0049341+0.0077435i,-0.0037541-0.00056734i,0.001952+0.0037053i,0.0010271+0.0004597i,-0.00039686-0.0033947i,0.0067736-0.0052234i,-0.0032606-7.6485e-05i,0.0043335-0.0031468i,-0.0063036+0.0027766i,-0.0017587-0.001561i,-7.1487e-05-0.00057126i,-0.0042824+0.00077665i,-0.0032017-0.0012458i,-0.012908-0.0049066i,0.00089615-0.0024076i,-0.0038159+0.0011499i,-0.0017045+0.0011136i,-0.0036186+0.0041114i,0.0062354-0.00074836i,-0.007828+0.0016211i,-0.0041257-0.0053608i,-0.0023534-0.001079i,-0.0053377+0.0016868i,0.0032619-0.0042917i,0.0048767-0.00030162i,0.0022345-0.0027944i,0.0026333+0.0044365i,0.0018515+0.0012561i,0.010449+0.0017417i,-0.024602+0.007198i,-0.029853+0.023337i,-0.0098053+0.022649i,0.0039768+0.0049131i,0.0044852-0.0065656i,-0.014154+0.01097i
-0.00033159-0.0073748i,-0.0038375-0.032684i,-0.019831-0.0103i,-0.014539-0.0094304i,-0.017292-0.011915i,-0.013068-0.008785i,0.0065008-0.019459i,0.0076176-0.019207i,-0.0090765-0.0049044i,0.0033025-0.0019474i,0.000336-0.00031418i,0.00049146+0.0012233i,0.00021185-0.00080232i,0.00089444-0.00085351i,-0.0014301-0.0010395i,0.00057216-0.0051809i,-0.00069936+0.0018072i,-0.00085497+0.00032489i,-0.00043642-0.00034635i,0.00072233+0.00077755i,0.00092867+0.0011234i,-0.00042189+0.00015058i,0.0012566-0.00031228i,0.00062665+0.0026193i,0.00068822+0.00039767i,0.00026371-1.6504e-05i,0.00026217+0.00094655i,0.00014497+0.00033193i,0.00024535+4.6846e-05i,0.0003724-0.00035873i,2.5869e-05-0.00026855i,0.0013983-0.00061147i,0.00016434-0.00028993i,-0.00042801-0.00020246i,0.0013036-0.00032544i,0.0053422-0.0033992i,0.00032249+2.4432e-05i,0.00090633-0.00042342i,0.00021819-0.00056509i,-0.00064527-0.0020802i,0.0010964+0.00037985i,-0.00018093-0.00036369i,-0.00060401+0.000152i,0.00089382+0.00023738i,-0.0093623-0.0043608i,0.0097207+0.021966i,0.02964-0.0095499i,0.026748-0.015235i,0.000468-0.010911i,0.035045-0.0049071i,0.031456+0.017505i,0.031008+0.0049598i,0.020591+0.018041i,-0.014317+0.014758i,-0.0043147-0.0060048i,-0.004272-0.0034292i,-0.0012342-0.0094424i,0.0055547-0.0026401i,0.0040742+0.0027476i,0.00076073+0.0093465i,-0.001708-0.00070943i,0.0053527+0.0057922i,-0.0041323+0.0018983i,0.0034183+0.0037212i,0.0013059-0.00027372i,-0.0018065-0.0022742i,0.0050205-0.0078701i,-0.0030551+0.00081753i,0.003453-0.004467i,-0.0032959+0.004664i,-0.002578-0.0017244i,-0.00054383-0.0006907i,-0.0028409+0.0023097i,-0.0027672-0.00046521i,-0.012488-0.00018819i,5.2551e-05-0.0025954i,-0.0029401+0.0019264i,-0.0018249+0.0016197i,-0.0014429+0.0044244i,0.0061912-0.0032624i,-0.0063016+0.0041167i,-0.0055659-0.0036088i,-0.0025456-0.0010597i,-0.0042598+0.0029274i,0.0018141-0.003936i,0.0043664-0.0016882i,0.0020875-0.003137i,0.0022362+0.002131i,0.0013152+0.0014063i,0.0098551-0.0010262i,-0.02124+0.011747i,-0.024664+0.030465i,-0.0066314+0.021596i,0.0071873+0.0052913i,0.0021925-0.0050193i,-0.012409+0.013393i
-0.0013669-0.0077398i,-0.0095506-0.031125i,-0.021084-0.0070534i,-0.015082-0.0066132i,-0.01964-0.0082694i,-0.013987-0.0069656i,0.0017232-0.020323i,0.0046221-0.020062i,-0.0096822-0.0029792i,0.0024046-0.0026701i,-8.8755e-05-0.00022986i,0.0012973+0.00066929i,2.2487e-05-0.00051023i,0.0008123-0.0012978i,-0.0015569-0.00056653i,-0.00023504-0.0048948i,-0.00019168+0.0015097i,-0.0010364+0.00082672i,-0.00037495+4.665e-06i,0.00080766+0.00028812i,0.0012039+0.00057283i,-0.00062186+0.00027075i,0.00094924-0.00067626i,0.0018144+0.0012461i,0.0011099-4.1239e-06i,0.00021041-0.00018548i,0.0005271+0.00076589i,0.00033474+0.00033667i,0.00029723-1.2741e-06i,0.00022131-0.00041696i,-9.7815e-05-0.00023338i,0.0011075-0.0010096i,7.2831e-05-0.00032947i,-0.00037223-8.7405e-05i,0.0010032-0.0013088i,0.0043086-0.0047633i,0.00057662-0.00016489i,0.00070233-0.00069316i,5.9756e-05-0.00062289i,-0.0014811-0.0019579i,0.0011241-0.00013503i,-0.00041133-0.00016894i,-0.00044088+0.00065333i,0.00083406-0.00011152i,-0.0092096-0.0031343i,0.015504+0.018583i,0.028654-0.014439i,0.023947-0.019336i,0.00077993-0.0064848i,0.03522-0.013114i,0.033517+0.011061i,0.031472-0.0025529i,0.020492+0.013415i,-0.0095738+0.014312i,-0.0051464-0.0037131i,-0.0060247-0.00037226i,-0.0060732-0.0086096i,0.0036903-0.0029615i,0.0037476+0.0021314i,0.0036297+0.0088579i,-0.00076944-8.7491e-05i,0.0049979+0.0035012i,-0.0019794+0.0043395i,0.0052252+0.0027569i,0.0015941-0.00070634i,-0.0023669-0.00091029i,0.0025737-0.0097676i,-0.0026005+0.0013435i,0.002138-0.0056846i,-0.00088688+0.0037924i,-0.0037239-0.0012026i,-0.00083124-0.00065346i,-0.0013911+0.0034154i,-0.0023282-0.00029963i,-0.010313+0.0039545i,-0.0010396-0.0030092i,-0.0018106+0.0021547i,-0.0015075+0.0017835i,0.00034234+0.0036826i,0.0051925-0.0058964i,-0.0035652+0.005683i,-0.0056618-0.0014661i,-0.0031197-0.00064994i,-0.0032961+0.0039815i,0.0006736-0.0036573i,0.0036146-0.0023471i,0.0016473-0.0038181i,0.00080534+0.0018414i,0.0010427+0.0019036i,0.0087917-0.0040185i,-0.017849+0.01285i,-0.0166+0.034257i,-0.00326+0.021301i,0.0091848+0.0042141i,0.001636-0.0030907i,-0.0097882+0.014717i
-0.0027406-0.0080414i,-0.014596-0.028392i,-0.021962-0.0035323i,-0.015326-0.0042955i,-0.020522-0.0043576i,-0.014741-0.0050296i,-0.0026177-0.019621i,0.0017156-0.020371i,-0.0092826-0.0014016i,0.0013303-0.0028067i,-0.00011217+0.00012546i,0.001458-0.00010735i,1.567e-05-0.00033717i,0.00020257-0.0013359i,-0.0013324-3.1108e-05i,-0.0011677-0.0044543i,0.00011582+0.0014759i,-0.00063714+0.0013853i,-0.00031066+7.6121e-05i,0.00054797-9.4676e-05i,0.0012373-3.9117e-06i,-0.00061756+0.0005485i,0.00064928-0.00084323i,0.0016977-0.00028619i,0.0010347-0.00077531i,1.5855e-05-0.00029171i,0.00079459+0.00061783i,0.00051316+0.00017552i,0.00029347-0.00011354i,3.125e-05-0.00041323i,-0.0001201-6.3886e-05i,0.00080411-0.0013406i,-0.00011348-0.00036769i,-0.00040741+9.2161e-05i,-3.8666e-05-0.001551i,0.0028711-0.0059437i,0.00049418-0.00048654i,0.00037025-0.00096686i,-1.0967e-05-0.00060005i,-0.0023891-0.0015135i,0.00081927-0.00057319i,-0.00044829+0.00013546i,-0.0002744+0.0010178i,0.00087078-0.0003982i,-0.0085841-0.002522i,0.019409+0.013006i,0.026874-0.019427i,0.02166-0.024215i,0.0041266-0.0034227i,0.03263-0.021657i,0.034354+0.0048572i,0.029655-0.0097376i,0.019629+0.010026i,-0.005151+0.011967i,-0.0047112-0.002331i,-0.0058074+0.0033757i,-0.010856-0.0050425i,0.0022446-0.0030446i,0.0035347+0.0017711i,0.0064363+0.0074657i,0.000174-0.00028808i,0.0035783+0.0022066i,0.0013117+0.003811i,0.0066685+0.0005276i,0.0017198-0.0015164i,-0.0020651+0.00079512i,-0.00099722-0.011239i,-0.0025712+0.0022645i,0.00036897-0.0067497i,-0.00066171+0.0031574i,-0.0045398+0.00010947i,-0.0011192-0.00048637i,0.0012912+0.003592i,-0.0023544-0.00062451i,-0.0067052+0.0064966i,-0.0029046-0.0026882i,-0.00094038+0.0019017i,-0.00096841+0.0019743i,0.001204+0.0024602i,0.0030317-0.0082819i,-0.00090836+0.005435i,-0.0048612-8.5399e-05i,-0.0031958+0.00017508i,-0.0015516+0.005187i,-0.00051092-0.0027899i,0.0027681-0.0028271i,0.00053676-0.004236i,-4.6311e-06+0.002433i,0.001175+0.0022231i,0.0071536-0.0063411i,-0.018069+0.012674i,-0.0091587+0.033846i,0.00059631+0.019398i,0.0105+0.0021723i,0.0021371-0.001796i,-0.0070011+0.015241i
-0.0039241-0.0079962i,-0.01873-0.024931i,-0.022027+0.00012783i,-0.015282-0.0019009i,-0.020876-0.00077243i,-0.01513-0.003022i,-0.0058433-0.018363i,-0.0011095-0.020663i,-0.008626-0.00060334i,0.00073795-0.0025407i,0.0001579+0.00038467i,0.0013055-0.00067422i,-7.4739e-06-0.00019334i,2.7413e-05-0.0010016i,-0.0009884+0.00012105i,-0.0018011-0.0035864i,0.00073173+0.0013858i,-2.4014e-05+0.0014912i,-0.00026885+0.00023583i,0.00031855-0.00011521i,0.0010687-0.00051882i,-0.00039592+0.00072767i,0.00029816-0.0010409i,0.0011607-0.0013948i,0.00040802-0.0011963i,-0.00023906-0.00014572i,0.0010894+0.00033958i,0.00053582-4.1045e-05i,0.00023631-0.00019006i,-0.000213-0.00031943i,-5.3734e-05-2.7751e-05i,0.00021791-0.0015556i,-0.00020711-0.00014649i,-0.00017766+0.00027567i,-0.00041043-0.0011654i,0.0010284-0.0066008i,0.00033573-0.0004893i,-8.1946e-05-0.00096076i,-7.1919e-05-0.00055489i,-0.0030934-0.00063264i,0.0004599-0.00074635i,-0.00034079+0.00032216i,0.00013996+0.0014517i,0.00072519-0.00084012i,-0.0084713-0.0029151i,0.021146+0.0066173i,0.023884-0.02436i,0.01675-0.029896i,0.0091939-0.0047556i,0.026857-0.028796i,0.03445-0.0010409i,0.027068-0.015068i,0.019757+0.008401i,-0.0027333+0.0084162i,-0.0046793-0.001584i,-0.0032862+0.0063023i,-0.013358+0.00078882i,0.00087376-0.0029946i,0.0033659+0.0015305i,0.0077745+0.0049016i,0.00040587-0.0012319i,0.0023166+0.0017694i,0.0019045+0.0021119i,0.0064743-0.0024491i,0.0012452-0.0026877i,-7.1678e-05+0.0018577i,-0.0059556-0.0095619i,-0.0016582+0.0039353i,-0.0026155-0.0068054i,0.00071271+0.0034664i,-0.0047024+0.0019533i,-0.0013218-6.2014e-05i,0.0037194+0.00095208i,-0.0026465-0.0003424i,-0.0024743+0.0064233i,-0.0043829-0.0010721i,-0.00044281+0.0013547i,-0.00077077+0.0019186i,0.0015857+0.0012139i,-0.00049103-0.0099224i,0.0011744+0.0043263i,-0.004505+0.00062429i,-0.0031551+0.00094982i,0.00115+0.0052593i,-0.00061995-0.0017846i,0.0019457-0.0027666i,-0.00059231-0.0042299i,-0.0002914+0.0032675i,0.0013773+0.0025886i,0.0053166-0.0076041i,-0.018969+0.015433i,-0.0037196+0.032444i,0.0031666+0.015787i,0.011008-0.00031103i,0.0026363-0.0017054i,-0.0042239+0.014701i
-0.0053171-0.008011i,-0.021869-0.020994i,-0.021442+0.0035295i,-0.014711+0.00022547i,-0.020492+0.0029782i,-0.015304-0.001028i,-0.0087779-0.017225i,-0.0041784-0.020745i,-0.008265-0.00051334i,0.0005411-0.0023282i,0.00051826+0.0005262i,0.00098484-0.00097606i,0.00012129+2.2989e-05i,3.4977e-05-0.00084477i,-0.00083905+0.00015901i,-0.0020258-0.0028081i,0.0012078+0.0010283i,0.00052231+0.0013925i,-7.206e-05+0.00035257i,0.00026032-8.0175e-05i,0.00072268-0.00090517i,-0.00027216+0.00089671i,-7.3834e-05-0.0009218i,0.00034997-0.0019079i,-6.2358e-05-0.0011574i,-0.00025782+0.00011885i,0.0010596-0.00014631i,0.0005143-0.00021492i,0.00016534-0.00025349i,-0.00033731-7.8865e-05i,-2.2881e-05-3.9808e-05i,-0.00029963-0.0013308i,-0.00011893+9.3426e-06i,5.1773e-05+0.00025136i,-0.00055755-0.0010192i,-0.00074002-0.0063862i,0.00038126-0.00059167i,-0.0004358-0.00067659i,-0.0001959-0.00053676i,-0.0034107+0.00057096i,0.00018341-0.0008847i,-0.0001843+0.00050094i,0.00076761+0.0015871i,0.00026899-0.0010007i,-0.0095768-0.0031821i,0.020634+0.00059693i,0.019593-0.028498i,0.0096259-0.033199i,0.012122-0.0092609i,0.020047-0.033463i,0.034041-0.0071907i,0.024672-0.020505i,0.02156+0.0064301i,-0.0009684+0.0054247i,-0.005363-0.0010732i,7.9234e-05+0.0071852i,-0.012398+0.007318i,-0.00030303-0.0025111i,0.0034671+0.0014065i,0.0081807+0.0026699i,-0.00017773-0.0019302i,0.00094354+0.0022319i,0.0022235+0.001654i,0.0043018-0.0046549i,-0.0002672-0.0033042i,0.0015261+0.0011087i,-0.008621-0.0051012i,0.00092287+0.0045798i,-0.0049459-0.0048141i,0.001952+0.0024945i,-0.0038219+0.0039009i,-0.0012556+0.0001888i,0.003475-0.0021937i,-0.0027931+0.00036678i,-7.2031e-05+0.0041308i,-0.0044536+0.0007299i,-0.00048648+0.00073677i,-0.00049659+0.0021191i,0.0011527-1.1185e-05i,-0.0050222-0.0092069i,0.0020679+0.0024017i,-0.0042401+0.0013661i,-0.0027804+0.0020754i,0.0032594+0.003972i,-0.00011971-0.0016406i,0.0018326-0.0023064i,-0.0015285-0.0037942i,-0.00062568+0.0044357i,0.0017997+0.0025632i,0.0046761-0.0086036i,-0.018165+0.019591i,0.0011146+0.030325i,0.0034787+0.011581i,0.010168-0.0033944i,0.0025521-0.001283i,-0.0023284+0.013021i
-0.0071244-0.0076171i,-0.024004-0.016989i,-0.020367+0.0068345i,-0.013939+0.0019571i,-0.019224+0.0064351i,-0.015264+0.00093071i,-0.011773-0.015659i,-0.0074324-0.020231i,-0.0085181-0.00070454i,0.00029886-0.0024375i,0.0010147+0.00046177i,0.00068329-0.0011972i,0.00034264+0.00011589i,-6.066e-05-0.00079781i,-0.00072148+0.00021676i,-0.0020692-0.0022936i,0.0015358+0.00062553i,0.001103+0.001132i,0.00014381+0.00023407i,0.00028447-0.00015116i,0.00010728-0.0010126i,7.3224e-05+0.0010574i,-0.00028864-0.00075252i,-0.00041359-0.0020407i,-0.00043228-0.0009677i,-0.00017878+0.00026426i,0.00073185-0.00044651i,0.00048823-0.00039253i,7.0058e-05-0.00014131i,-0.00037045+0.00011179i,-4.606e-05-1.3889e-05i,-0.00046674-0.00095746i,0.00016477+3.3239e-05i,0.00016275+8.325e-05i,-0.00098614-0.00075638i,-0.002046-0.0055849i,0.00012795-0.00074222i,-0.00053889-0.00034795i,-0.00032216-0.00033079i,-0.0031888+0.0017414i,-0.00032105-0.00078446i,-2.96e-05+0.00048506i,0.0014592+0.0014404i,-8.1441e-05-0.0007205i,-0.011017-0.002506i,0.01831-0.0041843i,0.014673-0.031167i,0.0023767-0.033871i,0.012165-0.013815i,0.012394-0.036388i,0.032647-0.013704i,0.020786-0.026021i,0.023663+0.0027913i,3.5957e-05+0.0010496i,-0.0065806+0.00020737i,0.0031131+0.0061125i,-0.0083034+0.01213i,-0.001114-0.0019461i,0.003491+0.0012002i,0.0082585+0.00056024i,-0.0011689-0.0019057i,0.00061228+0.003578i,0.0031102+0.00060903i,0.0019317-0.0050379i,-0.0014954-0.0029771i,0.0021159-9.2728e-05i,-0.0086436-0.00087157i,0.0032247+0.0034793i,-0.0060786-0.0025369i,0.0018544+0.0012131i,-0.0019191+0.005165i,-0.0014183+0.00048743i,0.00143-0.0042476i,-0.0026553+0.001049i,0.00026481+0.0017421i,-0.0038724+0.0023253i,-0.00099299+0.00052511i,-6.6602e-05+0.0018809i,0.00027437-0.00039911i,-0.0078154-0.0063792i,0.0018827+0.0010028i,-0.0037264+0.0020347i,-0.0017419+0.0026246i,0.0043535+0.0019741i,-0.00039206-0.0012799i,0.0022911-0.0024738i,-0.0020245-0.0027615i,0.00077011+0.0064178i,0.0018019+0.0027201i,0.003062-0.010536i,-0.016231+0.023707i,0.0049849+0.027525i,0.0016382+0.0086241i,0.0067019-0.0052248i,0.0032881-0.0015473i,-0.0020041+0.011404i
-0.0087348-0.0065164i,-0.025478-0.013348i,-0.018563+0.0098095i,-0.013062+0.0033245i,-0.017524+0.0091867i,-0.014992+0.0030835i,-0.01423-0.01354i,-0.010446-0.01917i,-0.0094327-0.00048486i,-3.333e-05-0.0024327i,0.0014866+5.2088e-05i,0.00036872-0.0010988i,0.00059043+0.00015226i,-0.00014132-0.00063397i,-0.00066226+0.00023656i,-0.0020586-0.0020728i,0.0020807+9.5739e-05i,0.0014739+0.00056757i,0.00015717+6.7923e-07i,0.00024767-0.00018193i,-0.0002956-0.00082689i,0.00062036+0.00093555i,-0.00033967-0.00066786i,-0.000969-0.0020337i,-0.00083633-0.00076112i,-1.797e-05+0.00033873i,0.00053543-0.00042509i,0.00032476-0.00048448i,6.2808e-05-8.9657e-05i,-0.00026716+0.00040829i,-4.149e-05+8.4643e-05i,-0.00056092-0.0008839i,0.00025598-0.00012703i,8.3432e-05+4.4263e-05i,-0.0010511-0.00012861i,-0.0028913-0.0046414i,-0.0001939-0.0006177i,-0.00057821-5.2367e-05i,-0.00022797-0.00019126i,-0.0024559+0.0027589i,-0.000507-0.00041386i,0.00019363+0.00052405i,0.0020038+0.00096491i,-8.087e-05-0.00049417i,-0.011965-0.00098658i,0.01587-0.0066388i,0.009949-0.032773i,-0.0042001-0.032801i,0.010173-0.017818i,0.0043343-0.036506i,0.029529-0.020004i,0.015997-0.030355i,0.024725-0.0015337i,-0.0017719-0.0029105i,-0.0071115+0.0026209i,0.004883+0.0039496i,-0.0031122+0.014458i,-0.001924-0.0012403i,0.003777+0.0011165i,0.0075898-0.0015325i,-0.0017596-0.0014782i,0.0015051+0.0050268i,0.0029953-0.00084714i,0.000385-0.0043489i,-0.0026743-0.0022479i,0.0019624-0.001036i,-0.0068666+0.0019727i,0.0046257+0.0015365i,-0.0062182-5.0379e-08i,0.0015069+0.0011005i,0.00034891+0.0051849i,-0.0011196+0.0010412i,-0.00093344-0.0049627i,-0.0022959+0.0013182i,-0.00095678+0.00070002i,-0.0028391+0.003554i,-0.0014079+0.0010479i,-0.0001427+0.0016229i,-0.0002853-0.00033915i,-0.0091905-0.0033776i,0.0012777+2.7412e-05i,-0.003385+0.0024565i,-0.00074933+0.0026521i,0.0045414-0.00021626i,2.5459e-06-0.0011448i,0.0024127-0.0034183i,-0.0021975-0.0026279i,0.0030814+0.0064063i,0.0023696+0.00288i,0.0011068-0.011352i,-0.012511+0.028769i,0.0077937+0.024807i,-0.00091608+0.0080419i,0.0033328-0.0039969i,0.0031786-0.0023747i,-0.0020745+0.010506i
-0.0097655-0.0051105i,-0.027078-0.010022i,-0.016366+0.012117i,-0.012236+0.0046197i,-0.015584+0.011878i,-0.014026+0.0051314i,-0.016237-0.011169i,-0.013521-0.017945i,-0.010732+0.00048882i,-0.00024065-0.0026484i,0.0016405-0.00059968i,0.00034491-0.0011082i,0.00089988+7.816e-05i,5.3718e-05-0.00075136i,-0.00065095+0.00030086i,-0.0022206-0.0019038i,0.0022425-0.00090435i,0.0014448-3.4597e-05i,8.4007e-05-9.2582e-05i,0.00036268-0.00026809i,-0.00057747-0.00055391i,0.00090259+0.00051399i,-0.00050325-0.00064701i,-0.0014473-0.0020667i,-0.0011364-0.00035281i,0.00019377+0.00035821i,0.00038046-0.00051282i,0.00014122-0.00045093i,9.2604e-05-7.7755e-05i,0.00012719+0.0006113i,6.3797e-06+0.00016314i,-0.0008082-0.00070404i,0.00034442-0.00034274i,0.00016347+4.7315e-05i,-0.00068107+0.00011067i,-0.0034144-0.0036984i,-0.00029103-0.00040737i,-0.00033933+0.00022637i,-0.00020333-0.00025799i,-0.0012396+0.003298i,-0.00046083-0.00017936i,0.00037349+0.00024681i,0.0024244+0.00012005i,3.0703e-05-0.00047314i,-0.012655+0.00065515i,0.014574-0.0087078i,0.0052011-0.033736i,-0.010096-0.029968i,0.0081513-0.020481i,-0.002819-0.033869i,0.025209-0.025397i,0.010882-0.034088i,0.025081-0.0065772i,-0.0048292-0.0048411i,-0.006217+0.0055855i,0.0053829+0.0016067i,0.0018249+0.014251i,-0.0023687-0.00019506i,0.0045965+0.00067263i,0.0062645-0.0033105i,-0.0021794-0.0010253i,0.0037617+0.0056355i,0.0021671-0.0011747i,-0.00042828-0.0035603i,-0.0033292-0.0010409i,0.0017258-0.0016981i,-0.0053875+0.0034432i,0.0050022-0.00091195i,-0.0053987+0.0021973i,0.0021288+0.0014807i,0.0020139+0.0042596i,-0.00060141+0.0010749i,-0.0034265-0.0044897i,-0.0020275+0.0015981i,-0.001675+0.0014021i,-0.0012893+0.0042845i,-0.0011349+0.0016864i,-0.00020738+0.0020179i,-0.00053896-0.00028285i,-0.0095919-0.00050344i,0.00045882-0.00026245i,-0.0031299+0.0033173i,-0.00023548+0.0025497i,0.0039857-0.0024448i,2.9284e-05-0.001848i,0.0019455-0.0044846i,-0.0027397-0.0021753i,0.0051385+0.0053354i,0.0032793+0.0028123i,-0.00091326-0.011673i,-0.0052193+0.031767i,0.010765+0.021401i,-0.002747+0.0090276i,0.0018909-0.0016501i,0.0022176-0.0025919i,-0.0021942+0.010169i
