-0.023682-0.019416i,-0.032023-0.03393i,-0.022244-0.019908i,-0.032193-0.020698i,-0.023971+0.0040508i,-0.028838-0.01821i,-0.055489-0.047913i,-0.040887-0.04479i,-0.030064-0.023855i,0.005128+0.0057263i,-0.003757+0.0063956i,-0.011035+0.011442i,0.0040251+0.0069974i,-0.0037192-0.0028483i,0.002921+0.0018116i,0.0017772+0.028245i,0.025071+0.031573i,-0.00010071+0.00016769i,-0.0029623-0.002854i,0.0076836+0.0038495i,0.0020459+0.00063073i,-0.00016479+0.0025167i,-0.00054258+0.00016315i,-0.031942-0.0014625i,-0.0032402-0.0049343i,4.5364e-05+0.0025154i,0.0037641-0.0010698i,0.00090465-0.00036166i,-0.00068849-0.0004753i,-0.00087408-0.0020675i,-0.0022103-0.00062782i,-0.0041544-0.0039452i,-0.002854-0.0052395i,0.00053222-0.0012846i,0.00074372-0.003241i,-0.0015828+0.025685i,0.0019418-0.002886i,0.0021728-0.0040076i,0.0044911-0.0022201i,-0.0056938-0.002085i,0.00056648+0.0014182i,0.010398-0.00019968i,-0.001174-0.00012327i,-0.0034361+0.0014345i,-0.0076964-0.0020053i,-0.018273+0.021252i,-0.0085372-0.086713i,-0.0022903-0.061203i,-0.021004-0.053833i,-0.011538-0.045947i,0.053836-0.026993i,0.023885-0.067057i,0.040504-0.054518i,0.018796-0.039521i,0.026243-0.019798i,0.012069+0.011918i,0.025523-0.028912i,-0.011339-0.001067i,-0.0014762-0.0010443i,-0.0084917-0.0015812i,-0.004675-0.029897i,-0.02103+0.026608i,0.0074787-0.0094656i,-0.010697-0.0031778i,-0.0026797-0.0018038i,-0.00021325-0.014697i,-0.0082378+0.0052222i,0.0060635+0.01072i,-0.010239+0.030139i,0.0062772+0.0077715i,-0.0034146-0.0015347i,-0.0022606-0.0013907i,-0.012925-0.0057929i,0.00073485-0.0044353i,-0.032997+0.0028012i,0.0034047-0.0085975i,-0.007268-0.0021428i,-0.0052726-0.0032241i,0.0070405+0.0016952i,-0.010158+0.00028956i,0.0022276-0.00045282i,0.0059458+0.0078199i,0.0055296+0.0010331i,-0.0078059-0.0099518i,0.0028174+0.0077982i,-0.019582+0.0075073i,0.003358+0.0057552i,-0.020988-0.0092612i,-0.027304-0.0049521i,0.009404-0.061752i,0.018643-0.014937i,-0.050414-0.028482i,-0.021475+0.0020108i,0.0186+0.010449i,-0.026962+0.011864i,-0.012454-0.0083182i
-0.011138+0.013395i,-0.021825+0.041655i,0.0012301+0.041004i,-0.010765+0.024995i,-0.00044946+0.021263i,0.0013337+0.023271i,-0.026624+0.014475i,-0.026803+0.032549i,0.0012903+0.016847i,-0.001232-0.0013906i,-0.00090711+0.0017133i,0.0043123+0.0035418i,0.0033644+0.0050219i,-0.0030181+0.0015967i,-0.0030423+0.0036221i,0.00051179-0.0076546i,-0.0080759-0.0010599i,-0.002145+0.00022137i,0.00028502-0.0013945i,-0.00099008-0.00043186i,0.00066081-0.0033191i,0.0011525-0.0027348i,0.0010932-0.0015542i,-0.0094502-0.0091957i,-0.00016638-0.00028861i,-0.0014962+0.00028011i,-0.0024175+3.1821e-05i,-0.0028682-0.00023607i,-0.00097315-0.00098153i,0.0010908-0.00058776i,-0.0017675+0.00028243i,0.0014727-0.00014816i,0.0017816-0.00081276i,0.00044853+0.0005428i,-0.00054764+0.0019574i,-0.00055295-0.0072529i,-0.0013874+0.0010258i,0.0018458-5.2346e-05i,0.00062292+0.0024246i,0.0046975+0.005935i,0.0009624-0.0016959i,-0.0016878-0.0010372i,-0.0014951-0.0020981i,0.0032411+0.0050515i,-0.0077989+0.0076046i,0.019059-0.058423i,-0.074478+0.015259i,-0.027839-0.018758i,-0.061033-0.048175i,-0.053141-0.017286i,-0.087218+0.0028648i,-0.074106+0.001084i,-0.04513-0.034735i,-0.0086162-0.045195i,-0.038524-0.025692i,-0.0062923+0.00055135i,-0.031301+0.010345i,0.0077111+0.011881i,0.0096116+0.0076522i,0.0008852-0.0078397i,0.010794+0.0030307i,-0.011787-0.0039695i,0.0030469+0.012115i,0.0018228+0.0065055i,1.6461e-05-0.0015182i,0.0054621+0.0018891i,0.0040332+0.00079846i,-0.0044587+0.019005i,-0.00025594+0.0095815i,0.00046819-0.0039067i,0.0083491-0.0056795i,0.001325+0.0040242i,-0.0084807-0.007075i,-0.0025189-0.00081869i,0.020909-0.031142i,0.0054761+0.0087182i,0.0017994+0.0028573i,-0.0018644+0.0040917i,0.0024607-0.0038341i,0.019529+0.003046i,0.0012304-0.0022569i,-0.0030216-0.0063186i,-0.00043726-0.0018084i,0.011197+0.0048742i,0.005398-0.00077859i,0.0032915-0.0080729i,0.0044357+0.0046268i,-0.0050568+0.0034777i,0.013623+0.0067072i,-0.043326-0.037847i,-0.012561+0.0060822i,-0.0028952-0.0014159i,-0.00048901+0.0019663i,-0.040227+0.010997i,-0.0067972+0.0089566i,-0.013822+0.00427i
-0.0083665+0.014068i,-0.014781+0.042258i,0.010376+0.034671i,-0.0056933+0.025729i,0.0025147+0.018902i,0.005758+0.022012i,-0.025605+0.019255i,-0.019445+0.034744i,0.0047897+0.010901i,-0.0015887-0.00052753i,-9.1999e-05+0.00296i,0.0049386+0.0010835i,0.0041951+0.0031597i,-0.0015393+0.0027594i,-0.0023031+0.0046386i,-0.0042309-0.0056389i,-0.0089413+0.0033537i,-0.0018273+0.00096001i,0.0009512-0.00081919i,-0.00048747-3.8112e-06i,-0.00017571-0.0031733i,0.00095887-0.0022038i,0.00088515-0.0015151i,-0.011541-0.0062469i,0.00011985-0.00014941i,-0.0014399+0.00066985i,-0.0017634+0.0010287i,-0.0023867+0.00060684i,-0.0012791-0.00074885i,0.0011226-0.00075572i,-0.001568+0.0011753i,0.000969-0.0004522i,0.0009996-0.0014622i,0.00018753+0.00045779i,-0.0010332+0.0015004i,-0.00077202-0.0058111i,-0.00079491+0.0010959i,0.00080988-0.000568i,0.00067724+0.0026203i,0.0057967+0.0030337i,0.00039127-0.0021145i,-0.0026129-0.00077723i,-0.002713-0.0012011i,0.0045246+0.0043101i,-0.0055159+0.0053589i,0.00052444-0.067699i,-0.065215+0.029745i,-0.034941-0.021165i,-0.074019-0.039199i,-0.053355-0.0056257i,-0.078648+0.020916i,-0.071628+0.0162i,-0.039959-0.03392i,-0.013954-0.043472i,-0.044897-0.010774i,-0.0070338+0.00043747i,-0.024741+0.022845i,0.010136+0.0060933i,0.011799+0.0014849i,-0.0047585-0.012017i,0.007082+0.0022645i,-0.011381+0.0024725i,0.0079704+0.0096967i,0.003721+0.0073454i,-0.00072225-0.00094757i,0.0064322+0.0022304i,0.005204+0.00068109i,0.0042896+0.015829i,0.0040929+0.0058053i,-0.0035592-0.0052578i,0.0022914-0.0068509i,0.0030629+0.0048477i,-0.010713+0.00013489i,-0.002208+0.001888i,0.0064273-0.031722i,0.008517+0.0072755i,0.0041611+0.0021191i,0.0017898+0.0030938i,-0.00063354-0.0015941i,0.017244-0.0060185i,-0.00039459-0.002742i,-0.0060504-0.0041278i,-0.0029461-0.00080204i,0.010279+0.00032637i,0.0044415-0.00032265i,0.00019598-0.0063236i,0.005985+0.0035279i,-0.0049656+0.0051244i,0.013607+0.0017873i,-0.049809-0.031538i,-0.0067306-0.0046398i,-0.0032018-0.0021662i,0.00067912+0.00058211i,-0.033784+0.022656i,-0.0045749+0.01025i,-0.010824+0.0064508i
-0.0053904+0.013899i,-0.0083218+0.042751i,0.015345+0.026995i,-0.00097833+0.024598i,0.0061127+0.017722i,0.0097404+0.019591i,-0.022352+0.024187i,-0.012664+0.034542i,0.00346+0.0062627i,-0.0016682+0.00050546i,0.0017447+0.0033619i,0.0024067-0.0003396i,0.0044053+0.0018433i,-0.00062578+0.0029491i,-0.000954+0.005578i,-0.0072537-0.0010485i,-0.007151+0.0076778i,-0.00093239+0.0015443i,0.0016882-0.0018347i,0.00015931-0.00030116i,-0.0011079-0.0030461i,0.00092108-0.0028918i,0.00075583-0.0016969i,-0.013246-0.0028507i,-7.3934e-05-0.00015793i,-0.00098776+0.0013697i,-0.00088132+0.0008375i,-0.0015941+0.0015993i,-0.0013337-0.00061386i,0.00065265-0.0014091i,-0.00079529+0.0016861i,0.00049891-0.00061786i,0.00028993-0.0013665i,0.00044671+0.00022121i,-0.00058069+0.0024301i,-0.00018986-0.0057992i,-0.00069896+0.00085469i,0.00024699-0.00072248i,0.0024216+0.0015257i,0.0053641+0.00084251i,-0.0002325-0.0020708i,-0.0018306+0.00041269i,-0.0036247+7.7352e-05i,0.0054402+0.0026883i,-0.0050741+0.0036941i,-0.021436-0.067802i,-0.051251+0.038782i,-0.043615-0.018005i,-0.082138-0.024395i,-0.048758+0.0030089i,-0.063765+0.032787i,-0.058846+0.029079i,-0.044355-0.035467i,-0.01923-0.042475i,-0.044164+0.0041822i,-0.0071643+0.0017288i,-0.012591+0.029021i,0.010611+0.0014173i,0.0085751-0.0048205i,-0.015225-0.010608i,0.0067216+0.0006414i,-0.008283+0.0064701i,0.010799+0.0045648i,0.0060291+0.0065413i,-0.002693+0.00033784i,0.006864-0.0014165i,0.006508-0.0017463i,0.0075346+0.0099365i,0.0042001+0.0020386i,-0.0080828-0.00231i,-0.0002748-0.0048736i,0.0058921+0.0038046i,-0.0063813+0.0087963i,0.00018139+0.0030994i,-0.0036856-0.027731i,0.011757+0.0032184i,0.0042171+0.00015437i,0.0019612+0.0011072i,0.00045262+0.00040014i,0.011161-0.010859i,-0.0026577+0.00026792i,-0.0071606-0.00072221i,-0.0034838+0.0024804i,0.0070494-0.0023963i,0.0071124-0.0017399i,-8.2707e-05-0.005729i,0.0091409+0.00069602i,-0.001992+0.0062075i,0.01194-0.0026089i,-0.054761-0.020992i,-0.01246-0.013354i,-0.0020286-0.0034999i,0.0016652-0.0014693i,-0.023843+0.028397i,-0.0027773+0.0057519i,-0.0071733+0.0026032i
-0.0027697+0.012725i,-0.0011917+0.042935i,0.01742+0.019746i,0.0037712+0.023454i,0.010236+0.014285i,0.01313+0.016262i,-0.017166+0.028076i,-0.0075342+0.032834i,0.0019611+0.0049589i,-0.0011226+0.001477i,0.0030083+0.0021757i,0.0011804+0.0013923i,0.0042396+0.00066869i,-0.00045265+0.0035313i,0.00054973+0.0057217i,-0.0066927+0.0045815i,-0.0028806+0.010534i,-6.9534e-05+0.0014274i,0.00069907-0.0024442i,-7.4463e-05-0.00097752i,-0.0018737-0.002367i,0.00027526-0.0031329i,0.00046849-0.0021933i,-0.013317+0.0018982i,3.8687e-05-0.00033861i,6.1718e-05+0.0010743i,-0.00068189+0.00036606i,-0.0004019+0.0015646i,-0.0016147+2.033e-05i,-0.0001765-0.0013178i,-5.1147e-05+0.0016945i,0.00013229-0.00066347i,-0.00052127-0.0010858i,0.00044908+9.8248e-05i,0.00086039+0.0022396i,-0.00080646-0.0075336i,-0.00027258+0.0011725i,-0.00045077-0.00054821i,0.0019656-0.00058354i,0.0047597-0.00059883i,-0.00070509-0.0018792i,-0.0010337+0.00025682i,-0.0036244+0.0017776i,0.0046183+0.00032763i,-0.0054672+0.0032044i,-0.040426-0.056136i,-0.037577+0.040983i,-0.05035-0.010463i,-0.086324-0.0084679i,-0.04271+0.0082212i,-0.050258+0.036894i,-0.045098+0.031867i,-0.049292-0.029543i,-0.024253-0.038543i,-0.03927+0.015563i,-0.0074039+0.0031275i,-0.00091406+0.029096i,0.0096588-0.0033465i,0.0030796-0.0066076i,-0.021706-0.00099848i,0.0041646+7.0285e-05i,-0.004596+0.0080246i,0.009663-0.0015339i,0.0083478+0.005141i,-0.0028164+0.0029669i,0.0037373-0.002679i,0.0058396-0.0061651i,0.0073233+0.0039927i,0.0016636+0.00011168i,-0.0084319+0.0015033i,-0.0017554-0.003533i,0.0070788+0.0013042i,0.0027078+0.0099315i,0.0018133+0.0020368i,-0.009611-0.021985i,0.011618-0.0011627i,0.003816-0.0013016i,0.0025689+0.0016844i,0.00097876+0.00015698i,0.0056488-0.011114i,-0.0001471+0.0026466i,-0.0067222+0.0026538i,-0.0007598+0.0043827i,0.004899-0.0022056i,0.0069559-0.0058305i,-0.002231-0.0050237i,0.0083005-0.0049584i,-0.00025885+0.0049786i,0.0099954-0.0067366i,-0.053262-0.0082626i,-0.022359-0.014444i,-0.0028768-0.006968i,0.0020837-0.0051158i,-0.016015+0.029403i,-0.0064841+0.0040095i,-0.0095377+0.00041839i
-0.0012848+0.011505i,0.0054701+0.041276i,0.016855+0.014161i,0.0083673+0.02072i,0.012669+0.0096921i,0.015122+0.012419i,-0.010852+0.029836i,-0.0034374+0.03146i,0.0018374+0.004886i,0.00011721+0.0019151i,0.0032725+0.0011845i,0.0020163+0.0023853i,0.0039433-0.00036852i,0.0010418+0.0044258i,0.002116+0.0055163i,-0.0034206+0.0078997i,0.0017135+0.010831i,0.00048842+0.0012194i,0.00027266-0.0023157i,-0.00062997-0.0010913i,-0.0026342-0.0016999i,-0.00057212-0.002964i,-0.00040467-0.0023797i,-0.010584+0.0055152i,-0.00033132-0.00074902i,8.2358e-05+0.00027582i,-0.0008111+0.00034474i,0.00020362+0.00097327i,-0.0013588+0.00082644i,-0.00030499-0.00084433i,0.00044742+0.0015112i,5.1026e-05-0.00085202i,-0.00096761-0.00042287i,0.00036734-5.4469e-05i,0.001107+0.0014152i,-0.0031855-0.0085889i,-1.4456e-05+0.0011236i,-0.00053028+0.00025018i,0.00050722-0.00087289i,0.0038895-0.0011743i,-0.0011474-0.0016472i,-0.00090833+0.00024913i,-0.0024094+0.0031873i,0.003204+0.00074658i,-0.0054428+0.0038972i,-0.047542-0.03904i,-0.027538+0.038919i,-0.054868-0.00041501i,-0.087457+0.0085392i,-0.038474+0.0092133i,-0.038646+0.038021i,-0.035225+0.031686i,-0.05068-0.023734i,-0.02685-0.035099i,-0.031949+0.025567i,-0.0067878+0.0047214i,0.011783+0.024844i,0.0071135-0.0063283i,-0.0015679-0.0055135i,-0.021308+0.0085859i,0.003404+0.00064823i,-0.00057716+0.0095744i,0.0044329-0.0037203i,0.010151+0.0023974i,-0.001386+0.0049591i,0.0016606-0.0016218i,0.0029017-0.009211i,0.0039853+0.0024368i,-0.00046148+0.0013994i,-0.0083223+0.0068123i,-0.0028249-0.0014029i,0.0069937-0.0014354i,0.006992+0.00519i,0.0024529+0.0010242i,-0.01254-0.019173i,0.0098202-0.0053691i,0.0026921-0.0024851i,0.0050125+0.00057156i,0.0012923+0.00010861i,0.0028634-0.0098295i,0.001974+0.0019975i,-0.004068+0.0058398i,0.00199+0.0040425i,0.004504-0.0019569i,0.0034007-0.010585i,-0.0027837-0.0034092i,0.0038754-0.0081824i,-0.00014215+0.0039306i,0.0052289-0.010473i,-0.047218-0.0019149i,-0.032659-0.0066242i,-0.0054976-0.0090755i,0.00041267-0.0095627i,-0.0093557+0.029695i,-0.010087+0.0065822i,-0.010669+0.0020564i
-4.1664e-05+0.010684i,0.011357+0.039052i,0.015999+0.011274i,0.01166+0.016691i,0.012762+0.0049088i,0.016454+0.0090373i,-0.0043104+0.029379i,0.00013789+0.030319i,0.0022803+0.0036531i,0.00078099+0.0012128i,0.0028047+0.00026468i,0.002994+0.0024634i,0.0033486-0.0012348i,0.0027296+0.0037209i,0.0033678+0.0047209i,0.00032566+0.0089761i,0.0061596+0.009073i,0.0008772+0.00088641i,-0.00034617-0.0025392i,-0.0012303-0.00096393i,-0.0026766-0.0004769i,-0.00093644-0.002726i,-0.0010516-0.001987i,-0.0081916+0.0066948i,-0.00089677-0.00048133i,-0.0002542+4.767e-05i,-0.00092728+0.00048384i,0.00043525+0.00032232i,-0.000614+0.0011732i,-0.00032105-0.00074075i,0.0010011+0.0013117i,-0.00036544-0.00097957i,-0.00092881+0.00010755i,6.6294e-05-0.00023615i,0.0012276+0.0014562i,-0.0061856-0.0083512i,8.7126e-06+0.00081581i,2.5353e-06+0.00046071i,-0.00011027-0.00063301i,0.003247-0.0015409i,-0.0014299-0.00093144i,-0.00087954+0.00033779i,-0.0005967+0.0035959i,0.0033571+0.0015424i,-0.0046477+0.0050199i,-0.046021-0.026825i,-0.020277+0.036741i,-0.055212+0.01277i,-0.082612+0.028813i,-0.039138+0.0099272i,-0.029545+0.036303i,-0.026904+0.030372i,-0.050365-0.017489i,-0.030483-0.032486i,-0.022783+0.030386i,-0.0063337+0.0066319i,0.018466+0.011043i,0.0046078-0.0085234i,-0.0047606-0.0020838i,-0.015713+0.016659i,0.0037971-0.00025646i,0.0045191+0.0074406i,0.0012565-0.001777i,0.011334-0.0019476i,0.00070924+0.00641i,0.0010126-0.00058011i,-0.0029452-0.010784i,0.002412+0.0041723i,-0.00021897+0.0035564i,-0.0025953+0.011887i,-0.0017361+0.00061507i,0.0056723-0.0031054i,0.0078426+0.00099897i,0.0032695-0.00057659i,-0.018365-0.017722i,0.0061627-0.0077967i,0.0008704-0.0028894i,0.0040723-0.0016855i,0.0011087+0.00082723i,0.0018247-0.0079725i,0.0027996+0.00039414i,-0.00054261+0.006719i,0.0033078+0.0017264i,0.0036364-0.0029998i,-0.0029243-0.010508i,-0.0030597-0.0032843i,-7.1864e-05-0.0075394i,0.00057201+0.0030686i,-0.0010309-0.010563i,-0.044471+0.0024004i,-0.030533+0.0080096i,-0.0088342-0.0094373i,-0.0038499-0.011502i,-0.0042252+0.028509i,-0.0092189+0.012123i,-0.0079926+0.0030284i
0.0012107+0.0098379i,0.017176+0.036612i,0.016258+0.0091201i,0.013299+0.012367i,0.011289+0.0016503i,0.017404+0.005531i,0.0011797+0.027562i,0.0035981+0.029408i,0.0025668+0.0029679i,0.00075919+0.00086917i,0.0022663+0.00027523i,0.0045389+0.0023229i,0.0024726-0.0017082i,0.0035737+0.00196i,0.0041544+0.0037395i,0.0037109+0.0085166i,0.0090305+0.0057007i,0.0012318+0.00059051i,-0.0010977-0.0025727i,-0.0016234-0.00040461i,-0.0021376+0.00035144i,-0.0016114-0.0025594i,-0.0014329-0.0015251i,-0.0067006+0.0086128i,-0.0011061-0.00010258i,-0.00060235+0.00031141i,-0.00093905+0.00082741i,-8.3692e-05-0.00017453i,-0.00022504+0.00094668i,-0.00052805-0.00075231i,0.00151+0.00080937i,-0.00046126-0.00044948i,-0.00044738+0.00019166i,-0.00011194-9.3365e-05i,0.0018254+0.00061059i,-0.0091431-0.007058i,0.00019353+0.00086779i,0.00012802-2.8687e-05i,-0.00052529-0.00046839i,0.0027892-0.0020478i,-0.0012224-0.00028349i,-0.00045177+0.00051489i,0.00062458+0.0026234i,0.0039087+0.0010351i,-0.002882+0.0053969i,-0.044492-0.022017i,-0.015006+0.035042i,-0.049561+0.0247i,-0.070893+0.045524i,-0.039587+0.015339i,-0.022834+0.034971i,-0.021421+0.027573i,-0.049394-0.013279i,-0.03348-0.027553i,-0.01472+0.032854i,-0.0037042+0.0073141i,0.013321-0.0016924i,0.00084177-0.010659i,-0.0050049+0.0011146i,-0.0086561+0.019405i,0.0024897-0.0018107i,0.0061783+0.0030367i,0.0016643-0.00047099i,0.0094916-0.0053265i,0.0047832+0.006232i,0.001143+0.0012568i,-0.0084661-0.0053864i,0.0038423+0.0057126i,0.0013541+0.0050462i,0.0035916+0.011291i,-0.00089345+0.0010189i,0.0044238-0.0044234i,0.0077329-0.004166i,0.0017047-0.0018897i,-0.024955-0.011353i,0.0030124-0.0082923i,-0.00039746-0.0017511i,0.0044018-0.00096601i,0.0017526+0.00067917i,0.0025581-0.0090967i,0.0022679-0.0012048i,0.0021456+0.0052373i,0.003008+0.00087648i,0.0032336-0.0023994i,-0.0063684-0.0067551i,-0.0047794-0.0025992i,-0.0032914-0.0061287i,0.00063828+0.0019114i,-0.0048023-0.0075594i,-0.040874+0.007263i,-0.024382+0.010064i,-0.0089356-0.00867i,-0.0074478-0.011028i,0.0012146+0.025421i,-0.0070022+0.013421i,-0.0077894+0.0022743i
0.0022854+0.0088496i,0.02287+0.033405i,0.017174+0.0072438i,0.013621+0.0089014i,0.0093982-0.00025212i,0.017596+0.0020633i,0.0058316+0.024736i,0.0074261+0.028323i,0.0032283+0.0016934i,0.0007921+0.00073354i,0.0025232+0.00052878i,0.0059898+0.00044975i,0.0016821-0.0017587i,0.0029308+0.00085686i,0.004826+0.0028538i,0.0065501+0.0060784i,0.010119+0.0024007i,0.0015821-6.7819e-05i,-0.0019197-0.002254i,-0.001525+0.00054004i,-0.0014481+0.0007915i,-0.002132-0.0016978i,-0.0015618-0.0011164i,-0.0030686+0.010181i,-0.00095929+0.0003468i,-0.0003801+0.00075869i,-0.00081548+0.0012948i,-0.00083801-3.4139e-05i,-1.2421e-05+0.00087005i,-0.00070976-0.00058485i,0.001606+9.0607e-05i,-0.00016939-0.00053796i,-0.00055126+0.00015586i,-0.00016611-1.728e-05i,0.0015017-0.00019445i,-0.011657-0.0040697i,0.00033096+0.00079181i,-0.0001389-2.6916e-05i,-0.0010369-0.00028845i,0.0023116-0.002391i,-0.00076398-0.00012792i,-0.00026795+0.00034106i,0.00080174+0.0017171i,0.0041073+0.0004701i,-0.001417+0.0045192i,-0.046851-0.018288i,-0.010851+0.033216i,-0.04201+0.033922i,-0.055386+0.055923i,-0.03866+0.02109i,-0.016099+0.032817i,-0.017209+0.026041i,-0.049564-0.010008i,-0.034781-0.021692i,-0.006315+0.033759i,-0.0018799+0.0068131i,0.0056902-0.0043217i,-0.0035351-0.010884i,-0.0032872+0.0045355i,-0.0022039+0.018386i,0.00018258-0.0024343i,0.0056423-0.0012224i,0.0012046-0.00017658i,0.0067464-0.0085984i,0.0078679+0.0036587i,0.0024774+0.0017963i,-0.0089986-0.0010487i,0.0061265+0.0061983i,0.0036857+0.0056462i,0.0087206+0.0085854i,-0.00032991+0.0015238i,0.0036705-0.0054144i,0.0047309-0.0078869i,0.00058355-0.00070957i,-0.028708-0.001823i,0.0009103-0.0081098i,-0.00044772-0.00050394i,0.0050987-0.0012544i,0.0020619+0.00017271i,0.0012163-0.011679i,0.00069485-0.0015662i,0.0037506+0.0039586i,0.003491-8.071e-05i,0.0044333-0.0033624i,-0.0080222-0.0038051i,-0.0063827+4.8049e-05i,-0.0064395-0.0038391i,0.00041361+0.00072539i,-0.0061144-0.004614i,-0.037196+0.010494i,-0.022358+0.011194i,-0.0088542-0.010411i,-0.010352-0.0096668i,0.0022901+0.02257i,-0.0060796+0.013538i,-0.0072079+0.0025954i
0.0034254+0.0079579i,0.028887+0.028835i,0.019034+0.004725i,0.013503+0.0061261i,0.0082753-0.00069762i,0.017243-0.0011465i,0.0091491+0.020932i,0.011814+0.026494i,0.0033334-0.0001505i,0.00080476+0.000503i,0.0029417-0.00015361i,0.0054665-0.0023678i,0.0011225-0.0015902i,0.0027184+0.00045149i,0.0054801+0.0016868i,0.007134+0.0030268i,0.0097812-0.0010691i,0.0011363-0.00092053i,-0.0027397-0.0014961i,-0.00075541+0.0010183i,-0.00062982+0.00078689i,-0.0020257-0.0010962i,-0.0017217-0.00070501i,0.00062209+0.0096435i,-0.00067951+0.00054928i,-3.6258e-05+0.00077429i,-0.00026971+0.0016301i,-0.00096744+0.00067317i,0.00035475+0.00047951i,-0.00078607-0.00043985i,0.0013689-0.00050805i,-0.00058787-0.00056839i,-0.00053463+0.00043861i,-0.0002943+3.2348e-05i,0.00098027-0.0005697i,-0.012369+0.00017846i,0.00039131+0.00067551i,-6.7031e-05+7.9676e-05i,-0.001322+0.00022728i,0.0016854-0.0027226i,-0.00077122-0.00021795i,-0.0001246+0.00020836i,0.00056597+0.0012813i,0.0042522-0.00022737i,-0.00091802+0.0036794i,-0.051534-0.011375i,-0.0070654+0.031338i,-0.03105+0.039607i,-0.040429+0.062238i,-0.036464+0.029208i,-0.010161+0.029078i,-0.011112+0.02379i,-0.050067-0.0052488i,-0.033885-0.015587i,0.00078067+0.033266i,-0.0012935+0.0059761i,0.0007636-0.0046429i,-0.0082939-0.0096774i,0.00078894+0.0053322i,0.0010791+0.016003i,-0.0027103-0.0015726i,0.0033096-0.00471i,0.0021707+0.0017901i,0.0021296-0.010488i,0.0092854-0.0009888i,0.0037612+0.0012878i,-0.0087015+0.0037347i,0.0096807+0.0054292i,0.0073981+0.0042322i,0.01216+0.0033937i,0.00066922+0.002059i,0.0020855-0.0061823i,-0.00078915-0.0087242i,0.0014048+0.00072781i,-0.028716+0.0091099i,-0.0011848-0.0079767i,0.00028148+0.00072772i,0.0055385-0.0047191i,0.0024829-0.00021376i,-0.0038998-0.013409i,-0.00032866-0.00091921i,0.0047299+0.0020229i,0.0032349-0.00065858i,0.0038203-0.0048024i,-0.0084564+0.00058807i,-0.0057791+0.003432i,-0.0077631-0.00047469i,-0.00091518-0.00058603i,-0.0063148-0.0022209i,-0.034144+0.013154i,-0.021033+0.016125i,-0.011384-0.014182i,-0.010527-0.007571i,0.0044424+0.021661i,-0.0060066+0.015815i,-0.0056801+0.0014259i
0.0045545+0.0066669i,0.033609+0.022572i,0.0203+0.00048136i,0.013214+0.0038934i,0.0079855-0.00095503i,0.016655-0.0040358i,0.010931+0.017205i,0.015526+0.02342i,0.0023963-0.0017704i,0.00062616+0.00054041i,0.0026879-0.00092348i,0.0033181-0.0038201i,0.00073746-0.0014483i,0.0024544+4.2831e-05i,0.0056163+0.00019894i,0.006147+0.0011405i,0.0083145-0.0036929i,0.00058049-0.0011435i,-0.0028121-0.0004946i,-7.2357e-05+0.00094593i,0.00019707+0.00050149i,-0.0018793-0.00091828i,-0.0016202-0.0003212i,0.0033167+0.0086657i,-0.0004279+0.0005574i,0.00016818+0.00076185i,0.0004112+0.001371i,-0.00057989+0.0011431i,0.00028004-6.2627e-05i,-0.0010043-0.00020173i,0.00096839-0.00087393i,-0.0010096-0.00017412i,-0.0002157+0.00073245i,-0.00036682+0.0002781i,0.0006568-0.0008626i,-0.01145+0.0037748i,0.00051024+0.00041889i,-9.7295e-05-9.0806e-05i,-0.0012494+0.00097939i,0.00092211-0.0031702i,-0.00077821+1.4971e-05i,-0.00018425-0.00014494i,0.00045404+0.0013251i,0.0043596-0.0010753i,-0.00040739+0.0031929i,-0.053317-0.00011285i,-0.0048224+0.029719i,-0.021371+0.040666i,-0.024034+0.066297i,-0.029697+0.038309i,-0.0070116+0.023854i,-0.0077596+0.01791i,-0.048698-0.00027861i,-0.03087-0.0098416i,0.0092386+0.030638i,-0.00091033+0.0060685i,-0.0046122-0.0031648i,-0.011796-0.0060587i,0.0033841+0.003191i,0.0034596+0.014803i,-0.0057728+0.0010017i,-0.00051913-0.0068983i,0.0047959+0.0006522i,-0.0027838-0.0093348i,0.0070869-0.0047431i,0.004923-0.00050766i,-0.0070314+0.0071631i,0.012737+0.00090972i,0.0090648-0.00065402i,0.012038-0.0040764i,0.0022537+0.0017987i,3.29e-05-0.0063714i,-0.0042199-0.005358i,0.0030758-0.00025411i,-0.023475+0.021468i,-0.0033364-0.0066962i,0.0018797+0.0010583i,0.0023555-0.0063667i,0.0026709-0.00047764i,-0.009892-0.010895i,1.515e-05+0.0005107i,0.0048821-9.2474e-05i,0.0028794-0.001469i,0.0025349-0.0054866i,-0.0065044+0.004469i,-0.0032952+0.0055638i,-0.0075063+0.0038434i,-0.0032647-0.0004122i,-0.0059958-0.00079916i,-0.029915+0.01758i,-0.012444+0.019959i,-0.017554-0.015037i,-0.010114-0.0074644i,0.0054783+0.020405i,-0.0031882+0.019001i,-0.0055904-0.0014947i
