-0.022667-0.019515i,-0.032006-0.034306i,-0.022455-0.019939i,-0.032198-0.020079i,-0.024304+0.0038218i,-0.029034-0.018123i,-0.055365-0.047971i,-0.040367-0.04484i,-0.026916-0.015019i,0.0048774+0.0056514i,-0.0034872+0.0064534i,-0.011162+0.011527i,0.0038852+0.0070924i,-0.003812-0.0026194i,0.0028827+0.0018999i,0.0017401+0.028625i,0.0087922+0.022076i,-0.00017118+0.00019897i,-0.0028693-0.0026057i,0.0083025+0.0039577i,0.0017518+0.00054155i,-0.00054619+0.0021657i,-0.00063464+0.00029699i,-0.029825-0.0035691i,-0.003444-0.0046361i,-4.8766e-05+0.002887i,0.0041132-0.0014439i,0.00075338-0.00018928i,-0.0006809-0.00049888i,-0.0010851-0.001954i,-0.0023606-0.000501i,-0.0038226-0.0043867i,-0.002835-0.0058402i,0.00050974-0.0012175i,0.00044955-0.0029788i,-0.0042693+0.02453i,0.0017496-0.003283i,0.0026074-0.0038389i,0.0040667-0.0023581i,-0.0069372-0.0022269i,0.00049298+0.0013045i,0.0077558-0.0018935i,-0.0021761+0.00058988i,-0.0032319+0.0010093i,-0.0092622-0.0038041i,-0.018444+0.021436i,-0.0083204-0.086363i,-0.0023549-0.061161i,-0.020937-0.053924i,-0.010998-0.046459i,0.052973-0.027328i,0.023882-0.067236i,0.040373-0.05456i,0.018863-0.039807i,0.025938-0.019571i,0.012215+0.012119i,0.025672-0.028124i,-0.0115-0.0034607i,-0.0015717-0.00065909i,-0.0086565-0.0017342i,-0.0050828-0.029866i,-0.021389+0.026252i,0.0071571-0.0095598i,-0.010575-0.0033005i,-0.0027052-0.0019075i,-0.00057508-0.01462i,-0.0083257+0.0050059i,0.0062249+0.010773i,-0.0095543+0.028809i,0.0061398+0.0071817i,-0.0034919-0.0014882i,-0.0022746-0.0014519i,-0.012729-0.0062437i,0.00058471-0.0044473i,-0.030241+0.0031499i,0.0036569-0.008527i,-0.0073767-0.0022673i,-0.0052332-0.0029299i,0.0068089+0.0018931i,-0.010489+0.00068412i,0.0024218-0.00043886i,0.0062267+0.0081332i,0.0053579+0.00093084i,-0.0075314-0.010523i,0.0029105+0.0080039i,-0.019961+0.0083301i,0.0030688+0.0057741i,-0.021192-0.0088441i,-0.027117-0.0050793i,0.0092487-0.061094i,0.018715-0.015208i,-0.050464-0.028359i,-0.022062+0.0014176i,0.019278+0.010403i,-0.026448+0.011108i,-0.012199-0.0077952i
0.0021225-0.0070615i,0.0073214-0.031973i,-0.015208-0.016621i,-0.010566-0.015362i,-0.010991-0.016309i,-0.010659-0.012518i,0.014642-0.014171i,0.013561-0.016803i,-0.0063377-0.0073779i,0.0030712-0.00013116i,0.00013089+0.00059828i,-0.00083804+0.00064442i,0.0011918-0.00074581i,0.0007925-0.00067588i,-0.0012486-0.0015875i,0.0022994-0.0054094i,-0.0030363+0.00081112i,-0.00069677+0.00024859i,0.00011687-0.00049058i,6.861e-05+0.0012362i,-0.00022144+0.0012556i,-0.0004489-7.8003e-05i,0.0012275+0.00058552i,-0.0029633+0.0026314i,-6.0068e-05+0.00034406i,3.3315e-05+0.00017919i,-0.00061572+0.00035027i,2.6974e-05+0.0002522i,0.00019545+3.5161e-05i,0.00041001-0.00025362i,0.00037525-0.00015424i,0.0012385+0.00059423i,0.00014778-7.9286e-05i,-4.6665e-05-0.00069645i,0.00034377+0.00052118i,0.0072747+0.00030878i,0.00032658-0.00015783i,0.00091964+0.00042407i,5.3136e-05-0.00064113i,0.00064267-0.0012309i,-0.00031122+0.00073012i,8.3249e-05-0.00019434i,-0.00038349-0.00077429i,-0.00079886+0.0010244i,-0.0077511-0.0077681i,0.0010943+0.021945i,0.030099-0.00085431i,0.030363-0.0042391i,0.0086995-0.017i,0.03017+0.0075362i,0.02253+0.029485i,0.027152+0.018711i,0.017994+0.03278i,-0.02335+0.014714i,-0.00029927-0.0089683i,0.0024707-0.0051185i,0.0063657-0.0064925i,0.0097275+0.001605i,0.0029832+0.0056078i,-0.0063078+0.006441i,-0.0019422-0.005008i,0.0041412+0.009281i,-0.0032404-0.0018151i,0.00072257+0.0029621i,6.1945e-05+0.00057231i,0.0016871-0.0034141i,0.0065362-0.0015167i,-0.0026865-0.00057255i,0.0043463-0.001134i,-0.006587-0.00037824i,-0.0015769-0.00090524i,0.00015368+3.0605e-05i,-0.0047612-0.0021177i,-0.0029945-0.0020213i,-0.011594-0.01032i,0.0024931-0.0018759i,-0.0044749+0.00013296i,-0.0014264+0.0014913i,-0.0050895+0.0025299i,0.0052199+0.0014591i,-0.0080302-0.0015722i,-0.0024257-0.0065976i,-0.0026338-0.0015579i,-0.0058832-0.00027371i,0.0060346-0.0032705i,0.004601+0.0014932i,0.0026022-0.0026534i,0.0010649+0.0054056i,0.0029663+0.001437i,0.011258+0.0064354i,-0.025559+0.0020015i,-0.0317+0.015822i,-0.01405+0.023608i,0.0024556+0.0020645i,0.0076099-0.0067792i,-0.014737+0.0084325i
0.0007886-0.0072974i,0.0018176-0.032737i,-0.017945-0.013576i,-0.013119-0.012561i,-0.014173-0.01438i,-0.011981-0.010668i,0.010614-0.017318i,0.010286-0.018272i,-0.0079254-0.0064201i,0.0030026-0.001247i,0.00054676+0.00021191i,-0.00022182+0.0010331i,0.0007063-0.00094579i,0.00079718-0.00065221i,-0.0013003-0.0012366i,0.001169-0.0053291i,-0.0021569+0.001423i,-0.00075069+0.00024275i,-0.00014702-0.00047816i,0.00044203+0.0011235i,0.00029454+0.0014665i,-0.00037697+0.00012342i,0.0013415+0.0001282i,-0.0011075+0.0031106i,0.00024845+0.00047559i,0.0001525+0.00011287i,-0.0003215+0.00086485i,0.00013136+0.00035482i,0.00019123+3.3159e-05i,0.0004548-0.00016748i,0.00018678-0.00027589i,0.0013888-0.00015508i,0.00032679-7.2391e-05i,-0.00038574-0.00047841i,0.00076846+0.00041563i,0.010488-0.0025778i,9.5718e-05-3.3878e-05i,0.0011251+0.00020864i,-2.2201e-06-0.00042505i,0.00019263-0.0018869i,0.00040194+0.00066396i,-8.789e-06-0.00039823i,-0.00064889-0.00013649i,0.00028629+0.0010463i,-0.0086066-0.0057834i,0.0045611+0.022661i,0.029922-0.0051075i,0.028922-0.010452i,0.0036817-0.014465i,0.03312+0.0019084i,0.027903+0.023978i,0.029446+0.011147i,0.020533+0.024714i,-0.01754+0.014277i,-0.0026237-0.0078464i,-0.0010035-0.0052814i,0.0031785-0.0087585i,0.0080007-0.0012636i,0.0039167+0.0042557i,-0.0026003+0.008974i,-0.0024719-0.0023393i,0.0052164+0.0076671i,-0.0037993-0.00062591i,0.0021631+0.0037119i,0.0009623+0.0004791i,-0.00043721-0.003367i,0.0069493-0.0052334i,-0.003251-0.00015814i,0.0042265-0.0030808i,-0.0063973+0.0023171i,-0.0021302-0.0015677i,-4.6942e-05-0.00052632i,-0.0043492+0.00071864i,-0.0031398-0.0012048i,-0.012968-0.0048789i,0.00084004-0.002394i,-0.0038218+0.001275i,-0.0016625+0.0010461i,-0.0036288+0.0041067i,0.0064922-0.0005875i,-0.0076876+0.0015811i,-0.0043484-0.0052611i,-0.0023371-0.0011868i,-0.0052062+0.0017968i,0.00315-0.0043167i,0.004924-0.00026714i,0.0022193-0.0029016i,0.0025983+0.0045149i,0.0017932+0.0012108i,0.010544+0.0017344i,-0.024368+0.007464i,-0.030044+0.023173i,-0.0095066+0.022749i,0.0040443+0.0048458i,0.0045871-0.0065088i,-0.014438+0.01076i
-0.00011464-0.0075143i,-0.0041237-0.032697i,-0.019798-0.010205i,-0.014613-0.0094831i,-0.017123-0.01183i,-0.013078-0.0088826i,0.0063819-0.019343i,0.007395-0.019367i,-0.0095011-0.0048088i,0.0022654-0.0023837i,0.00047258-0.00026103i,0.00046968+0.0011573i,0.00020667-0.00085871i,0.00092205-0.000783i,-0.0014483-0.00099373i,0.00030919-0.0050022i,-0.00089632+0.0017848i,-0.001005+0.00027047i,-0.0003865-0.0002681i,0.00070767+0.00077956i,0.00104+0.0011671i,-0.00039667+0.00012794i,0.0012707-0.00036516i,0.00055437+0.0026599i,0.00068576+0.00033728i,0.0002643+1.074e-05i,0.00019842+0.00092433i,0.00026254+0.00035928i,0.00020832+2.9299e-05i,0.00046439-0.0002943i,5.5305e-06-0.00027782i,0.0013879-0.00079746i,0.00025512-0.00022986i,-0.00048224-0.00012279i,0.0011244-0.0002122i,0.0055901-0.0062427i,0.00025639+0.00010799i,0.0011864-0.00037187i,4.9834e-05-0.00041349i,-0.00056885-0.0021643i,0.00075173+0.00035484i,-0.00034137-0.00045052i,-0.00057461+0.00027176i,0.00084161+0.00039091i,-0.0088769-0.0043439i,0.0099988+0.022481i,0.029622-0.009737i,0.025921-0.01612i,0.00099514-0.011021i,0.035122-0.0047425i,0.031207+0.017567i,0.030818+0.0044012i,0.020647+0.018518i,-0.013802+0.014444i,-0.0045966-0.0060604i,-0.0041186-0.0035099i,-0.0012711-0.009492i,0.0055293-0.0027193i,0.0040266+0.0028248i,0.00090578+0.0094514i,-0.0016467-0.0007496i,0.0056458+0.00582i,-0.0042983+0.001723i,0.0037773+0.0035242i,0.0012615-0.00019494i,-0.0018076-0.0022461i,0.0051797-0.00785i,-0.0030541+0.00076872i,0.0033794-0.004442i,-0.0034181+0.0045436i,-0.0027402-0.0018066i,-0.00053301-0.00066467i,-0.0029059+0.0022688i,-0.002725-0.0004371i,-0.012654-0.00025858i,7.2326e-05-0.0024987i,-0.00288+0.0020162i,-0.0018559+0.0015218i,-0.0014131+0.0043992i,0.0065394-0.0035519i,-0.0060627+0.0040227i,-0.0055823-0.0037102i,-0.0025954-0.0010893i,-0.0040564+0.0030272i,0.0017918-0.0039416i,0.0043737-0.0017295i,0.0020276-0.0032476i,0.0023358+0.0020561i,0.0011975+0.0013852i,0.0098369-0.0010048i,-0.021142+0.011939i,-0.024977+0.030479i,-0.0063359+0.021589i,0.0069889+0.0051418i,0.0022544-0.0051622i,-0.012594+0.01318i
-0.0011577-0.0079402i,-0.009858-0.031161i,-0.020955-0.0069518i,-0.015196-0.0066678i,-0.019433-0.0082541i,-0.014002-0.0070253i,0.0016132-0.020229i,0.0043214-0.020129i,-0.010028-0.0028084i,0.00062173-0.003521i,3.9147e-05-0.00024104i,0.0012479+0.00068792i,3.5772e-06-0.00052916i,0.00082957-0.0012345i,-0.0015827-0.00053948i,-0.00047379-0.0046569i,-0.00029094+0.0015208i,-0.0011228+0.00057637i,-0.00036913+7.1827e-05i,0.0008022+0.00031713i,0.0012727+0.00050922i,-0.00060808+0.00022587i,0.00095252-0.00073414i,0.001779+0.0012811i,0.0010588-0.0001279i,0.00023107-0.00015807i,0.00047592+0.00077306i,0.00045723+0.000313i,0.00024472-7.7039e-06i,0.00032344-0.00039996i,-9.6247e-05-0.00023191i,0.0010558-0.0012951i,0.00017841-0.00028297i,-0.00038936-1.6976e-05i,0.0008793-0.0011773i,0.0045422-0.0060997i,0.00058346-8.7703e-05i,0.00090509-0.00068657i,-5.1433e-05-0.00047022i,-0.0013991-0.0021724i,0.00076726-8.6971e-05i,-0.00061432-0.00017659i,-0.00037118+0.0007751i,0.0008038+3.3291e-05i,-0.0087749-0.003187i,0.016009+0.019019i,0.028492-0.014579i,0.022053-0.019854i,0.0012398-0.0067304i,0.035276-0.012932i,0.033362+0.011079i,0.031122-0.0029995i,0.020574+0.013902i,-0.0091678+0.014015i,-0.0054021-0.0035693i,-0.0059038-0.0005418i,-0.0061565-0.0086553i,0.0036682-0.003004i,0.0037296+0.0022159i,0.004415+0.0086329i,-0.00074015-0.00016154i,0.005335+0.003344i,-0.0022177+0.004394i,0.005249+0.0023545i,0.0016475-0.00064605i,-0.0023145-0.00090613i,0.0027427-0.0097603i,-0.0025674+0.0013291i,0.0020761-0.0058066i,-0.00095631+0.0036921i,-0.0038527-0.0012093i,-0.00081191-0.00067458i,-0.0013742+0.0033287i,-0.0023644-0.00028165i,-0.010378+0.0039593i,-0.00099973-0.003015i,-0.0017403+0.0021899i,-0.0015494+0.0017191i,0.00032615+0.0036504i,0.0052077-0.0061628i,-0.0034778+0.0055652i,-0.0056187-0.0014472i,-0.0032229-0.00072966i,-0.0030444+0.0041019i,0.00066888-0.0036026i,0.0035884-0.0023108i,0.0015635-0.0039374i,0.00083632+0.0017907i,0.0008979+0.0019199i,0.0087596-0.0039442i,-0.017826+0.013038i,-0.016764+0.034305i,-0.0030424+0.021182i,0.008929+0.0043912i,0.0015744-0.003183i,-0.0099825+0.014582i
-0.0025972-0.0082844i,-0.014908-0.028344i,-0.021764-0.0034834i,-0.015469-0.0043031i,-0.020336-0.0044521i,-0.014764-0.0050693i,-0.002727-0.019507i,0.0014285-0.020216i,-0.0095796-0.0011404i,0.0058602-0.0058972i,-2.162e-05+5.8976e-05i,0.001435-0.00013151i,1.7659e-05-0.00034586i,0.00025364-0.0012837i,-0.0013698+4.0334e-07i,-0.0013407-0.0043123i,5.8979e-05+0.0015974i,-0.00086152+0.0011123i,-0.0003131+0.00014385i,0.00053996-9.566e-05i,0.0012992-9.4349e-05i,-0.00061221+0.00046711i,0.00061687-0.00092196i,0.0016764-0.00021959i,0.00085377-0.00093008i,6.7999e-05-0.00027261i,0.00073724+0.00064601i,0.00066063+6.6203e-05i,0.00022857-9.0681e-05i,0.00012384-0.00043413i,-0.00010904-6.003e-05i,0.0006409-0.0015566i,-1.3015e-05-0.0003573i,-0.00043853+0.00013812i,-0.00011098-0.0015363i,0.0031196-0.0069299i,0.00051645-0.00044977i,0.00046354-0.001217i,-3.5221e-05-0.00043875i,-0.0022786-0.0018743i,0.00051007-0.00048491i,-0.00062349+0.00017346i,-0.00016138+0.0010699i,0.00085645-0.00023818i,-0.0082304-0.0026933i,0.019944+0.013213i,0.026676-0.019492i,0.020572-0.022231i,0.004431-0.0037657i,0.032719-0.021443i,0.034243+0.004853i,0.029102-0.0099279i,0.019763+0.010599i,-0.0048823+0.011657i,-0.0048385-0.0020973i,-0.0058647+0.0031602i,-0.010963-0.0048914i,0.0022778-0.0030495i,0.0035404+0.0018254i,0.0057619+0.0064032i,0.0002088-0.0003211i,0.0036148+0.0020274i,0.0012589+0.0039144i,0.006562+0.0005144i,0.0017727-0.0015872i,-0.0019887+0.0007383i,-0.00093428-0.011255i,-0.002555+0.0022625i,0.00027289-0.0067972i,-0.00081406+0.0031774i,-0.0046752+0.00018896i,-0.0010984-0.00051069i,0.0012215+0.0035446i,-0.0024301-0.00058389i,-0.0066973+0.0062723i,-0.00289-0.0026488i,-0.00091836+0.0019275i,-0.00099806+0.0019192i,0.0011677+0.0024662i,0.0029566-0.0085297i,-0.00085158+0.0054776i,-0.0047345-3.8468e-05i,-0.003353+0.00017228i,-0.0012644+0.0049519i,-0.00045107-0.002723i,0.0027624-0.0029019i,0.00047712-0.0042983i,-2.3929e-06+0.0024419i,0.001075+0.0022854i,0.0071652-0.0063464i,-0.017923+0.012775i,-0.0093171+0.033971i,0.00084869+0.019206i,0.010344+0.0024201i,0.0021083-0.0018675i,-0.0073243+0.015232i
-0.0038844-0.0082552i,-0.018991-0.02487i,-0.021772+0.00012247i,-0.015438-0.0018949i,-0.020723-0.00088776i,-0.015153-0.0030476i,-0.0059152-0.018276i,-0.0012847-0.020301i,-0.0088664-0.00032312i,0.0012575-0.0028701i,0.00019058+0.00029098i,0.0011451-0.0006313i,-2.864e-06-0.00021052i,5.2705e-05-0.0010221i,-0.0010052+0.000139i,-0.0019329-0.0034878i,0.00078613+0.0014995i,-0.00034635+0.0016117i,-0.00021646+0.00024888i,0.00030692-0.00012904i,0.0010981-0.00062441i,-0.0004169+0.00064394i,0.00024495-0.0011471i,0.0011698-0.0012622i,0.00035424-0.0013754i,-0.00018683-0.00014654i,0.0010597+0.0003337i,0.00057601-0.00022239i,0.00021338-0.00016653i,-0.00012861-0.00036367i,-3.0908e-05-2.7602e-05i,9.9252e-05-0.0017768i,-0.00014011-0.00014293i,-0.00021037+0.00037379i,-0.00090901-0.0012477i,0.0010708-0.0080278i,0.00034505-0.00043009i,-0.00026476-0.0011105i,-2.3887e-05-0.00043865i,-0.0031359-0.0011348i,0.00018676-0.00057294i,-0.00049986+0.0003976i,0.00026254+0.0014811i,0.00077686-0.00064216i,-0.0081551-0.0031184i,0.021687+0.0066844i,0.023711-0.024284i,0.017039-0.029007i,0.0093579-0.0050655i,0.027045-0.028599i,0.034373-0.00097399i,0.026512-0.014994i,0.019695+0.0090626i,-0.0025069+0.008323i,-0.0047072-0.0013131i,-0.0034054+0.0062i,-0.013312+0.00084541i,0.0009175-0.0030196i,0.0033812+0.0015391i,0.00746+0.0043441i,0.00049943-0.0013046i,0.0023604+0.0017018i,0.0020256+0.002265i,0.0064349-0.0022776i,0.0012673-0.0027456i,-6.2815e-05+0.0018088i,-0.0060738-0.0096096i,-0.0016127+0.0038864i,-0.002623-0.0074192i,0.00067394+0.0036251i,-0.0047534+0.0020891i,-0.0012984-8.3736e-05i,0.0036084+0.0010116i,-0.0027657-0.00028124i,-0.0026359+0.006289i,-0.0043401-0.00094119i,-0.00042099+0.0013444i,-0.00076493+0.0019101i,0.0015586+0.0012768i,-0.0004411-0.010163i,0.0012783+0.0042816i,-0.0043777+0.00060305i,-0.0032965+0.0010309i,0.0010999+0.0049201i,-0.00058557-0.001606i,0.0019985-0.0028838i,-0.00061382-0.0040022i,-0.00032224+0.0032095i,0.0013148+0.0026531i,0.0052768-0.0076295i,-0.01882+0.015391i,-0.0038197+0.032564i,0.0033467+0.015578i,0.011139-0.00040662i,0.0026186-0.0016632i,-0.0044789+0.014826i
-0.0053665-0.0082463i,-0.022033-0.020942i,-0.021223+0.0034813i,-0.014817+0.00025195i,-0.02038+0.0028856i,-0.015287-0.0010633i,-0.0088401-0.017176i,-0.0040344-0.020377i,-0.0084553-0.00024251i,0.00060483-0.0027404i,0.00046185+0.00041899i,0.0012507-0.0009122i,0.00010302+9.4722e-06i,1.6041e-05-0.0008794i,-0.00084758+0.00016843i,-0.0021399-0.0027071i,0.0012532+0.0010902i,0.00032607+0.0016327i,-5.1246e-05+0.00034094i,0.00023132-9.9258e-05i,0.00072951-0.0010093i,-0.000298+0.00079332i,-0.00012455-0.0010183i,0.00038576-0.0018067i,-6.7164e-05-0.0014194i,-0.00020068+8.687e-05i,0.0010777-0.0001651i,0.00045846-0.00040331i,0.00018349-0.00024438i,-0.0002776-0.00014402i,1.6262e-05-4.8814e-05i,-0.00012651-0.001359i,-0.00011084+1.0895e-05i,0.00011196+0.00029665i,-0.00085275-0.00025105i,-0.0015189-0.0071319i,0.00050019-0.00050236i,-0.00062359-0.00057021i,-0.00011379-0.00047555i,-0.0037163+0.00023466i,-2.6017e-05-0.00062448i,-0.00033211+0.00062144i,0.001132+0.00167i,0.00041266-0.00076955i,-0.0093314-0.0033628i,0.021163+0.00062303i,0.01954-0.02837i,0.0099871-0.032751i,0.01219-0.0095917i,0.020221-0.033256i,0.034071-0.0071489i,0.024289-0.020211i,0.021243+0.0075844i,-0.00071566+0.0054268i,-0.0052951-0.00079055i,-6.9091e-05+0.0072124i,-0.012281+0.0071543i,-0.00030451-0.0025626i,0.0034637+0.0014052i,0.0079326+0.0023278i,-0.00019841-0.0020628i,0.00092106+0.0021971i,0.0024277+0.001656i,0.0043528-0.0045055i,-0.00025698-0.003291i,0.0015423+0.0010916i,-0.0087691-0.0051435i,0.00092975+0.0045151i,-0.0056493-0.0051059i,0.0021483+0.0025014i,-0.0038158+0.0039435i,-0.0012643+0.0001537i,0.0034116-0.0021384i,-0.0028756+0.00045479i,-0.00021297+0.004024i,-0.0043542+0.00078206i,-0.00045843+0.00073468i,-0.00050836+0.0020432i,0.0011999-9.8688e-06i,-0.0049414-0.0096108i,0.0021458+0.0023748i,-0.0041562+0.0012982i,-0.0028708+0.002169i,0.0029508+0.003842i,-3.0217e-06-0.001445i,0.0018712-0.0024608i,-0.0013496-0.0035965i,-0.00074699+0.0043103i,0.0017908+0.0026662i,0.0045051-0.008611i,-0.01817+0.019593i,0.0010375+0.0304i,0.0035856+0.011344i,0.0099049-0.0036929i,0.0026316-0.0012105i,-0.0025136+0.013172i
-0.0072451-0.0078043i,-0.024073-0.016963i,-0.020171+0.006812i,-0.01403+0.0019676i,-0.019146+0.0063052i,-0.015247+0.00095358i,-0.011801-0.015609i,-0.0070352-0.02024i,-0.0086345-0.00040375i,0.00013169-0.002703i,0.00091381+0.00040624i,0.00077434-0.0012199i,0.00030791+0.00010183i,-7.4846e-05-0.00082028i,-0.00073703+0.00022068i,-0.002171-0.0022319i,0.0015525+0.00064655i,0.00091265+0.0013043i,0.00016234+0.00023134i,0.00026008-0.00017343i,6.1942e-05-0.0010874i,-9.6334e-09+0.00095676i,-0.00033846-0.00082108i,-0.00037918-0.0019449i,-0.00053782-0.0012035i,-0.00013163+0.00019923i,0.00077992-0.00046534i,0.00020172-0.00050853i,0.00015045-0.00013531i,-0.00033892+5.5286e-05i,-9.4148e-06-4.7592e-05i,-0.00058075-0.00070116i,0.00013673+0.00010386i,0.00023269+3.4906e-05i,-0.0010924+0.00029653i,-0.0024977-0.0055866i,0.00034318-0.00079372i,-0.00064015-0.00016435i,-0.00022384-0.00030786i,-0.0035969+0.0016507i,-0.00034031-0.00047226i,-0.00014234+0.00062403i,0.0022557+0.0013616i,0.00011728-0.00055183i,-0.010787-0.0026532i,0.018777-0.0044436i,0.014699-0.031079i,0.0026945-0.033586i,0.012134-0.014133i,0.012596-0.036209i,0.032659-0.013676i,0.020543-0.025694i,0.019114+0.0070522i,0.00033868+0.0011828i,-0.0063831+0.00049643i,0.0029516+0.0061861i,-0.0082023+0.012464i,-0.0010426-0.0019666i,0.0035112+0.0011626i,0.0081653+0.00046469i,-0.0012189-0.0019037i,0.00062878+0.0035922i,0.0034111+0.00052906i,0.0020362-0.0048474i,-0.0015283-0.0029512i,0.0021029-9.546e-05i,-0.0087798-0.00093796i,0.0032361+0.0033998i,-0.006962-0.0024405i,0.0020775+0.001163i,-0.0019673+0.0053199i,-0.0014127+0.00043362i,0.0013378-0.0042103i,-0.0026437+0.0012577i,0.00014673+0.0016895i,-0.0037525+0.002296i,-0.00097505+0.00052856i,-5.009e-05+0.001862i,0.00028564-0.00040119i,-0.0079809-0.0066821i,0.0019492+0.0010269i,-0.0037093+0.0019991i,-0.0017924+0.0026758i,0.0038179+0.0019818i,-0.00023692-0.0011626i,0.002206-0.0025538i,-0.0018574-0.0026763i,0.00052799+0.0063575i,0.0018125+0.0028276i,0.003087-0.010336i,-0.016205+0.023777i,0.0049077+0.027357i,0.0016925+0.0084232i,0.0064927-0.0054764i,0.0033472-0.0014199i,-0.0021882+0.011688i
-0.0089178-0.0066319i,-0.025537-0.013338i,-0.018381+0.0097753i,-0.013134+0.0033629i,-0.017508+0.0090726i,-0.014945+0.0030791i,-0.014256-0.013473i,-0.010179-0.019506i,-0.0094609-0.00014902i,-0.00017751-0.0025413i,0.0013989+4.0287e-05i,0.00042415-0.0011232i,0.00051576+0.00013938i,-0.0001395-0.00068414i,-0.00065117+0.00026807i,-0.0021032-0.0020486i,0.0021296+9.3587e-05i,0.0010643+0.00050224i,0.00022235+3.3675e-06i,0.00021135-0.00019755i,-0.00031944-0.00089559i,0.00050646+0.00090377i,-0.00038327-0.00070337i,-0.00094028-0.0019367i,-0.00094811-0.00087387i,-7.5636e-06+0.00026951i,0.00058357-0.00043533i,7.1533e-05-0.00037913i,0.00015105-9.7967e-05i,-0.00025676+0.00036441i,-3.9885e-05+4.7179e-05i,-0.00067583-0.00072422i,0.00025772+7.1401e-05i,0.00011405-1.9477e-05i,-0.0015672+3.4882e-05i,-0.0029092-0.0044707i,-5.864e-05-0.00077753i,-0.00055896+0.00015571i,-0.00017357-0.00019469i,-0.0029436+0.0027706i,-0.00044543-0.00021373i,0.00013935+0.00065516i,0.0026289-0.00016248i,0.00017005-0.00039097i,-0.011699-0.0012391i,0.016166-0.0070334i,0.010036-0.032714i,-0.0039795-0.032502i,0.010098-0.01812i,0.0045165-0.03642i,0.029567-0.019937i,0.015843-0.029958i,0.027177-0.0036783i,-0.0014736-0.0027124i,-0.0067891+0.0027612i,0.0047737+0.0041063i,-0.0028405+0.014887i,-0.0018817-0.0012678i,0.0037611+0.0010978i,0.0076201-0.0015879i,-0.0017565-0.0014322i,0.0015607+0.0050355i,0.0032534-0.0010349i,0.00052505-0.0042138i,-0.0027566-0.0022041i,0.0019352-0.00097972i,-0.0069981+0.0019597i,0.0046344+0.0014397i,-0.0065342+0.00054022i,0.0015997+0.00099272i,0.00037928+0.0053063i,-0.0011411+0.00099599i,-0.0010667-0.0050621i,-0.0019992+0.0011921i,-0.0010359+0.00076082i,-0.0027776+0.0035461i,-0.0013807+0.0010628i,-7.7509e-05+0.0018347i,-0.00023428-0.00031474i,-0.0093293-0.0035428i,0.0012986+4.1856e-05i,-0.0034647+0.002508i,-0.00080823+0.0026886i,0.004303+5.7088e-05i,0.00013684-0.0010728i,0.002421-0.0034915i,-0.002077-0.0024011i,0.0027572+0.0063753i,0.0024859+0.0030219i,0.0014353-0.011164i,-0.012429+0.028666i,0.0075393+0.024755i,-0.00076628+0.0078128i,0.0032042-0.0041361i,0.0032456-0.002247i,-0.0022442+0.010911i
-0.0099638-0.0051558i,-0.027101-0.0099876i,-0.016273+0.012102i,-0.012257+0.0046523i,-0.015561+0.011756i,-0.014015+0.0051116i,-0.016279-0.011109i,-0.013502-0.018455i,-0.010619+0.00081908i,-0.00031958-0.0027372i,0.0015505-0.000568i,0.00032173-0.0011321i,0.00084073+0.00018079i,7.4091e-06-0.00079564i,-0.00061225+0.00031515i,-0.0023061-0.0018627i,0.0023066-0.00091283i,0.00086249-0.00021739i,0.00016902-0.00012141i,0.00032678-0.00027107i,-0.00059711-0.00060889i,0.00084019+0.00052147i,-0.00054302-0.00069349i,-0.0013767-0.0019416i,-0.0012351-0.00046495i,0.00018774+0.00029096i,0.00041473-0.00051771i,5.9449e-05-0.00029634i,0.00016316-0.0001044i,0.00012842+0.00057886i,-1.8627e-05+0.00014516i,-0.00093277-0.00054307i,0.00042384-0.00017605i,0.00020658+3.4351e-06i,-0.00065541+0.00017611i,-0.0033412-0.0036764i,-0.00014181-0.00050545i,-0.00019082+0.00040173i,-0.00014729-0.00026549i,-0.0018613+0.0034691i,-0.00036699+4.3389e-06i,0.00036302+0.00040754i,0.0019629-0.00090033i,0.00030019-0.00044099i,-0.012424+0.00032303i,0.014814-0.0090772i,0.005363-0.033627i,-0.0098425-0.029744i,0.0080134-0.020738i,-0.0026923-0.033843i,0.025312-0.025329i,0.010834-0.033713i,0.026344-0.0079128i,-0.0044792-0.0045871i,-0.0058666+0.0055606i,0.0054304+0.0018067i,0.0021165+0.014339i,-0.0023538-0.00023779i,0.0046188+0.00062017i,0.0061981-0.0033266i,-0.0021963-0.00099951i,0.0037782+0.0056322i,0.0022315-0.0013521i,-0.00031741-0.0035865i,-0.0034392-0.0010227i,0.0017028-0.0016173i,-0.0054302+0.0034261i,0.0049526-0.0010271i,-0.0054508+0.0024051i,0.00216+0.0013322i,0.0020348+0.0042788i,-0.00062942+0.0010555i,-0.0036748-0.0044182i,-0.0019535+0.0014158i,-0.0017779+0.0013441i,-0.001326+0.0043044i,-0.0010674+0.0016484i,4.351e-05+0.0022177i,-0.00045739-0.00032029i,-0.0098515-0.00058153i,0.00045075-0.00029693i,-0.0032166+0.0034039i,-0.0002623+0.0025752i,0.0040265-0.0022861i,0.00014699-0.0018029i,0.0019481-0.0045795i,-0.0025354-0.0020222i,0.0047456+0.0053891i,0.0034679+0.0028835i,-0.00060296-0.011651i,-0.0051237+0.03169i,0.010546+0.021526i,-0.002654+0.0086835i,0.0018143-0.0016994i,0.0023321-0.0025379i,-0.0021884+0.010613i
