-0.0076753-0.039638i,-0.01134-0.044898i,0.0021266-0.046637i,-0.026995-0.028759i,-0.020977+0.013762i,-0.032718-0.033563i,-0.060599-0.063093i,-0.022281-0.072861i,-0.029004-0.075724i,0.0018532+0.015457i,-0.0077528+0.010607i,-0.015299+0.013817i,0.0017134+0.017103i,-0.0037237-0.0031358i,0.00037506+0.0068107i,0.00035818+0.039858i,0.019499+0.065034i,0.00079886-0.00047893i,-0.0055009-0.0084972i,0.0092453+0.0043847i,0.0017419+0.00093843i,-0.0012956+0.0036475i,0.0001051-0.0013555i,-0.035594-0.009409i,-0.0028447-0.0073443i,-0.00037102+0.0045011i,0.0049874-0.00036679i,0.00035194+0.00072386i,-7.5851e-05-0.0012931i,-0.00029888-0.002696i,-0.0010813-0.0056292i,-0.0023996-0.0043329i,-0.0011546-0.0080042i,0.0035579-0.00090368i,0.0031007-0.0026999i,-0.0037612+0.03579i,0.0063062-0.0045404i,0.0037661-0.0021261i,0.0047128-0.00021003i,-0.026748+0.0052215i,-8.4093e-05+0.00020681i,0.0090709+0.0030345i,0.0064357-0.0010669i,-0.0035341+0.0037515i,0.0022066+0.0021228i,-0.0027027+0.008472i,0.015159-0.087896i,-0.0064567-0.046999i,-0.023369-0.038007i,-0.018962-0.042559i,0.063741-0.016463i,0.02841-0.060966i,0.038514-0.044538i,0.030244-0.056598i,0.019141-0.015045i,0.0082563+0.0094041i,0.024395-0.032258i,-0.0077548-0.004711i,0.0024141-0.0022558i,-0.0045653-0.0061333i,0.0011025-0.03231i,-0.024803+0.030277i,0.0080162-0.010557i,-0.010925-0.0017204i,-0.0053051-0.0013048i,-0.0012691-0.013695i,-0.0099365+0.0040404i,0.0037309+0.0081443i,-0.010281+0.031242i,0.0054229+0.0076043i,-0.00556-0.0017024i,-0.0020499-0.002062i,-0.011866-0.006701i,0.00070165-0.0037551i,-0.033526-0.0028012i,0.0023335-0.012868i,-0.0091995-0.0020897i,-0.0063978-0.0025906i,0.0063399+0.0015478i,-0.0090913+0.0015019i,0.0013781+0.00081186i,0.005738+0.0095126i,0.0045484+0.00036871i,-0.0088826-0.0090936i,0.0024331+0.008727i,-0.018389+0.0054026i,0.0068226+0.0031041i,-0.028805-0.0087615i,-0.035266+0.0032409i,0.028266-0.080235i,0.012672-0.01008i,-0.042617-0.027479i,-0.022193-0.0042706i,0.018035+0.012583i,-0.026741+0.011934i,-0.01173-0.0086918i
-0.0079652-0.010181i,-0.032065+0.0065418i,-0.013168+0.024331i,-0.00037665+0.013087i,0.0036259+0.010035i,0.00077378+0.011619i,-0.01021+0.01946i,-0.026368+0.013867i,-0.017738+0.017265i,-0.0014869+0.0026895i,-0.0011431-0.0015899i,-0.0004845+0.0023695i,-0.0025206+0.0014391i,0.0019497+0.0011567i,-0.00064763+0.00054126i,-0.0012089+0.0017241i,0.0020674+0.0010327i,-0.0034834-0.00017164i,9.9797e-05-0.0010574i,-0.0011791+0.0014255i,-9.1093e-05+0.00048851i,0.00040028+0.0012848i,-0.00093152+0.00061303i,0.00042643+0.0035897i,0.0014015+0.001473i,0.00051957+0.00099336i,-0.00057575+0.00074126i,-0.0011531+7.8851e-06i,-0.0011961+0.00028958i,-0.0012116+0.0013655i,0.001513-0.00066527i,-0.00045649-0.00066876i,0.00016752-0.001078i,0.0006119-0.00089178i,-0.0007935-0.00058478i,0.003041+0.0029251i,0.002273+0.0016052i,-0.00049579+0.00019873i,0.0017995+0.00010196i,0.0012808-0.005902i,-0.00015948+0.0019958i,0.00085672+0.00081572i,-0.00052261+0.0018051i,-0.0011782+0.00056652i,-0.010938-0.0069088i,-0.014705-0.023298i,-0.015489-0.02824i,-0.015193-0.0095199i,-0.024598-0.022647i,-0.018196-0.0098176i,-0.021845-0.0002249i,-0.039115+0.010372i,-0.00027134-0.018447i,-0.0085994-0.014791i,0.014382+0.0059067i,0.00066314+0.00087119i,0.0032563-0.0015129i,0.0033087+8.1117e-05i,0.00039831-0.0019183i,0.00018122+0.010343i,0.0042458-3.8001e-05i,0.0012961+0.0036346i,-0.0019582-0.0011753i,-0.0019351-5.4519e-05i,0.00094378+0.00025794i,-0.0018534-0.00085171i,-0.001045-0.00263i,0.0022459+0.0034706i,-0.0041385-0.0035967i,-0.0049314-0.00015978i,-0.0024952+0.0018074i,0.0011482+0.0014705i,-0.0003305+0.00079665i,0.0019779+0.0010012i,-0.0058817+0.0029406i,0.0013037-0.0039358i,0.00051058+0.0020996i,-0.0032293+0.00095112i,0.0012911+0.00050939i,0.0046369+0.0011486i,0.0010762+0.0015781i,-0.001543+0.001514i,-0.00086133+0.00018271i,0.0033415+0.0033222i,-0.00041127-3.6558e-06i,-0.0036543+0.0036149i,0.00069606+0.0018826i,0.0038027+0.00092495i,0.0015424-0.0011138i,-0.019773-0.023566i,0.0085754-0.011162i,0.00014368+0.00016477i,0.0072138+0.014789i,-1.5585e-06-0.0076004i,0.0024419-0.00097985i,-0.0023203+0.010494i
-0.0097482-0.0091325i,-0.029859+0.011478i,-0.0082816+0.024136i,0.0019395+0.011528i,0.0043895+0.0087355i,0.0017988+0.010715i,-0.0071627+0.020298i,-0.023661+0.016568i,-0.014515+0.019266i,-0.00076788+0.0030836i,-0.0018768-0.00081197i,0.00079706+0.0025362i,-0.0016606+0.0019568i,0.0025798+0.00027561i,-0.00020486+0.00083867i,-0.00088442+0.0021292i,0.0025126+0.00036832i,-0.0035295+0.0011758i,-0.00041432-0.00091468i,-0.0006805+0.0017255i,-3.4073e-05+0.00047887i,0.00086306+0.00089325i,-0.00075832+0.0010502i,0.0011605+0.0036246i,0.0020788+0.001272i,0.00088523+0.00071904i,-0.00023973+0.00096728i,-0.0010291+0.00049557i,-0.0008138+0.00056449i,-0.0005804+0.0015151i,0.0013248-0.0013117i,-0.00075699-0.00026377i,-0.00020988-0.001016i,0.00012093-0.001073i,-0.00078719-0.00025798i,0.0036889+0.0020001i,0.0026722+0.00077822i,-0.00038106+0.00039602i,0.001436-0.00067405i,-0.00080027-0.0060552i,0.00057671+0.0020905i,0.0010981+0.00031236i,0.00012596+0.0017522i,-0.0011118+0.00091925i,-0.01316-0.0059581i,-0.018187-0.0224i,-0.017987-0.027817i,-0.016063-0.0084329i,-0.028185-0.02072i,-0.018105-0.0088693i,-0.019218+0.00013388i,-0.035502+0.013802i,-0.0018667-0.021288i,-0.0090606-0.015199i,0.01525+0.00032623i,0.00085707+0.0011797i,0.0032177-0.00096194i,0.0030361-0.00044745i,-0.00051738-0.0022152i,0.0040168+0.010891i,0.003412-0.0004512i,0.0028823+0.0031832i,-0.0020818-0.0011271i,-0.0020213+0.0013722i,0.0012029+0.00012123i,-0.0021242-0.00093668i,-0.00099421-0.0027955i,0.0032603+0.0013748i,-0.0048834-0.0026073i,-0.0057575+0.0014475i,-0.00138+0.0028781i,0.0012265+0.00089619i,-0.00028039+0.0010399i,0.0015753+0.00036471i,-0.0040951+0.0048879i,-0.00012038-0.0041633i,0.00092308+0.0016783i,-0.0020393+0.0026049i,0.0012218+0.00036169i,0.0048701+0.00018378i,0.00096817+0.00077158i,-0.0011017+0.0019769i,-0.0010446+0.00069237i,0.0030246+0.0014452i,-0.0004825-9.6211e-05i,-0.002207+0.0039981i,0.0016731+0.0016287i,0.0041555-0.00046103i,0.0013521-0.001633i,-0.022029-0.020559i,-0.0012665-0.012057i,-0.0020892+0.0003547i,0.0091603+0.01159i,-0.0014049-0.0069984i,0.0020187-0.0013567i,-0.0017017+0.010665i
-0.011322-0.0075158i,-0.026448+0.015607i,-0.0043222+0.023193i,0.0032089+0.0092282i,0.0048032+0.0075021i,0.0025974+0.0098802i,-0.0040029+0.020529i,-0.021124+0.018875i,-0.011171+0.020228i,0.00029653+0.0031521i,-0.0019728+0.00017436i,0.0019269+0.0017449i,-0.00073125+0.0021492i,0.002494-0.00065493i,0.00045071+0.00076096i,-0.00015707+0.002397i,0.00319-9.279e-05i,-0.0028141+0.0022544i,-0.00057517-0.00065317i,-1.0223e-05+0.0017761i,-2.9563e-05+0.00064218i,0.00094987+0.00049412i,-0.0003451+0.0014371i,0.0020118+0.0032794i,0.0027331+0.00042363i,0.0011295+0.0002572i,0.00023887+0.00096929i,-0.00076077+0.00085973i,-0.00057019+0.00058981i,4.9477e-10+0.0014589i,0.00077256-0.0017394i,-0.00079163+0.0002132i,-0.000633-0.00083056i,-0.00039621-0.00097249i,-0.00084415+4.4779e-05i,0.0041512+0.0010352i,0.0027174-0.00021314i,-0.00011082+0.00051774i,0.00085377-0.001047i,-0.0027809-0.0051157i,0.0010907+0.001797i,0.00089133-0.0002547i,0.00060733+0.0016504i,-0.00062916+0.0011952i,-0.015069-0.0043862i,-0.021631-0.020294i,-0.021547-0.026343i,-0.016937-0.0068695i,-0.031813-0.01744i,-0.018655-0.0087726i,-0.017318-0.00044589i,-0.03214+0.016209i,-0.0047255-0.022916i,-0.010395-0.015827i,0.013161-0.0038823i,0.0015038+0.0012953i,0.0037672-0.00095742i,0.002393-0.0011335i,-0.0016064-0.0015775i,0.0083766+0.010225i,0.0028555-0.00038408i,0.003846+0.0020085i,-0.0025013-0.00077741i,-0.0008969+0.0024955i,0.0010895-0.00031817i,-0.0027067-0.00070814i,-0.0015558-0.0032575i,0.0026303-0.00039388i,-0.005968-0.00019118i,-0.0052585+0.0038903i,-6.2111e-05+0.0029416i,0.0009683+0.00079811i,-0.00019915+0.0010839i,0.0012846+0.00028758i,-0.0015047+0.0058653i,-0.0019299-0.0036207i,0.0010119+0.0015574i,-0.00039583+0.0031488i,0.0012336+0.00036879i,0.0045153-0.0010435i,0.00072641+0.00095762i,-0.0003627+0.0024891i,-0.00064658+0.0011304i,0.0021747+0.00052162i,-0.00073923+2.9191e-05i,-0.00043449+0.0035039i,0.0024987+0.00069997i,0.0036278-0.0013591i,0.0005783-0.0019952i,-0.023612-0.017522i,-0.0063401-0.0092806i,-0.0043858+0.00166i,0.009372+0.0079076i,-0.002602-0.0056874i,0.0015198-0.0012946i,-0.0012908+0.01116i
-0.012525-0.0055376i,-0.022606+0.018386i,-0.00089114+0.021609i,0.0034+0.0071972i,0.0049332+0.0062472i,0.0033962+0.0091484i,-0.0011253+0.019968i,-0.018332+0.021166i,-0.0082472+0.020441i,0.0013228+0.0027822i,-0.0015549+0.0009831i,0.0022211+0.00068281i,7.0452e-05+0.0020135i,0.0020386-0.0014182i,0.00076022+0.00043772i,0.00060563+0.0023161i,0.0038097-0.0017347i,-0.0018741+0.0030842i,-0.00074234-0.00071546i,0.0005998+0.0015849i,0.00017558+0.00094723i,0.00087023+0.00027235i,0.00023146+0.0015792i,0.0027831+0.0026578i,0.0027709-0.00066885i,0.0011322-0.00028621i,0.00059583+0.00076886i,-0.00035938+0.001073i,-0.00036305+0.00054898i,0.00054161+0.0011942i,9.0117e-05-0.0019435i,-0.00059773+0.00056847i,-0.00087096-0.00042901i,-0.00072658-0.00063835i,-0.00066647+0.00036959i,0.004427+8.6219e-05i,0.0024855-0.0012707i,6.5577e-05+0.0004527i,0.00046118-0.0011304i,-0.0040966-0.0034615i,0.001443+0.0014018i,0.00055297-0.00049915i,0.00092611+0.0013221i,-0.00014979+0.0011288i,-0.016543-0.0020647i,-0.024215-0.01728i,-0.025018-0.023555i,-0.017315-0.0051774i,-0.03402-0.013256i,-0.020048-0.00816i,-0.016346-0.0017838i,-0.029025+0.018012i,-0.0078156-0.02343i,-0.01269-0.016312i,0.01018-0.0060464i,0.0021693+0.00099326i,0.0041387-0.0016341i,0.0013281-0.0012211i,-0.0020408-0.00036689i,0.012188+0.0071713i,0.0029236-0.0001733i,0.0041103+0.0006986i,-0.0026286-0.00013273i,0.00090291+0.0024273i,0.00081129-0.00036709i,-0.0031521-6.8097e-05i,-0.002694-0.0035861i,0.0016405-0.0012466i,-0.0053981+0.0014443i,-0.0034232+0.0053172i,0.001126+0.002524i,0.0010572+0.0010681i,-0.00020414+0.0014297i,0.0012691+1.4835e-05i,0.00049763+0.0052172i,-0.0030326-0.0018796i,0.0014272+0.0015677i,0.00096773+0.0028591i,0.0011234+0.0001822i,0.0037833-0.002268i,0.0013048+0.0012034i,0.00048363+0.0026516i,-0.00033331+0.0011861i,0.0012317+8.7186e-05i,-0.00070957+0.00047556i,0.0005676+0.002338i,0.0028349-0.0004353i,0.0027859-0.0020063i,-0.00033717-0.0017337i,-0.024672-0.014437i,-0.0095706-0.0051129i,-0.0059187+0.0037706i,0.0078886+0.0049175i,-0.0030081-0.0042552i,0.001337-0.0010084i,-0.00041657+0.011931i
-0.01326-0.003361i,-0.019076+0.019957i,0.0015873+0.019757i,0.0029592+0.0056023i,0.0048565+0.0050958i,0.0043842+0.0081825i,0.0012723+0.019156i,-0.014956+0.023001i,-0.0057724+0.020413i,0.0020476+0.0022288i,-0.0008376+0.0015376i,0.0020907-4.8129e-05i,0.00073927+0.0015762i,0.0014079-0.0019489i,0.00097505+2.7628e-05i,0.0013174+0.0018089i,0.0029457-0.003576i,-0.00074537+0.0034233i,-0.0012301-0.0005773i,0.00092533+0.0012105i,0.00069663+0.0010391i,0.00092673+2.5421e-05i,0.00079113+0.0014149i,0.0032876+0.0018687i,0.0024309-0.0016328i,0.00076875-0.00084193i,0.00080732+0.00046809i,6.2539e-05+0.0010095i,-0.00020898+0.00044218i,0.00075749+0.00069554i,-0.00062692-0.0019536i,-0.00028807+0.00071056i,-0.00088954-5.6035e-05i,-0.00084925-0.00021094i,-0.0004081+0.00050996i,0.0046124-0.00095074i,0.0020533-0.0021849i,0.00017729+0.00027129i,0.00013124-0.0012426i,-0.0042443-0.0016045i,0.0017466+0.0010562i,0.00015737-0.00043374i,0.0012209+0.00094837i,6.9822e-06+0.0009582i,-0.017369+0.00042776i,-0.025961-0.013768i,-0.027143-0.020049i,-0.017296-0.0037614i,-0.03568-0.0090833i,-0.021345-0.0067182i,-0.016898-0.0030134i,-0.026007+0.019049i,-0.010438-0.023261i,-0.014888-0.016246i,0.0078076-0.0068333i,0.002653+0.00040047i,0.0041581-0.0028964i,0.00049435-0.0007232i,-0.0018989+0.0010037i,0.014829+0.0028132i,0.0031058-0.00028113i,0.0036036-0.00077711i,-0.0025584+0.00040708i,0.0016922+0.0013304i,0.0010319-0.00024499i,-0.0033289+0.00076307i,-0.0039073-0.0034995i,0.00078432-0.0017125i,-0.0046066+0.002395i,-0.0017302+0.0058942i,0.0020329+0.0016973i,0.0017801+0.0010966i,0.00014509+0.0016619i,0.0006999-0.00029933i,0.0019518+0.0042142i,-0.0027778-0.00013982i,0.001975+0.0013227i,0.0018692+0.0021139i,0.0010112+0.00010775i,0.0025813-0.0030291i,0.0019111+0.00067616i,0.0014477+0.0025612i,8.004e-05+0.00067998i,0.00057874+0.000336i,-0.00047821+0.00077254i,0.00058694+0.0011108i,0.0028079-0.0017377i,0.0017431-0.0021995i,-0.00089711-0.001218i,-0.025151-0.011718i,-0.01111-0.0011238i,-0.0064058+0.0063838i,0.0054709+0.0033875i,-0.0028057-0.002922i,0.0014153-0.00073306i,0.0011565+0.012349i
-0.013192-0.0011395i,-0.015881+0.021154i,0.0035095+0.017649i,0.0021766+0.0047569i,0.0044358+0.0040928i,0.0051328+0.0069145i,0.0034629+0.018188i,-0.011419+0.024047i,-0.003589+0.020316i,0.0026491+0.0013226i,-3.4056e-05+0.0015132i,0.001918-0.00059461i,0.0011448+0.00095259i,0.00057001-0.0021588i,0.00095763-0.0003685i,0.0017929+0.0010979i,0.0012154-0.0043933i,0.0003274+0.0034167i,-0.0015182+1.9583e-06i,0.0011492+0.00090097i,0.0012062+0.00083532i,0.00074531-0.0001101i,0.0012467+0.00099772i,0.0036018+0.00088599i,0.0017797-0.0025609i,0.00017824-0.00089856i,0.00088927+0.0001318i,0.00037818+0.00093149i,-0.0001417+0.00026847i,0.00065431+0.0002503i,-0.0014044-0.001648i,-7.7067e-05+0.00070961i,-0.00085876+0.00019731i,-0.00068592+3.0848e-05i,-0.00021255+0.00047107i,0.0045285-0.0019701i,0.0013396-0.0030409i,0.00023238+0.00015202i,-0.00025508-0.0012732i,-0.0038986-0.00039665i,0.0026349+0.00088276i,8.1514e-05-0.00017509i,0.0012486+0.00061606i,0.00017571+0.0010425i,-0.017791+0.0029408i,-0.026657-0.010351i,-0.028171-0.016352i,-0.017471-0.0025424i,-0.036347-0.0045529i,-0.021999-0.0048597i,-0.018377-0.0033788i,-0.023836+0.019702i,-0.013102-0.022938i,-0.017451-0.01526i,0.0060941-0.0071914i,0.002687-0.00047556i,0.0053494-0.015284i,-3.7406e-05+4.6897e-05i,-0.0012228+0.0022094i,0.015539-0.0020791i,0.0033928-0.00054636i,0.0021323-0.0015891i,-0.0023288+0.0010385i,0.002275+0.00041511i,0.0015132-0.00063349i,-0.0032102+0.00176i,-0.0055169-0.0026903i,-7.8396e-05-0.00197i,-0.0034144+0.0032358i,-0.00030243+0.0061066i,0.0023781+0.00032184i,0.0022661+0.00048861i,-0.00018601+0.0018515i,2.4379e-05-4.6511e-05i,0.0027689+0.0028855i,-0.0019414+0.0010657i,0.002275+0.00097763i,0.0022186+0.0015082i,0.0009264+5.2435e-06i,0.0011185-0.0031916i,0.0022659-1.9221e-05i,0.0019717+0.0020901i,-0.00059526+0.00092128i,0.00038982+0.00079807i,-0.00018827+0.00094294i,0.00024252+0.00047119i,0.0020468-0.0032111i,0.00070543-0.001979i,-0.0012545-0.00075676i,-0.025437-0.0092168i,-0.011578+0.0028659i,-0.0057207+0.0090891i,0.0030424+0.0033132i,-0.0021641-0.0018143i,0.0017412-0.00041427i,0.0027777+0.012284i
-0.01275+0.00044683i,-0.012799+0.022079i,0.0046653+0.015854i,0.0015443+0.0045563i,0.0038627+0.0035352i,0.0055699+0.0056453i,0.0053048+0.017119i,-0.0076544+0.024536i,-0.0012469+0.020231i,0.0027189+0.00027664i,0.00046717+0.0012398i,0.0016494-0.00094095i,0.0013637+0.00038701i,-0.00021438-0.0018559i,0.00079809-0.00068141i,0.0019389+0.00032445i,2.8929e-05-0.004038i,0.0013648+0.0030698i,-0.0014656+0.00057322i,0.0014097+0.00059689i,0.0016026+0.00022252i,0.00070766-9.6699e-05i,0.0014277+0.00044022i,0.0036839-0.00016917i,0.00099971-0.0032388i,-0.00011538-0.00061058i,0.00087761-0.00021616i,0.00055307+0.00077086i,-0.00022542+0.00016272i,0.00043343+8.494e-05i,-0.002029-0.0010371i,7.7267e-05+0.00064322i,-0.00084684+0.00048819i,-0.00059638+0.00025916i,-0.00011865+0.00039438i,0.0042516-0.0030153i,0.00041446-0.0036415i,0.00024015+2.603e-05i,-0.00075228-0.0012855i,-0.0035372+0.00029205i,0.0021094-0.0010873i,0.00023405-9.4423e-05i,0.0013749+0.00051513i,0.00046921+0.0010129i,-0.017772+0.0054913i,-0.026912-0.0078868i,-0.028077-0.012986i,-0.017683-0.00088239i,-0.035916-0.00015477i,-0.02244-0.0033106i,-0.020353-0.0027104i,-0.022112+0.020909i,-0.015113-0.022174i,-0.019463-0.013595i,0.0043641-0.0075139i,0.0021296-0.0011738i,0.0010294-0.00641i,-2.4311e-05+0.00095427i,0.00033245+0.0032708i,0.013993-0.0074877i,0.0037349-0.00078984i,0.0005419-0.0011379i,-0.0017851+0.0013638i,0.0023697-0.00086169i,0.0014851-0.0015083i,-0.0025973+0.0028404i,-0.0068221-0.0010125i,-0.0011482-0.0015757i,-0.0019101+0.0037323i,0.0010415+0.0059841i,0.0016172-0.00084655i,0.0025205-0.00013559i,0.0012793+0.0012521i,-2.2006e-05+0.0005125i,0.0032634+0.001743i,-0.00066989+0.0015796i,0.0025873+0.00061577i,0.0027368+0.00082073i,0.00087276-1.2959e-05i,-7.4469e-05-0.002441i,0.002415-0.00079124i,0.0026656+0.0016681i,0.00021333+0.0011824i,0.00072267+0.0011729i,7.8545e-05+0.0010839i,-0.00010764+0.00036032i,0.00024523-0.0037515i,-0.00028729-0.001576i,-0.0015652-0.00022598i,-0.025344-0.0071197i,-0.010737+0.0067026i,-0.0041418+0.010871i,0.0014151+0.0048447i,-0.0011815-0.0014224i,0.0026609-0.00053446i,0.0042309+0.011977i
-0.012446+0.0017867i,-0.0098063+0.022749i,0.0055435+0.014396i,0.0015148+0.004578i,0.0035064+0.0033894i,0.0058978+0.004333i,0.0070308+0.016069i,-0.0040149+0.024024i,0.0014272+0.019859i,0.002273-0.00051631i,0.00073238+0.0010516i,0.0014412-0.0011999i,0.0015115-0.00027057i,-0.00044601-0.0012919i,0.0005721-0.00089613i,0.0017511-0.00039792i,-0.00092495-0.0042118i,0.00217+0.0024756i,-0.0012263+0.0010045i,0.0016874+0.00018114i,0.0015655-0.00060458i,0.00083771-0.00015849i,0.0012684-3.1215e-05i,0.0033616-0.0012338i,-5.6943e-05-0.0041931i,-9.4836e-05-0.00030912i,0.00062034-0.00054912i,0.00069743+0.0004728i,-0.00055209+0.00021657i,0.00022611+0.00011011i,-0.0023364-0.00032323i,0.00027402+0.0005784i,-0.00066293+0.00083801i,-0.00039372+0.00043716i,4.1308e-05+0.00039519i,0.0035232-0.0041692i,-0.00097196-0.0035302i,0.00017908-0.00010053i,-0.001319-0.00092819i,-0.003419+0.00086057i,0.0013045-0.0012511i,0.00033258-0.00020987i,0.001753+0.00022493i,0.0007108+0.00090739i,-0.017321+0.0080391i,-0.027131-0.0056306i,-0.0273-0.010852i,-0.017148+0.00093791i,-0.034479+0.0033775i,-0.022252-0.001386i,-0.022031-0.0007606i,-0.019784+0.022555i,-0.017252-0.02165i,-0.020903-0.012296i,0.0026898-0.0077238i,0.001263-0.0013501i,-0.0011396-0.0051425i,0.0005298+0.0017267i,0.0024806+0.0030772i,0.0096508-0.011314i,0.0016976-0.0038679i,-6.2877e-05+0.00047358i,-0.0013734+0.0012537i,0.0018275-0.0020226i,0.0010068-0.0021668i,-0.0014104+0.0033857i,-0.0073435+0.0014069i,-0.0014772-0.00082129i,-0.00028034+0.0036246i,0.0023125+0.0055587i,0.00056633-0.0011459i,0.0027156-0.0010517i,0.0015303+0.00089755i,0.0002029+0.00086993i,0.0032055+0.00081904i,0.00049578+0.0013534i,0.0030392-0.00010902i,0.0030186-3.1325e-05i,0.00069342-0.00013629i,-0.00056469-0.001573i,0.0019632-0.0018879i,0.002906+0.0011157i,0.00063695+0.00050972i,0.0012576+0.0011117i,0.00081066+0.0012504i,-0.00015956+0.00064616i,-0.0010837-0.0030001i,-0.0010814-0.0012533i,-0.0018092+0.00053149i,-0.025539-0.0053643i,-0.0089496+0.009142i,-0.0020677+0.011716i,0.001277+0.0068877i,-0.0011912-0.002026i,0.0027258-0.0015934i,0.0059413+0.011221i
-0.012185+0.0032062i,-0.0067307+0.02319i,0.0067483+0.01314i,0.0017321+0.0043217i,0.0035083+0.0031117i,0.00606+0.0027287i,0.0089307+0.014963i,-0.00097173+0.022898i,0.0040784+0.018667i,0.0017454-0.00090435i,0.00094696+0.00079244i,0.0011756-0.001445i,0.0013548-0.0011347i,-0.00043472-0.00094279i,0.00035944-0.0010675i,0.0013056-0.00085316i,-0.0020663-0.0035953i,0.0026408+0.0016549i,-0.00086267+0.0014969i,0.0018129-0.00042995i,0.00097561-0.0011832i,0.00090372-0.00037321i,0.001056-0.00028621i,0.0025534-0.0018546i,-0.00261-0.00321i,0.000131-0.00032408i,0.00033735-0.00070456i,0.00065592+7.7818e-05i,-0.00011011+0.00076459i,0.00021204+0.00028489i,-0.0022272+0.00059047i,0.00052519+0.00048641i,-0.00030214+0.0011024i,-0.00015807+0.00057562i,0.000184+0.00031793i,0.0022584-0.005191i,-0.0022067-0.0027898i,0.00010091-0.00016707i,-0.0015282-0.00024899i,-0.0032957+0.0017697i,0.00082162-0.0012984i,0.00024366-0.00033044i,0.0022546-0.00022956i,0.000954+0.00063904i,-0.016529+0.010386i,-0.027643-0.0033171i,-0.026818-0.009361i,-0.016207+0.00225i,-0.032947+0.0063959i,-0.021395-0.00027299i,-0.022635+0.0021284i,-0.016825+0.023874i,-0.019347-0.020886i,-0.022889-0.010743i,0.00056666-0.0075885i,0.00042964-0.00097513i,-0.0025777-0.003589i,0.0012487+0.0018725i,0.0040233+0.0020136i,0.0047085-0.012632i,0.0013278-0.0033221i,0.00040148+0.0019027i,-0.0013818+0.0011329i,0.00083808-0.0027237i,0.00032909-0.0027076i,-0.00030404+0.0033476i,-0.0065092+0.003679i,-0.0014417-0.0001769i,0.0010005+0.0032128i,0.0034107+0.0049365i,-0.00011681-0.00094081i,0.0022647-0.0022213i,0.0016674+0.00022187i,0.00062516+0.0013671i,0.0030384+0.00014221i,0.0013274+0.00043726i,0.0029909-0.0012093i,0.0028113-0.0012328i,0.00057898-4.5503e-05i,-0.0005749-0.00068355i,0.00047018-0.0026935i,0.0033458+0.0024389i,0.00019741+5.1817e-05i,0.0016751+0.00074394i,0.0011884+0.00091441i,-0.00013676+0.00062954i,-0.0015233-0.0021526i,-0.0015057-0.00047448i,-0.0016116+0.0014068i,-0.025955-0.0036174i,-0.0076939+0.010642i,-0.00058602+0.011549i,0.002344+0.0080581i,-0.0017805-0.001919i,0.00215-0.0022543i,0.0072423+0.009664i
-0.011605+0.0047776i,-0.0034909+0.02332i,0.0076204+0.011636i,0.001927+0.0039637i,0.0034457+0.0025982i,0.0056603+0.0010781i,0.010878+0.013248i,0.0014278+0.02169i,0.0063581+0.016854i,0.0013015-0.0011004i,0.00087755+0.00059407i,0.00094025-0.0015952i,0.00070112-0.001822i,-0.00035318-0.00071652i,4.8583e-05-0.0011182i,0.00095208-0.00088225i,-0.0025508-0.0027139i,0.0027549+0.00091524i,-0.00028477+0.0018325i,0.0016257-0.0010401i,0.00026942-0.0012676i,0.00088777-0.0005443i,0.00089247-0.00046506i,0.0020861-0.0020694i,-0.0029886-0.0017618i,0.00024135-0.00043631i,0.00015102-0.00064325i,0.00040492-0.00010238i,0.00030871+0.0005877i,0.00040307+0.00037466i,-0.0018443+0.0012301i,0.00070204+0.00036155i,7.3184e-05+0.0011679i,4.4958e-05+0.00052867i,0.00023526+0.0002278i,0.00034915-0.0057075i,-0.0028854-0.0018519i,7.7213e-06-0.000183i,-0.0014264+0.00036864i,-0.0028776+0.0027212i,0.00030561-0.0012917i,0.00012571-0.00037332i,0.0024466-0.00099933i,0.0010696+0.00041787i,-0.015112+0.01271i,-0.028167-0.00062263i,-0.026646-0.007928i,-0.015332+0.0032775i,-0.031162+0.0087802i,-0.020797+0.00016162i,-0.022004+0.005055i,-0.013301+0.024397i,-0.021535-0.019847i,-0.024914-0.0082776i,-0.0060152-0.0077634i,-0.00016331-0.00029183i,-0.0032824-0.0015754i,0.0017583+0.0016635i,0.0051217+0.00059318i,0.00042643-0.011579i,0.0002915-0.0026082i,0.0018357+0.0027921i,-0.0015713+0.0012746i,0.00012616-0.0028303i,-0.00060305-0.0030885i,0.00076902+0.0029706i,-0.005768+0.0051594i,-0.0014722+0.00022189i,0.0020314+0.0025501i,0.0042709+0.0037801i,-0.00074972-0.00069014i,0.00080451-0.0028906i,0.0010821-0.00028925i,0.0016229+0.0013578i,0.0027874-0.0003634i,0.00083407-0.00068132i,0.0020774-0.0021236i,0.001869-0.0019574i,0.00052567+0.00050877i,-0.00018479-0.00025567i,-0.0010514-0.0020236i,0.0022283-0.0022886i,-0.00032843+0.00021793i,0.0018025+0.00027941i,0.0012279+0.00048612i,0.00015204+0.0004268i,-0.0016183-0.001649i,-0.0010823+0.00028881i,-0.0012173+0.0020404i,-0.026117-0.0013577i,-0.0065163+0.012799i,0.00013485+0.011427i,0.0037162+0.0084065i,-0.002373-0.0012583i,0.0014213-0.0024903i,0.0077903+0.0079925i
