-0.0075794-0.039351i,-0.011166-0.04466i,0.0027915-0.045838i,-0.027084-0.0282i,-0.020535+0.014292i,-0.032585-0.033194i,-0.06111-0.061759i,-0.022118-0.073095i,-0.038628-0.063052i,0.0017224+0.015146i,-0.0077386+0.01066i,-0.015659+0.013914i,0.0013857+0.016782i,-0.0038847-0.0030338i,0.00040784+0.0068748i,0.00064333+0.03963i,0.025951+0.059974i,0.00089216-0.00039512i,-0.0052029-0.0084574i,0.0079202+0.0051098i,0.0018026+0.00087112i,-0.00086268+0.0032881i,0.00018041-0.0013334i,-0.035848-0.0092012i,-0.0028537-0.0072232i,-0.00037003+0.0046357i,0.0046607+4.9016e-05i,0.00045553+0.00085801i,-0.00018432-0.0011456i,-0.00045996-0.0026804i,-0.0011632-0.0057165i,-0.0025168-0.0040807i,-0.00082554-0.0082943i,0.0032778-0.00094701i,0.0030501-0.0027788i,-0.0030323+0.034639i,0.0063068-0.0043577i,0.0037333-0.0022488i,0.0047619-0.00024884i,-0.026319-0.00079598i,-5.7765e-05+0.00019228i,0.0086758+0.00080449i,0.006296-0.00055398i,-0.0033466+0.0038071i,0.0021936+0.0019182i,-0.0030052+0.0088344i,0.015928-0.086921i,-0.0055007-0.048446i,-0.024186-0.040016i,-0.018752-0.042329i,0.064012-0.015222i,0.028879-0.060832i,0.038649-0.044243i,0.03044-0.056084i,0.019021-0.015453i,0.0082459+0.010178i,0.024821-0.032247i,-0.0064926-0.0060022i,0.0021292-0.0026602i,-0.0044087-0.0063334i,0.001275-0.032094i,-0.02481+0.030256i,0.0083089-0.010462i,-0.010966-0.0015571i,-0.005233-0.001308i,-0.00085898-0.014226i,-0.0096315+0.0039381i,0.0035734+0.0083785i,-0.010709+0.029841i,0.0055162+0.0078948i,-0.0054292-0.0019004i,-0.0021144-0.002125i,-0.011657-0.0067204i,0.00074414-0.0037731i,-0.032119+0.0035534i,0.0023691-0.012929i,-0.0089371-0.0023175i,-0.0063574-0.0029767i,0.0066366+0.0014819i,-0.0091586+0.0014697i,0.0013719+0.00099751i,0.0056123+0.0097617i,0.004592+0.00047381i,-0.0089235-0.0092861i,0.0025582+0.0088503i,-0.01812+0.006117i,0.0070358+0.0035866i,-0.028944-0.0085917i,-0.035431+0.0020591i,0.027345-0.080941i,0.012577-0.0093877i,-0.043865-0.028532i,-0.022044-0.0041109i,0.017623+0.012918i,-0.026617+0.011614i,-0.011466-0.0090215i
-0.0080673-0.010034i,-0.031921+0.006809i,-0.012948+0.023667i,-0.00031137+0.012857i,0.0035694+0.0098865i,0.00057148+0.011449i,-0.0099494+0.019304i,-0.027047+0.01359i,-0.018265+0.016961i,-0.0015304+0.0027849i,-0.0011393-0.0015128i,-0.00045368+0.0023836i,-0.0025049+0.0014954i,0.0018934+0.0012043i,-0.00064975+0.00055783i,-0.0011156+0.0015749i,0.0020802+0.00072225i,-0.0032757-0.00028606i,9.7346e-05-0.0010823i,-0.0012026+0.0015437i,-8.2978e-05+0.00046968i,0.00043178+0.0012383i,-0.00096586+0.00058522i,0.00024781+0.0032833i,0.0015462+0.0013593i,0.00051535+0.0010939i,-0.00053593+0.00080114i,-0.0012036+9.5741e-06i,-0.0012509+0.00030948i,-0.0011742+0.0013028i,0.0015764-0.00069672i,-0.00040539-0.00060607i,0.00027698-0.0011268i,0.00051546-0.00088454i,-0.0008036-0.00043433i,0.0027698+0.0029193i,0.0022889+0.0014621i,-0.00046973+0.00019505i,0.001274-0.00012099i,0.001354-0.0053946i,-9.2723e-05+0.0018506i,0.00073158+0.00081351i,1.8918e-05+0.0016879i,-0.0011095+0.00048951i,-0.011946-0.0076235i,-0.014429-0.022959i,-0.015334-0.027719i,-0.01549-0.0098386i,-0.026039-0.022794i,-0.017914-0.0095849i,-0.021341-0.00022718i,-0.038739+0.010866i,-6.3697e-05-0.018093i,-0.0084499-0.014876i,0.015714+0.0034345i,0.00066293+0.00093554i,0.0032996-0.0015693i,0.0035355+0.0002414i,0.00032979-0.0018707i,0.00041282+0.010369i,0.0041495+0.00019886i,0.0011821+0.0038532i,-0.0020974-0.0012197i,-0.0021739+7.0527e-05i,0.00093985+0.00020065i,-0.0017968-0.00079673i,-0.00094656-0.00256i,0.0022729+0.0033723i,-0.0041412-0.0013262i,-0.0050452-6.2064e-05i,-0.0023919+0.0017501i,0.001416+0.0014597i,-0.00032118+0.0008015i,0.0020481+0.00095301i,-0.00572+0.0025255i,0.001603-0.0042176i,0.00052283+0.0020645i,-0.0029464+0.0010521i,0.0013515+0.00053602i,0.0045146+0.00118i,0.0009942+0.0015562i,-0.0014345+0.0010662i,-0.00090559+0.00012164i,0.003647+0.0031459i,-0.00035023+9.2375e-05i,-0.0034513+0.003673i,0.00090281+0.0020295i,0.0043314+0.00022299i,0.0015317-0.0010949i,-0.019331-0.023135i,0.01552-0.023459i,5.903e-05+6.8075e-05i,0.0076+0.014454i,-0.00025464-0.0076629i,0.0023637-0.00091034i,-0.0021457+0.010486i
-0.0098758-0.0089915i,-0.02964+0.011753i,-0.0082807+0.023563i,0.0019663+0.011267i,0.0043097+0.0086228i,0.0015887+0.010586i,-0.0068861+0.01996i,-0.024317+0.016611i,-0.015216+0.01909i,-0.00077844+0.0032401i,-0.0018465-0.00076978i,0.00086988+0.0025122i,-0.0016573+0.0019216i,0.0025536+0.00034648i,-0.00017514+0.00084221i,-0.00075151+0.0020252i,0.0023812+0.00032771i,-0.0033148+0.00093519i,-0.00043199-0.00093275i,-0.0006449+0.0018011i,-3.1226e-05+0.00048527i,0.00086694+0.00084552i,-0.00078889+0.0010451i,0.00090387+0.0033683i,0.0021516+0.0011227i,0.00093328+0.00077052i,-0.00016902+0.0010061i,-0.0010856+0.0005409i,-0.00082552+0.00057071i,-0.00060026+0.0014866i,0.0013397-0.0012807i,-0.00074708-0.00021264i,-0.00015132-0.0010565i,7.8833e-05-0.00095161i,-0.00075758-0.00015766i,0.0035+0.0020848i,0.0025726+0.00062236i,-0.00035484+0.00037176i,0.00098541-0.00053188i,-0.00061388-0.0056651i,0.0006113+0.0019095i,0.00097318+0.00037852i,0.00050271+0.001493i,-0.001044+0.00082239i,-0.014433-0.0063944i,-0.017807-0.02219i,-0.01761-0.027301i,-0.016442-0.0087184i,-0.029733-0.020613i,-0.017732-0.0088496i,-0.018644-9.3998e-06i,-0.034873+0.013613i,-0.0015324-0.020949i,-0.0090765-0.015322i,0.014879-0.0021798i,0.00089921+0.001247i,0.0033481-0.0010094i,0.0031501-0.00039493i,-0.00052541-0.0022013i,0.0043751+0.010561i,0.0033628-0.00016921i,0.0029589+0.0032959i,-0.0022431-0.001187i,-0.0019965+0.0016275i,0.0011675+8.2272e-05i,-0.0020268-0.0009419i,-0.00084856-0.0026835i,0.0032099+0.0012663i,-0.0044283-0.0015229i,-0.0057446+0.0016636i,-0.0014525+0.0027353i,0.001324+0.00085989i,-0.00021271+0.0010545i,0.0016597+0.00029554i,-0.0034454+0.0044912i,-9.2049e-05-0.0043955i,0.00097442+0.0016931i,-0.0017678+0.0023988i,0.0012691+0.0003788i,0.0048673+0.00023337i,0.00092799+0.00093921i,-0.0012313+0.0018565i,-0.0010368+0.00059423i,0.0031363+0.0012226i,-0.00040296-0.000124i,-0.0020705+0.0040335i,0.0019492+0.0015836i,0.004413-0.0012993i,0.0013426-0.0016335i,-0.021524-0.020393i,-0.0010713-0.011459i,-0.0022669+0.00024757i,0.0092236+0.011169i,-0.0014433-0.0068123i,0.002014-0.0012206i,-0.001544+0.010608i
-0.011403-0.0073514i,-0.026161+0.015777i,-0.0043333+0.022576i,0.0031911+0.0089906i,0.0047179+0.0074229i,0.0023651+0.0098286i,-0.0039124+0.020161i,-0.021585+0.019122i,-0.011792+0.020406i,0.00021928+0.0033884i,-0.0018878+0.00023235i,0.0019658+0.001722i,-0.00077138+0.0021114i,0.0024981-0.00054332i,0.00043508+0.00076774i,-8.8654e-05+0.0022091i,0.0028052-0.00028919i,-0.0029452+0.0019277i,-0.00064054-0.00066542i,-5.4755e-05+0.0018173i,5.0277e-06+0.00059388i,0.0010145+0.00049727i,-0.00038761+0.0014324i,0.0016953+0.0031153i,0.0027755+0.00034838i,0.0011774+0.00027624i,0.00029379+0.00094039i,-0.00081285+0.0009241i,-0.00058535+0.00060746i,-3.4389e-05+0.0014232i,0.00085661-0.0017989i,-0.00071867+0.00027351i,-0.00062776-0.00088432i,-0.00034359-0.00086208i,-0.00074294+0.00012193i,0.0039633+0.0012007i,0.0027125-0.00034054i,-9.8355e-05+0.00045137i,0.00059417-0.00080854i,-0.0027427-0.0047461i,0.001139+0.0016493i,0.00082325-0.00013214i,0.00087388+0.0012938i,-0.00063886+0.0011522i,-0.016528-0.0044943i,-0.021251-0.020222i,-0.021023-0.025898i,-0.017404-0.0071021i,-0.033226-0.017002i,-0.018323-0.0091129i,-0.016751-0.00075875i,-0.031792+0.015481i,-0.0045034-0.022846i,-0.010407-0.015856i,0.012141-0.0049696i,0.0015639+0.0013004i,0.0038644-0.0010711i,0.0024189-0.0010042i,-0.0016885-0.0015613i,0.0076372+0.0093831i,0.0029193-0.00010716i,0.004012+0.0020518i,-0.0027725-0.00079467i,-0.00092346+0.0025361i,0.001011-0.00032903i,-0.0026761-0.00067521i,-0.0011805-0.0031651i,0.0025584-0.00045847i,-0.0045831+0.00035742i,-0.0051567+0.0039939i,-0.0001503+0.0029564i,0.00097608+0.00066676i,-9.0508e-05+0.0010947i,0.0013531+0.00023917i,-0.0022632+0.0048267i,-0.0020252-0.0038072i,0.0011036+0.0015432i,-0.00053095+0.0029499i,0.0012015+0.00037302i,0.0045107-0.0010352i,0.00077531+0.0010399i,-0.0005463+0.0024826i,-0.00065708+0.00096471i,0.0021202+0.00037111i,-0.0007784-6.2977e-05i,-9.0564e-05+0.0036621i,0.0025989+0.0006634i,0.0038265-0.0022448i,0.00064934-0.0019084i,-0.023305-0.017598i,-0.0059353-0.0093868i,-0.004664+0.0016172i,0.0093422+0.0077116i,-0.0025923-0.0054252i,0.0016044-0.0011657i,-0.0011295+0.011139i
-0.01263-0.0054124i,-0.022241+0.01834i,-0.001072+0.020983i,0.0033859+0.0069788i,0.0048324+0.0062127i,0.0032108+0.0091625i,-0.0011194+0.019631i,-0.018552+0.021515i,-0.0086511+0.020783i,0.001273+0.0030984i,-0.0014699+0.0010281i,0.0022444+0.00066617i,4.1511e-05+0.0019932i,0.0021103-0.0013214i,0.00075033+0.0004594i,0.00063899+0.002155i,0.003083-0.00141i,-0.0021596+0.0029451i,-0.00082174-0.00071487i,0.00052416+0.0015946i,0.00018673+0.00082492i,0.00095269+0.00026177i,0.0002239+0.0015993i,0.0023857+0.0025927i,0.0028593-0.00078319i,0.0011633-0.00028105i,0.00062323+0.00074265i,-0.00037354+0.0012139i,-0.00037004+0.00058777i,0.00047863+0.0011821i,5.8084e-05-0.002084i,-0.00052601+0.00058051i,-0.00090875-0.00047093i,-0.00065389-0.00055922i,-0.00055921+0.00038624i,0.0042998+0.00025516i,0.0023254-0.0012709i,6.29e-05+0.00040555i,0.00027863-0.00085781i,-0.0038092-0.0030599i,0.0015868+0.0013182i,0.00052684-0.00036662i,0.00119+0.00092919i,-0.00016306+0.0011268i,-0.018061-0.0018207i,-0.023911-0.017207i,-0.024369-0.0234i,-0.017839-0.0053246i,-0.035203-0.012557i,-0.019929-0.0087973i,-0.015936-0.0022642i,-0.02891+0.016837i,-0.0077348-0.023395i,-0.012749-0.016287i,0.0092589-0.0062363i,0.0022334+0.00093686i,0.0041532-0.0016371i,0.001417-0.0011558i,-0.002049-0.00033709i,0.011716+0.007376i,0.0030044+0.00013214i,0.0042002+0.00068451i,-0.0029103-2.5703e-05i,0.00094348+0.0026766i,0.00070383-0.00033401i,-0.0031275-8.6477e-05i,-0.0020322-0.0034344i,0.001586-0.001214i,-0.0039976+0.0014888i,-0.0032925+0.0055279i,0.0011402+0.0025262i,0.0010187+0.00093093i,-7.2272e-05+0.0014214i,0.0013173-5.6571e-05i,0.00022503+0.0053068i,-0.0032309-0.0019371i,0.0014909+0.0015642i,0.00070351+0.002928i,0.0010707+0.00017061i,0.0038199-0.0021879i,0.0011976+0.0013151i,0.00029999+0.0027133i,-0.00035293+0.0010092i,0.0012653+2.5504e-05i,-0.00082687+0.00039422i,0.00085323+0.0023757i,0.0028578-0.00043726i,0.0032167-0.0030312i,-0.0002563-0.0017506i,-0.02446-0.014661i,-0.0093997-0.0052457i,-0.0062366+0.0038378i,0.0078001+0.0048656i,-0.0029067-0.0039639i,0.0014828-0.00089999i,-0.0003337+0.011988i
-0.013284-0.0031706i,-0.018796+0.01989i,0.0013444+0.019206i,0.0028758+0.005412i,0.0047537+0.0051075i,0.0042287+0.0082275i,0.0011669+0.018771i,-0.014867+0.023382i,-0.0060065+0.020794i,0.0021223+0.0025012i,-0.00078218+0.001548i,0.0021089-6.2924e-05i,0.00071982+0.0015526i,0.0014903-0.0018477i,0.00098874+4.4642e-05i,0.0013185+0.001649i,0.0028398-0.0027294i,-0.00094788+0.0034356i,-0.0013013-0.0005697i,0.00088701+0.0012055i,0.00065067+0.00092782i,0.00098494+1.7364e-05i,0.00081531+0.0014122i,0.0028524+0.0019615i,0.002482-0.0017478i,0.00079206-0.00087373i,0.00081276+0.00043939i,5.6313e-05+0.0011796i,-0.00016224+0.00050048i,0.00068077+0.00072909i,-0.0007906-0.0020072i,-0.00022701+0.00070285i,-0.00094743-7.7797e-05i,-0.00074051-0.00015168i,-0.00033483+0.0005053i,0.0045285-0.00069791i,0.001659-0.0019761i,0.00017196+0.00023509i,5.199e-05-0.00092667i,-0.0039454-0.0014017i,0.0020631+0.00092231i,0.00016887-0.00034276i,0.0013511+0.00034178i,-1.4598e-05+0.00096899i,-0.018809+0.0010008i,-0.025619-0.013757i,-0.026493-0.020218i,-0.017849-0.0038609i,-0.036402-0.0081945i,-0.021691-0.0074386i,-0.01664-0.0035206i,-0.02648+0.017995i,-0.010409-0.023107i,-0.014976-0.016116i,0.0072606-0.0065554i,0.0026938+0.00032658i,0.0043052-0.0026466i,0.00055812-0.00073706i,-0.0018971+0.0010116i,0.014641+0.0033725i,0.0032573+0.00012898i,0.003698-0.00082701i,-0.0028275+0.00045066i,0.0017796+0.0013141i,0.00093958-0.00014015i,-0.0033863+0.00076931i,-0.0031085-0.0036294i,0.00078967-0.0015906i,-0.0032563+0.0023682i,-0.0014966+0.0060156i,0.0020625+0.0016869i,0.0016427+0.00096916i,0.00030244+0.0017108i,0.00068045-0.00036814i,0.0022123+0.0042259i,-0.0029279+6.526e-05i,0.0020505+0.0013309i,0.0016437+0.0023461i,0.00097478+0.00010011i,0.0027753-0.0030006i,0.0018174+0.00092446i,0.0013257+0.002651i,-0.00010652+0.00064479i,0.00063044+0.00027875i,-0.00066894+0.00066126i,0.00071957+0.001204i,0.0027325-0.0017204i,0.0020245-0.0034513i,-0.00087259-0.00132i,-0.025059-0.012024i,-0.010878-0.0011414i,-0.0067758+0.0067133i,0.0054123+0.0033927i,-0.0027611-0.0027832i,0.0016439-0.00060865i,0.0012125+0.012389i
-0.013126-0.00091613i,-0.015564+0.021015i,0.0033955+0.017327i,0.0020754+0.0046125i,0.0043273+0.0041242i,0.0050103+0.0070261i,0.0032604+0.017858i,-0.011107+0.024175i,-0.0037529+0.020762i,0.002712+0.0015745i,2.2915e-05+0.0015371i,0.0019134-0.00056611i,0.0011146+0.0009177i,0.00071805-0.0021518i,0.00098245-0.00037913i,0.0017575+0.0009269i,0.0018842-0.0039818i,0.00022863+0.0034162i,-0.0015533+8.4396e-06i,0.0011245+0.00092315i,0.0011246+0.00070774i,0.0008028-9.0993e-05i,0.0012795+0.00097519i,0.0032018+0.0011113i,0.0017878-0.0026625i,0.00018095-0.00094675i,0.00088444+9.3096e-05i,0.00035156+0.0010919i,-8.7014e-05+0.00034799i,0.00059401+0.00027185i,-0.0015142-0.0015234i,-6.7032e-06+0.00070664i,-0.00091635+0.00021091i,-0.000652-6.8212e-05i,-0.00013025+0.00043502i,0.0044815-0.0017379i,0.001079-0.0024504i,0.00022493+0.00011229i,-0.00022325-0.00096544i,-0.0036226-0.00031336i,0.0026494-0.00012174i,9.7357e-05-0.00012427i,0.0012027+7.4744e-05i,0.0001567+0.0010459i,-0.01907+0.0038611i,-0.026304-0.010423i,-0.027689-0.016587i,-0.018134-0.0025644i,-0.036811-0.0038352i,-0.02265-0.0053949i,-0.0183-0.003836i,-0.024831+0.019023i,-0.013115-0.022641i,-0.017421-0.015009i,0.0059485-0.0067952i,0.0026691-0.0005661i,0.0060631-0.015245i,-1.1049e-05+6.7187e-05i,-0.0012511+0.002214i,0.015423-0.0014722i,0.0038714+9.1052e-05i,0.0021431-0.0016507i,-0.0026136+0.0011788i,0.0021037+0.00056826i,0.0015315-0.00055121i,-0.0032918+0.0018834i,-0.0046592-0.0033054i,8.3589e-06-0.001833i,-0.0026448+0.0033266i,0.00020276+0.0060737i,0.0024624+0.00028224i,0.0020683+0.00049321i,0.00071071+0.0028835i,1.0834e-05-6.5233e-05i,0.0031756+0.0028037i,-0.0017868+0.0011805i,0.0024366+0.00087871i,0.0021431+0.0019763i,0.00090431-1.2484e-05i,0.0013685-0.0033722i,0.002227+0.00019348i,0.0019369+0.0022251i,-0.00057494+0.00098052i,0.00042074+0.00072383i,-0.00053686+0.00080731i,0.00033828+0.00059083i,0.0018566-0.0029937i,0.00095636-0.0032046i,-0.0013038-0.00079441i,-0.025528-0.0095988i,-0.011466+0.0026879i,-0.0055208+0.0096977i,0.0029376+0.0033121i,-0.0021383-0.0016967i,0.0021869-0.00035555i,0.0028299+0.012264i
-0.012589+0.00069093i,-0.012549+0.021777i,0.0045777+0.015345i,0.0014554+0.0044607i,0.0037599+0.0036065i,0.0054939+0.0057666i,0.0050136+0.01691i,-0.0073622+0.024432i,-0.0011995+0.020708i,0.0028909+0.00051945i,0.00053334+0.0012385i,0.0016191-0.00089615i,0.0013523+0.00038955i,-0.0001236-0.0019094i,0.00083822-0.00069999i,0.0018439+0.00020121i,0.00060463-0.0046272i,0.0012096+0.0030597i,-0.00151+0.00061826i,0.0014277+0.00062257i,0.0014254+0.00023232i,0.00075088-0.00010138i,0.0014742+0.00040984i,0.0033494+0.00017993i,0.00094164-0.0034573i,-0.0001267-0.00061975i,0.00083969-0.00024611i,0.00061599+0.00089529i,-0.0001757+0.0002443i,0.00038501+7.5688e-05i,-0.002017-0.00094126i,0.00015555+0.0006242i,-0.00086033+0.00049535i,-0.00077138-4.225e-05i,-3.9874e-05+0.00035988i,0.0042606-0.0028144i,0.00035956-0.0026004i,0.00024772+9.8894e-06i,-0.0005969-0.0010051i,-0.0032294+0.00038491i,0.0014639-0.00096436i,0.00024092-5.7565e-05i,0.0012289+6.1762e-05i,0.00046887+0.0010574i,-0.018836+0.0066956i,-0.026502-0.0078624i,-0.027654-0.013307i,-0.018343-0.00081025i,-0.03635+0.00049685i,-0.023089-0.0035339i,-0.020514-0.0030561i,-0.023378+0.02064i,-0.015118-0.021837i,-0.019232-0.013287i,0.0043926-0.0070028i,0.0020528-0.0012428i,0.00092166-0.0061838i,1.3019e-05+0.0010164i,0.00026217+0.0033591i,0.014366-0.0069422i,0.0053877+0.00010704i,0.00056763-0.0010676i,-0.0020677+0.0015027i,0.0024356-0.00058178i,0.0014867-0.0014701i,-0.0026406+0.0029895i,-0.0061133-0.0021583i,-0.00095384-0.0015139i,-0.0014546+0.0039424i,0.0016296+0.005647i,0.0016404-0.00097381i,0.0023797-7.6423e-05i,0.001194+0.0012381i,-5.8669e-05+0.00049135i,0.0033193+0.001729i,-0.00061685+0.0015162i,0.0026933+0.00042908i,0.0029132+0.0013464i,0.00089154-3.7841e-05i,-2.1072e-05-0.0028172i,0.0024258-0.00072479i,0.0026372+0.001537i,0.00024059+0.0012531i,0.00073806+0.0011249i,-8.7665e-05+0.001201i,-3.6541e-05+0.00046447i,0.00019987-0.0032995i,-0.00024314-0.0027105i,-0.0015936-0.00020155i,-0.025686-0.0073468i,-0.010898+0.0065814i,-0.0036778+0.010843i,0.0012942+0.004886i,-0.0012199-0.0013843i,0.0031769-0.001007i,0.0042946+0.011797i
-0.012249+0.0019615i,-0.0097181+0.022376i,0.0052964+0.01399i,0.0014181+0.0044821i,0.0034203+0.0034679i,0.005847+0.0044265i,0.0067986+0.015857i,-0.003901+0.023851i,0.0015225+0.020203i,0.0026264-0.00047333i,0.00078037+0.0010153i,0.0014375-0.0011617i,0.0015012-0.00030635i,-0.00039429-0.001374i,0.00065424-0.0009948i,0.0015881-0.00042177i,-0.00083705-0.0048737i,0.0019625+0.0024702i,-0.0012139+0.0010591i,0.0017576+0.00018489i,0.0015361-0.00047704i,0.00081214-0.0001908i,0.001343-9.6435e-05i,0.0031339-0.00078131i,-0.0004687-0.0045766i,-0.00010077-0.0003084i,0.00061123-0.00055247i,0.00078577+0.00050966i,-0.00037733+0.00029409i,0.00018999+9.5394e-05i,-0.0022819-0.0001341i,0.0002842+0.00054428i,-0.00066838+0.00086817i,-0.00062003+0.00029286i,7.7775e-05+0.00035394i,0.0035954-0.0040228i,-0.00079732-0.0024878i,0.00018913-0.00010557i,-0.0010523-0.00067708i,-0.0030089+0.00087515i,0.0011239-0.00099905i,0.00032191-0.00016358i,0.0015166-0.00012042i,0.00073836+0.00094084i,-0.017971+0.009666i,-0.026767-0.0056868i,-0.027048-0.01116i,-0.017728+0.0010767i,-0.034961+0.004031i,-0.022745-0.0012693i,-0.022265-0.00087596i,-0.021014+0.022897i,-0.017005-0.021403i,-0.020575-0.01215i,0.0028511-0.0070354i,0.0012325-0.0013321i,-0.0011788-0.0049993i,0.00059072+0.0017806i,0.0025305+0.0032333i,0.010385-0.01142i,-0.0021612-0.004429i,-3.9682e-05+0.0004882i,-0.0015607+0.0014828i,0.0020554-0.0019764i,0.0010905-0.0020761i,-0.0013609+0.0035328i,-0.0074134-0.00024951i,-0.0012876-0.00083882i,1.0434e-06+0.0037346i,0.0028555+0.0052598i,0.00049715-0.0011796i,0.00264-0.00089125i,0.0015353+0.00098353i,5.3537e-05+0.00081508i,0.0034244+0.00094048i,0.00046577+0.0013411i,0.0030708-0.00027717i,0.003178+0.00018598i,0.00075924-0.00015846i,-0.00058508-0.0018016i,0.0019412-0.0018684i,0.0030647+0.00067369i,0.00059928+0.00055636i,0.001265+0.0011225i,0.00064849+0.0012133i,-0.00012553+0.00069305i,-0.00089103-0.002653i,-0.001229-0.0022092i,-0.0018132+0.00059947i,-0.025732-0.0052144i,-0.0091152+0.0092435i,-0.0019235+0.011513i,0.0012072+0.0069435i,-0.0011964-0.0019886i,0.0025673-0.00218i,0.0058716+0.011127i
-0.011984+0.0033449i,-0.0067442+0.022911i,0.0061763+0.012826i,0.001609+0.004253i,0.00342+0.0031825i,0.0059587+0.002834i,0.0086649+0.014764i,-0.00093751+0.022693i,0.0042248+0.01895i,0.002041-0.0011168i,0.00095581+0.00075737i,0.0011674-0.0014366i,0.0012754-0.001122i,-0.00042462-0.0010405i,0.00032555-0.0012111i,0.0012059-0.00084106i,-0.0023415-0.0040631i,0.0025426+0.0016969i,-0.00082588+0.0015537i,0.0018796-0.00040224i,0.0010292-0.0011992i,0.00085292-0.00035827i,0.0010699-0.00036158i,0.0025073-0.001435i,-0.0028507-0.0026719i,0.00014605-0.0003329i,0.00030231-0.00076932i,0.00067215+4.1983e-05i,-6.4128e-05+0.00069203i,0.0001918+0.00025874i,-0.0021258+0.0006417i,0.00052648+0.0004443i,-0.00029644+0.0011199i,-0.00037618+0.00041359i,0.00022403+0.00027115i,0.0022725-0.0049926i,-0.0015536-0.002111i,0.00010342-0.0001757i,-0.0011816-0.00015329i,-0.002934+0.0016296i,0.00074478-0.00097946i,0.00027587-0.00029759i,0.0018967-0.00039233i,0.0010594+0.00067281i,-0.016574+0.012154i,-0.027267-0.0034847i,-0.026721-0.0095781i,-0.016759+0.0024411i,-0.033371+0.0069649i,-0.021665+4.7262e-05i,-0.022842+0.0021952i,-0.017649+0.024771i,-0.019094-0.020695i,-0.022514-0.010797i,0.0011447-0.0062811i,0.00042774-0.00096026i,-0.002428-0.0034354i,0.0013386+0.0019442i,0.0041476+0.002156i,0.0051623-0.013036i,0.00073268-0.0031662i,0.00050208+0.0019791i,-0.0014688+0.0013392i,0.00095103-0.0027602i,0.00047121-0.0026708i,-0.00023826+0.0034687i,-0.0072514+0.0021111i,-0.0013128-0.00029302i,0.0010585+0.0031308i,0.0038935+0.0047606i,-0.00016426-0.00088684i,0.0022612-0.0019547i,0.0016944+0.00026082i,0.00039884+0.0014327i,0.0032664+0.00026659i,0.0013344+0.00045993i,0.0030478-0.0014067i,0.0028738-0.0011384i,0.00068548+1.5866e-05i,-0.00053547-0.00078935i,0.000447-0.0027551i,0.0046386+0.0011349i,0.00015565+8.658e-05i,0.0016962+0.00076524i,0.0010887+0.0010501i,-7.3188e-05+0.0006248i,-0.0012238-0.002017i,-0.0018468-0.0010241i,-0.0015889+0.0014946i,-0.025946-0.0032834i,-0.0077726+0.01071i,-0.00064068+0.011434i,0.0023057+0.0080917i,-0.0018178-0.0019297i,0.0016475-0.0026168i,0.0072877+0.0096094i
-0.011431+0.004851i,-0.0035047+0.023037i,0.0071986+0.01163i,0.0017687+0.0039007i,0.0033797+0.0027214i,0.0055468+0.0011998i,0.010588+0.013145i,0.0014248+0.021407i,0.0064916+0.017097i,0.0012723-0.0014186i,0.00089797+0.00059221i,0.00093441-0.001576i,0.00061979-0.0017367i,-0.00036311-0.00081492i,-0.00010775-0.0011664i,0.0008578-0.00086986i,-0.0029461-0.0029522i,0.0026214+0.00097824i,-0.00023761+0.0018759i,0.0017341-0.0010473i,0.0002964-0.0012802i,0.00081329-0.00054289i,0.00088629-0.0004934i,0.0020664-0.0017312i,-0.0026334-0.001346i,0.00024679-0.00044693i,-3.5944e-05-0.00071285i,0.00038301-0.00011072i,0.00023654+0.00056792i,0.0003889+0.00033316i,-0.0018389+0.0011023i,0.00068865+0.00028049i,8.0096e-05+0.0011911i,-0.00024229+0.0005549i,0.00026056+0.00016397i,0.00056198-0.0055571i,-0.001788-0.0014658i,1.1636e-05-0.00019411i,-0.0010511+0.00025929i,-0.0025308+0.0024976i,0.00033172-0.00098886i,0.00018121-0.00035152i,0.0020345-0.0010387i,0.001226+0.00045243i,-0.01457+0.014441i,-0.027762-0.00076941i,-0.026689-0.0081033i,-0.015779+0.0035951i,-0.03178+0.0094038i,-0.020875+0.00054827i,-0.022095+0.0052066i,-0.013563+0.025275i,-0.021176-0.019754i,-0.024582-0.0085083i,-0.0051978-0.0020235i,-0.00015245-0.00030043i,-0.0031142-0.0015921i,0.0019062+0.0017303i,0.0053468+0.00071321i,0.00062681-0.012472i,0.00013851-0.0023981i,0.0019556+0.0028436i,-0.0016787+0.0015192i,0.00019755-0.0028675i,-0.0004367-0.0031429i,0.00087386+0.0030481i,-0.0069122+0.0043545i,-0.0014767+2.0549e-05i,0.002068+0.0022615i,0.0042137+0.0036385i,-0.00078226-0.0006261i,0.0011286-0.0025797i,0.00116-0.00030877i,0.0014446+0.0016831i,0.0028477-0.00047477i,0.0008396-0.00070088i,0.0020426-0.0023344i,0.0019169-0.001853i,0.00089091+0.00048496i,-0.00012902-0.00030277i,-0.0011241-0.002214i,0.0014593-0.0020512i,-0.00034906+0.00022721i,0.0018359+0.00031911i,0.0011572+0.00080848i,0.00020635+0.00038458i,-0.0013571-0.0017102i,-0.001441+0.00010847i,-0.0011019+0.0021902i,-0.02601-0.00098111i,-0.0066686+0.012776i,-1.7325e-05+0.011397i,0.0037025+0.0083751i,-0.002386-0.0012306i,0.00077426-0.0026317i,0.0078637+0.0078365i
