-0.0079358-0.039278i,-0.013689-0.042948i,0.0010109-0.045491i,-0.026948-0.027362i,-0.020543+0.014073i,-0.032737-0.03047i,-0.059984-0.0594i,-0.022138-0.071127i,-0.033417-0.050228i,0.0013497+0.015193i,-0.0066518+0.010646i,-0.014567+0.013759i,0.0016948+0.015962i,-0.0035119-0.0036641i,0.0010268+0.0062102i,0.00025825+0.036962i,0.01909+0.059284i,0.00077443-0.00016171i,-0.0046592-0.0078679i,0.0082346+0.0044833i,0.0016432+0.0011111i,-0.0010593+0.0036034i,0.0001643-0.0013593i,-0.035263-0.00966i,-0.0026079-0.0071542i,-0.00010137+0.0045857i,0.0052289-0.00018438i,0.00023094+0.00050053i,-0.00029154-0.0011433i,3.823e-05-0.0024957i,-0.0015272-0.0054377i,-0.0022468-0.0038196i,-0.00059849-0.0074204i,0.0032362-0.0014709i,0.0031225-0.0023633i,-0.00096412+0.033355i,0.0060694-0.0041123i,0.0033523-0.0023257i,0.0048605+0.00023137i,-0.013428-0.0040385i,-6.844e-05+0.00031799i,0.0094941-0.000832i,0.0059095-0.00060999i,-0.0035651+0.0034939i,0.0025141+0.0016686i,-0.0032167+0.0073569i,0.012748-0.087451i,-0.0074676-0.04881i,-0.024974-0.040289i,-0.020511-0.041885i,0.061528-0.017889i,0.026229-0.06162i,0.038549-0.046064i,0.029054-0.057244i,0.019127-0.015897i,0.0084063+0.010066i,0.024188-0.031216i,-0.0075497-0.0048291i,0.0024188-0.0027276i,-0.0051311-0.0062396i,0.00093723-0.032151i,-0.023764+0.031554i,0.0076684-0.010119i,-0.010832-0.0012165i,-0.0049814-0.0010431i,-0.0012872-0.013894i,-0.01035+0.0040674i,0.003777+0.0078764i,-0.010431+0.031559i,0.005447+0.0079251i,-0.0052075-0.0013036i,-0.0019681-0.0022961i,-0.011518-0.0074794i,0.00054468-0.0036401i,-0.034723+0.0049572i,0.0021959-0.01236i,-0.008695-0.0021086i,-0.006588-0.0027691i,0.0066268+0.0013448i,-0.0096042+0.0019543i,0.0013266+0.000857i,0.0052755+0.0085527i,0.0047259+0.0002283i,-0.0092343-0.0094462i,0.0022938+0.0084633i,-0.01891+0.0067112i,0.0064745+0.0025522i,-0.029338-0.0079268i,-0.033641+0.0031723i,0.023793-0.078881i,0.012768-0.01076i,-0.042913-0.026199i,-0.023259-0.0030424i,0.017972+0.012229i,-0.026299+0.012552i,-0.011749-0.0079965i
-0.0065622-0.0096495i,-0.029919+0.0075349i,-0.01257+0.023168i,-0.00041872+0.012749i,0.0035919+0.0096359i,0.00054836+0.010773i,-0.0088434+0.018854i,-0.025297+0.013981i,-0.017574+0.017705i,-0.0013212+0.0024712i,-0.0012354-0.0015614i,-0.00053279+0.0021968i,-0.0025404+0.0015489i,0.0017375+0.001198i,-0.00052026+0.00069796i,-0.0011632+0.0018282i,0.0013806+0.0010139i,-0.0027923+0.00012537i,6.7674e-05-0.00093135i,-0.0013933+0.0013873i,-3.5967e-05+0.00048633i,0.00028984+0.0012983i,-0.00087475+0.00061156i,0.00090494+0.0041588i,0.0016262-0.0003716i,0.00056754+0.0010631i,-0.00067759+0.0007965i,-0.001161-5.8296e-05i,-0.0014019+0.00034539i,-0.0010792+0.0011965i,0.00028964-0.0011884i,-0.00048265-0.00066856i,0.00018294-0.0010848i,0.0005517-0.0013246i,-0.00020399-0.00085936i,0.0023314+0.0039111i,0.0019598+0.0013666i,-0.00035269+0.00032032i,0.0012274+0.00099442i,0.0016537-0.004065i,-2.0314e-05+0.0017612i,0.00076914+0.0011607i,-0.00090323+0.00098663i,-0.0015173+0.0014294i,-0.011728-0.0068174i,-0.015068-0.02258i,-0.015098-0.026761i,-0.016098-0.0094552i,-0.026302-0.022135i,-0.018116-0.0097123i,-0.022185-5.8921e-05i,-0.039687+0.011121i,-0.00033632-0.019155i,-0.0088374-0.014784i,0.012875+0.0036455i,0.00082724+0.0010481i,0.0029685-0.0013101i,0.0035419+0.00021441i,0.000498-0.0020173i,-4.7052e-05+0.0099296i,0.0040105-3.172e-05i,0.00098875+0.0040198i,-0.0022747-0.0010258i,-0.0014094-0.00028118i,0.00097918+0.0004643i,-0.0019056-0.00070095i,-0.00095373-0.0026054i,0.0022296+0.0035314i,-0.0048549-0.0044348i,-0.0050888+5.9971e-05i,-0.0024633+0.0016684i,0.0011495+0.0014799i,-0.00037025+0.00074603i,0.0019128+0.00079633i,-0.006184+0.0020753i,0.0010119-0.0039246i,0.00049937+0.0021197i,-0.0028082+0.00063481i,0.0013975+0.00055656i,0.0046994+0.0011928i,0.0014377+0.001461i,-0.0018654+0.0008552i,-0.0010431+0.00024122i,0.0030729+0.0029127i,-0.00018049+4.1653e-05i,-0.0023717+0.0029255i,0.0013023+0.0020593i,0.0040974-0.00096415i,0.0020994-0.00092505i,-0.01964-0.022619i,0.0049171-0.012244i,0.00011811+0.0004387i,0.0070918+0.014481i,-5.3587e-05-0.0073678i,0.0025619-0.00076198i,-0.0023237+0.010281i
-0.0083791-0.0089379i,-0.027678+0.012109i,-0.0079826+0.023035i,0.0018738+0.011256i,0.0043316+0.008329i,0.0014594+0.0099353i,-0.0059564+0.019546i,-0.022639+0.016412i,-0.01407+0.019647i,-0.00071008+0.0027738i,-0.0019709-0.00072956i,0.00065805+0.0024015i,-0.0016085+0.0020288i,0.0024604+0.00042789i,2.1014e-06+0.00088253i,-0.00075335+0.0021235i,0.0017942+0.00085371i,-0.0027672+0.0011304i,-0.00043522-0.00075941i,-0.00077553+0.0019133i,1.1768e-05+0.00047294i,0.00075388+0.00098893i,-0.00070412+0.00099276i,0.0018249+0.0041668i,0.0016792-0.00068186i,0.00093768+0.00074586i,-0.00028312+0.0011138i,-0.0010933+0.00040497i,-0.0009033+0.00067257i,-0.00050744+0.0013431i,4.0046e-05-0.0013478i,-0.00081845-0.00022007i,-0.00017472-0.0010212i,-0.00020245-0.0014018i,-0.00040306-0.00057164i,0.0033064+0.0031086i,0.0022989+0.00052779i,-0.00021303+0.00047971i,0.0014489+0.00030726i,0.00011283-0.004412i,0.00063945+0.0017861i,0.0011534+0.00065934i,-0.00046968+0.0012754i,-0.001224+0.0018092i,-0.014089-0.0056799i,-0.018514-0.021597i,-0.017173-0.026694i,-0.016937-0.0082238i,-0.029658-0.020016i,-0.01824-0.0088613i,-0.019483+0.00053554i,-0.035864+0.014712i,-0.0021482-0.021935i,-0.009278-0.015259i,0.012953-0.00019657i,0.0011353+0.0013252i,0.0030407-0.00068223i,0.0031895-0.0004599i,-0.00043836-0.0023453i,0.0038739+0.010646i,0.003383-0.00043826i,0.0029029+0.003756i,-0.0025424-0.0010826i,-0.0017166+0.00069i,0.0013444+0.00020955i,-0.0021571-0.00082991i,-0.00097613-0.0027025i,0.0033272+0.0014552i,-0.005856-0.0021313i,-0.0057065+0.0017848i,-0.0014852+0.0027271i,0.0012009+0.00092488i,-0.00034597+0.0010918i,0.0015256+0.00026745i,-0.0046966+0.0046051i,-0.00039026-0.0037879i,0.00096401+0.0018142i,-0.0019128+0.002153i,0.0014243+0.0004275i,0.0049003+0.00010288i,0.0011464+0.0006937i,-0.0015296+0.0017688i,-0.0012341+0.00059715i,0.0028922+0.0011929i,-0.00018608-5.1466e-05i,-0.0013365+0.0031025i,0.0020868+0.0015935i,0.0039669-0.002307i,0.0019479-0.0016668i,-0.021889-0.019554i,-0.0010912-0.011664i,-0.0019665+0.00064263i,0.0088856+0.011401i,-0.0011973-0.0066608i,0.0023066-0.0012601i,-0.0016545+0.010386i
-0.010036-0.0075939i,-0.02437+0.015925i,-0.0041872+0.022039i,0.003242+0.0090142i,0.0047144+0.0071331i,0.0021566+0.0092019i,-0.003055+0.019675i,-0.020263+0.0186i,-0.010616+0.020465i,6.9341e-05+0.0028769i,-0.0019899+0.0003644i,0.0017467+0.0017752i,-0.00065286+0.0021849i,0.0024312-0.00061828i,0.00059551+0.00071245i,-0.00011761+0.0022835i,0.0025653+0.00045637i,-0.0022068+0.0021323i,-0.00053122-0.00048982i,3.5648e-05+0.0019639i,3.5406e-05+0.00061151i,0.00095955+0.00064104i,-0.00035487+0.001337i,0.0029708+0.0037202i,0.0016018-0.0013105i,0.0011692+0.00026627i,0.00031394+0.0011327i,-0.00082091+0.00081151i,-0.00057629+0.00068642i,-3.8012e-06+0.0012627i,-0.00039727-0.0013939i,-0.00080647+0.000283i,-0.00055511-0.00092634i,-0.00084139-0.0011673i,-0.00059139-0.00032876i,0.0040237+0.0022958i,0.002288-0.00036562i,6.9304e-05+0.00050614i,0.0012811-0.00033285i,-0.001366-0.0039164i,0.0011396+0.001485i,0.0011276-1.1002e-05i,-1.539e-05+0.0013394i,-0.00048558+0.0020289i,-0.016124-0.0037745i,-0.021797-0.019292i,-0.020564-0.025915i,-0.017829-0.006419i,-0.033109-0.016857i,-0.018848-0.0085896i,-0.017421+6.3178e-05i,-0.032283+0.01715i,-0.0050899-0.023631i,-0.010797-0.015895i,0.011548-0.0032204i,0.0017629+0.001283i,0.0037466-0.00066149i,0.0024727-0.0011115i,-0.0016108-0.0016778i,0.008088+0.0096367i,0.002861-0.00048355i,0.0041849+0.0025098i,-0.0031496-0.00060259i,-0.0010795+0.0017013i,0.0012075-0.00029869i,-0.0027676-0.00059598i,-0.0014422-0.0031109i,0.0027051-0.00039641i,-0.0054786-2.3647e-05i,-0.0049798+0.0040423i,-5.4943e-05+0.0029498i,0.0008664+0.00076644i,-0.00016837+0.0012048i,0.0012964+0.00019031i,-0.0023854+0.0056593i,-0.0018293-0.0031786i,0.0011426+0.0016682i,-0.00048019+0.0029701i,0.0013566+0.00032049i,0.0044904-0.0011284i,0.00084035+0.00085289i,-0.00084453+0.0024946i,-0.0010584+0.0010054i,0.0019922+0.00030482i,-0.00049845-0.00015673i,6.8306e-05+0.0027278i,0.0027726+0.0006734i,0.0031811-0.0031069i,0.0011007-0.0022015i,-0.023318-0.016637i,-0.006281-0.0090632i,-0.0041296+0.001858i,0.0091961+0.0079358i,-0.0022301-0.0053691i,0.0018536-0.0013079i,-0.0012224+0.010782i
-0.011422-0.0059368i,-0.02054+0.018327i,-0.00094083+0.020549i,0.0035084+0.0068906i,0.0048434+0.0059518i,0.0028991+0.0086129i,-0.00029193+0.01911i,-0.017613+0.020837i,-0.0073555+0.020384i,0.00089773+0.0027123i,-0.0015205+0.0011849i,0.0021258+0.00083413i,0.00015624+0.0019844i,0.0020691-0.0013227i,0.00089794+0.00035317i,0.00059622+0.002198i,0.0030444-0.00053163i,-0.0013275+0.0027613i,-0.00065559-0.00053504i,0.00067919+0.0016505i,0.00025662+0.00089345i,0.00097441+0.00035273i,0.0001705+0.0015323i,0.0039896+0.0027985i,0.0011134-0.0018737i,0.0011479-0.00028373i,0.00075821+0.00088109i,-0.0004061+0.0011244i,-0.0003588+0.00062502i,0.0004504+0.0009886i,-0.00090977-0.0012693i,-0.00057183+0.00062854i,-0.00086516-0.00056665i,-0.0013086-0.00064223i,-0.00058993-3.9248e-06i,0.0046727+0.0014192i,0.0019489-0.0010576i,0.0002246+0.00039355i,0.00095296-0.00072417i,-0.0022961-0.0028649i,0.0014578+0.0010711i,0.00080861-0.00044212i,0.00029742+0.0012751i,0.0001546+0.0018286i,-0.017609-0.0011975i,-0.024212-0.016215i,-0.024191-0.023761i,-0.017936-0.0044684i,-0.035478-0.012635i,-0.020099-0.0078808i,-0.016389-0.0012524i,-0.02876+0.018898i,-0.0082494-0.024084i,-0.013181-0.016219i,0.0093611-0.0050249i,0.0023404+0.00085362i,0.0044726-0.0014045i,0.0014594-0.0012134i,-0.0020503-0.00042511i,0.011835+0.0069524i,0.0028592-0.00043179i,0.004731+0.00091226i,-0.0033523+0.00038489i,0.00020205+0.0020495i,0.00095119-0.00043947i,-0.0031468+2.5763e-05i,-0.0024883-0.0034112i,0.0016564-0.0012442i,-0.0047157+0.0012903i,-0.0031265+0.0054401i,0.0010568+0.0024005i,0.00092006+0.0010678i,-3.0152e-05+0.0015195i,0.0012742-2.7068e-05i,-5.8498e-05+0.0054842i,-0.0027412-0.0016663i,0.0015788+0.0016652i,0.00082094+0.0027982i,0.001111+0.00014597i,0.0037537-0.0022778i,0.0013397+0.0011068i,4.58e-05+0.0028145i,-0.00092932+0.0011369i,0.0010821-1.1698e-05i,-0.0006787+9.1811e-05i,0.00082941+0.0017427i,0.0031027-0.00042743i,0.0023131-0.0036961i,5.8778e-05-0.0020628i,-0.024398-0.013875i,-0.0096711-0.004919i,-0.0056003+0.0037871i,0.0077343+0.0050668i,-0.0025826-0.0039986i,0.0016512-0.0011132i,-0.00034709+0.011395i
-0.012285-0.0040161i,-0.017111+0.019652i,0.0014297+0.018715i,0.0030781+0.0052287i,0.0047376+0.004794i,0.0038192+0.0077884i,0.001984+0.018176i,-0.014243+0.022686i,-0.0048653+0.019898i,0.0015943+0.0022445i,-0.00075526+0.0016993i,0.0020928+0.00011265i,0.00081218+0.0015216i,0.0015357-0.0018789i,0.0010539-7.6046e-05i,0.0012788+0.0016753i,0.0030404-0.0017546i,-0.00034243+0.0030035i,-0.001071-0.00046755i,0.0010188+0.0012035i,0.00075141+0.00095698i,0.0010651+5.1062e-05i,0.00073094+0.0014049i,0.0046765+0.0015075i,0.00045652-0.0022513i,0.00084128-0.00087947i,0.00097832+0.00047028i,7.8957e-05+0.0011177i,-0.00014541+0.00051933i,0.00060056+0.00057233i,-0.0014324-0.00093903i,-0.0002289+0.00076395i,-0.00095477-0.00016901i,-0.001383+1.269e-05i,-0.00045685+0.00020916i,0.0052624+0.00041012i,0.0014814-0.0015471i,0.00032438+0.00019369i,0.00066414-0.00098889i,-0.0024946-0.0017216i,0.0017439+0.00061931i,0.00037667-0.00047227i,0.00062161+0.0010723i,0.0004266+0.0015137i,-0.018422+0.0017032i,-0.025655-0.012834i,-0.026922-0.020542i,-0.017624-0.0031114i,-0.036995-0.0082898i,-0.02137-0.0065i,-0.016904-0.0024791i,-0.025503+0.019829i,-0.011134-0.024054i,-0.015509-0.015909i,0.0075857-0.0057623i,0.0026556+0.00024309i,0.0048432-0.0030616i,0.00057698-0.00079831i,-0.0019158+0.0009264i,0.014283+0.0028803i,0.0028914-0.00075974i,0.0042341-0.00078998i,-0.0031615+0.0011988i,0.0012898+0.0015591i,0.0010608-0.00036008i,-0.003322+0.00083348i,-0.003825-0.0033971i,0.00080384-0.0016625i,-0.003863+0.0022683i,-0.0012397+0.0059703i,0.001805+0.0016697i,0.001611+0.001186i,0.00038366+0.0016981i,0.00074528-0.00029236i,0.0017671+0.0046461i,-0.002478-6.9731e-05i,0.0021552+0.0013416i,0.0017406+0.0021172i,0.0010356+0.00011874i,0.0025786-0.0030847i,0.0017938+0.00054561i,0.0010596+0.0027963i,-0.00070004+0.0014899i,0.00043151+0.00022056i,-0.00070019+0.00043279i,0.00077873+0.00080902i,0.0030396-0.0016995i,0.0010858-0.0040208i,-0.00061079-0.0017288i,-0.025074-0.011254i,-0.011214-0.00070929i,-0.0062434+0.0061967i,0.0054746+0.0035506i,-0.0023568-0.0027327i,0.0016871-0.00094822i,0.00091628+0.011822i
-0.012473-0.0019864i,-0.014078+0.020594i,0.0032968+0.016687i,0.0022061+0.0042805i,0.0042937+0.0038162i,0.0045487+0.0067018i,0.0040591+0.017087i,-0.010724+0.023679i,-0.0029862+0.019379i,0.0021567+0.0015144i,0.00012702+0.0016457i,0.00193-0.00041061i,0.0012105+0.00086162i,0.00071835-0.0021875i,0.0010046-0.00047058i,0.0016565+0.00099668i,0.0026168-0.0030559i,0.00062705+0.0028785i,-0.001288+4.4775e-05i,0.0012527+0.00087422i,0.0011903+0.00065492i,0.00088201-0.00014047i,0.0011924+0.0010148i,0.004854-0.00017943i,-0.0004089-0.0024186i,0.00024174-0.0010095i,0.0010605+7.3871e-05i,0.0004652+0.0010521i,-9.7e-05+0.00034532i,0.00046731+0.00019401i,-0.0017519-0.00037939i,5.5689e-05+0.00073571i,-0.00092779+8.7094e-05i,-0.0012454+0.00052284i,-0.00030606+0.0002094i,0.0055476-0.00091286i,0.0010731-0.0019749i,0.00034854+2.2403e-05i,0.00034895-0.0011826i,-0.0023491-0.0010217i,0.0017877+3.06e-05i,0.00024447-0.00024662i,0.00082416+0.00081762i,0.00072932+0.001482i,-0.018583+0.0048113i,-0.026033-0.0097026i,-0.028501-0.01654i,-0.017652-0.0019101i,-0.037644-0.0037247i,-0.022008-0.0046682i,-0.018338-0.0028179i,-0.023207+0.020314i,-0.014123-0.023551i,-0.017832-0.014643i,0.0062619-0.0061207i,0.0026563-0.00055679i,0.0037319-0.005087i,-1.2093e-05-3.873e-05i,-0.0012282+0.0021423i,0.015116-0.0022262i,0.0029011-0.0010684i,0.0026611-0.0018972i,-0.0025877+0.0019414i,0.0020844+0.00070443i,0.0014604-0.00075699i,-0.0031611+0.0018226i,-0.0053734-0.002562i,-7.2736e-05-0.0018722i,-0.0029955+0.0029843i,0.00054886+0.0057801i,0.0021279+0.00050144i,0.0021692+0.00064996i,0.00079608+0.0017024i,0.00016096-4.8832e-05i,0.0029654+0.0032568i,-0.0016744+0.00084908i,0.0024146+0.00087983i,0.0021284+0.0013444i,0.00096287+6.0582e-05i,0.0010567-0.00324i,0.0019392-0.00011711i,0.0018747+0.0024377i,-0.00018919+0.0016634i,9.8906e-05+0.00069001i,-0.00054959+0.0008419i,0.00035582+0.00030224i,0.0023393-0.0030671i,4.6232e-05-0.0036832i,-0.0011873-0.0012617i,-0.025309-0.0086586i,-0.01153+0.003376i,-0.0057731+0.0089999i,0.003137+0.0034715i,-0.0015635-0.0017371i,0.0018939-0.00097615i,0.0023065+0.012006i
-0.012376-0.0004361i,-0.011184+0.021362i,0.0043077+0.014825i,0.0014403+0.0040335i,0.0036967+0.0032713i,0.005026+0.0055587i,0.0056781+0.015916i,-0.0069521+0.024143i,-0.00099118+0.019189i,0.0022845+0.00072895i,0.00067021+0.0012939i,0.0017052-0.00082197i,0.0013793+0.00031594i,-0.00011985-0.0019545i,0.00081722-0.00075601i,0.0017863+0.00033484i,0.0014924-0.0042514i,0.0014447+0.0024591i,-0.0012218+0.00052224i,0.0014751+0.00053178i,0.0014982+0.00014077i,0.0008158-0.00019156i,0.0014061+0.00051508i,0.0043275-0.0017631i,-0.0012984-0.0021581i,-0.00010343-0.00076361i,0.00097704-0.00038882i,0.000732+0.00083706i,-0.00022298+0.00036442i,0.00021851+9.2941e-05i,-0.0018209+0.00032628i,0.00019259+0.00063103i,-0.00094564+0.00036721i,-0.00097494+0.0010086i,-0.00018882+0.00019001i,0.0054578-0.0023267i,0.00042312-0.0023585i,0.00031906-0.00013602i,-6.6483e-05-0.0014537i,-0.002226-0.00062255i,0.001574-0.00051978i,0.00038799-0.0001696i,0.00091706+0.00068101i,0.0011816+0.0013174i,-0.017979+0.0077533i,-0.026159-0.0074736i,-0.028603-0.012685i,-0.017678-0.00046095i,-0.03736+0.00094302i,-0.022236-0.0030296i,-0.020292-0.0021027i,-0.021381+0.021217i,-0.016237-0.022467i,-0.019544-0.012928i,0.0050249-0.0065024i,0.0020568-0.0012851i,0.0014048-0.0059748i,1.2347e-05+0.00091072i,0.00027448+0.0031987i,0.013322-0.0074392i,0.0029208-0.0015497i,0.00092248-0.0016044i,-0.0018326+0.0021673i,0.0024692-0.00067573i,0.001252-0.0015129i,-0.002564+0.002865i,-0.0064776-0.001016i,-0.001016-0.0014343i,-0.0018086+0.0035001i,0.0019683+0.0050972i,0.0015166-0.00052879i,0.0024496-0.00010468i,0.0013185+0.0014662i,6.8546e-05+0.00044567i,0.0033014+0.0019395i,-0.00063697+0.001114i,0.0027082+0.0004272i,0.0023287+0.00072345i,0.00096304+6.1391e-05i,-0.00016654-0.0025839i,0.0020783-0.00074634i,0.0027297+0.0017632i,0.00060006+0.0013253i,0.00029756+0.0012161i,4.7634e-05+0.0011655i,5.4788e-05+0.00017356i,0.00085544-0.0038319i,-0.00076658-0.0031266i,-0.0016496-0.00047429i,-0.025181-0.0065625i,-0.010763+0.0071658i,-0.0040909+0.011081i,0.0015947+0.0048818i,-0.00059527-0.0017374i,0.0019524-0.0012689i,0.0038607+0.011788i
-0.012428+0.0008299i,-0.0082636+0.02196i,0.0050333+0.013427i,0.001243+0.0041328i,0.0032921+0.0031482i,0.0053745+0.0043346i,0.0071969+0.014801i,-0.0033394+0.023498i,0.0013747+0.018855i,0.002137+3.5093e-05i,0.00093032+0.00095264i,0.0014819-0.0011097i,0.0015167-0.00030484i,-0.00041003-0.00137i,0.00061536-0.00095735i,0.0015931-0.00029905i,-0.00012742-0.0046689i,0.0019781+0.0017909i,-0.0010265+0.00088728i,0.0016772+8.894e-05i,0.0014614-0.00060386i,0.00081418-0.00028802i,0.0013271+8.2953e-05i,0.0031259-0.0027436i,-0.0018602-0.0014947i,-0.00011746-0.00048101i,0.00064115-0.00078115i,0.00079629+0.000414i,-0.00012519+0.00052092i,7.2932e-05+0.00020864i,-0.0015597+0.00092702i,0.00036619+0.00053704i,-0.00083003+0.00080477i,-0.00048299+0.0013167i,-7.6974e-05+0.00021666i,0.0048405-0.0038634i,-0.00053812-0.0024237i,0.00019973-0.00026475i,-0.00075342-0.0013544i,-0.0023529-0.0002465i,0.0012015-0.0009215i,0.00046999-0.00028455i,0.0011823+0.00054663i,0.0015099+0.0010151i,-0.016612+0.010414i,-0.026457-0.0054587i,-0.027746-0.0099458i,-0.017062+0.0010835i,-0.035771+0.004908i,-0.022053-0.0013512i,-0.021925-8.1194e-05i,-0.019177+0.022648i,-0.018203-0.021612i,-0.020881-0.011847i,0.0040954-0.0069757i,0.0011308-0.0014356i,-0.001035-0.0052887i,0.00052331+0.001606i,0.0024565+0.0029948i,0.0092837-0.011043i,0.0025725-0.0024289i,-3.4902e-05-0.00013411i,-0.0012835+0.0019739i,0.001961-0.0020262i,0.00084209-0.0019899i,-0.0013991+0.0034504i,-0.0070671+0.0011264i,-0.0012649-0.00070382i,-0.00064172+0.0036329i,0.0029424+0.0041487i,0.000749-0.00087893i,0.0025758-0.0010085i,0.0017672+0.0010819i,0.00018885+0.00075716i,0.003364+0.0011598i,0.00025185+0.0010081i,0.003007-0.00035866i,0.0024915+9.1102e-05i,0.00083172-0.00010822i,-0.00060605-0.0015938i,0.0017059-0.0016769i,0.0032342+0.0006111i,0.00075227+0.00062586i,0.00090075+0.0014547i,0.00073961+0.0011869i,-0.00012907+0.0002936i,-0.00046997-0.0035035i,-0.0014988-0.0024675i,-0.0017734+0.00049556i,-0.025295-0.004676i,-0.0088815+0.0097052i,-0.0019162+0.01187i,0.001394+0.006749i,-0.00083978-0.002479i,0.0018481-0.0015196i,0.0055609+0.011184i
-0.012477+0.0023449i,-0.0052246+0.022315i,0.0058144+0.012307i,0.0013332+0.0040013i,0.0032562+0.0029087i,0.0055328+0.0028427i,0.0088098+0.013631i,-0.00038655+0.022204i,0.0037739+0.017813i,0.001775-0.00041626i,0.0010182+0.00065062i,0.001257-0.0013508i,0.0013682-0.0011481i,-0.00045874-0.0010445i,0.00034125-0.0011251i,0.0012741-0.00069259i,-0.0016216-0.0042121i,0.0022469+0.0010764i,-0.00073731+0.0013239i,0.0017356-0.00046629i,0.00093242-0.0011706i,0.00080056-0.00045666i,0.0011678-0.00024261i,0.0020807-0.0028648i,-0.0020415-0.00073018i,6.7108e-05-0.00049379i,0.00018098-0.0009898i,0.00062332+4.5387e-05i,0.00013896+0.00055438i,0.00011276+0.00039663i,-0.0011179+0.0013367i,0.00057896+0.0004082i,-0.00042587+0.0011468i,5.8731e-05+0.0013402i,8.2698e-05+0.00019678i,0.0035998-0.0052517i,-0.0013834-0.0020293i,8.0465e-05-0.00031383i,-0.001174-0.00081886i,-0.0025058+0.00036669i,0.0007825-0.0010704i,0.00036136-0.00043908i,0.0016562+0.00029464i,0.0017708+0.00046153i,-0.015073+0.012531i,-0.02706-0.0034254i,-0.026979-0.0081864i,-0.016305+0.0022309i,-0.033758+0.0080617i,-0.021313-0.00022922i,-0.02244+0.0029021i,-0.016414+0.024012i,-0.020217-0.020536i,-0.022877-0.010384i,0.0030426-0.0076508i,0.00026795-0.0010612i,-0.002678-0.0037554i,0.0011365+0.0017981i,0.0039858+0.0018377i,0.0044236-0.012202i,0.001425-0.002806i,0.00010729+0.0014199i,-0.0011588+0.0017704i,0.00090903-0.0027454i,0.00028219-0.0024507i,-0.00027912+0.0034488i,-0.0064499+0.0033485i,-0.0011698-0.0001391i,0.00049508+0.0033681i,0.0036077+0.003345i,0.00017052-0.00082763i,0.002137-0.002089i,0.0017692+0.0002341i,0.00057984+0.0012773i,0.0033675+0.00054508i,0.00099572+0.00033783i,0.0028444-0.001389i,0.0024731-0.0007318i,0.00096018-5.2447e-05i,-0.00045813-0.00062152i,0.00031638-0.0024006i,0.0029699-0.00041183i,0.00035099+0.00032837i,0.0014983+0.0012581i,0.0014516+0.00088462i,-0.00022612+0.0002692i,-0.0012678-0.0029628i,-0.0019998-0.001259i,-0.0014716+0.00133i,-0.025454-0.0028327i,-0.0072979+0.01113i,-0.00046541+0.011722i,0.0023246+0.007853i,-0.0016848-0.0024968i,0.0015423-0.0018178i,0.0069918+0.0098259i
-0.012157+0.0041506i,-0.0020309+0.022265i,0.0066596+0.011147i,0.0014372+0.003751i,0.0032297+0.00249i,0.0051767+0.0012948i,0.010443+0.012004i,0.0018871+0.020869i,0.0058751+0.016172i,0.0013669-0.00059499i,0.00091864+0.00049187i,0.0010227-0.001527i,0.00073006-0.0018214i,-0.000418-0.00080236i,2.7442e-05-0.0011088i,0.00098434-0.00072896i,-0.0024524-0.0033997i,0.0022099+0.00047721i,-0.00018463+0.0016604i,0.001568-0.001005i,0.00025305-0.0012586i,0.0007251-0.00057306i,0.0010165-0.00048501i,0.0015265-0.0028451i,-0.0018686-8.282e-05i,8.4878e-05-0.00057475i,-0.00026867-0.00093969i,0.00037649-6.858e-05i,0.00031134+0.00043664i,0.00034118+0.00045832i,-0.000612+0.0015959i,0.00073012+0.00027834i,2.1536e-05+0.0012217i,0.0005176+0.0011442i,9.406e-05+0.00012045i,0.0017362-0.0063191i,-0.0018841-0.001372i,-6.3349e-05-0.00029663i,-0.0012977-0.00032788i,-0.0024281+0.0011116i,0.00034814-0.0011356i,0.00019373-0.00052391i,0.0019321-0.00024404i,0.0018858+6.6795e-06i,-0.013019+0.014321i,-0.0279-0.00080639i,-0.026468-0.0066823i,-0.015601+0.0033633i,-0.031771+0.010396i,-0.020708+0.00030287i,-0.021541+0.0058502i,-0.01295+0.024591i,-0.021962-0.019333i,-0.024861-0.0079653i,0.0012316-0.0082077i,-0.00034222-0.00034553i,-0.0034217-0.0015266i,0.0017093+0.0017073i,0.0049837+0.00048901i,0.0003194-0.011174i,0.00038166-0.0021579i,0.0012695+0.0025791i,-0.0011082+0.0017959i,0.00018089-0.0028239i,-0.00047884-0.0028293i,0.00082372+0.0030776i,-0.005477+0.0048733i,-0.0012656+0.00017109i,0.0015937+0.0027011i,0.004169+0.0023456i,-0.00039891-0.00076852i,0.00084951-0.0027226i,0.0011908-0.00031521i,0.0014366+0.0012904i,0.0030778-0.00014937i,0.00061713-0.00067203i,0.0018943-0.0022051i,0.0018793-0.0014979i,0.0010472-0.00023239i,1.1275e-06-0.00019125i,-0.0010143-0.0017425i,0.0024638-0.0010815i,-0.00010085+0.00041905i,0.0018504+0.0008817i,0.0020112+0.00019423i,-0.00011849+0.00014717i,-0.001822-0.0025786i,-0.0015515-2.1506e-05i,-0.00097095+0.0019768i,-0.025349-0.00069069i,-0.0059595+0.013046i,0.00032346+0.011607i,0.0035366+0.0082532i,-0.0025638-0.0017457i,0.0011176-0.0019076i,0.0076934+0.0080783i
