-0.023468-0.018958i,-0.032711-0.033004i,-0.022522-0.019404i,-0.032543-0.020045i,-0.023922+0.0043703i,-0.028819-0.01767i,-0.058301-0.043721i,-0.041336-0.041191i,-0.031238-0.023714i,0.0052583+0.0056411i,-0.0034192+0.0061965i,-0.01105+0.011167i,0.0039616+0.0069597i,-0.0036988-0.0026511i,0.0028506+0.0016232i,0.0040158+0.028332i,0.026328+0.032271i,9.362e-05+0.00022198i,-0.002967-0.0028703i,0.007483+0.0039788i,0.0019515+0.00052353i,-1.4897e-06+0.0026982i,-0.00055502+0.00035856i,-0.032812-0.00088002i,-0.0032775-0.0048518i,3.1703e-05+0.0025814i,0.0039695-0.0011774i,0.00081101-0.00040108i,-0.0005082-0.00057927i,-0.0010862-0.001833i,-0.0021991-0.00062538i,-0.0038113-0.003796i,-0.0029466-0.0052609i,0.00033787-0.0011572i,0.00067679-0.0029963i,-0.0016117+0.025062i,0.0020292-0.0030282i,0.0021373-0.0039803i,0.0043619-0.0025666i,-0.0065339-0.0017043i,0.00085078+0.0011712i,0.010087-0.00038499i,-0.0019312-4.6309e-05i,-0.0032267+0.0014095i,-0.0088603-0.0026488i,-0.018586+0.021261i,-0.0082353-0.086314i,-0.002435-0.0609i,-0.021395-0.053773i,-0.010925-0.045607i,0.053771-0.026128i,0.024365-0.067725i,0.040848-0.053965i,0.018361-0.038833i,0.026153-0.019699i,0.012242+0.011768i,0.025461-0.029395i,-0.011302-0.0012983i,-0.00089672-0.00088041i,-0.0072858-0.0014674i,-0.0053237-0.028986i,-0.020433+0.027332i,0.0075691-0.0094328i,-0.010567-0.0032861i,-0.00237-0.0018459i,-0.00075805-0.014565i,-0.0082416+0.0050967i,0.0051941+0.010311i,-0.0099658+0.030859i,0.0064789+0.0074824i,-0.0036527-0.0016961i,-0.0023765-0.0016109i,-0.013155-0.0059915i,0.0001846-0.0040482i,-0.033311+0.0031901i,0.0030093-0.0090137i,-0.0071011-0.0018436i,-0.0052932-0.0030552i,0.0071052+0.0017564i,-0.010497+0.00084646i,0.0026335-0.00050559i,0.0060718+0.0078369i,0.0057487+0.00096265i,-0.0080116-0.00982i,0.0029463+0.0077642i,-0.019703+0.0076875i,0.0031273+0.0055601i,-0.021176-0.0087963i,-0.027289-0.0050381i,0.0098151-0.061668i,0.018435-0.014659i,-0.051262-0.028786i,-0.023632+0.0021386i,0.019215+0.010265i,-0.02721+0.012194i,-0.012804-0.0079955i
-0.011015+0.013503i,-0.020769+0.04179i,0.0015815+0.040465i,-0.010779+0.024689i,-0.00026763+0.021038i,0.0018089+0.023281i,-0.024769+0.015908i,-0.025995+0.033444i,0.00049161+0.017231i,-0.0012779-0.0012806i,-0.00089294+0.0017664i,0.0043597+0.0034306i,0.0033654+0.0050098i,-0.0031137+0.0019094i,-0.0030454+0.0037733i,0.0011513-0.0067396i,-0.0085765-0.0019262i,-0.0020001+0.00035553i,0.00028409-0.0014012i,-0.00098104-0.00036735i,0.00075886-0.0033772i,0.001253-0.0027i,0.00097009-0.0015105i,-0.0097835-0.0083399i,-0.00012508-0.00049718i,-0.0014854+0.00021619i,-0.0022575+9.1116e-05i,-0.0027249+4.749e-05i,-0.00084754-0.00096801i,0.0011224-0.0006897i,-0.0018336+0.0002293i,0.0015756-8.6371e-05i,0.0020179-0.00058196i,0.00065823+0.00050634i,-0.00037562+0.0018532i,-0.00048623-0.0067148i,-0.0013437+0.00083757i,0.0018551+7.4144e-05i,0.0006674+0.0026247i,0.0042067+0.0057962i,0.001009-0.0015651i,-0.0016673-0.00095269i,-0.0017209-0.0021307i,0.0031112+0.0053106i,-0.00784+0.0075296i,0.019633-0.057655i,-0.074114+0.01523i,-0.027391-0.018275i,-0.061179-0.048577i,-0.052932-0.017274i,-0.085855+0.0049288i,-0.073611+0.0026177i,-0.047604-0.03351i,-0.0082295-0.045807i,-0.038298-0.026321i,-0.0062123+0.00026188i,-0.031421+0.01012i,0.0077791+0.011307i,0.0099568+0.0072352i,0.0020236-0.0063675i,0.010399+0.0040792i,-0.011471-0.0036011i,0.0031316+0.011977i,0.0016571+0.0064606i,-0.00012429-0.0014164i,0.0057191+0.0017119i,0.0042484+0.00050834i,-0.00485+0.019353i,0.00012013+0.0095209i,0.0007705-0.0038084i,0.0083088-0.006025i,0.0012848+0.0039981i,-0.0085261-0.0074061i,-0.0026838-0.00091205i,0.021344-0.030702i,0.0052686+0.0085414i,0.0018128+0.0027399i,-0.0022035+0.0042255i,0.0031991-0.0042177i,0.019646+0.0028554i,0.0013492-0.0021937i,-0.0029331-0.0065439i,-0.00044602-0.0021749i,0.011665+0.0050271i,0.0054226-0.00056531i,0.0031239-0.007939i,0.004433+0.0050782i,-0.0054319+0.0033537i,0.013633+0.0067395i,-0.042901-0.037926i,-0.011963+0.0056009i,-0.0020952-0.0016099i,-0.0010398+0.0029892i,-0.040613+0.011086i,-0.0063423+0.0083531i,-0.013591+0.0038355i
-0.0083159+0.014221i,-0.013655+0.042156i,0.010752+0.034064i,-0.0057395+0.025533i,0.0026271+0.018665i,0.0061852+0.021861i,-0.02327+0.01971i,-0.018333+0.035675i,0.0042478+0.011935i,-0.0016418-0.00040694i,-4.802e-05+0.0029257i,0.0049264+0.0010613i,0.0042084+0.0031364i,-0.0014913+0.0028632i,-0.002189+0.0047521i,-0.0031575-0.0052506i,-0.0098302+0.0026558i,-0.0016311+0.0009683i,0.00085921-0.00084793i,-0.00048001+2.365e-05i,-0.00013022-0.0031324i,0.0010508-0.0022411i,0.00077614-0.0013121i,-0.011284-0.0048177i,-4.221e-06-0.00035574i,-0.001466+0.00065208i,-0.0015959+0.00093123i,-0.0022466+0.00074829i,-0.0010471-0.00078923i,0.0010384-0.00087019i,-0.0016547+0.0011468i,0.0010822-0.00040723i,0.0012985-0.001386i,0.00028976+0.00054165i,-0.00092587+0.0014934i,-0.00024749-0.0054903i,-0.00088701+0.00091392i,0.00095931-0.0004863i,0.0007849+0.0026677i,0.005344+0.0032047i,0.0004561-0.002038i,-0.002248-0.00069668i,-0.0027706-0.0010003i,0.0043549+0.0045714i,-0.0057266+0.0057873i,0.0014936-0.067372i,-0.06475+0.029542i,-0.034265-0.02114i,-0.074621-0.039448i,-0.05339-0.0058834i,-0.076567+0.021699i,-0.07066+0.016971i,-0.041346-0.030848i,-0.01419-0.044326i,-0.04484-0.011459i,-0.007019+0.00038846i,-0.024809+0.022705i,0.0098459+0.0059541i,0.011717+0.00088937i,-0.0025746-0.011334i,0.0076402+0.0030641i,-0.011442+0.0027078i,0.007993+0.0096753i,0.003516+0.0072516i,-0.00055842-0.0011869i,0.0065991+0.0019387i,0.0051097+8.6782e-05i,0.0042242+0.016539i,0.0045957+0.0056352i,-0.0033782-0.0055092i,0.0021346-0.0067704i,0.0030367+0.0048796i,-0.01072-0.0002369i,-0.0023023+0.0019245i,0.0070343-0.03183i,0.0081206+0.0073057i,0.0041615+0.0020392i,0.0015962+0.0030977i,-0.00042599-0.00182i,0.017312-0.0063707i,-0.00021218-0.0026914i,-0.0061436-0.0042133i,-0.0030466-0.0010261i,0.010435+0.00058005i,0.0044615-0.00028356i,0.00014356-0.0061738i,0.0062642+0.003581i,-0.0055776+0.0053043i,0.013774+0.0016923i,-0.049656-0.031771i,-0.0063748-0.0052045i,-0.0025555-0.002384i,0.00059802+0.0021967i,-0.034281+0.02349i,-0.004332+0.0089686i,-0.010522+0.0056879i
-0.0052459+0.014184i,-0.0072533+0.042465i,0.015381+0.026413i,-0.00095251+0.024451i,0.0061761+0.017438i,0.010098+0.019335i,-0.020081+0.023727i,-0.010949+0.035464i,0.0036645+0.0076038i,-0.0016023+0.00069142i,0.0017498+0.0033578i,0.002372-0.00034048i,0.0044246+0.0017995i,-0.00077024+0.0029448i,-0.00085285+0.0055898i,-0.0062952-0.001438i,-0.008266+0.0074767i,-0.00082294+0.0015051i,0.0015683-0.0017421i,0.00021382-0.00033914i,-0.00094246-0.0029708i,0.00094654-0.0028427i,0.00079629-0.001524i,-0.012157-0.0016409i,-7.0782e-05-0.00034778i,-0.0010187+0.0013722i,-0.0008987+0.00069061i,-0.0014343+0.0016346i,-0.0013172-0.00062745i,0.00061628-0.0014491i,-0.00090705+0.0017129i,0.00061428-0.00064063i,0.00043991-0.0014159i,0.00060078+0.00010271i,-0.00061995+0.0024186i,0.00028635-0.0060201i,-0.00085632+0.00090087i,0.00030213-0.00073306i,0.0025976+0.0013343i,0.0051113+0.0012002i,-0.00027061-0.0019801i,-0.0015763+0.00037558i,-0.0034388+0.00018286i,0.0054357+0.0028602i,-0.0049964+0.0044942i,-0.02076-0.067947i,-0.050806+0.038486i,-0.043003-0.018173i,-0.082464-0.024011i,-0.048943+0.0030673i,-0.061841+0.032452i,-0.057709+0.02969i,-0.04319-0.032942i,-0.019736-0.043424i,-0.043729+0.0031692i,-0.0072282+0.001715i,-0.012943+0.029035i,0.010316+0.0013677i,0.0082465-0.0049334i,-0.012819-0.011458i,0.0076626+0.00071967i,-0.0079376+0.0067909i,0.010512+0.0042822i,0.0059202+0.0064087i,-0.0029141+0.00014418i,0.0066922-0.0017151i,0.0059289-0.0025489i,0.0080657+0.010314i,0.0042688+0.0014662i,-0.0083043-0.0021865i,-0.00016509-0.004815i,0.0059651+0.0037873i,-0.0065469+0.0084295i,0.00029013+0.0030499i,-0.0035683-0.028294i,0.011748+0.0034508i,0.004106+5.8295e-05i,0.0019658+0.0011995i,0.00045237+0.00016658i,0.011122-0.01099i,-0.0025764+0.00032967i,-0.0072966-0.00067666i,-0.0037838+0.0024238i,0.0072166-0.0023548i,0.0071203-0.0015887i,7.1818e-05-0.0056518i,0.0090079+0.00089204i,-0.002476+0.0067462i,0.012144-0.0027065i,-0.054644-0.020887i,-0.011964-0.013782i,-0.00085413-0.0035366i,0.0035108-0.00028771i,-0.023915+0.029508i,-0.0038508+0.0049023i,-0.0071749+0.0011088i
-0.0024781+0.013089i,-0.00013816+0.042423i,0.017397+0.019249i,0.0038482+0.023256i,0.010256+0.014016i,0.013424+0.015862i,-0.015524+0.02694i,-0.005241+0.033117i,0.0028786+0.0061841i,-0.00097995+0.00163i,0.0030058+0.0021165i,0.0012604+0.0013962i,0.0042002+0.00065722i,-0.00058838+0.0036468i,0.00066626+0.0057383i,-0.0062684+0.0037017i,-0.003611+0.010825i,6.3957e-05+0.0013271i,0.00064002-0.0024386i,-3.2163e-05-0.0010413i,-0.0017682-0.0024029i,0.00031737-0.0031067i,0.00055734-0.0020906i,-0.011916+0.0022371i,-5.958e-06-0.00050676i,5.7052e-05+0.0011522i,-0.0007964+0.0003746i,-0.00029563+0.0015148i,-0.001575+4.87e-05i,-0.00024782-0.0013879i,-8.6613e-05+0.0017947i,0.00015127-0.00069637i,-0.00045733-0.0010571i,0.00040215-7.3566e-05i,0.000725+0.0023395i,-0.00062134-0.0078963i,-0.0003317+0.0013402i,-0.00040995-0.00052597i,0.0019299-0.00074495i,0.00482-0.00027417i,-0.00065445-0.0017717i,-0.00093268+0.00026833i,-0.0034031+0.0017882i,0.0046149+0.00044335i,-0.0051025+0.0040871i,-0.03964-0.0565i,-0.037214+0.040657i,-0.049546-0.010847i,-0.086168-0.0080996i,-0.042795+0.0084341i,-0.049106+0.035919i,-0.043993+0.031908i,-0.047248-0.02911i,-0.025579-0.039175i,-0.039301+0.01469i,-0.0074078+0.0030887i,-0.0011392+0.029426i,0.0093749-0.0033525i,0.0028274-0.0065345i,-0.020365-0.0031924i,0.0048681-0.00041139i,-0.0038935+0.0079286i,0.0089282-0.0014718i,0.0082184+0.0052235i,-0.0029506+0.0031065i,0.0034553-0.0027511i,0.0049848-0.0062096i,0.0078666+0.0038244i,0.0014118-0.00018487i,-0.0083532+0.0016628i,-0.0017696-0.0035392i,0.0072205+0.0014876i,0.0026051+0.0097139i,0.001815+0.0018874i,-0.0097392-0.02218i,0.011906-0.0010611i,0.0036211-0.0012884i,0.0026282+0.0014159i,0.00087468-0.00036618i,0.0058485-0.011194i,9.5204e-07+0.0027045i,-0.0066879+0.0026475i,-0.0011021+0.004761i,0.0049512-0.002085i,0.0069054-0.0060111i,-0.0021737-0.00531i,0.0083052-0.0045549i,-0.0002892+0.0055844i,0.010117-0.0068757i,-0.053175-0.0084026i,-0.022228-0.015586i,-0.0017725-0.0079016i,0.0038296-0.0054502i,-0.01552+0.030063i,-0.0073695+0.0044623i,-0.010578-0.00037291i
-0.00080194+0.011744i,0.0063999+0.040538i,0.016803+0.013723i,0.0084182+0.020579i,0.01264+0.0094765i,0.015213+0.011959i,-0.010008+0.02852i,-0.0012104+0.030686i,0.0033052+0.0055253i,0.00019691+0.0020292i,0.0031543+0.0010467i,0.0021262+0.0023883i,0.003929-0.00034987i,0.001093+0.0044832i,0.0022626+0.0054276i,-0.0036851+0.007203i,0.0014979+0.011323i,0.00055487+0.001045i,0.00012387-0.0022478i,-0.0006029-0.0011907i,-0.0025648-0.001707i,-0.00046827-0.0029958i,-0.00027645-0.0023916i,-0.0094826+0.0051881i,-0.00049289-0.00083553i,0.00012217+0.00035644i,-0.00078187+0.00034013i,0.000209+0.00084702i,-0.0012981+0.00088226i,-0.00044623-0.0008457i,0.00051947+0.0015741i,-5.2507e-05-0.00089275i,-0.00088774-0.00046815i,0.00022013-8.9446e-05i,0.0011358+0.0015807i,-0.0032832-0.0088359i,3.3025e-05+0.0012811i,-0.0004468+0.0002526i,0.00059327-0.0011205i,0.0041021-0.0010588i,-0.0010342-0.0016483i,-0.00078227+0.00024907i,-0.0021438+0.0030253i,0.0032575+0.00076894i,-0.0046539+0.0046546i,-0.046941-0.039632i,-0.027284+0.038555i,-0.054267-0.0014537i,-0.087114+0.0089596i,-0.038359+0.0094335i,-0.038412+0.036873i,-0.034559+0.031264i,-0.049669-0.025115i,-0.028323-0.035204i,-0.032022+0.024916i,-0.0069505+0.0046767i,0.012001+0.025111i,0.0067428-0.0059542i,-0.0017167-0.0053076i,-0.02176+0.0058887i,0.0036617-0.0001328i,5.9387e-05+0.0087895i,0.0040053-0.0034524i,0.010335+0.0025056i,-0.0013302+0.0050002i,0.0012754-0.0014369i,0.0024391-0.0088952i,0.0041577+0.0021956i,-0.00064914+0.0012567i,-0.0083046+0.0067898i,-0.0028406-0.0012593i,0.0071858-0.0013778i,0.006929+0.0053273i,0.0025059+0.00077702i,-0.012516-0.019445i,0.01001-0.0055969i,0.0025945-0.0022897i,0.0048264+0.00047524i,0.00069442-0.00015914i,0.0030383-0.009747i,0.0021608+0.0016443i,-0.0039667+0.0058268i,0.0023167+0.0045673i,0.004717-0.0020676i,0.0030363-0.010737i,-0.0029459-0.0035663i,0.0040667-0.0077175i,0.00016691+0.0042352i,0.0053381-0.010527i,-0.047429-0.0021264i,-0.032978-0.00746i,-0.0054676-0.0097859i,0.0011726-0.010125i,-0.0087961+0.029556i,-0.010198+0.0073222i,-0.012079+0.0021479i
0.00048305+0.010694i,0.012077+0.038207i,0.016007+0.010865i,0.01173+0.016497i,0.012773+0.0046761i,0.016376+0.0086535i,-0.0041425+0.028209i,0.0016382+0.028813i,0.0040475+0.0035361i,0.00084384+0.0013342i,0.0026023+0.00028745i,0.003145+0.002412i,0.0033146-0.0012246i,0.0027352+0.0035901i,0.0034558+0.0046111i,-0.00011517+0.0087254i,0.0062215+0.0093437i,0.00097207+0.00074419i,-0.00046914-0.0023959i,-0.0012273-0.0010582i,-0.0026109-0.00048643i,-0.00098651-0.0027192i,-0.00097936-0.0020692i,-0.0074366+0.0060515i,-0.0010119-0.00042289i,-0.00019837+8.9027e-05i,-0.00084491+0.00043504i,0.00033422+0.00019018i,-0.00051382+0.0012392i,-0.00037002-0.000648i,0.0010671+0.0013361i,-0.00058294-0.0009772i,-0.0009521-5.4891e-06i,-1.1584e-05-0.00020377i,0.001287+0.0014796i,-0.0064387-0.0084071i,0.00016905+0.00090336i,8.6838e-05+0.00037886i,-0.00011237-0.00092775i,0.0034031-0.001689i,-0.0014066-0.0010701i,-0.00080741+0.00031183i,-0.00057206+0.0032219i,0.0034502+0.0015717i,-0.0035701+0.0053547i,-0.045392-0.027706i,-0.02018+0.036304i,-0.055002+0.011712i,-0.081854+0.028811i,-0.03906+0.010128i,-0.030009+0.035583i,-0.026663+0.029876i,-0.051099-0.018959i,-0.031813-0.031759i,-0.022904+0.029829i,-0.0064483+0.0067086i,0.0188+0.011151i,0.0046336-0.0080193i,-0.0047894-0.0018391i,-0.017633+0.015164i,0.0033718-0.00092188i,0.0044115+0.0065222i,0.0012427-0.0016379i,0.011511-0.0020433i,0.00074786+0.0062713i,0.00088547-0.00029261i,-0.003105-0.010274i,0.0024841+0.0040539i,-0.00047178+0.0035956i,-0.0026974+0.01195i,-0.0016424+0.00076922i,0.005876-0.0031809i,0.0081467+0.0014042i,0.0031745-0.00089288i,-0.018325-0.017978i,0.0060525-0.0078899i,0.0010055-0.0027709i,0.0041529-0.0018033i,0.00092837+0.00093422i,0.002158-0.0080488i,0.0025741+0.0001634i,-0.00045236+0.0066639i,0.0039447+0.0017859i,0.0038792-0.0027974i,-0.0033808-0.010786i,-0.0032389-0.0032237i,0.00015651-0.0075111i,0.00095423+0.0030665i,-0.00096068-0.010736i,-0.044434+0.0022822i,-0.030838+0.0076396i,-0.0092601-0.0098744i,-0.0036776-0.011991i,-0.0037961+0.028331i,-0.0085496+0.01243i,-0.0092492+0.0039139i
0.0017192+0.0096562i,0.01771+0.035738i,0.016143+0.0086853i,0.013264+0.01216i,0.01128+0.0014116i,0.01734+0.0052388i,0.00097247+0.026709i,0.0042201+0.027751i,0.0040003+0.0019552i,0.00084923+0.0010419i,0.002206+0.00042586i,0.0045465+0.0021457i,0.0024363-0.0016976i,0.0035405+0.0019549i,0.004202+0.0036385i,0.0032134+0.0084245i,0.0092401+0.0058741i,0.0012994+0.00050364i,-0.0010696-0.0023791i,-0.001621-0.00042847i,-0.0021532+0.00035628i,-0.0015855-0.0024948i,-0.0014006-0.0015914i,-0.0062151+0.0076254i,-0.0010036-4.592e-05i,-0.00053472+0.00035707i,-0.00085013+0.00082585i,-0.00019506-0.00019146i,-9.7375e-05+0.00089682i,-0.00049733-0.00067349i,0.0015467+0.00081532i,-0.00055923-0.00037801i,-0.00055058+0.00020566i,-0.00014524-0.00013637i,0.001849+0.00067585i,-0.0093816-0.0069977i,0.0003448+0.00079543i,8.1953e-05-3.9769e-05i,-0.00055726-0.00068136i,0.0026908-0.0022691i,-0.0012959-0.00047473i,-0.00052958+0.00046675i,0.00031524+0.0023695i,0.0041253+0.00095574i,-0.0019709+0.0052823i,-0.044189-0.02294i,-0.015036+0.034777i,-0.049666+0.023933i,-0.070217+0.045374i,-0.039494+0.0156i,-0.0235+0.034825i,-0.021658+0.027233i,-0.05156-0.013989i,-0.034058-0.026408i,-0.015044+0.032361i,-0.0037017+0.0073707i,0.013529-0.00181i,0.0010431-0.010451i,-0.0048296+0.0013038i,-0.010741+0.019239i,0.0018936-0.00188i,0.0060903+0.0024949i,0.0016877-0.00032573i,0.0097153-0.0054172i,0.0045564+0.0063006i,0.0012193+0.001487i,-0.0081427-0.0049756i,0.0037637+0.0055414i,0.0010129+0.0051084i,0.0035998+0.011573i,-0.00085009+0.0011088i,0.0044215-0.0045054i,0.0081242-0.0039765i,0.0012047-0.0017138i,-0.02495-0.011416i,0.0029096-0.0082458i,-0.00030355-0.0017993i,0.0042499-0.0010075i,0.001793+0.00062616i,0.0024798-0.0092339i,0.0019962-0.0013022i,0.0020237+0.0050091i,0.0035496+0.00077467i,0.0035731-0.0024905i,-0.0068754-0.0069954i,-0.0047266-0.002499i,-0.0033977-0.0058395i,0.00084591+0.0018664i,-0.004812-0.007626i,-0.040839+0.007271i,-0.024823+0.01017i,-0.0096675-0.0087915i,-0.0076566-0.011164i,0.0014121+0.024917i,-0.0062684+0.013245i,-0.0084105+0.0035951i
0.0026668+0.0085475i,0.023271+0.032476i,0.016971+0.0068351i,0.013613+0.0086603i,0.0093936-0.0005173i,0.017518+0.0017895i,0.0054252+0.024346i,0.0073059+0.027046i,0.0037468+0.0002605i,0.00089554+0.00079872i,0.0025682+0.00054638i,0.0058508+0.0002727i,0.001631-0.001737i,0.0030102+0.00090407i,0.0048624+0.002745i,0.0059316+0.0064575i,0.010223+0.0022002i,0.0016648-0.00017052i,-0.0016666-0.0021925i,-0.0015436+0.00051479i,-0.0014372+0.00090564i,-0.002084-0.0017144i,-0.0015823-0.0011579i,-0.0033259+0.0090337i,-0.00097513+0.00033327i,-0.00029515+0.00073392i,-0.00066045+0.0012779i,-0.00087372+2.9405e-05i,2.0715e-05+0.00075546i,-0.00066002-0.00056i,0.0016258+0.00011433i,-0.00017259-0.00044723i,-0.0005677+0.00021049i,-0.00023272+6.0012e-06i,0.0017143-0.00016818i,-0.011811-0.0037956i,0.00038403+0.00072513i,-0.00012598-8.7626e-06i,-0.0010687-0.00036046i,0.0021034-0.002459i,-0.0010065-0.00027654i,-0.00024483+0.00041804i,0.00040878+0.001738i,0.004201+0.00020298i,-0.00078376+0.004219i,-0.046669-0.019159i,-0.010938+0.033093i,-0.042351+0.033269i,-0.054781+0.055363i,-0.03838+0.021297i,-0.016843+0.033154i,-0.017926+0.026177i,-0.052256-0.0087974i,-0.034735-0.02068i,-0.0070672+0.033643i,-0.001866+0.0067628i,0.0057761-0.0043018i,-0.0034002-0.010734i,-0.0032108+0.0044438i,-0.0039064+0.019242i,-0.00021431-0.0022484i,0.0051643-0.001508i,0.0014258+0.00012381i,0.0069333-0.0087536i,0.0078941+0.0037739i,0.0027019+0.0017998i,-0.0083058-0.00097214i,0.0060021+0.0062857i,0.0034868+0.0058674i,0.008976+0.0089087i,-0.00039162+0.0015941i,0.0035779-0.0053034i,0.0051244-0.0078061i,0.00050951-0.00021613i,-0.028557-0.0018592i,0.00080545-0.0080804i,-0.00041241-0.0005187i,0.0047308-0.0010887i,0.0022196+0.00010435i,0.00085921-0.011802i,0.00055216-0.0016683i,0.0036184+0.003802i,0.0037143-0.00030309i,0.0043926-0.0031714i,-0.0085053-0.0038292i,-0.0063244+9.8896e-05i,-0.006133-0.0036613i,0.00053138+0.00073371i,-0.0061924-0.0045752i,-0.036927+0.010505i,-0.022431+0.011685i,-0.009558-0.010221i,-0.010667-0.0094788i,0.0021945+0.022278i,-0.0057254+0.013209i,-0.007117+0.0037688i
0.0037004+0.0076212i,0.029172+0.027892i,0.018654+0.0043439i,0.013332+0.0058232i,0.0081744-0.00096978i,0.01714-0.0013845i,0.0089187+0.020877i,0.011416+0.025766i,0.0029795-0.0012875i,0.00087944+0.00057743i,0.0029554-0.00015766i,0.0052535-0.002448i,0.0011022-0.0015518i,0.0027745+0.00036855i,0.005463+0.0015341i,0.0069156+0.0037631i,0.009605-0.0012793i,0.0011636-0.00098347i,-0.0024611-0.0015516i,-0.0008121+0.00099255i,-0.0005002+0.00084777i,-0.0020719-0.0011855i,-0.0017726-0.00070553i,1.2794e-05+0.0090551i,-0.00064898+0.00061309i,3.9635e-06+0.00068716i,-0.00011232+0.0015745i,-0.00096932+0.00067499i,0.00033287+0.0004128i,-0.00069165-0.00039891i,0.0013733-0.00050105i,-0.00054041-0.00051811i,-0.00052733+0.00042133i,-0.0002925+0.00012188i,0.0011994-0.00074328i,-0.012398+0.00043336i,0.00041616+0.00063496i,-5.5212e-05+5.3927e-05i,-0.0013166+0.00021183i,0.0014752-0.0026586i,-0.0010068-0.00018306i,-2.2032e-05+0.00022662i,0.00033438+0.0014993i,0.004158-0.00045903i,-0.00043676+0.0033286i,-0.051537-0.012259i,-0.0070166+0.031194i,-0.031539+0.03927i,-0.040046+0.061451i,-0.03606+0.02945i,-0.010568+0.029805i,-0.011902+0.024542i,-0.051863-0.0022556i,-0.033447-0.014721i,0.00021646+0.033376i,-0.001174+0.0059048i,0.00083022-0.0049967i,-0.0081943-0.0096084i,0.00070779+0.0053623i,0.00038299+0.017696i,-0.0028092-0.0013346i,0.0029508-0.0045236i,0.0025292+0.001899i,0.0020871-0.010591i,0.009239-0.00099934i,0.0037958+0.0011031i,-0.0083398+0.0034633i,0.0097316+0.0053656i,0.0072963+0.0043469i,0.012558+0.0035152i,0.00065456+0.0021625i,0.0019913-0.0062417i,-0.00075987-0.008801i,0.0016361+0.0010812i,-0.028662+0.0089902i,-0.0011929-0.0079366i,0.00036133+0.00066625i,0.0054478-0.0045438i,0.0027977-0.00023842i,-0.0041738-0.013251i,-0.00043959-0.00091725i,0.0044867+0.001978i,0.0033513-0.00095367i,0.0038854-0.0046782i,-0.0083289+0.00059922i,-0.0056674+0.0034815i,-0.0076859-0.00038244i,-0.00091133-0.00039005i,-0.0063264-0.0021055i,-0.033778+0.012906i,-0.02058+0.016394i,-0.012015-0.013831i,-0.010639-0.0071577i,0.0041689+0.021709i,-0.0058409+0.015499i,-0.0051242+0.0019915i
0.0046723+0.0063184i,0.033732+0.021568i,0.019805+0.00018645i,0.012936+0.0036403i,0.0078477-0.0012348i,0.01656-0.0042632i,0.011071+0.017232i,0.015207+0.023174i,0.0018243-0.002229i,0.00078264+0.00056418i,0.0027532-0.00089028i,0.0031283-0.003837i,0.00066636-0.0013987i,0.0023594-1.2066e-05i,0.0055133+0.00010613i,0.0064797+0.0017025i,0.0079966-0.0037624i,0.00065549-0.0011784i,-0.0025587-0.0006532i,-0.00011612+0.00097209i,0.00022983+0.00041111i,-0.0020032-0.00084133i,-0.0016806-0.00028226i,0.0028288+0.0085616i,-0.00031069+0.00057218i,0.00014066+0.00064156i,0.00048154+0.0012547i,-0.00057093+0.0011804i,0.00024978-7.9928e-05i,-0.00088773-0.00026897i,0.00095384-0.00088402i,-0.0008827-0.00013345i,-0.00027121+0.00070363i,-0.00027236+0.00030054i,0.00052439-0.0011109i,-0.011283+0.0039628i,0.00047466+0.00036506i,-0.00012279-8.5045e-05i,-0.0011305+0.00097855i,0.00074177-0.00301i,-0.00094362+0.00016614i,-4.7311e-05-0.00022306i,0.00044332+0.0015767i,0.0042349-0.0013033i,-0.00014632+0.002837i,-0.053472-0.00094209i,-0.0047839+0.029564i,-0.021721+0.040562i,-0.0239+0.06541i,-0.029277+0.038385i,-0.0069769+0.024679i,-0.0081635+0.019265i,-0.048611+0.0037163i,-0.030154-0.0091724i,0.0086731+0.030638i,-0.00077991+0.0058814i,-0.0050973-0.0033763i,-0.011853-0.0061301i,0.0034699+0.0032006i,0.0041411+0.016328i,-0.0056038+0.0010939i,-0.00076171-0.0063835i,0.0051294+0.00074239i,-0.0029029-0.0094816i,0.0069936-0.0045581i,0.0048174-0.00062306i,-0.0068198+0.0071126i,0.012706+0.00059931i,0.0088096-0.00059963i,0.012193-0.0042006i,0.0021602+0.0017699i,-5.8601e-05-0.0063752i,-0.0042934-0.0053209i,0.0032272-0.00013922i,-0.02343+0.021585i,-0.0032942-0.0065504i,0.001832+0.00095135i,0.0023728-0.0064699i,0.0029922-0.0006807i,-0.009982-0.010792i,-0.00012686+0.00081088i,0.0046229-7.9432e-05i,0.0024552-0.0017135i,0.002542-0.0053347i,-0.0063371+0.0041246i,-0.0031488+0.0054294i,-0.0072467+0.0037707i,-0.0033888-0.0001178i,-0.005944-0.00067594i,-0.029642+0.017106i,-0.012196+0.019818i,-0.018077-0.014683i,-0.0097392-0.0071814i,0.0054312+0.020738i,-0.0031423+0.018754i,-0.0050287-0.0013543i
