-0.023468-0.018958i,-0.032711-0.033004i,-0.022522-0.019404i,-0.032543-0.020045i,-0.023922+0.0043703i,-0.028819-0.01767i,-0.058301-0.043721i,-0.041336-0.041191i,-0.031238-0.023714i,0.0052583+0.0056411i,-0.0034192+0.0061965i,-0.01105+0.011167i,0.0039616+0.0069597i,-0.0036988-0.0026511i,0.0028506+0.0016232i,0.0040158+0.028332i,0.026328+0.032271i,9.362e-05+0.00022198i,-0.002967-0.0028703i,0.007483+0.0039788i,0.0019515+0.00052353i,-1.4897e-06+0.0026982i,-0.00055502+0.00035856i,-0.032812-0.00088002i,-0.0032775-0.0048518i,3.1703e-05+0.0025814i,0.0039695-0.0011774i,0.00081101-0.00040108i,-0.0005082-0.00057927i,-0.0010862-0.001833i,-0.0021991-0.00062538i,-0.0038113-0.003796i,-0.0029466-0.0052609i,0.00033787-0.0011572i,0.00067679-0.0029963i,-0.0016117+0.025062i,0.0020292-0.0030282i,0.0021373-0.0039803i,0.0043619-0.0025666i,-0.0065339-0.0017043i,0.00085078+0.0011712i,0.010087-0.00038499i,-0.0019312-4.6309e-05i,-0.0032267+0.0014095i,-0.0088603-0.0026488i,-0.018586+0.021261i,-0.0082353-0.086314i,-0.002435-0.0609i,-0.021395-0.053773i,-0.010925-0.045607i,0.053771-0.026128i,0.024365-0.067725i,0.040848-0.053965i,0.018361-0.038833i,0.026153-0.019699i,0.012242+0.011768i,0.025461-0.029395i,-0.011302-0.0012983i,-0.00089672-0.00088041i,-0.0072858-0.0014674i,-0.0053237-0.028986i,-0.020433+0.027332i,0.0075691-0.0094328i,-0.010567-0.0032861i,-0.00237-0.0018459i,-0.00075805-0.014565i,-0.0082416+0.0050967i,0.0051941+0.010311i,-0.0099658+0.030859i,0.0064789+0.0074824i,-0.0036527-0.0016961i,-0.0023765-0.0016109i,-0.013155-0.0059915i,0.0001846-0.0040482i,-0.033311+0.0031901i,0.0030093-0.0090137i,-0.0071011-0.0018436i,-0.0052932-0.0030552i,0.0071052+0.0017564i,-0.010497+0.00084646i,0.0026335-0.00050559i,0.0060718+0.0078369i,0.0057487+0.00096265i,-0.0080116-0.00982i,0.0029463+0.0077642i,-0.019703+0.0076875i,0.0031273+0.0055601i,-0.021176-0.0087963i,-0.027289-0.0050381i,0.0098151-0.061668i,0.018435-0.014659i,-0.051262-0.028786i,-0.023632+0.0021386i,0.019215+0.010265i,-0.02721+0.012194i,-0.012804-0.0079955i
0.0055295+0.0049192i,0.036864+0.014366i,0.019437-0.0043067i,0.012736+0.0021521i,0.0084603-0.00172i,0.015801-0.0074859i,0.012185+0.01409i,0.01849+0.019968i,0.00090759-0.0025335i,0.0011552+0.00076582i,0.002381-0.0012815i,0.00093325-0.0038125i,0.00010497-0.0012097i,0.0021102-5.7e-05i,0.0051554-0.001226i,0.0057352+0.0005589i,0.0055815-0.0052914i,0.00010105-0.0010359i,-0.0021216-0.00019071i,0.00045332+0.00077712i,0.0001539-0.00020769i,-0.0021349-0.00048547i,-0.001566-7.6822e-05i,0.0062365+0.0077621i,-0.00062402+0.0002163i,0.0003436+0.00077388i,0.00091999+0.00093335i,-3.5186e-05+0.001345i,-0.00039228-0.00035512i,-0.0011791+1.808e-06i,0.00052185-0.0011344i,-0.00050086+0.00034352i,0.00016837+0.00068511i,-8.3652e-06+0.00057534i,-0.00036054-0.0011021i,-0.0089145+0.006849i,0.00054264+0.00028648i,-0.00049037+2.206e-05i,-0.00031727+0.0016029i,-0.0002551-0.0029269i,-0.00069515+0.00022108i,-0.00045554-0.00020118i,0.00062738+0.001484i,0.0035141-0.0024209i,0.0003416+0.0026757i,-0.050006+0.0091192i,-0.0033498+0.029465i,-0.014096+0.04107i,-0.0086248+0.06444i,-0.01719+0.044244i,-0.0060709+0.019588i,-0.0085128+0.014066i,-0.046477+0.0054076i,-0.024397-0.0075962i,0.014948+0.02594i,0.00057168+0.0052982i,-0.0078079+0.0014529i,-0.013904-0.0019762i,0.0039161-0.00029339i,0.0068415+0.014141i,-0.0060472+0.0066014i,-0.0050306-0.0063016i,0.0057601-0.0026691i,-0.0067007-0.0052279i,0.0039301-0.0067302i,0.0042308-0.0021984i,-0.0022293+0.01025i,0.011698-0.0053166i,0.0060101-0.0048667i,0.0054645-0.0083316i,0.0030469+0.000797i,-0.0019417-0.0059807i,-0.0035585-0.001564i,0.0021736-0.0016488i,-0.010447+0.031251i,-0.0041788-0.005322i,0.0032926+0.00011957i,-0.00033532-0.0070964i,0.003328-0.0016557i,-0.013422-0.0059739i,0.0010664+0.00090624i,0.0039192-0.0016646i,0.0023097-0.0011038i,0.0013583-0.0055894i,-0.0021759+0.0054789i,-0.00013628+0.0057653i,-0.0046996+0.0069088i,-0.0052049+0.002415i,-0.0058411+0.00013222i,-0.023135+0.019253i,-0.0088252+0.014398i,-0.022393-0.011141i,-0.0091154-0.0093557i,0.0086508+0.020463i,-0.00020667+0.019774i,-0.0085996-0.0035363i
0.0059323+0.0029698i,0.038343+0.0067221i,0.018374-0.0079831i,0.013363+0.00094936i,0.009295-0.0031754i,0.014252-0.010672i,0.012918+0.011185i,0.021359+0.016147i,0.00015011-0.0026841i,0.0014651+0.00021132i,0.0022346-0.0016345i,-0.00062832-0.0024796i,-8.0733e-05-0.00066511i,0.0019732-7.2667e-05i,0.0044397-0.0023148i,0.0052565-6.6876e-05i,0.0031431-0.0056557i,0.00015245-0.00088969i,-0.0023121+9.739e-05i,0.00093429+0.00015597i,2.6055e-05-0.00056587i,-0.0022177+2.5962e-05i,-0.0015548+0.00013121i,0.009859+0.0045212i,-0.0009933+0.0010297i,0.00090936+0.00046464i,0.0010273+0.0003226i,0.00050538+0.0011399i,-0.00086866+0.00022669i,-0.0012083+0.00050074i,-0.00013618-0.0011898i,-0.0006026-5.5121e-06i,0.00020887+0.00057042i,0.00027217+0.00050003i,-0.00080686-7.7163e-05i,-0.0061166+0.008825i,0.0002861+7.5901e-05i,-0.00035907+0.00041343i,0.00034093+0.0012836i,-0.0010904-0.0022661i,-0.00050153+0.00018456i,-0.00061229+9.3439e-05i,0.000785+0.0014083i,0.0023321-0.0025872i,0.0016152+0.002717i,-0.044906+0.017159i,-0.00046157+0.030317i,-0.0050744+0.041401i,0.0075811+0.061316i,-0.0060049+0.043552i,-0.0080087+0.015947i,-0.011488+0.011747i,-0.047543+0.0090937i,-0.020725-0.0096155i,0.020921+0.020327i,0.00045001+0.0050399i,-0.006678+0.0068221i,-0.013424+0.0027477i,0.0023026-0.0020002i,0.010016+0.01216i,-0.0021049+0.010963i,-0.0087193-0.0046067i,0.0026293-0.0043808i,-0.0067779-0.0017593i,-0.00063997-0.0066473i,0.0026771-0.0040591i,0.0026079+0.0081958i,0.0074617-0.0083025i,0.0023231-0.0061622i,0.0010349-0.0057467i,0.004127-0.00018577i,-0.0031436-0.0047696i,-0.0020592+0.00078224i,0.0020481-0.0018831i,0.0057715+0.031478i,-0.0056743-0.004542i,0.0035883-0.0018709i,-0.0036157-0.0061621i,0.0032964-0.0025293i,-0.013703+0.00040387i,0.0019086+0.0012368i,0.0031359-0.001912i,0.0026062-0.0020835i,-0.00029569-0.0057737i,-0.00046793+0.0030118i,0.0021001+0.0045843i,-0.00094324+0.0080432i,-0.0038781+0.0046074i,-0.0065284+0.0010569i,-0.017889+0.017911i,-0.0063741+0.016838i,-0.025155-0.0058118i,-0.012029-0.012126i,0.01193+0.02003i,0.0036752+0.021259i,-0.011334-0.0034594i
0.0055978+0.0014841i,0.037934-0.0015491i,0.017022-0.012314i,0.014759-0.0018251i,0.010191-0.0054029i,0.011838-0.013769i,0.012914+0.0083867i,0.023637+0.011666i,-0.00024444-0.0024003i,0.0011739-0.00030079i,0.0017792-0.0025069i,-0.00049714-0.0010583i,-8.4999e-05-0.00063692i,0.0020189-0.00043919i,0.0034774-0.0031251i,0.0047379-0.00071828i,0.0013759-0.0053466i,-6.3628e-05-0.0010978i,-0.0023786+0.00102i,0.00077856-0.00079042i,-0.00064401-0.00090084i,-0.0020294+0.00064145i,-0.0016236+0.00042387i,0.010471-0.0004452i,-0.00024133+0.001524i,0.0008338-0.00016009i,0.00081931-5.379e-05i,0.00091229+0.00063419i,-0.00049605+0.00072091i,-0.0010147+0.00094934i,-0.00071967-0.00092874i,-0.0011348+0.00055214i,0.00045996+0.000501i,0.00040811+0.00026473i,-0.00036839+0.00064042i,-0.0031326+0.009845i,0.00014812+0.00015616i,-5.6899e-05+0.00038275i,0.00054226+0.00096022i,-0.0017541-0.0014182i,-0.00039277+6.5575e-05i,-0.00046033+0.00033766i,0.0011161+0.0014794i,0.0018063-0.0026325i,0.0035376+0.0016568i,-0.038997+0.023487i,0.003965+0.031241i,0.0038455+0.038296i,0.022497+0.053021i,0.0038809+0.042371i,-0.011102+0.01518i,-0.014014+0.012309i,-0.047803+0.015511i,-0.019994-0.012908i,0.024123+0.012204i,0.00060462+0.0050145i,-0.0039581+0.0086955i,-0.0126+0.0059755i,-3.5805e-05-0.0037045i,0.012917+0.0090947i,0.0032784+0.01191i,-0.011129-0.0017344i,0.00071837-0.0030669i,-0.0060257+0.0010265i,-0.0028882-0.004245i,0.00063903-0.0039601i,0.004964+0.0071297i,0.0044144-0.0089279i,-0.0014506-0.0050492i,0.00068158-0.003139i,0.0044011-0.0023931i,-0.0051695-0.0033542i,-0.00071869+0.00071533i,0.00089458-0.0023679i,0.018934+0.023978i,-0.007499-0.0023694i,0.0030035-0.0032318i,-0.0037477-0.004319i,0.0035318-0.0040381i,-0.010632+0.0058066i,0.0035766+0.00080447i,0.0022054-0.002374i,0.001785-0.0024336i,-0.002211-0.0047441i,-0.0012828+0.0026268i,0.0031359+0.002787i,0.0023618+0.0079576i,-0.0023877+0.0051261i,-0.0070999+0.0029284i,-0.015577+0.016074i,3.7692e-05+0.017529i,-0.025655-0.0014354i,-0.015938-0.013008i,0.017026+0.016957i,0.0089081+0.02198i,-0.013832-0.0014423i
0.0050682+0.00061271i,0.034636-0.0084669i,0.013708-0.016503i,0.014799-0.0059422i,0.0099852-0.0085597i,0.00852-0.015867i,0.012602+0.0065444i,0.024402+0.0068471i,-0.0001898-0.0025641i,0.00064331-0.00026991i,0.00068572-0.0027305i,-5.4596e-05-0.00054125i,-0.00051429-0.00037503i,0.0017339-0.00060604i,0.0022672-0.0035889i,0.0042497-0.0009622i,5.8164e-05-0.0045476i,-0.00032699-0.0010044i,-0.001453+0.0019061i,6.2692e-05-0.0011341i,-0.001199-0.00038566i,-0.0016538+0.0013725i,-0.0015195+0.00092067i,0.0083355-0.0043135i,0.00032862+0.001401i,0.00048767-0.00028682i,0.00070669-0.00013345i,0.00078079+0.00011661i,-7.9668e-05+0.0006477i,-0.00066554+0.0014237i,-0.0011155-0.00036492i,-0.0006646+0.0012313i,0.00056375+0.00019951i,0.0003445+3.8161e-05i,0.00019489+0.00076311i,5.5245e-05+0.0099223i,0.00021524+0.00013007i,-7.7101e-05+0.00019235i,0.00059312+0.00086413i,-0.0018432-0.00049369i,-0.00045793+2.969e-05i,-0.00029817+0.00036984i,0.0015573+0.0014168i,0.0014079-0.0025764i,0.0049749-0.00066527i,-0.031601+0.028427i,0.009468+0.031189i,0.0090457+0.034154i,0.034352+0.039968i,0.013632+0.036991i,-0.014629+0.017522i,-0.017033+0.015298i,-0.046102+0.022907i,-0.022153-0.015904i,0.024664+0.0032921i,0.0011291+0.0054825i,-0.001214+0.011327i,-0.01098+0.0096624i,-0.0042431-0.0028101i,0.015383+0.0038323i,0.0085537+0.01011i,-0.012257+0.0021881i,3.728e-05-0.0024483i,-0.004219+0.0027369i,-0.0036531-0.0013333i,-0.00030341-0.0033793i,0.0070304+0.0036368i,0.0014422-0.0090356i,-0.0035618-0.0019734i,0.0012801-0.0018627i,0.003068-0.00441i,-0.0057248-0.00025822i,0.00037992+0.001007i,0.00030671-0.0020318i,0.026437+0.011931i,-0.0078778+0.0013481i,0.0021626-0.004534i,-0.0042582-0.0026532i,0.0020277-0.0061774i,-0.0058248+0.0078561i,0.0046302-0.001323i,0.0013206-0.0019297i,0.0012963-0.0024745i,-0.0028301-0.0029701i,-0.0015686+0.0035031i,0.0029927+0.0010528i,0.0058128+0.0066753i,-0.0011298+0.004729i,-0.0071191+0.0052236i,-0.014055+0.017212i,0.0087497+0.012847i,-0.024256+0.0036562i,-0.021172-0.011882i,0.018902+0.011954i,0.01502+0.020267i,-0.013442+0.00051038i
0.0050309+7.1903e-05i,0.031264-0.013097i,0.0096126-0.019078i,0.013572-0.010005i,0.0084896-0.011634i,0.00532-0.016996i,0.012559+0.0054366i,0.024319+0.0026157i,-8.4982e-05-0.0029631i,0.00022869-0.00010279i,-0.00036207-0.002432i,0.00035715-0.00052179i,-0.00064559+0.00025172i,0.0014793-0.00088184i,0.0011468-0.003485i,0.0042025-0.0010256i,-0.00060329-0.0036884i,-0.00076701-0.0008457i,-0.00053714+0.0018735i,-0.00057805-0.00098769i,-0.0012748+0.00011715i,-0.0008557+0.0017316i,-0.0011622+0.0014311i,0.0053419-0.0065798i,0.00069018+0.0011365i,0.00031986-0.00028595i,0.0005689-0.0003094i,0.00050735-8.7538e-05i,2.8663e-05+0.00057793i,5.7413e-05+0.0016746i,-0.001076+0.00020632i,-3.6444e-05+0.00137i,0.0004875-9.0676e-05i,0.00034303+0.00018589i,0.00077536+0.00069574i,0.0028324+0.0091198i,0.00010346+0.00019821i,-0.00025793+0.00025236i,0.00092488+0.00076228i,-0.0016135+0.00016154i,-0.00056031-0.00014455i,-0.00020088+0.00039034i,0.0018934+0.00091935i,0.00071264-0.0028659i,0.0047726-0.0035567i,-0.023257+0.030859i,0.015983+0.029322i,0.014275+0.031617i,0.038983+0.024533i,0.019244+0.029936i,-0.015473+0.023399i,-0.017307+0.022133i,-0.042876+0.031406i,-0.027036-0.016395i,0.02056-0.0039597i,0.0024701+0.0058346i,0.0041103+0.011277i,-0.0078966+0.01258i,-0.0058447+0.00076067i,0.01453-0.0031147i,0.012531+0.0062592i,-0.01194+0.0061025i,-0.00028804-0.0010263i,-0.0025261+0.0035224i,-0.0019821+0.00050178i,-0.0020031-0.0022971i,0.0067326+0.000863i,-0.0013393-0.008052i,-0.0032004+0.0013233i,0.002721-0.0021438i,0.001158-0.0054154i,-0.004066+0.0016545i,0.0017002+0.00033518i,0.00020197-0.0015848i,0.027216-0.00090032i,-0.0056721+0.0042841i,0.00050759-0.0053551i,-0.0035933-0.0016978i,-0.00031328-0.0068209i,-0.0020315+0.0075474i,0.0039773-0.0034589i,0.0013588-0.0010004i,0.0013851-0.0022216i,-0.0018863-0.00211i,-3.592e-05+0.0044842i,0.0018089-3.9332e-05i,0.0075009+0.0032355i,-0.00072032+0.0035727i,-0.0054296+0.0080103i,-0.010867+0.018342i,0.012124+0.0016395i,-0.020131+0.0054909i,-0.026312-0.009189i,0.019938+0.0069069i,0.020009+0.014251i,-0.014007+0.00086871i
0.0051187-0.00087167i,0.028267-0.017378i,0.005753-0.020696i,0.011359-0.013951i,0.006347-0.014094i,0.0019683-0.017749i,0.013546+0.0044389i,0.023873-0.0014698i,-0.00020195-0.0037961i,-0.00023427+0.00023183i,-0.00084364-0.0017405i,0.00056911-0.00060019i,-0.00019293+0.00089248i,0.0011444-0.00093907i,0.00039506-0.0031786i,0.0045275-0.0014287i,-0.00085717-0.0033212i,-0.0008221-0.00051658i,0.00012667+0.0016601i,-0.00098812-0.00065699i,-0.00093945+0.00043541i,7.8435e-05+0.0015279i,-0.00056289+0.0017024i,0.0019613-0.0073791i,0.0012003+0.00082067i,0.00019593-0.00035062i,0.00040694-0.00048382i,0.00033596-0.0001741i,0.00023544+0.00055015i,0.00070578+0.0013681i,-0.0008125+0.00056917i,0.00056746+0.0012069i,0.00028436-0.00015038i,0.00054188-3.2415e-06i,0.0010235+5.4315e-06i,0.0047105+0.0075201i,0.00018901+0.00024581i,-0.00015016+0.0004268i,0.00091373+0.00037065i,-0.0011157+0.000544i,-0.00081756-7.8891e-05i,-4.3543e-05+0.00028038i,0.0020886+0.00052099i,-2.9787e-05-0.0026569i,0.0038167-0.0060422i,-0.015654+0.030872i,0.02176+0.025178i,0.019999+0.027689i,0.038897+0.010598i,0.022252+0.023294i,-0.012289+0.02993i,-0.013082+0.029504i,-0.035761+0.041095i,-0.031968-0.013425i,0.015512-0.0076285i,0.0039581+0.0050062i,0.0077649+0.0088026i,-0.0040187+0.014694i,-0.0051132+0.0035411i,0.010185-0.0092977i,0.013727+0.00040302i,-0.010304+0.0089882i,0.00048952-0.00013462i,-0.00070387+0.0033526i,-0.00056444+0.00049844i,-0.0021794-2.3979e-05i,0.0053833-0.00080432i,-0.0031927-0.0059943i,-0.00093327+0.0032287i,0.0029672-0.0040865i,-0.0010286-0.0051324i,-0.0027873+0.0020014i,0.0020378-0.0010325i,0.00081552-0.0015622i,0.022451-0.011657i,-0.0027223+0.0053521i,-0.0012218-0.0048904i,-0.0033474-0.00098311i,-0.0028195-0.0064368i,0.00047924+0.0065031i,0.003004-0.0047291i,0.0021516-0.0012873i,0.0012157-0.0031673i,-0.0012688-0.002495i,0.0014261+0.0045983i,0.00074011+0.00026602i,0.0069799+0.00066881i,-0.0012522+0.0028143i,-0.0021896+0.0095227i,-0.0073586+0.018086i,0.0079732-0.0077759i,-0.017822+0.0030378i,-0.031679-0.0032936i,0.018458+0.00031034i,0.020807+0.0075611i,-0.01505+0.0024506i
0.0050187-0.0017398i,0.024364-0.021585i,0.0013588-0.022308i,0.0073971-0.017735i,0.0036351-0.016325i,-0.0016165-0.017555i,0.015226+0.0025518i,0.022774-0.0056086i,-0.00079552-0.0045795i,-0.00037674+0.0011751i,-0.0012552-0.0012202i,0.00061812-0.0012593i,0.00035981+0.0010232i,0.00081848-0.00089301i,-0.00015346-0.0027377i,0.0047-0.0023833i,-0.0013251-0.0032057i,-0.0010998-0.00034436i,0.00081928+0.0012146i,-0.0014335-0.00015456i,-0.00095857+0.000479i,0.00062527+0.00085532i,-3.8595e-05+0.0016895i,-0.0014587-0.0067102i,0.0013285-0.00021822i,-2.0828e-05-0.00020843i,-0.00012372-0.00058241i,0.00014515-0.00014477i,0.00055277+0.00029571i,0.0010257+0.00085264i,-0.00035622+0.00072802i,0.00077201+0.00093937i,7.1208e-05-9.336e-05i,0.00044932-0.0002012i,0.00056772-0.00076497i,0.0059227+0.0058564i,0.00027918+0.00022058i,-0.00011274+0.00046297i,0.00097198+0.00024892i,-0.00043576+0.00061986i,-0.0010075+0.0002847i,5.3504e-05+0.00026444i,0.0021974-0.000102i,-0.00068179-0.0022427i,0.0018078-0.0082148i,-0.0092941+0.029262i,0.025873+0.019603i,0.025179+0.022577i,0.034813-0.00095875i,0.023436+0.017999i,-0.006105+0.034265i,-0.0038875+0.034145i,-0.024132+0.047426i,-0.035609-0.0078049i,0.010613-0.0092013i,0.0048134+0.0035258i,0.0095396+0.0049519i,0.00042916+0.014965i,-0.0042241+0.0051603i,0.0022543-0.011481i,0.01144-0.004863i,-0.0080912+0.011549i,0.0014637-0.00085409i,0.00054643+0.0025283i,-0.00011563-0.0001665i,-0.00048784+0.0014859i,0.004279-0.001025i,-0.0037091-0.0043096i,0.0015152+0.0033088i,0.0014931-0.0062422i,-0.0025206-0.0040357i,-0.0017358+0.0022255i,0.0013825-0.0024315i,0.00089545-0.0022834i,0.014234-0.017819i,-0.00011394+0.0050845i,-0.0022117-0.0040328i,-0.0028754-0.00078959i,-0.0046437-0.0054085i,0.0020427+0.0051775i,0.0015606-0.0065034i,0.0024253-0.0021677i,5.5278e-06-0.0038228i,-0.0019345-0.0032181i,0.0034946+0.0043296i,0.00053698+0.0014114i,0.0064463-0.0010675i,-0.0019669+0.0029947i,0.00085318+0.008921i,-0.004111+0.018037i,0.00088999-0.01385i,-0.020178+0.00031938i,-0.033099+0.0053552i,0.012526-0.0040453i,0.020706+0.0021866i,-0.014367+0.0044328i
0.0050916-0.0028189i,0.020256-0.024391i,-0.0040082-0.022439i,0.0018325-0.01953i,-3.8812e-05-0.017724i,-0.0045111-0.016372i,0.01683-0.00044188i,0.020745-0.0093328i,-0.0012727-0.0054941i,0.00038181+0.0021624i,-0.0014714-0.00031351i,-0.00032634-0.0016097i,0.00092501+0.0010254i,0.00070355-0.00063885i,-0.00037551-0.0023279i,0.0043427-0.0031748i,-0.0024237-0.0027796i,-0.0012075+0.00017336i,0.0010748+0.00045156i,-0.0014261+0.00076394i,-0.00087005+0.00084359i,0.00053534+9.7507e-05i,0.00042689+0.0015863i,-0.0037983-0.0044804i,0.00045827-0.00070445i,-6.4026e-05-4.6431e-05i,-0.00044378-0.00031245i,5.1516e-05-1.7471e-05i,0.00046391-9.4733e-05i,0.001077+0.00045323i,-1.2375e-05+0.00064537i,0.00089357+0.00060453i,7.52e-05+4.3144e-05i,0.00028811-0.00024488i,-0.00022165-0.00054876i,0.006611+0.0040367i,0.00038465+0.00015158i,-3.6146e-05+0.00065532i,0.0011131+2.1887e-05i,0.00018378+0.0002598i,-0.00085442+0.00083244i,0.00019028+0.00020483i,0.0018299-0.00077775i,-0.0011123-0.0014704i,-0.00067254-0.0093203i,-0.0043352+0.026539i,0.028109+0.013952i,0.029442+0.01616i,0.028845-0.0086474i,0.023603+0.013779i,0.0012849+0.036116i,0.0055056+0.0337i,-0.011052+0.049396i,-0.036238-0.00081228i,0.0074067-0.0092149i,0.0055375+0.0021042i,0.0092036+0.0015212i,0.0050422+0.013456i,-0.0027481+0.006987i,-0.0045712-0.0086915i,0.0077802-0.0073613i,-0.0047824+0.013512i,0.0011668-0.0026834i,0.00080986+0.0015021i,-0.00035527-0.0002353i,0.0016001+0.0014588i,0.0038247-0.0012741i,-0.0044126-0.0028498i,0.0032303+0.0020072i,-0.0018922-0.0070617i,-0.0031409-0.0025053i,-0.00026343+0.0017579i,0.0006813-0.003192i,0.000422-0.0034236i,0.005659-0.019375i,0.001562+0.0039808i,-0.0028912-0.0033985i,-0.0034665-0.00082195i,-0.0061505-0.0035592i,0.0025877+0.0040202i,-0.0010986-0.007736i,0.0024728-0.0032817i,-0.0010062-0.0033067i,-0.0026257-0.0030615i,0.0049417+0.0032073i,0.0011501+0.0021043i,0.0048448-0.0026423i,-0.0020725+0.0038073i,0.0030326+0.007312i,0.00029989+0.017876i,-0.008897-0.01647i,-0.024278+0.00061655i,-0.030318+0.013567i,0.0072268-0.0035994i,0.018373-0.0036777i,-0.013034+0.0044847i
0.0048831-0.0044947i,0.016296-0.027063i,-0.0085519-0.020763i,-0.0032526-0.018957i,-0.0038031-0.018027i,-0.006646-0.015164i,0.017652-0.0046126i,0.01831-0.01245i,-0.0022455-0.0064761i,0.0017376+0.002257i,-0.00099548+0.00043807i,-0.0010352-0.00099511i,0.0014514+0.00049827i,0.00073939-0.00061132i,-0.00052907-0.0020878i,0.0039619-0.0037591i,-0.0030333-0.0015949i,-0.00079673+0.000378i,0.00082887-0.00020761i,-0.00089057+0.0012693i,-0.00052125+0.0010009i,0.00014868-0.00029936i,0.00085861+0.0013295i,-0.0048495-0.0017126i,-0.00017334-0.00037805i,-3.3811e-05+3.369e-05i,-0.00052206-0.00013689i,5.107e-05+5.8866e-05i,0.00014062-2.5002e-05i,0.0010502-3.0326e-05i,0.00029708+0.00047567i,0.00075772+0.00039313i,0.00022855+4.3132e-05i,0.00033786-0.00015715i,-0.00038221+5.1796e-05i,0.0066406+0.002314i,0.00032103+0.00014382i,0.00036981+0.00075926i,0.0011639-0.00044952i,0.00039208-0.00024946i,-0.00035204+0.0010475i,0.00019974-7.1179e-06i,0.0011724-0.001296i,-0.0012712-0.00085057i,-0.0033807-0.0097194i,-0.0015568+0.023305i,0.029321+0.008837i,0.031457+0.008156i,0.022381-0.013897i,0.023598+0.011817i,0.0090178+0.035852i,0.013478+0.031193i,0.00073177+0.047217i,-0.034572+0.0058306i,0.0048438-0.0094131i,0.006069+2.5933e-05i,0.0088709-0.00094041i,0.0088633+0.010174i,-4.0174e-05+0.007427i,-0.0080054-0.0038292i,0.0039024-0.0083122i,-0.00060861+0.013685i,-0.00068862-0.0035783i,7.887e-05+0.0013273i,-0.00042463+4.2305e-05i,0.0027644+0.00016208i,0.0036295-0.00081729i,-0.0043245-0.0010818i,0.0036257+0.0004372i,-0.0047385-0.0053286i,-0.0027252-0.0013447i,0.00016391+0.00050356i,-0.00028405-0.0039951i,-0.00086959-0.0037779i,-0.0015507-0.017837i,0.0029859+0.0023437i,-0.003858-0.0026251i,-0.0037771+0.00060747i,-0.0065384-0.0011787i,0.0033077+0.003329i,-0.0044652-0.0071548i,0.002042-0.0046849i,-0.0015397-0.0030265i,-0.0032393-0.0031182i,0.0060865+0.0020058i,0.00209+0.0022842i,0.0031019-0.002642i,-0.0017369+0.0045622i,0.0041959+0.0052908i,0.005103+0.015618i,-0.019272-0.013891i,-0.02799+0.003477i,-0.025429+0.018161i,0.0049763-0.0022996i,0.013387-0.0071603i,-0.014377+0.0050778i
0.0038614-0.006054i,0.011938-0.029598i,-0.012035-0.018594i,-0.0072893-0.017265i,-0.0075206-0.017518i,-0.0088223-0.014054i,0.017052-0.0097452i,0.015507-0.015156i,-0.0040004-0.0072509i,0.0029194+0.0017116i,-0.00028045+0.00073754i,-0.0012542-1.4894e-05i,0.0014812-0.00014085i,0.00079834-0.00064671i,-0.00081723-0.0019849i,0.0035387-0.0044032i,-0.0031784-0.00035759i,-0.00058485+0.00025138i,0.0005318-0.00043493i,-0.00028515+0.0014326i,-0.00024195+0.0011143i,-0.00021858-0.00028984i,0.0011072+0.00090038i,-0.004466+0.0009997i,-0.00015879+0.0001385i,9.7629e-06+0.00012077i,-0.00053685+9.6919e-05i,6.6334e-05+9.9731e-05i,0.00017532+0.00010015i,0.00069827-0.00042333i,0.00046668+0.00013592i,0.00081776+0.00049586i,0.00029677-1.0329e-05i,0.00038392-0.00046577i,-9.587e-05+0.00045741i,0.0065142+0.0010218i,0.00044934+7.6545e-05i,0.00073912+0.00061426i,0.00064735-0.00083684i,0.00060914-0.00053494i,0.00014994+0.0011368i,0.00010494-7.9109e-05i,0.00038028-0.001193i,-0.0012436+0.00011662i,-0.0058659-0.0091518i,-0.00064311+0.021637i,0.029862+0.0039294i,0.030535+0.0017797i,0.015455-0.017467i,0.026008+0.010628i,0.016421+0.033117i,0.021416+0.026573i,0.011318+0.041658i,-0.030018+0.011428i,0.0023829-0.0091911i,0.0051863-0.0031582i,0.0082293-0.0039099i,0.010157+0.0056101i,0.001695+0.0064203i,-0.0087996+0.0018077i,8.7825e-05-0.0075584i,0.0025738+0.011435i,-0.0028271-0.0027547i,-0.0002531+0.0021787i,-0.00030257+0.00032694i,0.0033613-0.0014873i,0.0046131-0.00021588i,-0.0032322-0.00011185i,0.0036497+4.112e-05i,-0.0057427-0.0030175i,-0.0021737-0.00080384i,-0.00021789+0.00014504i,-0.0022998-0.0043662i,-0.0021895-0.0030553i,-0.0072602-0.014919i,0.0033882+0.00011131i,-0.0044769-0.0013372i,-0.0029129+0.0015777i,-0.0061084+0.00060935i,0.0041229+0.0024904i,-0.0068989-0.0047712i,0.00030014-0.0062721i,-0.0024307-0.0025212i,-0.0048753-0.0025771i,0.007094-0.0003598i,0.0031332+0.0023495i,0.0028033-0.0023203i,-0.00055029+0.0056434i,0.0041852+0.0030591i,0.0089818+0.011454i,-0.025118-0.0055166i,-0.03097+0.0090268i,-0.020259+0.021862i,0.0032229-0.00061673i,0.009132-0.0071477i,-0.014481+0.0070134i
