-0.0084107-0.040004i,-0.014095-0.04273i,0.00037537-0.046013i,-0.027441-0.02724i,-0.020265+0.014037i,-0.033566-0.030018i,-0.060863-0.059853i,-0.022361-0.071486i,-0.034599-0.050984i,0.0012126+0.014706i,-0.0069417+0.010536i,-0.01391+0.013321i,0.0023308+0.01553i,-0.0034916-0.0034943i,0.00078613+0.0062466i,0.0014024+0.037125i,0.020191+0.059024i,0.00088769-0.00056762i,-0.0050495-0.0079625i,0.0078764+0.0041723i,0.001696+0.001175i,-0.00096226+0.0034682i,6.7363e-05-0.0013542i,-0.035808-0.0098092i,-0.0025946-0.0072262i,-0.00016407+0.0044961i,0.0047923+0.00012387i,1.7303e-05+0.00087152i,1.5372e-05-0.0010213i,-3.6642e-05-0.0026892i,-0.0013242-0.005775i,-0.002472-0.0038014i,-0.00042355-0.0076892i,0.0032474-0.0012328i,0.0031468-0.0025948i,-0.00038464+0.033568i,0.0062104-0.0039883i,0.0035826-0.0022022i,0.0050032+9.855e-05i,-0.014147-0.0048221i,-2.7519e-05+0.0001886i,0.0095352-0.00084722i,0.0051251-0.00058693i,-0.0038592+0.003831i,0.0036035+0.001666i,-0.0027131+0.0055976i,0.010959-0.088932i,-0.0084736-0.049758i,-0.025965-0.040378i,-0.021384-0.041643i,0.061466-0.01953i,0.025714-0.062418i,0.038139-0.047088i,0.028481-0.058312i,0.018286-0.016023i,0.0084538+0.0098643i,0.023513-0.031969i,-0.0076597-0.004861i,0.0023786-0.0029551i,-0.0049314-0.0059475i,0.00027082-0.03184i,-0.023289+0.031148i,0.0074606-0.010922i,-0.010774-0.00093397i,-0.0049026-0.0011292i,-0.0011553-0.014302i,-0.0096306+0.0039351i,0.0037327+0.0074422i,-0.010861+0.031341i,0.0061436+0.0073545i,-0.005164-0.0012437i,-0.0019414-0.002002i,-0.011039-0.007663i,0.00032378-0.0035096i,-0.034512+0.0057326i,0.0018438-0.012539i,-0.0088527-0.0019738i,-0.0065305-0.0026247i,0.0063985+0.0014753i,-0.0092184+0.001317i,0.00099912+0.00054104i,0.0054949+0.0084808i,0.0044789+0.00054801i,-0.0092852-0.0097378i,0.0031135+0.008767i,-0.018801+0.0070282i,0.006537+0.0023561i,-0.029765-0.0073362i,-0.03384+0.0038052i,0.023906-0.079974i,0.011486-0.010363i,-0.044111-0.026754i,-0.023194-0.0031102i,0.018012+0.011976i,-0.026088+0.013205i,-0.011656-0.0075334i
-0.0075676-0.010265i,-0.030367+0.0075059i,-0.012708+0.023315i,-0.00033553+0.012618i,0.0037053+0.0096065i,0.00081353+0.010735i,-0.0089775+0.019222i,-0.02628+0.014263i,-0.018642+0.018113i,-0.0011472+0.0024383i,-0.0012181-0.0014503i,-0.00051701+0.0022197i,-0.0025309+0.0014651i,0.001745+0.0012056i,-0.00058328+0.00075262i,-0.0010893+0.0019111i,0.001314+0.00064543i,-0.0027317-4.4084e-05i,0.00016368-0.00087146i,-0.0013236+0.0014051i,5.5045e-05+0.00050266i,0.00038583+0.0013081i,-0.00087702+0.00056607i,0.0011425+0.0040788i,0.0014656-9.5462e-05i,0.00045671+0.00087799i,-0.00066444+0.00081295i,-0.0011466+2.6952e-05i,-0.0013794+0.00033999i,-0.0010974+0.0012341i,0.00021945-0.0012791i,-0.00049072-0.0005678i,0.00010611-0.001139i,0.00061942-0.0012677i,-0.0003491-0.00089721i,0.0023006+0.0038219i,0.002141+0.0016104i,-0.00035922+0.0003179i,0.0012161+0.00086033i,0.0015584-0.0035868i,-5.1681e-05+0.0018271i,0.00083099+0.0010674i,-0.00053547+0.0008092i,-0.0013712+0.0012937i,-0.012296-0.0067386i,-0.015916-0.023298i,-0.016026-0.026862i,-0.016595-0.0091494i,-0.026419-0.021859i,-0.018458-0.0097019i,-0.022396+0.00012166i,-0.039808+0.011163i,-0.00057446-0.019538i,-0.0087404-0.015247i,0.012672+0.0035606i,0.0011518+0.00094871i,0.0029713-0.0010663i,0.0036761+4.6484e-05i,0.0006143-0.0019756i,3.8677e-05+0.0098399i,0.0038479-0.00037652i,0.0010745+0.003994i,-0.0024914-0.0012357i,-0.0011893-0.00032448i,0.0010419+0.0004699i,-0.0020688-0.0006613i,-0.0010187-0.0024632i,0.0021339+0.003127i,-0.0046526-0.0043008i,-0.0054494+9.1585e-05i,-0.0024418+0.0016234i,0.0011774+0.0014224i,-0.00027199+0.00064332i,0.0019025+0.0007712i,-0.0062161+0.0019836i,0.00089225-0.0037761i,0.00053395+0.0020952i,-0.0028686+0.00059593i,0.0014044+0.00053593i,0.0046451+0.0013772i,0.0013068+0.0013064i,-0.0017817+0.0010746i,-0.00094582+0.00014708i,0.0030483+0.0027826i,-6.0492e-05-5.6322e-05i,-0.0026194+0.00281i,0.0012002+0.0018272i,0.0040421-0.00082378i,0.0026053-0.00054102i,-0.020488-0.023497i,0.0049139-0.011918i,0.00030556+0.00069207i,0.00685+0.014323i,-0.00047227-0.0073192i,0.0023614-0.00081099i,-0.0022969+0.0098456i
-0.0095493-0.009252i,-0.02812+0.012142i,-0.0080717+0.023207i,0.0018797+0.011103i,0.0044322+0.0083265i,0.0017013+0.0098606i,-0.0060403+0.019917i,-0.023464+0.016892i,-0.014877+0.020462i,-0.00055077+0.0027722i,-0.0018977-0.00065756i,0.00065284+0.0024154i,-0.0016034+0.0019354i,0.0024356+0.0004454i,-7.5137e-05+0.0009773i,-0.00061509+0.0021653i,0.0015848+0.00050483i,-0.0026943+0.00099089i,-0.00031341-0.00075667i,-0.00070598+0.0018863i,5.8894e-05+0.00045109i,0.00083893+0.00099019i,-0.00072139+0.00096186i,0.002009+0.0039996i,0.001613-0.00033281i,0.00074948+0.0006443i,-0.00026716+0.0011245i,-0.0010853+0.00049289i,-0.00088328+0.00067274i,-0.00050982+0.0013356i,-6.0986e-05-0.0013984i,-0.00077101-0.00013288i,-0.00026144-0.0010558i,-9.0196e-05-0.0015098i,-0.00049702-0.00063394i,0.0032044+0.0030029i,0.0025749+0.0006928i,-0.00020103+0.00048364i,0.0013766+0.00013163i,0.00020081-0.0039172i,0.00064247+0.0017924i,0.0012532+0.0005758i,-0.00023127+0.00086477i,-0.0010767+0.0017069i,-0.014554-0.0055429i,-0.019392-0.022229i,-0.018033-0.026613i,-0.017355-0.0077776i,-0.029727-0.019877i,-0.018604-0.0087589i,-0.01959+0.00059864i,-0.036087+0.014767i,-0.0024245-0.022283i,-0.0094187-0.015743i,0.012769-0.00024676i,0.0013175+0.0010655i,0.0031802-0.00044153i,0.0032788-0.0007002i,-0.00034132-0.0023731i,0.0038834+0.010542i,0.0029606-0.00050429i,0.0029598+0.0037308i,-0.0028-0.0012255i,-0.0015069+0.0004768i,0.0014472+0.00016259i,-0.0022851-0.00067632i,-0.00096437-0.0026158i,0.0029487+0.0012388i,-0.0055993-0.0021098i,-0.0059837+0.0020236i,-0.0014925+0.0026502i,0.0011709+0.00088464i,-0.0003346+0.00088475i,0.001488+0.00022646i,-0.0047047+0.0044878i,-0.00041038-0.0035858i,0.0009722+0.0017824i,-0.0019998+0.0022165i,0.0011813+0.00044776i,0.0049345+0.00022428i,0.001032+0.00068289i,-0.0014127+0.0018686i,-0.0011548+0.0005076i,0.0028707+0.0011094i,-0.00012466-0.00027933i,-0.0015151+0.0030395i,0.0020187+0.0014467i,0.0039162-0.002137i,0.0024405-0.0014539i,-0.022872-0.020429i,-0.00085987-0.011231i,-0.0016836+0.00068936i,0.0086211+0.01139i,-0.0014738-0.0064011i,0.0020603-0.0011278i,-0.0017109+0.0099653i
-0.011209-0.0076272i,-0.02477+0.016022i,-0.0042525+0.022277i,0.0031563+0.008871i,0.0048452+0.0070521i,0.0023767+0.0090486i,-0.0030452+0.02006i,-0.02093+0.019044i,-0.01101+0.021555i,0.00025197+0.0028964i,-0.001931+0.000381i,0.0016985+0.0017543i,-0.00066248+0.0021099i,0.002424-0.00061814i,0.00056978+0.00080827i,-3.5954e-05+0.0022722i,0.0022337+0.00022116i,-0.0021219+0.0019558i,-0.00038181-0.00056785i,8.1826e-05+0.0019258i,1.3912e-05+0.0005769i,0.0010036+0.00059601i,-0.00040943+0.001348i,0.002989+0.0035179i,0.0016785-0.00098139i,0.00099981+0.00027737i,0.0002959+0.0011349i,-0.00081262+0.00089166i,-0.00053269+0.00066885i,4.8876e-05+0.0012682i,-0.0005106-0.0014251i,-0.00072037+0.00030849i,-0.00068616-0.00088273i,-0.00084048-0.0013615i,-0.00065385-0.00037109i,0.0039267+0.0022104i,0.0025638-0.0003194i,0.00010171+0.00047869i,0.0012034-0.00044948i,-0.0011258-0.0034357i,0.0011464+0.0014574i,0.0012222-0.00010997i,-5.3643e-05+0.00079966i,-0.00038928+0.0018979i,-0.016542-0.0035911i,-0.022714-0.01971i,-0.02131-0.025607i,-0.018034-0.0059714i,-0.033287-0.016841i,-0.01923-0.0084122i,-0.017597+7.1259e-05i,-0.032393+0.017222i,-0.0053633-0.023744i,-0.011034-0.016569i,0.011333-0.0032056i,0.0018232+0.0010444i,0.0039459-0.00054193i,0.0024718-0.0012637i,-0.0015774-0.0017862i,0.0079462+0.0095548i,0.0025219-0.00032155i,0.0043379+0.002497i,-0.0033853-0.00063913i,-0.00098461+0.0013874i,0.0013303-0.00040982i,-0.0027565-0.00040998i,-0.0014044-0.0031063i,0.0023352-0.0003256i,-0.0052426-3.4423e-05i,-0.0051357+0.0043095i,-0.00014395+0.0028216i,0.00085305+0.00078882i,-0.00025581+0.00095218i,0.001207+0.00020556i,-0.0023587+0.0056023i,-0.0017076-0.0029584i,0.0011285+0.0016829i,-0.00055745+0.0029844i,0.0011718+0.00042825i,0.0045109-0.0011307i,0.00082488+0.00082921i,-0.00075445+0.0025729i,-0.00088546+0.00087794i,0.0019808+0.00027534i,-0.00041952-0.00026079i,-0.0002065+0.002787i,0.0026342+0.00059422i,0.0030996-0.0030326i,0.0017261-0.0021878i,-0.024499-0.017203i,-0.0059154-0.0087169i,-0.003948+0.0018001i,0.0090197+0.008052i,-0.0023449-0.0050863i,0.001727-0.0010408i,-0.0013594+0.010389i
-0.012514-0.0057006i,-0.020906+0.01847i,-0.00093264+0.020771i,0.0033686+0.0068313i,0.0049627+0.0058184i,0.0030825+0.0084253i,-0.00021044+0.019427i,-0.018223+0.0213i,-0.0072631+0.021518i,0.0011401+0.002606i,-0.0015229+0.0011969i,0.0020523+0.00084411i,0.00015518+0.0019235i,0.0020376-0.001341i,0.00088245+0.00041701i,0.00069885+0.0021647i,0.0027556-0.00064374i,-0.0013154+0.0025521i,-0.00055955-0.0006525i,0.00070971+0.0016391i,0.00020239+0.00084644i,0.00093367+0.00025772i,0.0001305+0.001579i,0.00384+0.0026878i,0.0013101-0.0016877i,0.001024-0.0002304i,0.00071642+0.00089166i,-0.00040989+0.0012052i,-0.00028378+0.00059994i,0.00051592+0.001014i,-0.0010293-0.0012783i,-0.00047587+0.00062786i,-0.00097335-0.00046676i,-0.0013776-0.00075737i,-0.00062864+1.4003e-05i,0.0045857+0.0013258i,0.0021739-0.0010889i,0.00029632+0.00033042i,0.00093815-0.00081511i,-0.0019563-0.0024884i,0.001469+0.0010005i,0.00085283-0.00051914i,3.5307e-07+0.00086968i,0.00021829+0.0015848i,-0.017876-0.0011396i,-0.025196-0.016369i,-0.024782-0.023272i,-0.018087-0.0041254i,-0.035811-0.012636i,-0.020425-0.0076152i,-0.016635-0.0012452i,-0.028955+0.019017i,-0.00841-0.02422i,-0.013521-0.016721i,0.0092325-0.0050157i,0.0023273+0.00063827i,0.0046414-0.0014653i,0.001434-0.0012433i,-0.0021022-0.00056363i,0.011497+0.0069014i,0.0026417-0.00024543i,0.0048245+0.0010096i,-0.0035226+0.00039994i,0.00014839+0.0016961i,0.0010032-0.00060525i,-0.0030899+0.00010845i,-0.002453-0.0034199i,0.0015362-0.00099003i,-0.004377+0.0011577i,-0.0031437+0.0057507i,0.0009057+0.0023278i,0.0009169+0.0010994i,-0.00024031+0.00135i,0.0011844-6.6078e-05i,-0.00012446+0.0054725i,-0.0025836-0.0015408i,0.0015267+0.0016905i,0.00079708+0.0028202i,0.001094+0.00029906i,0.0038014-0.0022625i,0.0012736+0.0010336i,0.00018603+0.002932i,-0.00082241+0.00094544i,0.0011433-6.7592e-07i,-0.00052934+6.0193e-05i,0.0006482+0.0018737i,0.0029922-0.00039199i,0.0022924-0.0036534i,0.00067772-0.0024065i,-0.025577-0.014051i,-0.0092903-0.0046508i,-0.0054439+0.0038484i,0.0078193+0.00522i,-0.0024584-0.0037605i,0.0015754-0.00089448i,-0.00060555+0.011124i
-0.013296-0.0034677i,-0.017453+0.01987i,0.0015109+0.018922i,0.0029142+0.0052825i,0.0048561+0.0046478i,0.003963+0.0075955i,0.0021428+0.018446i,-0.014862+0.023207i,-0.0044345+0.020724i,0.001762+0.0020448i,-0.00076812+0.0017407i,0.0020205+0.00014909i,0.00081946+0.0014838i,0.0015021-0.0018948i,0.0010805-5.1154e-05i,0.0013467+0.001669i,0.0029096-0.0017344i,-0.00041724+0.0028151i,-0.0010288-0.0006105i,0.0010446+0.0011922i,0.00067267+0.00091196i,0.00096965+3.154e-06i,0.00070855+0.0014969i,0.0045543+0.0014999i,0.00074938-0.0021517i,0.00073524-0.00074863i,0.00097855+0.00050215i,5.2271e-05+0.0011362i,-4.0515e-05+0.00048676i,0.00071072+0.0005382i,-0.0015351-0.00087139i,-0.00014996+0.00071251i,-0.00099003-7.6161e-05i,-0.0014712-3.1932e-05i,-0.00044777+0.0002291i,0.0051957+0.00031398i,0.0017227-0.0016491i,0.00037217+0.00011087i,0.00068725-0.00099845i,-0.0021336-0.0015069i,0.0017147+0.00053182i,0.00041514-0.00054227i,0.0002396+0.00084566i,0.00040726+0.0013039i,-0.018765+0.0017006i,-0.026612-0.012709i,-0.027282-0.020049i,-0.01771-0.0028072i,-0.037476-0.0081579i,-0.021538-0.0061093i,-0.017233-0.0024154i,-0.02578+0.019967i,-0.011158-0.024422i,-0.015991-0.016279i,0.0074454-0.0058591i,0.002619-7.2315e-06i,0.0048277-0.0032171i,0.00057516-0.0007559i,-0.0019634+0.00081167i,0.013916+0.0029592i,0.0026691-0.00049752i,0.0044274-0.00070124i,-0.0032147+0.001205i,0.0010026+0.0012376i,0.0010565-0.00052117i,-0.0032931+0.0008787i,-0.0037-0.0033558i,0.00088458-0.0013284i,-0.0035812+0.0019253i,-0.0011788+0.0062057i,0.001621+0.0016201i,0.0016131+0.0011636i,0.00015914+0.0015744i,0.00077701-0.00024912i,0.0016195+0.0046777i,-0.0023362-0.00011073i,0.0020519+0.0013257i,0.0017981+0.0021981i,0.0010227+0.00024607i,0.0026285-0.0030641i,0.0017976+0.00052905i,0.0013136+0.0028983i,-0.00066279+0.001365i,0.00048108+0.00027417i,-0.00060245+0.00031937i,0.00064541+0.00097102i,0.0029745-0.0016581i,0.0011358-0.0040069i,-0.00015432-0.0021953i,-0.026126-0.011278i,-0.010847-0.00046825i,-0.0060067+0.006198i,0.0057329+0.003631i,-0.0020894-0.0026469i,0.0016756-0.00074599i,0.00054374+0.011744i
-0.013274-0.0012471i,-0.014303+0.020904i,0.0034076+0.016858i,0.0021419+0.0044202i,0.0044027+0.0036147i,0.0046453+0.0064785i,0.004213+0.017245i,-0.011242+0.024301i,-0.0022999+0.019953i,0.0022299+0.0012983i,0.00012269+0.0017234i,0.0018908-0.00036311i,0.0012033+0.00086024i,0.00069381-0.002195i,0.001055-0.0005183i,0.0016828+0.00098583i,0.002509-0.0029667i,0.00041579+0.0027485i,-0.0012956-7.6604e-05i,0.0012457+0.00084312i,0.0010788+0.00063602i,0.00077149-0.00012851i,0.0012185+0.0011099i,0.0048093-0.00011266i,-5.5574e-05-0.0023833i,0.00021407-0.00082056i,0.0010617+7.0137e-05i,0.00038225+0.0010444i,5.8476e-06+0.00029434i,0.00054969+0.00014849i,-0.0018017-0.00030149i,0.00011242+0.00065599i,-0.00093658+0.00019668i,-0.0013057+0.00056948i,-0.00031239+0.00019609i,0.0054401-0.00099177i,0.0012309-0.0021944i,0.0003593-4.3919e-05i,0.00035798-0.0011719i,-0.0019909-0.00086438i,0.001749-9.597e-05i,0.000224-0.00034006i,0.00044111+0.00079711i,0.00059298+0.001374i,-0.018926+0.0048494i,-0.026905-0.0093973i,-0.028753-0.016179i,-0.017711-0.0017093i,-0.038132-0.0033659i,-0.021983-0.0043147i,-0.018687-0.0027145i,-0.023407+0.020615i,-0.014229-0.02396i,-0.01837-0.014957i,0.0059775-0.0062155i,0.0025382-0.00074745i,0.0036242-0.0052555i,7.4364e-05+3.4215e-05i,-0.0013175+0.0020358i,0.014741-0.0019658i,0.0027795-0.00069128i,0.002859-0.0018678i,-0.0025635+0.0018788i,0.0016784+0.0006295i,0.0014217-0.0008774i,-0.0031243+0.0018369i,-0.0052399-0.0026896i,0.0002046-0.0015492i,-0.0030004+0.002593i,0.00068429+0.0059218i,0.0018839+0.00050708i,0.0021369+0.00066283i,0.00064144+0.0016922i,0.00031041-1.0661e-06i,0.0028644+0.0033519i,-0.0015502+0.00080024i,0.0023281+0.0008222i,0.0023093+0.0014723i,0.00097358+0.00011121i,0.0010719-0.0032547i,0.0020104-7.3752e-05i,0.0021745+0.0023646i,-0.00018453+0.0016002i,0.00018874+0.00079806i,-0.00055099+0.00081219i,0.00028017+0.0003846i,0.0022038-0.0030119i,5.293e-05-0.0037187i,-0.00095974-0.0018209i,-0.026393-0.0084791i,-0.011189+0.003474i,-0.0055885+0.0087744i,0.0034596+0.0033863i,-0.001337-0.001882i,0.001946-0.0007542i,0.0020017+0.012095i
-0.012838+0.00039703i,-0.011389+0.021676i,0.0044005+0.014925i,0.001479+0.0042096i,0.0037795+0.0030387i,0.0050671+0.005349i,0.0058396+0.01603i,-0.0073854+0.024899i,-0.0004176+0.019356i,0.0023134+0.00047881i,0.00068312+0.0013942i,0.0016978-0.00073623i,0.0013879+0.00035686i,-0.00014399-0.0019676i,0.00085603-0.00084269i,0.0017459+0.00032394i,0.0014656-0.0042293i,0.001176+0.0024043i,-0.0012685+0.00044725i,0.0014607+0.00051963i,0.001429+0.00018244i,0.00067138-0.00012267i,0.0014363+0.00056149i,0.0042587-0.0017322i,-0.00092305-0.0022549i,-5.2164e-05-0.00058909i,0.00094274-0.00038907i,0.00069896+0.0008229i,-0.00013398+0.00032641i,0.00030574+5.7854e-05i,-0.0018339+0.00043975i,0.00022859+0.00055006i,-0.00090531+0.00050449i,-0.00098239+0.0011327i,-0.00023402+0.00018706i,0.005348-0.0023828i,0.00043366-0.0026409i,0.00029774-0.00017032i,1.9296e-06-0.0013531i,-0.0017696-0.00053314i,0.0015048-0.00063964i,0.00030543-0.00021592i,0.00067267+0.00083509i,0.00098469+0.0012129i,-0.018386+0.0078876i,-0.026888-0.0070577i,-0.028822-0.012398i,-0.017744-0.00027504i,-0.037712+0.0014025i,-0.022147-0.0027725i,-0.020686-0.0018895i,-0.021458+0.021533i,-0.01645-0.022839i,-0.019984-0.013217i,0.004788-0.0064539i,0.001945-0.0013267i,0.0011968-0.0061412i,0.00017571+0.00090079i,0.00019285+0.0032054i,0.013088-0.0071012i,0.0030347-0.0011957i,0.00096361-0.0017822i,-0.0018138+0.0020376i,0.0020841-0.00061763i,0.0012391-0.0015509i,-0.0024914+0.0028507i,-0.0065095-0.0011245i,-0.0005945-0.0013367i,-0.0020083+0.0032462i,0.0020707+0.0051709i,0.0013588-0.00038721i,0.0024487-5.1829e-05i,0.0011753+0.0014957i,0.00021638+0.00047924i,0.0032682+0.0021132i,-0.00064521+0.0010985i,0.0025776+0.0004035i,0.0025561+0.00073552i,0.0010345+5.3775e-05i,-0.00019565-0.0025971i,0.002137-0.00075406i,0.0029271+0.001683i,0.00052997+0.0012865i,0.00045746+0.0013529i,-3.0399e-05+0.0012834i,-5.3182e-05+0.00024155i,0.00069668-0.0037529i,-0.00067922-0.0031429i,-0.0015219-0.0010595i,-0.026313-0.006222i,-0.010343+0.0070831i,-0.0039996+0.010914i,0.0017805+0.0044905i,-0.0005563-0.001946i,0.002108-0.0010913i,0.0036729+0.012048i
-0.012636+0.0017503i,-0.0084548+0.02229i,0.0051291+0.013517i,0.0014311+0.0041943i,0.0033428+0.0029005i,0.005381+0.0041555i,0.0073549+0.01483i,-0.0035828+0.024466i,0.0016834+0.018794i,0.0020813-0.00024489i,0.0009638+0.0010436i,0.0015434-0.0010029i,0.0015458-0.00028644i,-0.00046905-0.0013812i,0.00060789-0.0010802i,0.0015772-0.00029364i,-0.00018644-0.0046219i,0.0016504+0.0018439i,-0.001124+0.00086588i,0.0016516+8.5214e-05i,0.0014915-0.0005693i,0.00072039-0.00015735i,0.001354+4.9398e-05i,0.0030608-0.0027295i,-0.0016123-0.0017023i,-3.6425e-05-0.00033072i,0.00063816-0.00076361i,0.00077892+0.00038584i,-7.9802e-05+0.00048351i,8.6842e-05+0.00010147i,-0.001499+0.0010701i,0.00034834+0.00051085i,-0.00075306+0.00088576i,-0.00037533+0.0013971i,-7.6899e-05+0.00021802i,0.0047592-0.0038402i,-0.00059781-0.0026577i,0.00016672-0.0002672i,-0.00063815-0.0013136i,-0.0018833-0.00044133i,0.0011109-0.00095379i,0.00035246-0.00028294i,0.0011724+0.00077154i,0.00132+0.00092657i,-0.017027+0.010638i,-0.027171-0.0051239i,-0.02794-0.00979i,-0.017167+0.0013881i,-0.036075+0.0053094i,-0.021876-0.0011295i,-0.022236+0.0002694i,-0.019194+0.023082i,-0.018527-0.022141i,-0.02126-0.012018i,0.0038778-0.0068394i,0.0010334-0.0015009i,-0.0011785-0.0053346i,0.00065973+0.0014827i,0.0023829+0.0030981i,0.0092045-0.010666i,0.0027801-0.0021962i,-8.7261e-05-0.00034123i,-0.0012891+0.0018556i,0.0016117-0.0018685i,0.00080852-0.0020492i,-0.0013996+0.0034082i,-0.007096+0.0011029i,-0.0009459-0.00092052i,-0.0008948+0.0034128i,0.0030683+0.0041817i,0.00070156-0.00063131i,0.0025885-0.00096697i,0.001681+0.0011654i,0.00028106+0.00073499i,0.0033283+0.0013137i,0.00022149+0.00099808i,0.0028557-0.00035372i,0.0026636+3.2912e-05i,0.00084574-0.00013144i,-0.00060302-0.0015102i,0.0017437-0.001723i,0.0033919+0.00053388i,0.00054368+0.00065842i,0.0010572+0.0014714i,0.00059365+0.0013566i,-0.00015245+0.0003495i,-0.00058079-0.0034028i,-0.001415-0.0025119i,-0.0018351-0.00012687i,-0.02634-0.0043663i,-0.0085337+0.009477i,-0.0018601+0.011772i,0.0013307+0.0062253i,-0.00081413-0.00266i,0.0019954-0.0014678i,0.0055829+0.011393i
-0.012429+0.0032633i,-0.0053747+0.022701i,0.0059326+0.012387i,0.0015483+0.0039506i,0.003257+0.0026715i,0.0055144+0.0026914i,0.0089984+0.013678i,-0.00039143+0.02324i,0.0037666+0.017886i,0.001668-0.00064898i,0.0010791+0.0006547i,0.0013688-0.0012845i,0.0014044-0.00112i,-0.00048978-0.0010367i,0.00029954-0.0012447i,0.001259-0.00064781i,-0.0017523-0.0041954i,0.0019439+0.0012758i,-0.00085269+0.0013373i,0.001714-0.00049448i,0.00098792-0.0012041i,0.00078371-0.00027569i,0.0011621-0.00028903i,0.0019944-0.0028746i,-0.0018637-0.00094827i,0.00017072-0.00038692i,0.00021844-0.00096407i,0.00059234-3.7888e-05i,0.00013643+0.00052806i,5.9871e-05+0.00023387i,-0.0009522+0.0014941i,0.00054211+0.0004006i,-0.00035409+0.0011643i,0.00017686+0.0013339i,7.1581e-05+0.00019185i,0.0035869-0.0051746i,-0.001502-0.0022308i,5.1042e-05-0.00027616i,-0.0011417-0.00081025i,-0.0021361-5.9292e-05i,0.00069125-0.0010778i,0.00029638-0.000433i,0.0017515+0.00033101i,0.0015404+0.00055678i,-0.015411+0.012893i,-0.027821-0.0030032i,-0.027225-0.0080398i,-0.016323+0.0026071i,-0.034046+0.008457i,-0.021179-0.00011877i,-0.022636+0.0033658i,-0.016366+0.024383i,-0.020698-0.020944i,-0.023338-0.010756i,0.0028356-0.0074861i,0.00014605-0.0011137i,-0.0028081-0.0037724i,0.0012286+0.0015743i,0.0040098+0.0019685i,0.0044649-0.011908i,0.0016313-0.0027644i,-0.00010906+0.0011602i,-0.001183+0.001704i,0.00067249-0.0024987i,0.00015252-0.0023948i,-0.00027485+0.0034685i,-0.0064614+0.0033471i,-0.0011246-0.00044558i,0.00018221+0.0033577i,0.0037094+0.0032707i,0.0002096-0.00063426i,0.0020977-0.0020657i,0.0018187+0.00030395i,0.00060883+0.0013072i,0.0033979+0.00069552i,0.00095+0.00026788i,0.0027209-0.0013558i,0.0025523-0.0007714i,0.00086531-0.00014336i,-0.0003958-0.00059729i,0.00040292-0.0023967i,0.0030774-0.00060924i,0.00020569+0.00043013i,0.0015936+0.001241i,0.0013915+0.0010162i,-0.00024484+0.00032605i,-0.0014082-0.0028662i,-0.0019246-0.0012697i,-0.001615+0.00092297i,-0.026482-0.002462i,-0.0071257+0.010821i,-0.00038636+0.011612i,0.0020409+0.007414i,-0.0017209-0.0026279i,0.0016662-0.0017301i,0.0071261+0.009925i
-0.011851+0.0049371i,-0.0021423+0.022653i,0.0067452+0.01122i,0.0016548+0.0036465i,0.0031912+0.0022691i,0.0051249+0.001171i,0.010673+0.012043i,0.0021038+0.021786i,0.0058324+0.01649i,0.0012012-0.00078986i,0.00093477+0.00044646i,0.0011473-0.0014984i,0.00079815-0.0017862i,-0.00042626-0.00076824i,-4.65e-05-0.0011815i,0.00098586-0.00069939i,-0.00264-0.0032722i,0.0020293+0.00074763i,-0.00033028+0.0017386i,0.0015416-0.0010389i,0.00028956-0.0013225i,0.00077254-0.00042009i,0.0009896-0.00053171i,0.0014688-0.0027989i,-0.0018821-0.00031566i,0.00021517-0.00052539i,-0.00026341-0.00091902i,0.00028356-0.00013454i,0.00026877+0.00045053i,0.00021341+0.0003417i,-0.00039802+0.0016679i,0.00069005+0.0002834i,0.00010465+0.0012439i,0.00057093+0.0010872i,0.00010669+0.00011223i,0.0017621-0.0062566i,-0.0020843-0.0015611i,-8.0738e-05-0.00026353i,-0.0013231-0.00033528i,-0.0022727+0.0005735i,0.00030496-0.0011324i,0.00014768-0.00053218i,0.002013-0.00032598i,0.0016569+9.6217e-05i,-0.013239+0.014723i,-0.02839-0.00027676i,-0.026678-0.0064792i,-0.015536+0.0037492i,-0.032001+0.010848i,-0.02064+0.00032343i,-0.021609+0.0062374i,-0.012674+0.024892i,-0.022642-0.019496i,-0.025442-0.0082577i,0.0011302-0.0080194i,-0.00048577-0.00035244i,-0.0035961-0.0015239i,0.0017076+0.0014779i,0.0050474+0.00055499i,0.00045491-0.010975i,0.00059062-0.0023264i,0.00083692+0.0023719i,-0.0011366+0.0017887i,0.00013106-0.0025234i,-0.00060719-0.002674i,0.00084386+0.0031344i,-0.0055386+0.0047744i,-0.0013958-0.00011717i,0.0012245+0.0029396i,0.0043565+0.0022096i,-0.00030125-0.00061019i,0.00080223-0.0027038i,0.0012922-0.00026183i,0.0014517+0.0013227i,0.0032912+7.058e-05i,0.00049228-0.00063594i,0.0018388-0.0021417i,0.0018876-0.0016051i,0.00091869-0.00023564i,0.0001695-0.0002282i,-0.00092161-0.0017636i,0.0024231-0.0013467i,-8.9603e-05+0.00060895i,0.0018588+0.00087134i,0.0019908+0.00030132i,-6.4973e-05+0.00020433i,-0.0019909-0.0023959i,-0.0015218-6.9075e-05i,-0.001149+0.0016929i,-0.026478-8.3187e-05i,-0.0059369+0.012706i,0.00037379+0.011466i,0.0031215+0.0079931i,-0.0025463-0.0018701i,0.0011722-0.0018051i,0.007952+0.0080353i
